"LGA_CODE21","calendar_year","sex","age_group","n_births"
"55250",2014,"all","0-0",19
"55320",2014,"all","0-0",999
"55390",2014,"all","0-0",0
"55460",2014,"all","0-0",53
"55530",2014,"all","0-0",7
"55600",2014,"all","0-0",38
"55670",2014,"all","0-0",11
"55740",2014,"all","0-0",103
"55810",2014,"all","0-0",10
"55880",2014,"all","0-0",8
"55950",2014,"all","0-0",6
"56090",2014,"all","0-0",392
"56160",2014,"all","0-0",0
"56230",2014,"all","0-0",164
"56300",2014,"all","0-0",11
"56370",2014,"all","0-0",17
"56460",2014,"all","0-0",81
"56580",2014,"all","0-0",186
"56620",2014,"all","0-0",18
"56730",2014,"all","0-0",182
"56790",2014,"all","0-0",34
"56860",2014,"all","0-0",5
"56930",2014,"all","0-0",8
"57000",2014,"all","0-0",11
"57080",2014,"all","0-0",261
"57140",2014,"all","0-0",18
"57210",2014,"all","0-0",61
"57280",2014,"all","0-0",328
"57350",2014,"all","0-0",19
"57420",2014,"all","0-0",31
"57490",2014,"all","0-0",1898
"57630",2014,"all","0-0",0
"57700",2014,"all","0-0",358
"57770",2014,"all","0-0",16
"57840",2014,"all","0-0",491
"57910",2014,"all","0-0",3210
"57980",2014,"all","0-0",206
"58050",2014,"all","0-0",2038
"58190",2014,"all","0-0",7
"58260",2014,"all","0-0",8
"58330",2014,"all","0-0",39
"58400",2014,"all","0-0",3
"58470",2014,"all","0-0",3
"58510",2014,"all","0-0",573
"58540",2014,"all","0-0",18
"58570",2014,"all","0-0",445
"58610",2014,"all","0-0",34
"58680",2014,"all","0-0",4
"58760",2014,"all","0-0",3032
"58820",2014,"all","0-0",55
"58890",2014,"all","0-0",6
"59030",2014,"all","0-0",3
"59100",2014,"all","0-0",4
"59170",2014,"all","0-0",18
"59250",2014,"all","0-0",11
"59310",2014,"all","0-0",23
"59320",2014,"all","0-0",10
"59330",2014,"all","0-0",6
"59340",2014,"all","0-0",187
"59350",2014,"all","0-0",0
"59360",2014,"all","0-0",14
"59370",2014,"all","0-0",33
"50080",2015,"all","0-0",389
"50210",2015,"all","0-0",1539
"50250",2015,"all","0-0",114
"50280",2015,"all","0-0",204
"50350",2015,"all","0-0",242
"50420",2015,"all","0-0",959
"50490",2015,"all","0-0",661
"50560",2015,"all","0-0",17
"50630",2015,"all","0-0",26
"50770",2015,"all","0-0",19
"50840",2015,"all","0-0",44
"50910",2015,"all","0-0",17
"50980",2015,"all","0-0",306
"51080",2015,"all","0-0",17
"51120",2015,"all","0-0",9
"51190",2015,"all","0-0",437
"51260",2015,"all","0-0",445
"51310",2015,"all","0-0",242
"51330",2015,"all","0-0",1139
"51400",2015,"all","0-0",220
"51470",2015,"all","0-0",8
"51540",2015,"all","0-0",86
"51610",2015,"all","0-0",9
"51680",2015,"all","0-0",44
"51710",2015,"all","0-0",16
"51750",2015,"all","0-0",95
"51820",2015,"all","0-0",1651
"51860",2015,"all","0-0",13
"51890",2015,"all","0-0",131
"51960",2015,"all","0-0",64
"52030",2015,"all","0-0",12
"52100",2015,"all","0-0",18
"52170",2015,"all","0-0",89
"52240",2015,"all","0-0",14
"52310",2015,"all","0-0",5
"52380",2015,"all","0-0",5
"52450",2015,"all","0-0",15
"52520",2015,"all","0-0",22
"52590",2015,"all","0-0",45
"52660",2015,"all","0-0",213
"52730",2015,"all","0-0",59
"52800",2015,"all","0-0",105
"52870",2015,"all","0-0",65
"52940",2015,"all","0-0",12
"53010",2015,"all","0-0",12
"53080",2015,"all","0-0",10
"53150",2015,"all","0-0",79
"53220",2015,"all","0-0",140
"53290",2015,"all","0-0",179
"53360",2015,"all","0-0",34
"53430",2015,"all","0-0",391
"53570",2015,"all","0-0",58
"53640",2015,"all","0-0",18
"53710",2015,"all","0-0",15
"53780",2015,"all","0-0",1899
"53800",2015,"all","0-0",617
"53920",2015,"all","0-0",68
"53990",2015,"all","0-0",373
"54060",2015,"all","0-0",28
"54130",2015,"all","0-0",12
"54170",2015,"all","0-0",1802
"54200",2015,"all","0-0",730
"54280",2015,"all","0-0",603
"54310",2015,"all","0-0",440
"54340",2015,"all","0-0",64
"54410",2015,"all","0-0",9
"54480",2015,"all","0-0",12
"54550",2015,"all","0-0",35
"54620",2015,"all","0-0",16
"54690",2015,"all","0-0",5
"54760",2015,"all","0-0",10
"54830",2015,"all","0-0",700
"54900",2015,"all","0-0",33
"54970",2015,"all","0-0",19
"55040",2015,"all","0-0",30
"55110",2015,"all","0-0",979
"55180",2015,"all","0-0",93
"55250",2015,"all","0-0",22
"55320",2015,"all","0-0",1038
"55390",2015,"all","0-0",6
"55460",2015,"all","0-0",49
"55530",2015,"all","0-0",9
"55600",2015,"all","0-0",41
"55670",2015,"all","0-0",14
"55740",2015,"all","0-0",85
"55810",2015,"all","0-0",20
"55880",2015,"all","0-0",9
"55950",2015,"all","0-0",7
"56090",2015,"all","0-0",350
"56160",2015,"all","0-0",0
"56230",2015,"all","0-0",188
"56300",2015,"all","0-0",11
"56370",2015,"all","0-0",8
"56460",2015,"all","0-0",79
"56580",2015,"all","0-0",167
"56620",2015,"all","0-0",13
"56730",2015,"all","0-0",154
"56790",2015,"all","0-0",31
"56860",2015,"all","0-0",3
"56930",2015,"all","0-0",8
"57000",2015,"all","0-0",4
"57080",2015,"all","0-0",268
"57140",2015,"all","0-0",16
"57210",2015,"all","0-0",50
"57280",2015,"all","0-0",331
"57350",2015,"all","0-0",8
"57420",2015,"all","0-0",22
"57490",2015,"all","0-0",1895
"57630",2015,"all","0-0",0
"57700",2015,"all","0-0",398
"57770",2015,"all","0-0",4
"57840",2015,"all","0-0",478
"57910",2015,"all","0-0",3264
"57980",2015,"all","0-0",184
"58050",2015,"all","0-0",2040
"58190",2015,"all","0-0",8
"58260",2015,"all","0-0",7
"58330",2015,"all","0-0",42
"58400",2015,"all","0-0",5
"58470",2015,"all","0-0",6
"58510",2015,"all","0-0",551
"58540",2015,"all","0-0",11
"58570",2015,"all","0-0",441
"58610",2015,"all","0-0",22
"58680",2015,"all","0-0",7
"58760",2015,"all","0-0",3024
"58820",2015,"all","0-0",63
"58890",2015,"all","0-0",6
"59030",2015,"all","0-0",3
"59100",2015,"all","0-0",11
"59170",2015,"all","0-0",15
"59250",2015,"all","0-0",18
"59310",2015,"all","0-0",19
"59320",2015,"all","0-0",5
"59330",2015,"all","0-0",7
"59340",2015,"all","0-0",207
"59350",2015,"all","0-0",11
"59360",2015,"all","0-0",11
"59370",2015,"all","0-0",35
"50080",2016,"all","0-0",388
"50210",2016,"all","0-0",1596
"50250",2016,"all","0-0",128
"50280",2016,"all","0-0",189
"50350",2016,"all","0-0",206
"50420",2016,"all","0-0",1020
"50490",2016,"all","0-0",648
"50560",2016,"all","0-0",10
"50630",2016,"all","0-0",21
"50770",2016,"all","0-0",22
"50840",2016,"all","0-0",37
"50910",2016,"all","0-0",20
"50980",2016,"all","0-0",311
"51080",2016,"all","0-0",25
"51120",2016,"all","0-0",7
"51190",2016,"all","0-0",435
"51260",2016,"all","0-0",424
"51310",2016,"all","0-0",271
"51330",2016,"all","0-0",1130
"51400",2016,"all","0-0",225
"51470",2016,"all","0-0",10
"51540",2016,"all","0-0",89
"51610",2016,"all","0-0",11
"51680",2016,"all","0-0",57
"51710",2016,"all","0-0",18
"51750",2016,"all","0-0",87
"51820",2016,"all","0-0",1710
"51860",2016,"all","0-0",7
"51890",2016,"all","0-0",97
"51960",2016,"all","0-0",65
"52030",2016,"all","0-0",14
"52100",2016,"all","0-0",17
"52170",2016,"all","0-0",59
"52240",2016,"all","0-0",9
"52310",2016,"all","0-0",8
"52380",2016,"all","0-0",3
"52450",2016,"all","0-0",17
"52520",2016,"all","0-0",27
"52590",2016,"all","0-0",31
"52660",2016,"all","0-0",226
"52730",2016,"all","0-0",53
"52800",2016,"all","0-0",139
"52870",2016,"all","0-0",57
"52940",2016,"all","0-0",10
"53010",2016,"all","0-0",11
"53080",2016,"all","0-0",9
"53150",2016,"all","0-0",73
"53220",2016,"all","0-0",98
"53290",2016,"all","0-0",181
"53360",2016,"all","0-0",44
"53430",2016,"all","0-0",383
"53570",2016,"all","0-0",47
"53640",2016,"all","0-0",25
"53710",2016,"all","0-0",17
"53780",2016,"all","0-0",1929
"53800",2016,"all","0-0",577
"53920",2016,"all","0-0",76
"53990",2016,"all","0-0",378
"54060",2016,"all","0-0",29
"54130",2016,"all","0-0",21
"54170",2016,"all","0-0",1816
"54200",2016,"all","0-0",710
"54280",2016,"all","0-0",621
"54310",2016,"all","0-0",422
"54340",2016,"all","0-0",54
"54410",2016,"all","0-0",10
"54480",2016,"all","0-0",9
"54550",2016,"all","0-0",23
"54620",2016,"all","0-0",19
"54690",2016,"all","0-0",8
"54760",2016,"all","0-0",12
"54830",2016,"all","0-0",767
"54900",2016,"all","0-0",16
"54970",2016,"all","0-0",11
"55040",2016,"all","0-0",23
"55110",2016,"all","0-0",988
"55180",2016,"all","0-0",111
"55250",2016,"all","0-0",22
"55320",2016,"all","0-0",983
"55390",2016,"all","0-0",3
"55460",2016,"all","0-0",45
"55530",2016,"all","0-0",5
"55600",2016,"all","0-0",30
"55670",2016,"all","0-0",12
"55740",2016,"all","0-0",76
"55810",2016,"all","0-0",15
"55880",2016,"all","0-0",11
"55950",2016,"all","0-0",7
"56090",2016,"all","0-0",345
"56160",2016,"all","0-0",0
"56230",2016,"all","0-0",187
"56300",2016,"all","0-0",10
"56370",2016,"all","0-0",18
"56460",2016,"all","0-0",61
"56580",2016,"all","0-0",178
"56620",2016,"all","0-0",25
"56730",2016,"all","0-0",145
"56790",2016,"all","0-0",22
"56860",2016,"all","0-0",0
"56930",2016,"all","0-0",5
"57000",2016,"all","0-0",5
"57080",2016,"all","0-0",253
"57140",2016,"all","0-0",10
"57210",2016,"all","0-0",55
"57280",2016,"all","0-0",320
"57350",2016,"all","0-0",7
"57420",2016,"all","0-0",25
"57490",2016,"all","0-0",1946
"57630",2016,"all","0-0",0
"57700",2016,"all","0-0",509
"57770",2016,"all","0-0",15
"57840",2016,"all","0-0",484
"57910",2016,"all","0-0",3161
"57980",2016,"all","0-0",185
"58050",2016,"all","0-0",2213
"58190",2016,"all","0-0",5
"58260",2016,"all","0-0",11
"58330",2016,"all","0-0",33
"58400",2016,"all","0-0",3
"58470",2016,"all","0-0",0
"58510",2016,"all","0-0",521
"58540",2016,"all","0-0",10
"58570",2016,"all","0-0",453
"58610",2016,"all","0-0",17
"58680",2016,"all","0-0",3
"58760",2016,"all","0-0",3254
"58820",2016,"all","0-0",43
"58890",2016,"all","0-0",7
"59030",2016,"all","0-0",3
"59100",2016,"all","0-0",13
"59170",2016,"all","0-0",18
"59250",2016,"all","0-0",4
"59310",2016,"all","0-0",13
"59320",2016,"all","0-0",8
"59330",2016,"all","0-0",5
"59340",2016,"all","0-0",141
"59350",2016,"all","0-0",4
"59360",2016,"all","0-0",12
"59370",2016,"all","0-0",28
"50080",2017,"all","0-0",440
"50210",2017,"all","0-0",1519
"50250",2017,"all","0-0",99
"50280",2017,"all","0-0",182
"50350",2017,"all","0-0",221
"50420",2017,"all","0-0",997
"50490",2017,"all","0-0",582
"50560",2017,"all","0-0",15
"50630",2017,"all","0-0",28
"50770",2017,"all","0-0",18
"50840",2017,"all","0-0",36
"50910",2017,"all","0-0",16
"50980",2017,"all","0-0",303
"51080",2017,"all","0-0",11
"51120",2017,"all","0-0",9
"51190",2017,"all","0-0",431
"51260",2017,"all","0-0",371
"51310",2017,"all","0-0",260
"51330",2017,"all","0-0",1119
"51400",2017,"all","0-0",201
"51470",2017,"all","0-0",7
"51540",2017,"all","0-0",83
"51610",2017,"all","0-0",13
"51680",2017,"all","0-0",45
"51710",2017,"all","0-0",11
"51750",2017,"all","0-0",84
"51820",2017,"all","0-0",1676
"51860",2017,"all","0-0",5
"51890",2017,"all","0-0",95
"51960",2017,"all","0-0",49
"52030",2017,"all","0-0",10
"52100",2017,"all","0-0",12
"52170",2017,"all","0-0",97
"52240",2017,"all","0-0",19
"52310",2017,"all","0-0",6
"52380",2017,"all","0-0",3
"52450",2017,"all","0-0",16
"52520",2017,"all","0-0",20
"52590",2017,"all","0-0",26
"52660",2017,"all","0-0",191
"52730",2017,"all","0-0",64
"52800",2017,"all","0-0",162
"52870",2017,"all","0-0",55
"52940",2017,"all","0-0",12
"53010",2017,"all","0-0",18
"53080",2017,"all","0-0",7
"53150",2017,"all","0-0",60
"53220",2017,"all","0-0",103
"53290",2017,"all","0-0",179
"53360",2017,"all","0-0",36
"53430",2017,"all","0-0",377
"53570",2017,"all","0-0",53
"53640",2017,"all","0-0",19
"53710",2017,"all","0-0",6
"53780",2017,"all","0-0",1903
"53800",2017,"all","0-0",548
"53920",2017,"all","0-0",81
"53990",2017,"all","0-0",344
"54060",2017,"all","0-0",27
"54130",2017,"all","0-0",14
"54170",2017,"all","0-0",1564
"54200",2017,"all","0-0",682
"54280",2017,"all","0-0",538
"54310",2017,"all","0-0",408
"54340",2017,"all","0-0",59
"54410",2017,"all","0-0",9
"54480",2017,"all","0-0",10
"54550",2017,"all","0-0",23
"54620",2017,"all","0-0",7
"54690",2017,"all","0-0",5
"54760",2017,"all","0-0",10
"54830",2017,"all","0-0",826
"54900",2017,"all","0-0",27
"54970",2017,"all","0-0",9
"55040",2017,"all","0-0",22
"55110",2017,"all","0-0",1033
"55180",2017,"all","0-0",95
"55250",2017,"all","0-0",14
"55320",2017,"all","0-0",1045
"55390",2017,"all","0-0",3
"55460",2017,"all","0-0",39
"55530",2017,"all","0-0",5
"55600",2017,"all","0-0",35
"55670",2017,"all","0-0",8
"55740",2017,"all","0-0",72
"55810",2017,"all","0-0",7
"55880",2017,"all","0-0",6
"55950",2017,"all","0-0",9
"56090",2017,"all","0-0",370
"56160",2017,"all","0-0",3
"56230",2017,"all","0-0",177
"56300",2017,"all","0-0",6
"56370",2017,"all","0-0",15
"56460",2017,"all","0-0",55
"56580",2017,"all","0-0",195
"56620",2017,"all","0-0",14
"56730",2017,"all","0-0",138
"56790",2017,"all","0-0",34
"56860",2017,"all","0-0",0
"56930",2017,"all","0-0",10
"57000",2017,"all","0-0",5
"57080",2017,"all","0-0",248
"57140",2017,"all","0-0",15
"57210",2017,"all","0-0",56
"57280",2017,"all","0-0",327
"57350",2017,"all","0-0",11
"57420",2017,"all","0-0",20
"57490",2017,"all","0-0",1866
"57630",2017,"all","0-0",0
"57700",2017,"all","0-0",538
"57770",2017,"all","0-0",12
"57840",2017,"all","0-0",481
"57910",2017,"all","0-0",3100
"57980",2017,"all","0-0",184
"58050",2017,"all","0-0",2263
"58190",2017,"all","0-0",3
"58260",2017,"all","0-0",10
"58330",2017,"all","0-0",38
"58400",2017,"all","0-0",4
"58470",2017,"all","0-0",3
"58510",2017,"all","0-0",502
"58540",2017,"all","0-0",8
"58570",2017,"all","0-0",414
"58610",2017,"all","0-0",15
"58680",2017,"all","0-0",3
"58760",2017,"all","0-0",3093
"58820",2017,"all","0-0",45
"58890",2017,"all","0-0",8
"59030",2017,"all","0-0",0
"59100",2017,"all","0-0",13
"59170",2017,"all","0-0",12
"59250",2017,"all","0-0",3
"59310",2017,"all","0-0",16
"59320",2017,"all","0-0",8
"59330",2017,"all","0-0",7
"59340",2017,"all","0-0",156
"59350",2017,"all","0-0",0
"59360",2017,"all","0-0",22
"59370",2017,"all","0-0",24
"50080",2018,"all","0-0",376
"50210",2018,"all","0-0",1542
"50250",2018,"all","0-0",87
"50280",2018,"all","0-0",206
"50350",2018,"all","0-0",225
"50420",2018,"all","0-0",857
"50490",2018,"all","0-0",605
"50560",2018,"all","0-0",11
"50630",2018,"all","0-0",22
"50770",2018,"all","0-0",23
"50840",2018,"all","0-0",34
"50910",2018,"all","0-0",5
"50980",2018,"all","0-0",285
"51080",2018,"all","0-0",8
"51120",2018,"all","0-0",9
"51190",2018,"all","0-0",381
"51260",2018,"all","0-0",384
"51310",2018,"all","0-0",237
"51330",2018,"all","0-0",1060
"51400",2018,"all","0-0",198
"51470",2018,"all","0-0",7
"51540",2018,"all","0-0",79
"51610",2018,"all","0-0",9
"51680",2018,"all","0-0",38
"51710",2018,"all","0-0",18
"51750",2018,"all","0-0",97
"51820",2018,"all","0-0",1576
"51860",2018,"all","0-0",12
"51890",2018,"all","0-0",111
"51960",2018,"all","0-0",49
"52030",2018,"all","0-0",10
"52100",2018,"all","0-0",16
"52170",2018,"all","0-0",77
"52240",2018,"all","0-0",12
"52310",2018,"all","0-0",5
"52380",2018,"all","0-0",0
"52450",2018,"all","0-0",14
"52520",2018,"all","0-0",24
"52590",2018,"all","0-0",26
"52660",2018,"all","0-0",191
"52730",2018,"all","0-0",43
"52800",2018,"all","0-0",177
"52870",2018,"all","0-0",57
"52940",2018,"all","0-0",8
"53010",2018,"all","0-0",9
"53080",2018,"all","0-0",5
"53150",2018,"all","0-0",83
"53220",2018,"all","0-0",109
"53290",2018,"all","0-0",156
"53360",2018,"all","0-0",33
"53430",2018,"all","0-0",348
"53570",2018,"all","0-0",41
"53640",2018,"all","0-0",18
"53710",2018,"all","0-0",17
"53780",2018,"all","0-0",1809
"53800",2018,"all","0-0",494
"53920",2018,"all","0-0",85
"53990",2018,"all","0-0",326
"54060",2018,"all","0-0",19
"54130",2018,"all","0-0",21
"54170",2018,"all","0-0",1634
"54200",2018,"all","0-0",627
"54280",2018,"all","0-0",533
"54310",2018,"all","0-0",431
"54340",2018,"all","0-0",43
"54410",2018,"all","0-0",16
"54480",2018,"all","0-0",6
"54550",2018,"all","0-0",23
"54620",2018,"all","0-0",9
"54690",2018,"all","0-0",4
"54760",2018,"all","0-0",9
"54830",2018,"all","0-0",800
"54900",2018,"all","0-0",14
"54970",2018,"all","0-0",3
"55040",2018,"all","0-0",18
"55110",2018,"all","0-0",967
"55180",2018,"all","0-0",97
"55250",2018,"all","0-0",15
"55320",2018,"all","0-0",918
"55390",2018,"all","0-0",6
"55460",2018,"all","0-0",41
"55530",2018,"all","0-0",5
"55600",2018,"all","0-0",24
"55670",2018,"all","0-0",6
"55740",2018,"all","0-0",79
"55810",2018,"all","0-0",8
"55880",2018,"all","0-0",14
"55950",2018,"all","0-0",6
"56090",2018,"all","0-0",380
"56160",2018,"all","0-0",0
"56230",2018,"all","0-0",196
"56300",2018,"all","0-0",8
"56370",2018,"all","0-0",13
"56460",2018,"all","0-0",34
"56580",2018,"all","0-0",159
"56620",2018,"all","0-0",25
"56730",2018,"all","0-0",113
"56790",2018,"all","0-0",22
"56860",2018,"all","0-0",4
"56930",2018,"all","0-0",9
"57000",2018,"all","0-0",5
"57080",2018,"all","0-0",252
"57140",2018,"all","0-0",14
"57210",2018,"all","0-0",51
"57280",2018,"all","0-0",334
"57350",2018,"all","0-0",12
"57420",2018,"all","0-0",24
"57490",2018,"all","0-0",1902
"57630",2018,"all","0-0",0
"57700",2018,"all","0-0",525
"57770",2018,"all","0-0",9
"57840",2018,"all","0-0",428
"57910",2018,"all","0-0",2974
"57980",2018,"all","0-0",188
"58050",2018,"all","0-0",2098
"58190",2018,"all","0-0",5
"58260",2018,"all","0-0",6
"58330",2018,"all","0-0",24
"58400",2018,"all","0-0",4
"58470",2018,"all","0-0",4
"58510",2018,"all","0-0",501
"58540",2018,"all","0-0",9
"58570",2018,"all","0-0",461
"58610",2018,"all","0-0",16
"58680",2018,"all","0-0",4
"58760",2018,"all","0-0",3061
"58820",2018,"all","0-0",34
"58890",2018,"all","0-0",9
"59030",2018,"all","0-0",3
"59100",2018,"all","0-0",12
"59170",2018,"all","0-0",16
"59250",2018,"all","0-0",5
"59310",2018,"all","0-0",14
"59320",2018,"all","0-0",8
"59330",2018,"all","0-0",3
"59340",2018,"all","0-0",125
"59350",2018,"all","0-0",0
"59360",2018,"all","0-0",9
"59370",2018,"all","0-0",35
"50080",2019,"all","0-0",393
"50210",2019,"all","0-0",1576
"50250",2019,"all","0-0",121
"50280",2019,"all","0-0",178
"50350",2019,"all","0-0",242
"50420",2019,"all","0-0",950
"50490",2019,"all","0-0",597
"50560",2019,"all","0-0",10
"50630",2019,"all","0-0",16
"50770",2019,"all","0-0",22
"50840",2019,"all","0-0",37
"50910",2019,"all","0-0",17
"50980",2019,"all","0-0",284
"51080",2019,"all","0-0",12
"51120",2019,"all","0-0",14
"51190",2019,"all","0-0",365
"51260",2019,"all","0-0",403
"51310",2019,"all","0-0",229
"51330",2019,"all","0-0",1110
"51400",2019,"all","0-0",213
"51470",2019,"all","0-0",5
"51540",2019,"all","0-0",84
"51610",2019,"all","0-0",16
"51680",2019,"all","0-0",51
"51710",2019,"all","0-0",12
"51750",2019,"all","0-0",76
"51820",2019,"all","0-0",1641
"51860",2019,"all","0-0",6
"51890",2019,"all","0-0",98
"51960",2019,"all","0-0",40
"52030",2019,"all","0-0",5
"52100",2019,"all","0-0",11
"52170",2019,"all","0-0",80
"52240",2019,"all","0-0",13
"52310",2019,"all","0-0",7
"52380",2019,"all","0-0",4
"52450",2019,"all","0-0",18
"52520",2019,"all","0-0",14
"52590",2019,"all","0-0",39
"52660",2019,"all","0-0",189
"52730",2019,"all","0-0",57
"52800",2019,"all","0-0",140
"52870",2019,"all","0-0",55
"52940",2019,"all","0-0",7
"53010",2019,"all","0-0",11
"53080",2019,"all","0-0",3
"53150",2019,"all","0-0",67
"53220",2019,"all","0-0",107
"53290",2019,"all","0-0",175
"53360",2019,"all","0-0",31
"53430",2019,"all","0-0",371
"53570",2019,"all","0-0",42
"53640",2019,"all","0-0",14
"53710",2019,"all","0-0",8
"53780",2019,"all","0-0",1762
"53800",2019,"all","0-0",542
"53920",2019,"all","0-0",67
"53990",2019,"all","0-0",334
"54060",2019,"all","0-0",22
"54130",2019,"all","0-0",16
"54170",2019,"all","0-0",1625
"54200",2019,"all","0-0",636
"54280",2019,"all","0-0",512
"54310",2019,"all","0-0",426
"54340",2019,"all","0-0",58
"54410",2019,"all","0-0",12
"54480",2019,"all","0-0",10
"54550",2019,"all","0-0",27
"54620",2019,"all","0-0",13
"54690",2019,"all","0-0",5
"54760",2019,"all","0-0",5
"54830",2019,"all","0-0",795
"54900",2019,"all","0-0",18
"54970",2019,"all","0-0",10
"55040",2019,"all","0-0",15
"55110",2019,"all","0-0",959
"55180",2019,"all","0-0",83
"55250",2019,"all","0-0",16
"55320",2019,"all","0-0",934
"55390",2019,"all","0-0",0
"55460",2019,"all","0-0",35
"55530",2019,"all","0-0",11
"55600",2019,"all","0-0",24
"55670",2019,"all","0-0",13
"55740",2019,"all","0-0",70
"55810",2019,"all","0-0",17
"55880",2019,"all","0-0",4
"55950",2019,"all","0-0",12
"56090",2019,"all","0-0",333
"56160",2019,"all","0-0",0
"56230",2019,"all","0-0",174
"56300",2019,"all","0-0",11
"56370",2019,"all","0-0",14
"56460",2019,"all","0-0",48
"56580",2019,"all","0-0",184
"56620",2019,"all","0-0",11
"56730",2019,"all","0-0",119
"56790",2019,"all","0-0",35
"56860",2019,"all","0-0",3
"56930",2019,"all","0-0",8
"57000",2019,"all","0-0",4
"57080",2019,"all","0-0",259
"57140",2019,"all","0-0",15
"57210",2019,"all","0-0",36
"57280",2019,"all","0-0",317
"57350",2019,"all","0-0",10
"57420",2019,"all","0-0",20
"57490",2019,"all","0-0",1811
"57630",2019,"all","0-0",0
"57700",2019,"all","0-0",532
"57770",2019,"all","0-0",8
"57840",2019,"all","0-0",386
"57910",2019,"all","0-0",3078
"57980",2019,"all","0-0",167
"58050",2019,"all","0-0",2280
"58190",2019,"all","0-0",7
"58260",2019,"all","0-0",12
"58330",2019,"all","0-0",31
"58400",2019,"all","0-0",3
"58470",2019,"all","0-0",0
"58510",2019,"all","0-0",499
"58540",2019,"all","0-0",10
"58570",2019,"all","0-0",468
"58610",2019,"all","0-0",16
"58680",2019,"all","0-0",3
"58760",2019,"all","0-0",2991
"58820",2019,"all","0-0",36
"58890",2019,"all","0-0",9
"59030",2019,"all","0-0",3
"59100",2019,"all","0-0",6
"59170",2019,"all","0-0",13
"59250",2019,"all","0-0",5
"59310",2019,"all","0-0",11
"59320",2019,"all","0-0",6
"59330",2019,"all","0-0",8
"59340",2019,"all","0-0",139
"59350",2019,"all","0-0",3
"59360",2019,"all","0-0",11
"59370",2019,"all","0-0",30
"50080",2020,"all","0-0",391
"50210",2020,"all","0-0",1484
"50250",2020,"all","0-0",89
"50280",2020,"all","0-0",196
"50350",2020,"all","0-0",206
"50420",2020,"all","0-0",893
"50490",2020,"all","0-0",593
"50560",2020,"all","0-0",19
"50630",2020,"all","0-0",25
"50770",2020,"all","0-0",15
"50840",2020,"all","0-0",29
"50910",2020,"all","0-0",12
"50980",2020,"all","0-0",295
"51080",2020,"all","0-0",12
"51120",2020,"all","0-0",15
"51190",2020,"all","0-0",361
"51260",2020,"all","0-0",380
"51310",2020,"all","0-0",236
"51330",2020,"all","0-0",1082
"51400",2020,"all","0-0",173
"51470",2020,"all","0-0",12
"51540",2020,"all","0-0",67
"51610",2020,"all","0-0",13
"51680",2020,"all","0-0",59
"51710",2020,"all","0-0",11
"51750",2020,"all","0-0",79
"51820",2020,"all","0-0",1567
"51860",2020,"all","0-0",7
"51890",2020,"all","0-0",91
"51960",2020,"all","0-0",56
"52030",2020,"all","0-0",8
"52100",2020,"all","0-0",7
"52170",2020,"all","0-0",65
"52240",2020,"all","0-0",12
"52310",2020,"all","0-0",7
"52380",2020,"all","0-0",3
"52450",2020,"all","0-0",15
"52520",2020,"all","0-0",29
"52590",2020,"all","0-0",28
"52660",2020,"all","0-0",189
"52730",2020,"all","0-0",44
"52800",2020,"all","0-0",123
"52870",2020,"all","0-0",55
"52940",2020,"all","0-0",8
"53010",2020,"all","0-0",3
"53080",2020,"all","0-0",10
"53150",2020,"all","0-0",65
"53220",2020,"all","0-0",99
"53290",2020,"all","0-0",155
"53360",2020,"all","0-0",30
"53430",2020,"all","0-0",339
"53570",2020,"all","0-0",38
"53640",2020,"all","0-0",28
"53710",2020,"all","0-0",7
"53780",2020,"all","0-0",1666
"53800",2020,"all","0-0",527
"53920",2020,"all","0-0",71
"53990",2020,"all","0-0",314
"54060",2020,"all","0-0",32
"54130",2020,"all","0-0",16
"54170",2020,"all","0-0",1563
"54200",2020,"all","0-0",665
"54280",2020,"all","0-0",490
"54310",2020,"all","0-0",404
"54340",2020,"all","0-0",62
"54410",2020,"all","0-0",10
"54480",2020,"all","0-0",7
"54550",2020,"all","0-0",19
"54620",2020,"all","0-0",6
"54690",2020,"all","0-0",0
"54760",2020,"all","0-0",13
"54830",2020,"all","0-0",852
"54900",2020,"all","0-0",29
"54970",2020,"all","0-0",10
"55040",2020,"all","0-0",17
"55110",2020,"all","0-0",905
"55180",2020,"all","0-0",79
"55250",2020,"all","0-0",15
"55320",2020,"all","0-0",903
"55390",2020,"all","0-0",0
"55460",2020,"all","0-0",37
"55530",2020,"all","0-0",6
"55600",2020,"all","0-0",30
"55670",2020,"all","0-0",13
"55740",2020,"all","0-0",85
"55810",2020,"all","0-0",9
"55880",2020,"all","0-0",8
"55950",2020,"all","0-0",7
"56090",2020,"all","0-0",309
"56160",2020,"all","0-0",0
"56230",2020,"all","0-0",174
"56300",2020,"all","0-0",9
"56370",2020,"all","0-0",9
"56460",2020,"all","0-0",64
"56580",2020,"all","0-0",174
"56620",2020,"all","0-0",17
"56730",2020,"all","0-0",111
"56790",2020,"all","0-0",28
"56860",2020,"all","0-0",3
"56930",2020,"all","0-0",9
"57000",2020,"all","0-0",7
"57080",2020,"all","0-0",257
"57140",2020,"all","0-0",17
"57210",2020,"all","0-0",52
"57280",2020,"all","0-0",350
"57350",2020,"all","0-0",11
"57420",2020,"all","0-0",30
"57490",2020,"all","0-0",1751
"57630",2020,"all","0-0",0
"57700",2020,"all","0-0",504
"57770",2020,"all","0-0",12
"57840",2020,"all","0-0",374
