Australian Bureau of Statistics

"2011 Census - Counting Persons, Place of Usual Residence"
"SA2"
"Counting: Persons, Place of Usual Residence"

Filters:
"Default Summation","Persons, Place of Usual Residence"
"Cobram",6242,
"Moira",2561,
"Numurkah",12261,
"Yarrawonga",7056,
"Mooroopna",7811,
"Shepparton - North",17229,
"Shepparton - South",21456,
"Shepparton Region - East",3927,
"Shepparton Region - West",9793,
"Glenelg (Vic.)",8832,
"Hamilton (Vic.)",10104,
"Portland",10715,
"Southern Grampians",6348,
"Camperdown",3461,
"Colac",11776,
"Colac Region",5319,
"Corangamite - North",5396,
"Corangamite - South",7472,
"Moyne - East",6707,
"Moyne - West",8891,
"Otway",3269,
"Warrnambool - North",19542,
"Warrnambool - South",12838,
"Migratory - Offshore - Shipping (Vic.)",36,
"No Usual Address (Vic.)",8307,
"Alexandra Hills",16710,
"Belmont - Gumdale",7439,
"Birkdale",14346,
"Capalaba",16918,
"Thorneside",3546,
"Wellington Point",10986,
"Cleveland",14414,
"Ormiston",5639,
"Redland Bay",13624,
"Redland Islands",8661,
"Sheldon - Mount Cotton",6496,
"Thornlands",12806,
"Victoria Point",14816,
"Brisbane Port - Lytton",5,
"Manly - Lota",7134,
"Manly West",10715,
"Murarrie",3958,
"Tingalpa",8540,
"Wakerley",7803,
"Wynnum",12526,
"Wynnum West - Hemmant",14334,
"Bald Hills",6947,
"Bridgeman Downs",7637,
"Carseldine",7767,
"Everton Park",8325,
"McDowall",7087,
"Aspley",12448,
"Chermside",8171,
"Chermside West",6122,
"Geebung",4299,
"Kedron - Gordon Park",12608,
"Stafford",6041,
"Stafford Heights",6779,
"Wavell Heights",9436,
"Boondall",8748,
"Brisbane Airport",91,
"Eagle Farm - Pinkenba",260,
"Northgate - Virginia",6364,
"Nudgee - Banyo",8723,
"Nundah",10387,
"Bracken Ridge",16799,
"Brighton (Qld)",9011,
"Deagon",3460,
"Sandgate - Shorncliffe",6538,
"Taigum - Fitzgibbon",8908,
"Zillmere",8105,
"Camp Hill",10533,
"Cannon Hill",4509,
"Carina",10301,
"Carina Heights",6111,
"Carindale",15560,
"Annerley",10665,
"Coorparoo",14946,
"Fairfield - Dutton Park",4026,
"Greenslopes",8566,
"Holland Park",7846,
"Holland Park West",5967,
"Woolloongabba",4787,
"Yeronga",8385,
"Eight Mile Plains",14079,
"Macgregor (Qld)",5575,
"Mansfield (Qld)",8494,
"Mount Gravatt",14130,
"Rochedale - Burbank",4075,
"Upper Mount Gravatt",8852,
"Wishart",10460,
"Coopers Plains",4546,
"Moorooka",9984,
"Robertson",4868,
"Salisbury - Nathan",7154,
"Tarragindi",9965,
"Algester",8264,
"Calamvale - Stretton",18469,
"Pallara - Willawong",3788,
"Parkinson - Drewvale",14408,
"Rocklea - Acacia Ridge",8707,
"Kuraby",7775,
"Runcorn",13370,
"Sunnybank",8091,
"Sunnybank Hills",16831,
"Jindalee - Mount Ommaney",7270,
"Middle Park - Jamboree Heights",7084,
"Riverhills",3818,
"Seventeen Mile Rocks - Sinnamon Park",9511,
"Westlake",4381,
"Bellbowrie - Moggill",9019,
"Brookfield - Kenmore Hills",6934,
"Chapel Hill",10169,
"Fig Tree Pocket",3654,
"Kenmore",8482,
"Pinjarra Hills - Pullenvale",5367,
"Chelmer - Graceville",6563,
"Corinda",4694,
"Indooroopilly",11670,
"Sherwood",5245,
"St Lucia",11194,
"Taringa",7933,
"Enoggera",7684,
"Enoggera Reservoir",23,
"Keperra",7010,
"Mitchelton",7658,
"Mount Coot-tha",0,
"The Gap",15951,
"Upper Kedron - Ferny Grove",9042,
"Brisbane City",8706,
"Fortitude Valley",5216,
"Highgate Hill",5823,
"Kangaroo Point",6999,
"New Farm",11728,
"South Brisbane",5417,
"Spring Hill",5626,
"West End",8062,
"Balmoral",3828,
"Bulimba",5942,
"East Brisbane",5598,
"Hawthorne",4778,
"Morningside - Seven Hills",11432,
"Norman Park",6001,
"Albion",2551,
"Alderley",5680,
"Ascot",5166,
"Clayfield",10005,
"Grange",4162,
"Hamilton (Qld)",4719,
"Hendra",4419,
"Kelvin Grove - Herston",7846,
"Newmarket",4442,
"Newstead - Bowen Hills",7282,
"Wilston",3870,
"Windsor",6388,
"Wooloowin - Lutwyche",8738,
"Ashgrove",12915,
"Auchenflower",5352,
"Bardon",9255,
"Paddington - Milton",9976,
"Red Hill (Qld)",5546,
"Toowong",10501,
"Brinsmead",5236,
"Clifton Beach - Kewarra Beach",9960,
"Freshwater - Stratford",3619,
"Redlynch",11507,
"Trinity Beach - Smithfield",10901,
"Yorkeys Knob - Machans Beach",5992,
"Bentley Park",7420,
"Cairns City",9851,
"Earlville - Bayview Heights",7995,
"Edmonton",9934,
"Gordonvale - Trinity",8039,
"Kanimbla - Mooroobool",9175,
"Lamb Range",0,
"Manoora",5688,
"Manunda",4964,
"Mount Sheridan",7992,
"Westcourt - Bungalow",6296,
"White Rock",4491,
"Whitfield - Edge Hill",8049,
"Woree",4826,
"Babinda",4114,
"Innisfail",9220,
"Johnstone",7528,
"Tully",10195,
"Wooroonooran",3,
"Yarrabah",2408,
"Daintree",6009,
"Port Douglas",4773,
"Atherton",10167,
"Herberton",5484,
"Kuranda",4339,
"Malanda - Yungaburra",8060,
"Mareeba",10181,
"Balonne",4719,
"Chinchilla",7084,
"Goondiwindi",6396,
"Inglewood - Waggamba",4192,
"Miles - Wandoan",3802,
"Roma",6905,
"Roma Region",6168,
"Tara",4139,
"Crows Nest - Rosalie",8070,
"Jondaryan",7340,
"Millmerran",3117,
"Pittsworth",5292,
"Wambo",16542,
"Clifton - Greenmount",4531,
"Southern Downs - East",4092,
"Southern Downs - West",4392,
"Stanthorpe",5384,
"Stanthorpe Region",5492,
"Warwick",14609,
"Central Highlands - East",7550,
"Central Highlands - West",8891,
"Emerald",13219,
"Agnes Water - Miriam Vale",5534,
"Banana",8567,
"Biloela",5884,
"Boyne Island - Tannum Sands",9655,
"Callemondah",50,
"Clinton - New Auckland",11043,
"Gladstone",6313,
"Gladstone Hinterland",10386,
"Kin Kora - Sun Valley",4151,
"South Trees",0,
"Telina - Toolooa",5550,
"West Gladstone",5200,
"Berserker",7244,
"Bouldercombe",1878,
"Emu Park",4542,
"Frenchville - Mount Archer",9244,
"Glenlee - Rockyview",4490,
"Gracemere",8868,
"Lakes Creek",5059,
"Mount Morgan",3013,
"Norman Gardens",8833,
"Park Avenue",5368,
"Parkhurst - Kawana",6490,
"Rockhampton - West",6162,
"Rockhampton City",3637,
"Rockhampton Region - East",3127,
"Rockhampton Region - North",4023,
"Rockhampton Region - West",2688,
"Shoalwater Bay",9,
"The Range - Allenstown",8284,
"Yeppoon",16372,
"Broadbeach Waters",7534,
"Burleigh Heads",8026,
"Burleigh Waters",13869,
"Mermaid Beach - Broadbeach",10335,
"Mermaid Waters",11790,
"Miami",6363,
"Coolangatta",5193,
"Currumbin - Tugun",10420,
"Currumbin Waters",8881,
"Elanora",11644,
"Palm Beach",13957,
"Arundel",9574,
"Biggera Waters",6338,
"Coombabah",9776,
"Labrador",16401,
"Paradise Point - Hollywell",8611,
"Runaway Bay",8910,
"Guanaba - Springbrook",4000,
"Tamborine - Canungra",13138,
"Currumbin Valley - Tallebudgera",6818,
"Mudgeeraba - Bonogin",17386,
"Reedy Creek - Andrews",6873,
"Carrara",11568,
"Highland Park",8473,
"Nerang - Mount Nathan",18827,
"Pacific Pines - Gaven",16375,
"Worongary - Tallai",7425,
"Coomera",8793,
"Helensvale",15987,
"Hope Island",8586,
"Jacobs Well - Alberton",3308,
"Ormeau - Yatala",15893,
"Oxenford - Maudsland",14371,
"Pimpama",3210,
"Upper Coomera - Willow Vale",23921,
"Clear Island Waters",3984,
"Merrimac",6320,
"Robina",20523,
"Varsity Lakes",14365,
"Ashmore",11587,
"Molendinar",6211,
"Parkwood",8438,
"Southport",28317,
"Benowa",7977,
"Bundall",4189,
"Main Beach",3495,
"Surfers Paradise",19667,
"Darra - Sumner",4379,
"Durack",6546,
"Forest Lake - Doolandella",25353,
"Inala - Richlands",15432,
"Oxley (Qld)",6917,
"Wacol",4936,
"Boonah",10937,
"Esk",4777,
"Lake Manchester - England Creek",0,
"Lockyer Valley - East",17541,
"Lowood",12023,
"Rosewood",11671,
"Brassall",9245,
"Bundamba",7852,
"Churchill - Yamanto",5915,
"Ipswich - Central",6678,
"Ipswich - East",16848,
"Ipswich - North",4299,
"Karalee - Barellan Point",4790,
"Karana Downs",5952,
"Leichhardt - One Mile",6713,
"North Ipswich - Tivoli",6325,
"Raceview",14216,
"Ripley",2844,
"Riverview",3243,
"Bellbird Park - Brookwater",8463,
"Camira - Gailes",9036,
"Carole Park",3,
"Collingwood Park - Redbank",7750,
"Goodna",9254,
"New Chum",0,
"Redbank Plains",14975,
"Springfield",6616,
"Springfield Lakes",10255,
"Beaudesert",12379,
"Beenleigh",8245,
"Eagleby",11972,
"Edens Landing - Holmview",6572,
"Mount Warren Park",5663,
"Wolffdene - Bahrs Scrub",5301,
"Boronia Heights - Park Ridge",11717,
"Browns Plains",6661,
"Chambers Flat - Logan Reserve",3766,
"Crestmead",11210,
"Greenbank Military Camp",0,
"Hillcrest",7752,
"Marsden",11490,
"Munruben - Park Ridge South",4590,
"Regents Park - Heritage Park",15529,
"Greenbank",11780,
"Jimboomba",19706,
"Logan Village",5853,
"Bethania - Waterford",8526,
"Cornubia - Carbrook",8031,
"Loganholme - Tanah Merah",10728,
"Loganlea",9312,
"Shailer Park",11277,
"Waterford West",7012,
"Daisy Hill",6255,
"Kingston",10184,
"Logan Central",6262,
"Rochedale South - Priestdale",15122,
"Slacks Creek",10434,
"Springwood",8991,
"Underwood",5325,
"Woodridge",12788,
"Bowen",8851,
"Broadsound - Nebo",9878,
"Clermont",3746,
"Collinsville",4043,
"Moranbah",8966,
"Andergrove - Beaconsfield",14404,
"East Mackay",3637,
"Eimeo - Rural View",9908,
"Eungella Hinterland",4,
"Mackay",4072,
"Mackay Harbour",527,
"Mount Pleasant - Glenella",10750,
"North Mackay",6746,
"Ooralea - Bakers Creek",4124,
"Pioneer Valley",7083,
"Sarina",11596,
"Seaforth - Calen",8417,
"Shoal Point - Bucasia",5342,
"Slade Point",3860,
"South Mackay",7415,
"Walkerston - Eton",8405,
"West Mackay",6509,
"Airlie - Whitsundays",10549,
"Cape Conway",0,
"Proserpine",7986,
"Beachmere - Sandstone Point",13485,
"Bribie Island",17047,
"Burpengary - East",3674,
"Caboolture",22299,
"Caboolture - South",18608,
"Elimbah",3722,
"Morayfield - East",7167,
"Wamuran",3583,
"Kilcoy",4838,
"Woodford - D'Aguilar",6454,
"Burpengary",12963,
"Deception Bay",21762,
"Morayfield",4816,
"Narangba",16222,
"Upper Caboolture",2825,
"Clontarf",7911,
"Margate - Woody Point",11094,
"Redcliffe",9200,
"Rothwell - Kippa-Ring",16614,
"Scarborough - Newport",11168,
"Albany Creek",15862,
"Cashmere",15427,
"Dayboro",7669,
"Eatons Hill",7991,
"Hills District",22634,
"Samford Valley",10929,
"Dakabin - Kallangur",20427,
"Murrumba Downs - Griffin",11753,
"North Lakes - Mango Hill",19380,
"Bray Park",10003,
"Lawnton",5727,
"Petrie",8500,
"Strathpine - Brendale",11126,
"Aurukun",1295,
"Cape York",7057,
"Croydon - Etheridge",1209,
"Kowanyama - Pormpuraaw",1693,
"Northern Peninsula",2299,
"Tablelands",5495,
"Torres",3259,
"Torres Strait Islands",4250,
"Weipa",3332,
"Carpentaria",5033,
"Mount Isa",20569,
"Mount Isa Region",3856,
"Northern Highlands",3667,
"Barcaldine - Blackall",5416,
"Charleville",4617,
"Far Central West",2446,
"Far South West",3243,
"Longreach",4188,
"Buderim - North",15281,
"Buderim - South",14356,
"Mountain Creek",7016,
"Sippy Downs",9088,
"Aroona - Currimundi",9676,
"Buddina - Minyama",6143,
"Caloundra - Kings Beach",6082,
"Caloundra - West",15126,
"Golden Beach - Pelican Waters",10227,
"Moffat Beach - Battery Hill",7783,
"Parrearra - Warana",9100,
"Wurtulla - Birtinya",5897,
"Coolum Beach",13153,
"Marcoola - Mudjimba",10183,
"Maroochydore - Kuluin",16700,
"Mooloolaba - Alexandra Headland",11052,
"Bli Bli",6696,
"Diddillibah - Rosemount",3364,
"Eumundi - Yandina",9417,
"Nambour",18136,
"Noosa Hinterland",20254,
"Noosa Heads",3997,
"Noosaville",7732,
"Peregian",7776,
"Sunshine Beach",6343,
"Tewantin",10044,
"Beerwah",7198,
"Caloundra Hinterland",7980,
"Glass House Mountains",5545,
"Landsborough",9486,
"Maroochy Hinterland",5932,
"Palmwoods",10155,
"Cambooya - Wyreema",5700,
"Darling Heights",12270,
"Drayton - Harristown",10103,
"Gatton",7179,
"Gowrie (Qld)",5571,
"Highfields",11248,
"Lockyer Valley - West",10240,
"Middle Ridge",6563,
"Newtown (Qld)",9564,
"North Toowoomba - Harlaxton",5897,
"Rangeville",8215,
"Toowoomba - Central",13299,
"Toowoomba - East",10052,
"Toowoomba - West",11400,
"Wilsonton",12919,
"Ayr",9152,
"Burdekin",8140,
"Charters Towers",8235,
"Dalrymple",3936,
"Ingham",4768,
"Ingham Region",6801,
"Palm Island",2339,
"Aitkenvale",4910,
"Annandale",9469,
"Belgian Gardens - Pallarenda",3457,
"Bohle Plains",5508,
"Condon - Rasmussen",10344,
"Cranbrook",6147,
"Deeragun",15217,
"Douglas",7190,
"Garbutt - West End",6726,
"Gulliver - Currajong - Vincent",8106,
"Heatley",4217,
"Hermit Park - Rosslea",5124,
"Hyde Park - Pimlico",4859,
"Kelso",10247,
"Kirwan - East",8142,
"Kirwan - West",15851,
"Magnetic Island",2197,
"Mount Louisa",7883,
"Mundingburra",3879,
"Northern Beaches",6073,
"Oonoonba",5258,
"South Townsville - Railway Estate",5096,
"Townsville - South",3961,
"Townsville City - North Ward",8608,
"Wulguru - Roseneath",6076,
"Ashfield - Kepnock",4980,
"Bargara - Burnett Heads",15386,
"Branyan - Kensington",3887,
"Bundaberg",6179,
"Bundaberg East - Kalkie",5214,
"Bundaberg North - Gooburrum",7286,
"Bundaberg Region - North",8015,
"Bundaberg Region - South",9386,
"Millbank - Avoca",7649,
"Svensson Heights - Norville",5757,
"Walkervale - Avenell Heights",10999,
"Gayndah - Mundubbera",6428,
"Gin Gin",5066,
"Kingaroy",9809,
"Kingaroy Region - North",9327,
"Kingaroy Region - South",3715,
"Monto - Eidsvold",3716,
"Nanango",9413,
"North Burnett",5,
"Cooloola",5723,
"Gympie - North",13210,
"Gympie - South",6298,
"Gympie Region",16883,
"Kilkivan",3574,
"Booral - River Heads",4159,
"Craignish - Dundowran Beach",4488,
"Pialba - Eli Waters",12597,
"Point Vernon",5691,
"Torquay - Scarness - Kawungan",14515,
"Urangan - Wondunna",11391,
"Burrum - Fraser",8660,
"Granville",3164,
"Maryborough (Qld)",18177,
"Maryborough Region - South",7649,
"Tinana",4876,
"Migratory - Offshore - Shipping (Qld)",473,
"No Usual Address (Qld)",12543,
"Adelaide",12963,
"North Adelaide",6678,
"Adelaide Hills",6835,
"Aldgate - Stirling",17319,
"Hahndorf - Echunga",4278,
"Lobethal - Woodside",9010,
"Mount Barker",14917,
"Mount Barker Region",5925,
"Nairne",4415,
"Uraidla - Summertown",5350,
"Burnside - Wattle Park",17960,
"Glenside - Beaumont",8947,
"Toorak Gardens",15288,
"Athelstone",9260,
"Paradise - Newton",18793,
"Rostrevor - Magill",20452,
"Norwood (SA)",9768,
"Payneham - Felixstow",12056,
"St Peters - Marden",13059,
"Nailsworth - Broadview",5965,
"Prospect",13986,
"Walkerville",7001,
"Goodwood - Millswood",17200,
"Unley - Parkside",19640,
"Gawler - North",8774,
"Gawler - South",17626,
"Lewiston - Two Wells",5245,
"Craigmore - Blakeview",16194,
"Davoren Park",15558,
"Elizabeth",9877,
"Elizabeth East",12166,
"Munno Para West - Angle Vale",7781,
"One Tree Hill",2404,
"Smithfield - Elizabeth North",12163,
"Virginia - Waterloo Corner",3733,
"Enfield - Blair Athol",21560,
"Northgate - Oakden - Gilles Plains",20795,
"Windsor Gardens",18584,
"Dry Creek - North",0,
"Ingle Farm",14684,
"Para Hills",14456,
"Parafield",76,
"Parafield Gardens",15315,
"Paralowie",16051,
"Pooraka",18294,
"Salisbury",16003,
"Salisbury East",17147,
"Salisbury North",15631,
"Golden Grove",9430,
"Greenwith",9075,
"Highbury - Dernancourt",10363,
"Hope Valley - Modbury",15739,
"Modbury Heights",18953,
"Redwood Park",15822,
"St Agnes - Ridgehaven",12155,
"Brighton (SA)",13401,
"Glenelg (SA)",19668,
"Edwardstown",12566,
"Hallett Cove",12257,
"Marino - Seaview Downs",9055,
"Mitchell Park",14235,
"Morphettville",13513,
"Sheidow Park - Trott Park",9562,
"Warradale",13141,
"Belair",4548,
"Bellevue Heights",7256,
"Blackwood",11228,
"Colonel Light Gardens",15072,
"Mitcham (SA)",15706,
"Panorama",7848,
"Aberfoyle Park",11875,
"Aldinga",14153,
"Christie Downs",8625,
"Christies Beach",9833,
"Clarendon",2628,
"Coromandel Valley",4280,
"Flagstaff Hill",10433,
"Hackham - Onkaparinga Hills",6418,
"Hackham West - Huntfield Heights",7511,
"Happy Valley",13634,
"Happy Valley Reservoir",0,
"Lonsdale",28,
"McLaren Vale",5729,
"Morphett Vale - East",13451,
"Morphett Vale - West",9151,
"Reynella",9782,
"Seaford (SA)",18931,
"Willunga",3288,
"Woodcroft",11074,
"Beverley",7219,
"Flinders Park",13662,
"Henley Beach",13937,
"Hindmarsh - Brompton",16631,
"Royal Park - Hendon - Albert Park",5711,
"Seaton - Grange",15706,
"West Lakes",14044,
"Woodville - Cheltenham",15319,
"Dry Creek - South",0,
"Largs Bay - Semaphore",14506,
"North Haven",14058,
"Port Adelaide",10777,
"The Parks",17257,
"Torrens Island",9,
"Adelaide Airport",0,
"Fulham",2590,
"Lockleys",12211,
"Plympton",22759,
"Richmond (SA)",15783,
"West Beach",4480,
"Barossa - Angaston",5930,
"Light",8112,
"Lyndoch",5677,
"Mallala",3104,
"Nuriootpa",5969,
"Tanunda",4416,
"Clare",3925,
"Gilbert Valley",4744,
"Goyder",4185,
"Wakefield - Barunga West",9196,
"Jamestown",4559,
"Peterborough - Mount Remarkable",5428,
"Port Pirie",14044,
"Port Pirie Region",3239,
"Kadina",5072,
"Moonta",4237,
"Wallaroo",3673,
"Yorke Peninsula - North",7047,
"Yorke Peninsula - South",3974,
"Ceduna",2642,
"Eyre Peninsula",6377,
"Kimba - Cleve - Franklin Harbour",4251,
"Le Hunte - Elliston",2254,
"Port Lincoln",15222,
"West Coast (SA)",3553,
"Western",109,
"Whyalla",21992,
"Whyalla - North",0,
"APY Lands",2439,
"Coober Pedy",1694,
"Flinders Ranges",2273,
"Outback",3441,
"Port Augusta",13657,
"Roxby Downs",4717,
"Goolwa - Port Elliot",10439,
"Kangaroo Island",4416,
"Strathalbyn",6453,
"Strathalbyn Region",6639,
"Victor Harbor",13413,
"Yankalilla",4993,
"Grant",5394,
"Kingston - Robe",3677,
"Millicent",5277,
"Mount Gambier",27754,
"Naracoorte",5693,
"Naracoorte Region",2422,
"Penola",3078,
"Tatiara",6554,
"Wattle Range",3223,
"Barmera",6527,
"Berri",4101,
"Karoonda - Lameroo",3051,
"Loxton",5232,
"Loxton Region",1733,
"Mannum",5832,
"Murray Bridge",16706,
"Murray Bridge Region",3396,
"Renmark",4389,
"Renmark Region",4856,
"The Coorong",5538,
"Waikerie",6327,
"Migratory - Offshore - Shipping (SA)",5,
"No Usual Address (SA)",3069,
"Augusta",4434,
"Busselton",21898,
"Busselton Region",8385,
"Margaret River",7323,
"Australind - Leschenault",14843,
"Bunbury",17109,
"Capel",4689,
"College Grove - Carey Park",6519,
"Collie",9126,
"Dardanup",2984,
"Davenport",10,
"Eaton - Pelican Point",10240,
"Gelorup - Dalyellup - Stratham",9995,
"Harvey",8393,
"Koombana",6894,
"Waroona",3582,
"Bridgetown - Boyup Brook",5906,
"Donnybrook - Balingup",5322,
"Manjimup",5415,
"Pemberton",5030,
"Dawesville - Bouvard",5548,
"Falcon - Wannanup",7434,
"Greenfields",9939,
"Halls Head - Erskine",17146,
"Mandurah",8569,
"Mandurah - East",4914,
"Mandurah - North",12486,
"Mandurah - South",9275,
"Pinjarra",7978,
"City Beach",6356,
"Claremont (WA)",7593,
"Cottesloe",7400,
"Floreat",7229,
"Mosman Park - Peppermint Grove",10125,
"Nedlands - Dalkeith - Crawley",17549,
"Swanbourne - Mount Claremont",7887,
"Kings Park (WA)",34,
"Mount Hawthorn - Leederville",10299,
"Mount Lawley - Inglewood",16207,
"North Perth",8544,
"Perth City",25506,
"Subiaco - Shenton Park",15058,
"Wembley - West Leederville - Glendalough",16566,
"Bassendean - Eden Hill - Ashfield",14405,
"Bayswater - Embleton - Bedford",21210,
"Maylands",12351,
"Morley",20300,
"Noranda",8077,
"Chidlow",4023,
"Glen Forrest - Darlington",7043,
"Helena Valley - Koongamia",4660,
"Malmalling - Reservoir",18,
"Mundaring",12653,
"Swan View - Greenmount - Midvale",12016,
"Avon Valley National Park",0,
"Ballajura",19084,
"Beechboro",15206,
"Bullsbrook",4327,
"Ellenbrook",23399,
"Gidgegannup",2533,
"Hazelmere - South Guildford",3635,
"Lockridge - Kiara",8057,
"Malaga",14,
"Melaleuca - Lexia",3,
"Middle Swan - Herne Hill",5188,
"Midland - Guildford",9585,
"Stratton - Jane Brook",6721,
"The Vines",5403,
"Walyunga National Park",0,
"Craigie - Beldon",9595,
"Currambine - Kinross",13946,
"Duncraig",15023,
"Greenwood - Warwick",13426,
"Heathridge - Connolly",10417,
"Hillarys",10682,
"Iluka - Burns Beach",6164,
"Joondalup - Edgewater",13728,
"Kingsley",13220,
"Mullaloo - Kallaroo",11005,
"Ocean Reef",8107,
"Padbury",8368,
"Sorrento - Marmion",9541,
"Woodvale",9202,
"Balcatta - Hamersley",14975,
"Balga - Mirrabooka",18045,
"Dianella",23114,
"Herdsman",0,
"Innaloo - Doubleview",15219,
"Karrinyup - Gwelup - Carine",18928,
"Nollamara - Westminster",15060,
"Osborne Park Industrial",7,
"Scarborough",14273,
"Stirling - Osborne Park",13204,
"Trigg - North Beach - Watermans Bay",6925,
"Tuart Hill - Joondanna",11268,
"Wembley Downs - Churchlands - Woodlands",12602,
"Yokine - Coolbinia - Menora",14825,
"Alexander Heights - Koondoola",11591,
"Butler - Merriwa - Ridgewood",19226,
"Carramar",11333,
"Clarkson",11688,
"Girrawheen",8333,
"Madeley - Darch - Landsdale",18978,
"Marangaroo",10520,
"Mindarie - Quinns Rocks - Jindalee",17508,
"Neerabup National Park",0,
"Tapping - Ashby - Sinagra",12534,
"Wanneroo",22953,
"Yanchep",7441,
"Armadale - Wungong - Brookdale",16239,
"Ashendon - Lesley",0,
"Camillo - Champion Lakes",5255,
"Forrestdale - Harrisdale - Piara Waters",7456,
"Kelmscott",10020,
"Mount Nasura - Mount Richon - Bedfordale",7329,
"Roleystone",6775,
"Seville Grove",9219,
"Belmont - Ascot - Redcliffe",13288,
"East Victoria Park - Carlisle",14992,
"Kewdale Commercial",3,
"Perth Airport",52,
"Rivervale - Kewdale - Cloverdale",21862,
"Victoria Park - Lathlain - Burswood",13610,
"Bentley - Wilson - St James",19557,
"Canning Vale - West",10160,
"Canning Vale Commercial",0,
"Cannington - Queens Park",14949,
"Parkwood - Ferndale - Lynwood",13536,
"Riverton - Shelley - Rossmoyne",13157,
"Welshpool",17,
"Willetton",17393,
"Beckenham - Kenwick - Langford",17611,
"Canning Vale - East",20510,
"Gosnells",19170,
"Huntingdale - Southern River",14528,
"Maddington - Orange Grove - Martin",11798,
"Thornlie",22965,
"Forrestfield - Wattle Grove",15936,
"High Wycombe",11779,
"Kalamunda - Maida Vale - Gooseberry Hill",14526,
"Lesmurdie - Bickley - Carmel",11323,
"Byford",8156,
"Mundijong",5686,
"Serpentine - Jarrahdale",3960,
"Como",13399,
"Manning - Waterford",10975,
"South Perth - Kensington",16437,
"Banjup",14201,
"Beeliar",5963,
"Bibra Industrial",19,
"Bibra Lake",0,
"Coogee",7523,
"Coolbellup",7743,
"Hamilton Hill",9857,
"Henderson",14,
"Jandakot",2516,
"Jandakot Airport",222,
"North Coogee",577,
"South Lake - Cockburn Central",11042,
"Spearwood",9096,
"Success - Hammond Park",10944,
"Wattleup",572,
"Yangebup",7125,
"East Fremantle",6932,
"Fremantle",13245,
"Fremantle - South",13447,
"O'Connor (WA)",3,
"Anketell - Wandi",1132,
"Bertram - Wellard (West)",7832,
"Calista",7370,
"Casuarina - Wellard (East)",1934,
"Hope Valley - Postans",108,
"Kwinana Industrial",11,
"Parmelia - Orelia",10840,
"Applecross - Ardross",10625,
"Bateman",3740,
"Bicton - Palmyra",12957,
"Booragoon",13870,
"Bull Creek",7543,
"Leeming",11092,
"Melville",15454,
"Murdoch - Kardinya",12113,
"Willagee",4766,
"Winthrop",6203,
"Baldivis",16594,
"Cooloongup",8631,
"Port Kennedy",14106,
"Rockingham",14826,
"Rockingham Lakes",13,
"Safety Bay - Shoalwater",11238,
"Singleton - Golden Bay - Secret Harbour",15613,
"Waikiki",11982,
"Warnbro",11102,
"Esperance",11433,
"Esperance Region",4172,
"Carnarvon",5347,
"Exmouth",3942,
"Boulder",7732,
"Kalgoorlie",13947,
"Kalgoorlie - North",9159,
"Kalgoorlie Airport",0,
"Kambalda - Coolgardie - Norseman",5405,
"Leinster - Leonora",5565,
"Trafalgar (WA)",0,
"Broome",12765,
"Derby - West Kimberley",8415,
"Halls Creek",3564,
"Kununurra",7806,
"Roebuck",2238,
"Geraldton",12340,
"Geraldton - East",7746,
"Geraldton - North",6497,
"Geraldton - South",9170,
"Irwin",3568,
"Meekatharra",4077,
"Morawa",4503,
"Northampton - Mullewa - Greenough",5768,
"Ashburton (WA)",10001,
"East Pilbara",7744,
"Karratha",16474,
"Newman",5479,
"Port Hedland",4392,
"Roebourne",6425,
"South Hedland",9377,
"Albany",13682,
"Albany Region",2995,
"Bayonet Head - Lower King",4259,
"Denmark",5194,
"Gnowangerup",2830,
"Katanning",4598,
"Kojonup",4193,
"Little Grove - Elleker",3275,
"McKail - Willyung",9442,
"Plantagenet",4882,
"Stirling Range National Park",0,
"Chittering",4427,
"Cunderdin",3930,
"Dowerin",4057,
"Gingin - Dandaragan",7871,
"Merredin",5070,
"Moora",4640,
"Mukinbudin",3470,
"Northam",10557,
"Toodyay",4387,
"York - Beverley",4958,
"Brookton",3603,
"Kulin",4584,
"Murray",2926,
"Narrogin",4730,
"Wagin",4864,
"Migratory - Offshore - Shipping (WA)",417,
"No Usual Address (WA)",7299,
"Bridgewater - Gagebrook",7489,
"Brighton - Pontville",4795,
"Old Beach - Otago",3730,
"Bellerive - Rosny",5831,
"Cambridge",7217,
"Geilston Bay - Risdon",3182,
"Howrah - Tranmere",9634,
"Lindisfarne - Rose Bay",6716,
"Mornington - Warrane",4594,
"Risdon Vale",2905,
"Rokeby",5492,
"South Arm",4076,
"Austins Ferry - Granton",3746,
"Berriedale - Chigwell",5339,
"Claremont (Tas.)",7681,
"Derwent Park - Lutana",4144,
"Glenorchy",10533,
"Montrose - Rosetta",4576,
"Moonah",5127,
"New Norfolk",6332,
"West Moonah",3773,
"Kingston - Huntingfield",10753,
"Kingston Beach - Blackmans Bay",9742,
"Margate - Snug",7085,
"Mount Wellington",0,
"Taroona - Bonnet Hill",3510,
"Hobart",7445,
"Lenah Valley - Mount Stuart",8134,
"Mount Nelson - Dynnyrne",4402,
"New Town",5969,
"Sandy Bay",11158,
"South Hobart - Fern Tree",5905,
"West Hobart",5800,
"Dodges Ferry - Lewisham",7083,
"Sorell - Richmond",7771,
"Invermay",3086,
"Kings Meadows - Punchbowl",3814,
"Launceston",5136,
"Legana",3680,
"Mowbray",3751,
