"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment"
40106,"female","18-24","2014",734
40106,"female","18-24","2015",1030
40106,"female","18-24","2016",1070
40106,"female","18-24","2017",1011
40106,"female","18-24","2018",1000
40106,"female","18-24","2019",990
40106,"female","18-24","2020",959
40106,"female","18-24","2021",953
40106,"female","18-24","2022",1078
40106,"male","18-24","2008",665
40106,"male","18-24","2009",654
40106,"male","18-24","2010",682
40106,"male","18-24","2011",687
40106,"male","18-24","2012",673
40106,"male","18-24","2013",681
40106,"male","18-24","2014",692
40106,"male","18-24","2015",1037
40106,"male","18-24","2016",1114
40106,"male","18-24","2017",1061
40106,"male","18-24","2018",1065
40106,"male","18-24","2019",1045
40106,"male","18-24","2020",955
40106,"male","18-24","2021",901
40106,"male","18-24","2022",1047
40107,"female","18-24","2008",334
40107,"female","18-24","2009",309
40107,"female","18-24","2010",335
40107,"female","18-24","2011",347
40107,"female","18-24","2012",329
40107,"female","18-24","2013",353
40107,"female","18-24","2014",374
40107,"female","18-24","2015",1402
40107,"female","18-24","2016",1511
40107,"female","18-24","2017",1384
40107,"female","18-24","2018",1387
40107,"female","18-24","2019",1384
40107,"female","18-24","2020",1297
40107,"female","18-24","2021",1260
40107,"female","18-24","2022",1388
40107,"male","18-24","2008",361
40107,"male","18-24","2009",352
40107,"male","18-24","2010",381
40107,"male","18-24","2011",356
40107,"male","18-24","2012",345
40107,"male","18-24","2013",365
40107,"male","18-24","2014",389
40107,"male","18-24","2015",1281
40107,"male","18-24","2016",1347
40107,"male","18-24","2017",1259
40107,"male","18-24","2018",1248
40107,"male","18-24","2019",1260
40107,"male","18-24","2020",1142
40107,"male","18-24","2021",1133
40107,"male","18-24","2022",1319
40201,"female","18-24","2008",308
40201,"female","18-24","2009",296
40201,"female","18-24","2010",316
40201,"female","18-24","2011",323
40201,"female","18-24","2012",318
40201,"female","18-24","2013",340
40201,"female","18-24","2014",387
40201,"female","18-24","2015",1283
40201,"female","18-24","2016",1403
40201,"female","18-24","2017",1323
40201,"female","18-24","2018",1411
40201,"female","18-24","2019",1420
40201,"female","18-24","2020",1325
40201,"female","18-24","2021",1284
40201,"female","18-24","2022",1442
40201,"male","18-24","2008",280
40201,"male","18-24","2009",277
40201,"male","18-24","2010",268
40201,"male","18-24","2011",275
40201,"male","18-24","2012",274
40201,"male","18-24","2013",302
40201,"male","18-24","2014",356
40201,"male","18-24","2015",1173
40201,"male","18-24","2016",1368
40201,"male","18-24","2017",1292
40201,"male","18-24","2018",1335
40201,"male","18-24","2019",1364
40201,"male","18-24","2020",1307
40201,"male","18-24","2021",1252
40201,"male","18-24","2022",1422
40202,"female","18-24","2015",3524
40202,"female","18-24","2016",3899
40202,"female","18-24","2017",3695
40202,"female","18-24","2018",3805
40202,"female","18-24","2019",3779
40202,"female","18-24","2020",3758
40202,"female","18-24","2021",3627
40202,"female","18-24","2022",3941
40202,"male","18-24","2015",3322
40202,"male","18-24","2016",3769
40202,"male","18-24","2017",3585
40202,"male","18-24","2018",3545
40202,"male","18-24","2019",3507
40202,"male","18-24","2020",3491
40202,"male","18-24","2021",3370
40202,"male","18-24","2022",3653
40203,"female","18-24","2015",1874
40203,"female","18-24","2016",2035
40203,"female","18-24","2017",2032
40203,"female","18-24","2018",2096
40203,"female","18-24","2019",2102
40203,"female","18-24","2020",2031
40203,"female","18-24","2021",2093
40203,"female","18-24","2022",2181
40203,"male","18-24","2015",1927
40203,"male","18-24","2016",2143
40203,"male","18-24","2017",2059
40203,"male","18-24","2018",2097
40203,"male","18-24","2019",2143
40203,"male","18-24","2020",2129
40203,"male","18-24","2021",2072
40203,"male","18-24","2022",2219
40204,"female","18-24","2015",3893
40204,"female","18-24","2016",4343
40204,"female","18-24","2017",4146
40204,"female","18-24","2018",4208
40204,"female","18-24","2019",4864
40204,"female","18-24","2020",4720
40204,"female","18-24","2021",4629
40204,"female","18-24","2022",4961
40204,"male","18-24","2015",4087
40204,"male","18-24","2016",4583
40204,"male","18-24","2017",4398
40204,"male","18-24","2018",4328
40204,"male","18-24","2019",5149
40204,"male","18-24","2020",4959
40204,"male","18-24","2021",4909
40204,"male","18-24","2022",5223
40205,"female","18-24","2015",3412
40205,"female","18-24","2016",3564
40205,"female","18-24","2017",3326
40205,"female","18-24","2018",3339
40205,"female","18-24","2019",3390
40205,"female","18-24","2020",3123
40205,"female","18-24","2021",2978
40205,"female","18-24","2022",3253
40205,"male","18-24","2015",3468
40205,"male","18-24","2016",3726
40205,"male","18-24","2017",3444
40205,"male","18-24","2018",3476
40205,"male","18-24","2019",3487
40205,"male","18-24","2020",3239
40205,"male","18-24","2021",3117
40205,"male","18-24","2022",3508
40301,"female","18-24","2015",1262
40301,"female","18-24","2016",1265
40301,"female","18-24","2017",1201
40301,"female","18-24","2018",1183
40301,"female","18-24","2019",1123
40301,"female","18-24","2020",1035
40301,"female","18-24","2021",1021
40301,"female","18-24","2022",1078
40301,"male","18-24","2015",1181
40301,"male","18-24","2016",1228
40301,"male","18-24","2017",1149
40301,"male","18-24","2018",1135
40301,"male","18-24","2019",1143
40301,"male","18-24","2020",1047
40301,"male","18-24","2021",1035
40301,"male","18-24","2022",1162
40302,"female","18-24","2015",3379
40302,"female","18-24","2016",3624
40302,"female","18-24","2017",3423
40302,"female","18-24","2018",3334
40302,"female","18-24","2019",3417
40302,"female","18-24","2020",3270
40302,"female","18-24","2021",3124
40302,"female","18-24","2022",3365
40302,"male","18-24","2015",3190
40302,"male","18-24","2016",3442
40302,"male","18-24","2017",3303
40302,"male","18-24","2018",3255
40302,"male","18-24","2019",3272
40302,"male","18-24","2020",3071
40302,"male","18-24","2021",2989
40302,"male","18-24","2022",3311
40303,"female","18-24","2015",2383
40303,"female","18-24","2016",2541
40303,"female","18-24","2017",2440
40303,"female","18-24","2018",2475
40303,"female","18-24","2019",2513
40303,"female","18-24","2020",2329
40303,"female","18-24","2021",2275
40303,"female","18-24","2022",2547
40303,"male","18-24","2015",2385
40303,"male","18-24","2016",2572
40303,"male","18-24","2017",2441
40303,"male","18-24","2018",2439
40303,"male","18-24","2019",2451
40303,"male","18-24","2020",2280
40303,"male","18-24","2021",2157
40303,"male","18-24","2022",2446
40304,"female","18-24","2015",5899
40304,"female","18-24","2016",6485
40304,"female","18-24","2017",6115
40304,"female","18-24","2018",6316
40304,"female","18-24","2019",6282
40304,"female","18-24","2020",6038
40304,"female","18-24","2021",5799
40304,"female","18-24","2022",6237
40304,"male","18-24","2015",5971
40304,"male","18-24","2016",6534
40304,"male","18-24","2017",6194
40304,"male","18-24","2018",6247
40304,"male","18-24","2019",6300
40304,"male","18-24","2020",5937
40304,"male","18-24","2021",5680
40304,"male","18-24","2022",6278
40401,"female","18-24","2015",3674
40401,"female","18-24","2016",4005
40401,"female","18-24","2017",3834
40401,"female","18-24","2018",3964
40401,"female","18-24","2019",4057
40401,"female","18-24","2020",3877
40401,"female","18-24","2021",3743
40401,"female","18-24","2022",4037
40401,"male","18-24","2015",3602
40401,"male","18-24","2016",4025
40401,"male","18-24","2017",3846
40401,"male","18-24","2018",3897
40401,"male","18-24","2019",4004
40401,"male","18-24","2020",3786
40401,"male","18-24","2021",3642
40401,"male","18-24","2022",3972
40402,"female","18-24","2008",491
40402,"female","18-24","2009",476
40402,"female","18-24","2010",484
40402,"female","18-24","2011",489
40402,"female","18-24","2012",450
40402,"female","18-24","2013",480
40402,"female","18-24","2014",534
40402,"female","18-24","2015",1921
40402,"female","18-24","2016",2111
40402,"female","18-24","2017",1991
40402,"female","18-24","2018",1991
40402,"female","18-24","2019",1998
40402,"female","18-24","2020",1948
40402,"female","18-24","2021",1883
40402,"female","18-24","2022",2000
40402,"male","18-24","2008",435
40402,"male","18-24","2009",409
40402,"male","18-24","2010",417
40402,"male","18-24","2011",399
40402,"male","18-24","2012",378
40402,"male","18-24","2013",409
40402,"male","18-24","2014",506
40402,"male","18-24","2015",1876
40402,"male","18-24","2016",2048
40402,"male","18-24","2017",1985
40402,"male","18-24","2018",1976
40402,"male","18-24","2019",2001
40402,"male","18-24","2020",1921
40402,"male","18-24","2021",1889
40402,"male","18-24","2022",2016
40403,"female","18-24","2008",1322
40403,"female","18-24","2009",1307
40403,"female","18-24","2010",1300
40403,"female","18-24","2011",1192
40403,"female","18-24","2012",1174
40403,"female","18-24","2013",1143
40403,"female","18-24","2014",1218
40403,"female","18-24","2015",2150
40403,"female","18-24","2016",2373
40403,"female","18-24","2017",2253
40403,"female","18-24","2018",2328
40403,"female","18-24","2019",2294
40403,"female","18-24","2020",2182
40403,"female","18-24","2021",2176
40403,"female","18-24","2022",2315
40403,"male","18-24","2008",1270
40403,"male","18-24","2009",1237
40403,"male","18-24","2010",1254
40403,"male","18-24","2011",1171
40403,"male","18-24","2012",1081
40403,"male","18-24","2013",1098
40403,"male","18-24","2014",1202
40403,"male","18-24","2015",2032
40403,"male","18-24","2016",2202
40403,"male","18-24","2017",2074
40403,"male","18-24","2018",2144
40403,"male","18-24","2019",2202
40403,"male","18-24","2020",2014
40403,"male","18-24","2021",2010
40403,"male","18-24","2022",2147
40501,"female","18-24","2008",1478
40501,"female","18-24","2009",1462
40501,"female","18-24","2010",1454
40501,"female","18-24","2011",1393
40501,"female","18-24","2012",1342
40501,"female","18-24","2013",1438
40501,"female","18-24","2014",1457
40501,"female","18-24","2015",906
40501,"female","18-24","2016",1039
40501,"female","18-24","2017",939
40501,"female","18-24","2018",1061
40501,"female","18-24","2019",1112
40501,"female","18-24","2020",1010
40501,"female","18-24","2021",945
40501,"female","18-24","2022",1144
40501,"male","18-24","2008",1445
40501,"male","18-24","2009",1397
40501,"male","18-24","2010",1374
40501,"male","18-24","2011",1310
40501,"male","18-24","2012",1256
40501,"male","18-24","2013",1358
40501,"male","18-24","2014",1493
40501,"male","18-24","2015",1016
40501,"male","18-24","2016",1098
40501,"male","18-24","2017",978
40501,"male","18-24","2018",1059
40501,"male","18-24","2019",1104
40501,"male","18-24","2020",973
40501,"male","18-24","2021",889
40501,"male","18-24","2022",1105
40502,"female","18-24","2008",606
40502,"female","18-24","2009",573
40502,"female","18-24","2010",578
40502,"female","18-24","2011",519
40502,"female","18-24","2012",481
40502,"female","18-24","2013",513
40502,"female","18-24","2014",570
40502,"female","18-24","2015",530
40502,"female","18-24","2016",573
40502,"female","18-24","2017",503
40502,"female","18-24","2018",543
40502,"female","18-24","2019",566
40502,"female","18-24","2020",512
40502,"female","18-24","2021",492
40502,"female","18-24","2022",624
40502,"male","18-24","2008",500
40502,"male","18-24","2009",469
40502,"male","18-24","2010",484
40502,"male","18-24","2011",471
40502,"male","18-24","2012",440
40502,"male","18-24","2013",458
40502,"male","18-24","2014",507
40502,"male","18-24","2015",573
40502,"male","18-24","2016",616
40502,"male","18-24","2017",552
40502,"male","18-24","2018",585
40502,"male","18-24","2019",601
40502,"male","18-24","2020",520
40502,"male","18-24","2021",478
40502,"male","18-24","2022",592
40503,"female","18-24","2015",787
40503,"female","18-24","2016",836
40503,"female","18-24","2017",793
40503,"female","18-24","2018",810
40503,"female","18-24","2019",796
40503,"female","18-24","2020",775
40503,"female","18-24","2021",747
40503,"female","18-24","2022",804
40503,"male","18-24","2015",892
40503,"male","18-24","2016",951
40503,"male","18-24","2017",929
40503,"male","18-24","2018",928
40503,"male","18-24","2019",920
40503,"male","18-24","2020",832
40503,"male","18-24","2021",752
40503,"male","18-24","2022",842
40504,"female","18-24","2015",588
40504,"female","18-24","2016",618
40504,"female","18-24","2017",562
40504,"female","18-24","2018",586
40504,"female","18-24","2019",579
40504,"female","18-24","2020",502
40504,"female","18-24","2021",483
40504,"female","18-24","2022",552
40504,"male","18-24","2015",594
40504,"male","18-24","2016",624
40504,"male","18-24","2017",593
40504,"male","18-24","2018",645
40504,"male","18-24","2019",633
40504,"male","18-24","2020",572
40504,"male","18-24","2021",539
40504,"male","18-24","2022",604
40601,"female","18-24","2015",1624
40601,"female","18-24","2016",1662
40601,"female","18-24","2017",1535
40601,"female","18-24","2018",1543
40601,"female","18-24","2019",1477
40601,"female","18-24","2020",1401
40601,"female","18-24","2021",1416
40601,"female","18-24","2022",1510
40601,"male","18-24","2015",1617
40601,"male","18-24","2016",1729
40601,"male","18-24","2017",1590
40601,"male","18-24","2018",1534
40601,"male","18-24","2019",1496
40601,"male","18-24","2020",1441
40601,"male","18-24","2021",1417
40601,"male","18-24","2022",1562
40602,"female","18-24","2015",786
40602,"female","18-24","2016",787
40602,"female","18-24","2017",717
40602,"female","18-24","2018",745
40602,"female","18-24","2019",686
40602,"female","18-24","2020",623
40602,"female","18-24","2021",553
40602,"female","18-24","2022",577
40602,"male","18-24","2015",760
40602,"male","18-24","2016",746
40602,"male","18-24","2017",692
40602,"male","18-24","2018",698
40602,"male","18-24","2019",651
40602,"male","18-24","2020",600
40602,"male","18-24","2021",527
40602,"male","18-24","2022",600
40701,"female","18-24","2015",1033
40701,"female","18-24","2016",1182
40701,"female","18-24","2017",1058
40701,"female","18-24","2018",1199
40701,"female","18-24","2019",1181
40701,"female","18-24","2020",1049
40701,"female","18-24","2021",970
40701,"female","18-24","2022",1244
40701,"male","18-24","2015",1051
40701,"male","18-24","2016",1121
40701,"male","18-24","2017",1013
40701,"male","18-24","2018",1078
40701,"male","18-24","2019",1076
40701,"male","18-24","2020",963
40701,"male","18-24","2021",909
40701,"male","18-24","2022",1176
40702,"female","18-24","2015",909
40702,"female","18-24","2016",1004
40702,"female","18-24","2017",875
40702,"female","18-24","2018",920
40702,"female","18-24","2019",1953
40702,"female","18-24","2020",1819
40702,"female","18-24","2021",1733
40702,"female","18-24","2022",1981
40702,"male","18-24","2015",1037
40702,"male","18-24","2016",1127
40702,"male","18-24","2017",1018
40702,"male","18-24","2018",1071
40702,"male","18-24","2019",2000
40702,"male","18-24","2020",1867
40702,"male","18-24","2021",1757
40702,"male","18-24","2022",2039
40703,"female","18-24","2015",1786
40703,"female","18-24","2016",1968
40703,"female","18-24","2017",1732
40703,"female","18-24","2018",1857
40703,"female","18-24","2019",1817
40703,"female","18-24","2020",1694
40703,"female","18-24","2021",1557
40703,"female","18-24","2022",1808
40703,"male","18-24","2015",1801
40703,"male","18-24","2016",1935
40703,"male","18-24","2017",1672
40703,"male","18-24","2018",1759
40703,"male","18-24","2019",1731
40703,"male","18-24","2020",1586
40703,"male","18-24","2021",1455
40703,"male","18-24","2022",1833
50101,"female","18-24","2008",1315
50101,"female","18-24","2009",1317
50101,"female","18-24","2010",1201
50101,"female","18-24","2011",1149
50101,"female","18-24","2012",1073
50101,"female","18-24","2013",1180
50101,"female","18-24","2014",1228
50101,"female","18-24","2015",1164
50101,"female","18-24","2016",1263
50101,"female","18-24","2017",1277
50101,"female","18-24","2018",1280
50101,"female","18-24","2019",1222
50101,"female","18-24","2020",1200
50101,"female","18-24","2021",1321
50101,"female","18-24","2022",1377
50101,"male","18-24","2008",1403
50101,"male","18-24","2009",1391
50101,"male","18-24","2010",1211
50101,"male","18-24","2011",1161
50101,"male","18-24","2012",1064
50101,"male","18-24","2013",1142
50101,"male","18-24","2014",1152
50101,"male","18-24","2015",1204
50101,"male","18-24","2016",1363
50101,"male","18-24","2017",1360
50101,"male","18-24","2018",1329
50101,"male","18-24","2019",1304
50101,"male","18-24","2020",1316
50101,"male","18-24","2021",1412
50101,"male","18-24","2022",1500
50102,"female","18-24","2008",3067
50102,"female","18-24","2009",3023
50102,"female","18-24","2010",2815
50102,"female","18-24","2011",2690
50102,"female","18-24","2012",2505
50102,"female","18-24","2013",2713
50102,"female","18-24","2014",2866
50102,"female","18-24","2015",2281
50102,"female","18-24","2016",2421
50102,"female","18-24","2017",2384
50102,"female","18-24","2018",2333
50102,"female","18-24","2019",3286
50102,"female","18-24","2020",3235
50102,"female","18-24","2021",3325
50102,"female","18-24","2022",3482
50102,"male","18-24","2008",2788
50102,"male","18-24","2009",2819
50102,"male","18-24","2010",2538
50102,"male","18-24","2011",2410
50102,"male","18-24","2012",2223
50102,"male","18-24","2013",2563
50102,"male","18-24","2014",2741
50102,"male","18-24","2015",2291
50102,"male","18-24","2016",2586
50102,"male","18-24","2017",2472
50102,"male","18-24","2018",2352
50102,"male","18-24","2019",3309
50102,"male","18-24","2020",3259
50102,"male","18-24","2021",3432
50102,"male","18-24","2022",3461
50103,"female","18-24","2008",1177
50103,"female","18-24","2009",1173
50103,"female","18-24","2010",1044
50103,"female","18-24","2011",1035
50103,"female","18-24","2012",1011
50103,"female","18-24","2013",1081
50103,"female","18-24","2014",1165
50103,"female","18-24","2015",469
50103,"female","18-24","2016",514
50103,"female","18-24","2017",521
50103,"female","18-24","2018",477
50103,"female","18-24","2019",493
50103,"female","18-24","2020",463
50103,"female","18-24","2021",525
50103,"female","18-24","2022",574
50103,"male","18-24","2008",972
50103,"male","18-24","2009",970
50103,"male","18-24","2010",880
50103,"male","18-24","2011",845
50103,"male","18-24","2012",786
50103,"male","18-24","2013",877
50103,"male","18-24","2014",968
50103,"male","18-24","2015",490
50103,"male","18-24","2016",524
50103,"male","18-24","2017",556
50103,"male","18-24","2018",516
50103,"male","18-24","2019",534
50103,"male","18-24","2020",493
50103,"male","18-24","2021",543
50103,"male","18-24","2022",598
50201,"female","18-24","2008",1066
50201,"female","18-24","2009",1065
50201,"female","18-24","2010",985
50201,"female","18-24","2011",1003
50201,"female","18-24","2012",965
50201,"female","18-24","2013",1079
50201,"female","18-24","2014",1092
50201,"female","18-24","2015",2864
50201,"female","18-24","2016",3204
50201,"female","18-24","2017",3157
50201,"female","18-24","2018",3171
50201,"female","18-24","2019",3227
50201,"female","18-24","2020",3205
50201,"female","18-24","2021",3316
50201,"female","18-24","2022",3426
50201,"male","18-24","2008",1087
50201,"male","18-24","2009",1098
50201,"male","18-24","2010",999
50201,"male","18-24","2011",979
50201,"male","18-24","2012",924
50201,"male","18-24","2013",1038
50201,"male","18-24","2014",1076
50201,"male","18-24","2015",2779
50201,"male","18-24","2016",3207
50201,"male","18-24","2017",3158
50201,"male","18-24","2018",3098
50201,"male","18-24","2019",3133
50201,"male","18-24","2020",3117
50201,"male","18-24","2021",3232
50201,"male","18-24","2022",3375
50301,"female","18-24","2015",2707
50301,"female","18-24","2016",2940
50301,"female","18-24","2017",2740
50301,"female","18-24","2018",2707
50301,"female","18-24","2019",2904
50301,"female","18-24","2020",2754
50301,"female","18-24","2021",2901
50301,"female","18-24","2022",3168
50301,"male","18-24","2015",2783
50301,"male","18-24","2016",3067
50301,"male","18-24","2017",2921
50301,"male","18-24","2018",2779
50301,"male","18-24","2019",2992
50301,"male","18-24","2020",2849
50301,"male","18-24","2021",2983
50301,"male","18-24","2022",3186
50302,"female","18-24","2015",2605
50302,"female","18-24","2016",2916
50302,"female","18-24","2017",2795
50302,"female","18-24","2018",2853
50302,"female","18-24","2019",3061
50302,"female","18-24","2020",2938
50302,"female","18-24","2021",3141
50302,"female","18-24","2022",3311
50302,"male","18-24","2015",2342
50302,"male","18-24","2016",2620
50302,"male","18-24","2017",2535
50302,"male","18-24","2018",2581
50302,"male","18-24","2019",2819
50302,"male","18-24","2020",2603
50302,"male","18-24","2021",2808
50302,"male","18-24","2022",2892
50401,"female","18-24","2015",2365
50401,"female","18-24","2016",2556
50401,"female","18-24","2017",2419
50401,"female","18-24","2018",2447
50401,"female","18-24","2019",2597
50401,"female","18-24","2020",2438
50401,"female","18-24","2021",2614
50401,"female","18-24","2022",2563
50401,"male","18-24","2015",2300
50401,"male","18-24","2016",2575
50401,"male","18-24","2017",2522
50401,"male","18-24","2018",2475
50401,"male","18-24","2019",2581
50401,"male","18-24","2020",2507
50401,"male","18-24","2021",2557
50401,"male","18-24","2022",2590
50402,"female","18-24","2015",1426
50402,"female","18-24","2016",1480
50402,"female","18-24","2017",1359
50402,"female","18-24","2018",1354
50402,"female","18-24","2019",1400
50402,"female","18-24","2020",1371
50402,"female","18-24","2021",1409
50402,"female","18-24","2022",1399
50402,"male","18-24","2015",1419
50402,"male","18-24","2016",1567
50402,"male","18-24","2017",1458
50402,"male","18-24","2018",1427
50402,"male","18-24","2019",1492
50402,"male","18-24","2020",1401
50402,"male","18-24","2021",1468
50402,"male","18-24","2022",1492
50403,"female","18-24","2015",4335
50403,"female","18-24","2016",4852
50403,"female","18-24","2017",4774
50403,"female","18-24","2018",4766
50403,"female","18-24","2019",4954
50403,"female","18-24","2020",4881
50403,"female","18-24","2021",5093
50403,"female","18-24","2022",5267
50403,"male","18-24","2015",4174
50403,"male","18-24","2016",4768
50403,"male","18-24","2017",4765
50403,"male","18-24","2018",4712
50403,"male","18-24","2019",4975
50403,"male","18-24","2020",4967
50403,"male","18-24","2021",5124
50403,"male","18-24","2022",5375
50501,"female","18-24","2015",6182
50501,"female","18-24","2016",6349
50501,"female","18-24","2017",6111
50501,"female","18-24","2018",5949
50501,"female","18-24","2019",5880
50501,"female","18-24","2020",5538
50501,"female","18-24","2021",5536
50501,"female","18-24","2022",5538
50501,"male","18-24","2015",6346
50501,"male","18-24","2016",6708
50501,"male","18-24","2017",6444
50501,"male","18-24","2018",6190
50501,"male","18-24","2019",6180
50501,"male","18-24","2020",5953
50501,"male","18-24","2021",6033
50501,"male","18-24","2022",6005
50502,"female","18-24","2015",5830
50502,"female","18-24","2016",6293
50502,"female","18-24","2017",6048
50502,"female","18-24","2018",6014
50502,"female","18-24","2019",6267
50502,"female","18-24","2020",6092
50502,"female","18-24","2021",6335
50502,"female","18-24","2022",6385
50502,"male","18-24","2015",5686
50502,"male","18-24","2016",6064
50502,"male","18-24","2017",5921
50502,"male","18-24","2018",5809
50502,"male","18-24","2019",6000
50502,"male","18-24","2020",5767
50502,"male","18-24","2021",5940
50502,"male","18-24","2022",6148
50503,"female","18-24","2008",2785
50503,"female","18-24","2009",2937
50503,"female","18-24","2010",2904
50503,"female","18-24","2011",2935
50503,"female","18-24","2012",2898
50503,"female","18-24","2013",3285
50503,"female","18-24","2014",3490
50503,"female","18-24","2015",5674
50503,"female","18-24","2016",6299
50503,"female","18-24","2017",6330
50503,"female","18-24","2018",6198
50503,"female","18-24","2019",7346
50503,"female","18-24","2020",7149
50503,"female","18-24","2021",7612
50503,"female","18-24","2022",7849
50503,"male","18-24","2008",2764
50503,"male","18-24","2009",2876
50503,"male","18-24","2010",2776
50503,"male","18-24","2011",2788
50503,"male","18-24","2012",2694
50503,"male","18-24","2013",3056
50503,"male","18-24","2014",3301
50503,"male","18-24","2015",5619
50503,"male","18-24","2016",6353
50503,"male","18-24","2017",6308
50503,"male","18-24","2018",6264
50503,"male","18-24","2019",7389
50503,"male","18-24","2020",7196
50503,"male","18-24","2021",7595
50503,"male","18-24","2022",7810
50601,"female","18-24","2008",2956
50601,"female","18-24","2009",2957
50601,"female","18-24","2010",2744
50601,"female","18-24","2011",2574
50601,"female","18-24","2012",2458
50601,"female","18-24","2013",2638
50601,"female","18-24","2014",2662
50601,"female","18-24","2015",2615
50601,"female","18-24","2016",2908
50601,"female","18-24","2017",2874
50601,"female","18-24","2018",2826
50601,"female","18-24","2019",2887
50601,"female","18-24","2020",2839
50601,"female","18-24","2021",3012
50601,"female","18-24","2022",3082
50601,"male","18-24","2008",3002
50601,"male","18-24","2009",3041
50601,"male","18-24","2010",2787
50601,"male","18-24","2011",2614
50601,"male","18-24","2012",2458
50601,"male","18-24","2013",2630
50601,"male","18-24","2014",2626
50601,"male","18-24","2015",2468
50601,"male","18-24","2016",2704
50601,"male","18-24","2017",2697
50601,"male","18-24","2018",2632
50601,"male","18-24","2019",2779
50601,"male","18-24","2020",2822
50601,"male","18-24","2021",3004
50601,"male","18-24","2022",3000
50602,"female","18-24","2008",2393
50602,"female","18-24","2009",2385
50602,"female","18-24","2010",2162
50602,"female","18-24","2011",2112
50602,"female","18-24","2012",2013
50602,"female","18-24","2013",2275
50602,"female","18-24","2014",2417
50602,"female","18-24","2015",2029
50602,"female","18-24","2016",2186
50602,"female","18-24","2017",2136
50602,"female","18-24","2018",2263
50602,"female","18-24","2019",2373
50602,"female","18-24","2020",2325
50602,"female","18-24","2021",2460
50602,"female","18-24","2022",2444
50602,"male","18-24","2008",2388
50602,"male","18-24","2009",2335
50602,"male","18-24","2010",2163
50602,"male","18-24","2011",2090
50602,"male","18-24","2012",2010
50602,"male","18-24","2013",2235
50602,"male","18-24","2014",2447
50602,"male","18-24","2015",1933
50602,"male","18-24","2016",2245
50602,"male","18-24","2017",2196
50602,"male","18-24","2018",2152
50602,"male","18-24","2019",2275
50602,"male","18-24","2020",2139
50602,"male","18-24","2021",2275
50602,"male","18-24","2022",2320
50603,"female","18-24","2015",3274
50603,"female","18-24","2016",3428
50603,"female","18-24","2017",3276
50603,"female","18-24","2018",3278
50603,"female","18-24","2019",3299
50603,"female","18-24","2020",3219
50603,"female","18-24","2021",3392
50603,"female","18-24","2022",3525
50603,"male","18-24","2015",3314
50603,"male","18-24","2016",3600
50603,"male","18-24","2017",3449
50603,"male","18-24","2018",3420
50603,"male","18-24","2019",3569
50603,"male","18-24","2020",3384
50603,"male","18-24","2021",3503
50603,"male","18-24","2022",3597
50604,"female","18-24","2015",3707
50604,"female","18-24","2016",4046
50604,"female","18-24","2017",3967
50604,"female","18-24","2018",3865
50604,"female","18-24","2019",3978
50604,"female","18-24","2020",4030
50604,"female","18-24","2021",4158
50604,"female","18-24","2022",4280
50604,"male","18-24","2015",3729
50604,"male","18-24","2016",4106
50604,"male","18-24","2017",4065
50604,"male","18-24","2018",3996
50604,"male","18-24","2019",4147
50604,"male","18-24","2020",4131
50604,"male","18-24","2021",4273
50604,"male","18-24","2022",4472
50605,"female","18-24","2015",1896
50605,"female","18-24","2016",2044
50605,"female","18-24","2017",1991
50605,"female","18-24","2018",1947
50605,"female","18-24","2019",1999
50605,"female","18-24","2020",1848
50605,"female","18-24","2021",1962
50605,"female","18-24","2022",1947
50605,"male","18-24","2015",1936
50605,"male","18-24","2016",2158
50605,"male","18-24","2017",2099
50605,"male","18-24","2018",1990
50605,"male","18-24","2019",2087
50605,"male","18-24","2020",1974
50605,"male","18-24","2021",2055
50605,"male","18-24","2022",2065
50606,"female","18-24","2015",830
50606,"female","18-24","2016",979
50606,"female","18-24","2017",1019
50606,"female","18-24","2018",1045
50606,"female","18-24","2019",1052
50606,"female","18-24","2020",1020
50606,"female","18-24","2021",1120
50606,"female","18-24","2022",1157
50606,"male","18-24","2015",821
50606,"male","18-24","2016",975
50606,"male","18-24","2017",974
50606,"male","18-24","2018",967
50606,"male","18-24","2019",961
50606,"male","18-24","2020",966
50606,"male","18-24","2021",1016
50606,"male","18-24","2022",1113
50607,"female","18-24","2015",1541
50607,"female","18-24","2016",1667
50607,"female","18-24","2017",1633
50607,"female","18-24","2018",1673
50607,"female","18-24","2019",1666
50607,"female","18-24","2020",1619
50607,"female","18-24","2021",1702
50607,"female","18-24","2022",1638
50607,"male","18-24","2015",1534
50607,"male","18-24","2016",1720
50607,"male","18-24","2017",1667
50607,"male","18-24","2018",1602
50607,"male","18-24","2019",1678
50607,"male","18-24","2020",1621
50607,"male","18-24","2021",1639
50607,"male","18-24","2022",1624
50701,"female","18-24","2015",2935
50701,"female","18-24","2016",3232
50701,"female","18-24","2017",3265
50701,"female","18-24","2018",3242
50701,"female","18-24","2019",3912
50701,"female","18-24","2020",3855
50701,"female","18-24","2021",4071
50701,"female","18-24","2022",4164
50701,"male","18-24","2015",2762
50701,"male","18-24","2016",3107
50701,"male","18-24","2017",3077
50701,"male","18-24","2018",3111
50701,"male","18-24","2019",3717
50701,"male","18-24","2020",3724
50701,"male","18-24","2021",3894
50701,"male","18-24","2022",3937
50702,"female","18-24","2015",1110
50702,"female","18-24","2016",1275
50702,"female","18-24","2017",1248
50702,"female","18-24","2018",1235
50702,"female","18-24","2019",1349
50702,"female","18-24","2020",1304
