"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment"
12602,"female","18-24","2015",2950
12602,"female","18-24","2016",3192
12602,"female","18-24","2017",3074
12602,"female","18-24","2018",3099
12602,"female","18-24","2019",4217
12602,"female","18-24","2020",3963
12602,"female","18-24","2021",3921
12602,"female","18-24","2022",4319
12602,"male","18-24","2008",172
12602,"male","18-24","2009",170
12602,"male","18-24","2010",159
12602,"male","18-24","2011",169
12602,"male","18-24","2012",153
12602,"male","18-24","2013",147
12602,"male","18-24","2014",140
12602,"male","18-24","2015",3036
12602,"male","18-24","2016",3492
12602,"male","18-24","2017",3411
12602,"male","18-24","2018",3391
12602,"male","18-24","2019",4671
12602,"male","18-24","2020",4297
12602,"male","18-24","2021",4294
12602,"male","18-24","2022",4626
12701,"female","18-24","2008",263
12701,"female","18-24","2009",285
12701,"female","18-24","2010",287
12701,"female","18-24","2011",303
12701,"female","18-24","2012",279
12701,"female","18-24","2013",264
12701,"female","18-24","2014",251
12701,"female","18-24","2015",1438
12701,"female","18-24","2016",1748
12701,"female","18-24","2017",1897
12701,"female","18-24","2018",2044
12701,"female","18-24","2019",5082
12701,"female","18-24","2020",5059
12701,"female","18-24","2021",5064
12701,"female","18-24","2022",5452
12701,"male","18-24","2008",298
12701,"male","18-24","2009",306
12701,"male","18-24","2010",301
12701,"male","18-24","2011",309
12701,"male","18-24","2012",308
12701,"male","18-24","2013",292
12701,"male","18-24","2014",292
12701,"male","18-24","2015",1361
12701,"male","18-24","2016",1746
12701,"male","18-24","2017",1896
12701,"male","18-24","2018",2016
12701,"male","18-24","2019",5115
12701,"male","18-24","2020",5024
12701,"male","18-24","2021",5085
12701,"male","18-24","2022",5403
12702,"female","18-24","2008",1608
12702,"female","18-24","2009",1615
12702,"female","18-24","2010",1621
12702,"female","18-24","2011",1641
12702,"female","18-24","2012",1560
12702,"female","18-24","2013",1548
12702,"female","18-24","2014",1551
12702,"female","18-24","2015",6884
12702,"female","18-24","2016",7374
12702,"female","18-24","2017",7228
12702,"female","18-24","2018",6889
12702,"female","18-24","2019",7000
12702,"female","18-24","2020",6434
12702,"female","18-24","2021",6166
12702,"female","18-24","2022",6510
12702,"male","18-24","2008",1601
12702,"male","18-24","2009",1633
12702,"male","18-24","2010",1608
12702,"male","18-24","2011",1572
12702,"male","18-24","2012",1529
12702,"male","18-24","2013",1492
12702,"male","18-24","2014",1484
12702,"male","18-24","2015",7012
12702,"male","18-24","2016",7755
12702,"male","18-24","2017",7748
12702,"male","18-24","2018",7292
12702,"male","18-24","2019",7486
12702,"male","18-24","2020",6878
12702,"male","18-24","2021",6559
12702,"male","18-24","2022",6801
12703,"female","18-24","2008",556
12703,"female","18-24","2009",552
12703,"female","18-24","2010",557
12703,"female","18-24","2011",536
12703,"female","18-24","2012",503
12703,"female","18-24","2013",501
12703,"female","18-24","2014",497
12703,"female","18-24","2015",1949
12703,"female","18-24","2016",2196
12703,"female","18-24","2017",2198
12703,"female","18-24","2018",2198
12703,"female","18-24","2019",4721
12703,"female","18-24","2020",4584
12703,"female","18-24","2021",4626
12703,"female","18-24","2022",4876
12703,"male","18-24","2008",573
12703,"male","18-24","2009",580
12703,"male","18-24","2010",569
12703,"male","18-24","2011",587
12703,"male","18-24","2012",546
12703,"male","18-24","2013",539
12703,"male","18-24","2014",539
12703,"male","18-24","2015",1797
12703,"male","18-24","2016",2146
12703,"male","18-24","2017",2265
12703,"male","18-24","2018",2214
12703,"male","18-24","2019",4734
12703,"male","18-24","2020",4559
12703,"male","18-24","2021",4501
12703,"male","18-24","2022",4875
12801,"female","18-24","2008",1025
12801,"female","18-24","2009",1053
12801,"female","18-24","2010",999
12801,"female","18-24","2011",1012
12801,"female","18-24","2012",976
12801,"female","18-24","2013",937
12801,"female","18-24","2014",953
12801,"female","18-24","2015",1810
12801,"female","18-24","2016",1997
12801,"female","18-24","2017",1921
12801,"female","18-24","2018",1884
12801,"female","18-24","2019",4215
12801,"female","18-24","2020",3999
12801,"female","18-24","2021",3861
12801,"female","18-24","2022",4136
12801,"male","18-24","2008",1081
12801,"male","18-24","2009",1097
12801,"male","18-24","2010",1029
12801,"male","18-24","2011",1043
12801,"male","18-24","2012",965
12801,"male","18-24","2013",937
12801,"male","18-24","2014",968
12801,"male","18-24","2015",1639
12801,"male","18-24","2016",1882
12801,"male","18-24","2017",1864
12801,"male","18-24","2018",1852
12801,"male","18-24","2019",4252
12801,"male","18-24","2020",3988
12801,"male","18-24","2021",3877
12801,"male","18-24","2022",4268
12802,"female","18-24","2008",938
12802,"female","18-24","2009",926
12802,"female","18-24","2010",858
12802,"female","18-24","2011",830
12802,"female","18-24","2012",764
12802,"female","18-24","2013",793
12802,"female","18-24","2014",804
12802,"female","18-24","2015",3078
12802,"female","18-24","2016",3327
12802,"female","18-24","2017",3178
12802,"female","18-24","2018",3115
12802,"female","18-24","2019",4348
12802,"female","18-24","2020",3937
12802,"female","18-24","2021",3793
12802,"female","18-24","2022",4192
12802,"male","18-24","2008",781
12802,"male","18-24","2009",791
12802,"male","18-24","2010",717
12802,"male","18-24","2011",743
12802,"male","18-24","2012",718
12802,"male","18-24","2013",714
12802,"male","18-24","2014",755
12802,"male","18-24","2015",3143
12802,"male","18-24","2016",3484
12802,"male","18-24","2017",3386
12802,"male","18-24","2018",3264
12802,"male","18-24","2019",4534
12802,"male","18-24","2020",4126
12802,"male","18-24","2021",4006
12802,"male","18-24","2022",4403
19797,"female","18-24","2018",3
19797,"female","18-24","2022",0
19797,"male","18-24","2018",0
19797,"male","18-24","2022",0
20101,"female","18-24","2008",1016
20101,"female","18-24","2009",1030
20101,"female","18-24","2010",1020
20101,"female","18-24","2011",1006
20101,"female","18-24","2012",1038
20101,"female","18-24","2013",997
20101,"female","18-24","2014",971
20101,"female","18-24","2015",4301
20101,"female","18-24","2016",4562
20101,"female","18-24","2017",4347
20101,"female","18-24","2018",4395
20101,"female","18-24","2019",4545
20101,"female","18-24","2020",4401
20101,"female","18-24","2021",4351
20101,"female","18-24","2022",4320
20101,"male","18-24","2008",1081
20101,"male","18-24","2009",1092
20101,"male","18-24","2010",1104
20101,"male","18-24","2011",1064
20101,"male","18-24","2012",1021
20101,"male","18-24","2013",1019
20101,"male","18-24","2014",1061
20101,"male","18-24","2015",4220
20101,"male","18-24","2016",4417
20101,"male","18-24","2017",4313
20101,"male","18-24","2018",4211
20101,"male","18-24","2019",4346
20101,"male","18-24","2020",4256
20101,"male","18-24","2021",4192
20101,"male","18-24","2022",4154
20102,"female","18-24","2008",992
20102,"female","18-24","2009",1012
20102,"female","18-24","2010",1060
20102,"female","18-24","2011",1058
20102,"female","18-24","2012",1027
20102,"female","18-24","2013",1071
20102,"female","18-24","2014",1051
20102,"female","18-24","2015",820
20102,"female","18-24","2016",828
20102,"female","18-24","2017",817
20102,"female","18-24","2018",802
20102,"female","18-24","2019",829
20102,"female","18-24","2020",796
20102,"female","18-24","2021",789
20102,"female","18-24","2022",753
20102,"male","18-24","2008",998
20102,"male","18-24","2009",1022
20102,"male","18-24","2010",1092
20102,"male","18-24","2011",1138
20102,"male","18-24","2012",1091
20102,"male","18-24","2013",1112
20102,"male","18-24","2014",1152
20102,"male","18-24","2015",848
20102,"male","18-24","2016",887
20102,"male","18-24","2017",870
20102,"male","18-24","2018",819
20102,"male","18-24","2019",841
20102,"male","18-24","2020",823
20102,"male","18-24","2021",805
20102,"male","18-24","2022",814
20103,"female","18-24","2008",421
20103,"female","18-24","2009",434
20103,"female","18-24","2010",419
20103,"female","18-24","2011",433
20103,"female","18-24","2012",398
20103,"female","18-24","2013",397
20103,"female","18-24","2014",423
20103,"female","18-24","2015",710
20103,"female","18-24","2016",803
20103,"female","18-24","2017",775
20103,"female","18-24","2018",765
20103,"female","18-24","2019",758
20103,"female","18-24","2020",778
20103,"female","18-24","2021",744
20103,"female","18-24","2022",740
20103,"male","18-24","2008",463
20103,"male","18-24","2009",476
20103,"male","18-24","2010",459
20103,"male","18-24","2011",471
20103,"male","18-24","2012",453
20103,"male","18-24","2013",438
20103,"male","18-24","2014",427
20103,"male","18-24","2015",785
20103,"male","18-24","2016",812
20103,"male","18-24","2017",773
20103,"male","18-24","2018",746
20103,"male","18-24","2019",772
20103,"male","18-24","2020",801
20103,"male","18-24","2021",763
20103,"male","18-24","2022",766
20201,"female","18-24","2008",321
20201,"female","18-24","2009",320
20201,"female","18-24","2010",339
20201,"female","18-24","2011",344
20201,"female","18-24","2012",341
20201,"female","18-24","2013",349
20201,"female","18-24","2014",321
20201,"female","18-24","2015",4011
20201,"female","18-24","2016",4274
20201,"female","18-24","2017",4081
20201,"female","18-24","2018",4052
20201,"female","18-24","2019",4037
20201,"female","18-24","2020",3854
20201,"female","18-24","2021",3899
20201,"female","18-24","2022",3822
20201,"male","18-24","2008",372
20201,"male","18-24","2009",360
20201,"male","18-24","2010",365
20201,"male","18-24","2011",372
20201,"male","18-24","2012",385
20201,"male","18-24","2013",378
20201,"male","18-24","2014",356
20201,"male","18-24","2015",3690
20201,"male","18-24","2016",4076
20201,"male","18-24","2017",3831
20201,"male","18-24","2018",3743
20201,"male","18-24","2019",3904
20201,"male","18-24","2020",3818
20201,"male","18-24","2021",3778
20201,"male","18-24","2022",3683
20202,"female","18-24","2015",1367
20202,"female","18-24","2016",1438
20202,"female","18-24","2017",1320
20202,"female","18-24","2018",1355
20202,"female","18-24","2019",1382
20202,"female","18-24","2020",1383
20202,"female","18-24","2021",1354
20202,"female","18-24","2022",1310
20202,"male","18-24","2015",1391
20202,"male","18-24","2016",1488
20202,"male","18-24","2017",1379
20202,"male","18-24","2018",1404
20202,"male","18-24","2019",1485
20202,"male","18-24","2020",1473
20202,"male","18-24","2021",1470
20202,"male","18-24","2022",1446
20203,"female","18-24","2015",307
20203,"female","18-24","2016",340
20203,"female","18-24","2017",334
20203,"female","18-24","2018",322
20203,"female","18-24","2019",373
20203,"female","18-24","2020",371
20203,"female","18-24","2021",349
20203,"female","18-24","2022",354
20203,"male","18-24","2015",352
20203,"male","18-24","2016",356
20203,"male","18-24","2017",342
20203,"male","18-24","2018",328
20203,"male","18-24","2019",377
20203,"male","18-24","2020",334
20203,"male","18-24","2021",344
20203,"male","18-24","2022",360
20301,"female","18-24","2015",591
20301,"female","18-24","2016",634
20301,"female","18-24","2017",587
20301,"female","18-24","2018",614
20301,"female","18-24","2019",679
20301,"female","18-24","2020",677
20301,"female","18-24","2021",720
20301,"female","18-24","2022",752
20301,"male","18-24","2015",644
20301,"male","18-24","2016",704
20301,"male","18-24","2017",661
20301,"male","18-24","2018",682
20301,"male","18-24","2019",769
20301,"male","18-24","2020",732
20301,"male","18-24","2021",756
20301,"male","18-24","2022",824
20302,"female","18-24","2015",7153
20302,"female","18-24","2016",7810
20302,"female","18-24","2017",7651
20302,"female","18-24","2018",7755
20302,"female","18-24","2019",7857
20302,"female","18-24","2020",7642
20302,"female","18-24","2021",7665
20302,"female","18-24","2022",7767
20302,"male","18-24","2015",6896
20302,"male","18-24","2016",7563
20302,"male","18-24","2017",7358
20302,"male","18-24","2018",7252
20302,"male","18-24","2019",7561
20302,"male","18-24","2020",7430
20302,"male","18-24","2021",7418
20302,"male","18-24","2022",7620
20303,"female","18-24","2015",2048
20303,"female","18-24","2016",2232
20303,"female","18-24","2017",2216
20303,"female","18-24","2018",2292
20303,"female","18-24","2019",2495
20303,"female","18-24","2020",2491
20303,"female","18-24","2021",2688
20303,"female","18-24","2022",2702
20303,"male","18-24","2015",2167
20303,"male","18-24","2016",2352
20303,"male","18-24","2017",2282
20303,"male","18-24","2018",2341
20303,"male","18-24","2019",2531
20303,"male","18-24","2020",2555
20303,"male","18-24","2021",2690
20303,"male","18-24","2022",2731
20401,"female","18-24","2015",1521
20401,"female","18-24","2016",1677
20401,"female","18-24","2017",1663
20401,"female","18-24","2018",1636
20401,"female","18-24","2019",1732
20401,"female","18-24","2020",1675
20401,"female","18-24","2021",1636
20401,"female","18-24","2022",1694
20401,"male","18-24","2015",1522
20401,"male","18-24","2016",1694
20401,"male","18-24","2017",1670
20401,"male","18-24","2018",1590
20401,"male","18-24","2019",1713
20401,"male","18-24","2020",1662
20401,"male","18-24","2021",1710
20401,"male","18-24","2022",1707
20402,"female","18-24","2015",1649
20402,"female","18-24","2016",1657
20402,"female","18-24","2017",1520
20402,"female","18-24","2018",1494
20402,"female","18-24","2019",1515
20402,"female","18-24","2020",1514
20402,"female","18-24","2021",1538
20402,"female","18-24","2022",1464
20402,"male","18-24","2015",1551
20402,"male","18-24","2016",1643
20402,"male","18-24","2017",1562
20402,"male","18-24","2018",1450
20402,"male","18-24","2019",1528
20402,"male","18-24","2020",1462
20402,"male","18-24","2021",1440
20402,"male","18-24","2022",1390
20403,"female","18-24","2015",2331
20403,"female","18-24","2016",2426
20403,"female","18-24","2017",2380
20403,"female","18-24","2018",2381
20403,"female","18-24","2019",2497
20403,"female","18-24","2020",2395
20403,"female","18-24","2021",2335
20403,"female","18-24","2022",2316
20403,"male","18-24","2015",2490
20403,"male","18-24","2016",2672
20403,"male","18-24","2017",2520
20403,"male","18-24","2018",2412
20403,"male","18-24","2019",2481
20403,"male","18-24","2020",2379
20403,"male","18-24","2021",2327
20403,"male","18-24","2022",2383
20501,"female","18-24","2015",1726
20501,"female","18-24","2016",1843
20501,"female","18-24","2017",1790
20501,"female","18-24","2018",1821
20501,"female","18-24","2019",1954
20501,"female","18-24","2020",1924
20501,"female","18-24","2021",1932
20501,"female","18-24","2022",1913
20501,"male","18-24","2015",1647
20501,"male","18-24","2016",1820
20501,"male","18-24","2017",1765
20501,"male","18-24","2018",1752
20501,"male","18-24","2019",1857
20501,"male","18-24","2020",1807
20501,"male","18-24","2021",1826
20501,"male","18-24","2022",1850
20502,"female","18-24","2015",1241
20502,"female","18-24","2016",1275
20502,"female","18-24","2017",1193
20502,"female","18-24","2018",1133
20502,"female","18-24","2019",1225
20502,"female","18-24","2020",1160
20502,"female","18-24","2021",1187
20502,"female","18-24","2022",1210
20502,"male","18-24","2015",1250
20502,"male","18-24","2016",1307
20502,"male","18-24","2017",1247
20502,"male","18-24","2018",1209
20502,"male","18-24","2019",1243
20502,"male","18-24","2020",1220
20502,"male","18-24","2021",1213
20502,"male","18-24","2022",1193
20503,"female","18-24","2015",1755
20503,"female","18-24","2016",1828
20503,"female","18-24","2017",1730
20503,"female","18-24","2018",1681
20503,"female","18-24","2019",1758
20503,"female","18-24","2020",1768
20503,"female","18-24","2021",1877
20503,"female","18-24","2022",1906
20503,"male","18-24","2015",1741
20503,"male","18-24","2016",1819
20503,"male","18-24","2017",1751
20503,"male","18-24","2018",1719
20503,"male","18-24","2019",1784
20503,"male","18-24","2020",1782
20503,"male","18-24","2021",1871
20503,"male","18-24","2022",1987
20504,"female","18-24","2015",2795
20504,"female","18-24","2016",3025
20504,"female","18-24","2017",2828
20504,"female","18-24","2018",2768
20504,"female","18-24","2019",2768
20504,"female","18-24","2020",2675
20504,"female","18-24","2021",2611
20504,"female","18-24","2022",2558
20504,"male","18-24","2015",2684
20504,"male","18-24","2016",2933
20504,"male","18-24","2017",2818
20504,"male","18-24","2018",2730
20504,"male","18-24","2019",2699
20504,"male","18-24","2020",2638
20504,"male","18-24","2021",2553
20504,"male","18-24","2022",2502
20505,"female","18-24","2008",823
20505,"female","18-24","2009",816
20505,"female","18-24","2010",830
20505,"female","18-24","2011",865
20505,"female","18-24","2012",837
20505,"female","18-24","2013",818
20505,"female","18-24","2014",800
20505,"female","18-24","2015",1351
20505,"female","18-24","2016",1377
20505,"female","18-24","2017",1333
20505,"female","18-24","2018",1288
20505,"female","18-24","2019",1423
20505,"female","18-24","2020",1396
20505,"female","18-24","2021",1389
20505,"female","18-24","2022",1351
20505,"male","18-24","2008",690
20505,"male","18-24","2009",721
20505,"male","18-24","2010",673
20505,"male","18-24","2011",695
20505,"male","18-24","2012",669
20505,"male","18-24","2013",705
20505,"male","18-24","2014",716
20505,"male","18-24","2015",1461
20505,"male","18-24","2016",1513
20505,"male","18-24","2017",1481
20505,"male","18-24","2018",1427
20505,"male","18-24","2019",1515
20505,"male","18-24","2020",1451
20505,"male","18-24","2021",1413
20505,"male","18-24","2022",1419
20601,"female","18-24","2008",1251
20601,"female","18-24","2009",1209
20601,"female","18-24","2010",1206
20601,"female","18-24","2011",1146
20601,"female","18-24","2012",1111
20601,"female","18-24","2013",1179
20601,"female","18-24","2014",1164
20601,"female","18-24","2015",3185
20601,"female","18-24","2016",3417
20601,"female","18-24","2017",3259
20601,"female","18-24","2018",3530
20601,"female","18-24","2019",3693
20601,"female","18-24","2020",3400
20601,"female","18-24","2021",3249
20601,"female","18-24","2022",3444
20601,"male","18-24","2008",1154
20601,"male","18-24","2009",1103
20601,"male","18-24","2010",1135
20601,"male","18-24","2011",1160
20601,"male","18-24","2012",1088
20601,"male","18-24","2013",1064
20601,"male","18-24","2014",1070
20601,"male","18-24","2015",2627
20601,"male","18-24","2016",2947
20601,"male","18-24","2017",2802
20601,"male","18-24","2018",2970
20601,"male","18-24","2019",3107
20601,"male","18-24","2020",2879
20601,"male","18-24","2021",2776
20601,"male","18-24","2022",2987
20602,"female","18-24","2008",1094
20602,"female","18-24","2009",1076
20602,"female","18-24","2010",1085
20602,"female","18-24","2011",1086
20602,"female","18-24","2012",1071
20602,"female","18-24","2013",1160
20602,"female","18-24","2014",1254
20602,"female","18-24","2015",1579
20602,"female","18-24","2016",1909
20602,"female","18-24","2017",1799
20602,"female","18-24","2018",1878
20602,"female","18-24","2019",1879
20602,"female","18-24","2020",1786
20602,"female","18-24","2021",1695
20602,"female","18-24","2022",1775
20602,"male","18-24","2008",1077
20602,"male","18-24","2009",1067
20602,"male","18-24","2010",1084
20602,"male","18-24","2011",1145
20602,"male","18-24","2012",1097
20602,"male","18-24","2013",1143
20602,"male","18-24","2014",1182
20602,"male","18-24","2015",1323
20602,"male","18-24","2016",1619
20602,"male","18-24","2017",1493
20602,"male","18-24","2018",1587
20602,"male","18-24","2019",1642
20602,"male","18-24","2020",1557
20602,"male","18-24","2021",1553
20602,"male","18-24","2022",1611
20603,"female","18-24","2008",1223
20603,"female","18-24","2009",1194
20603,"female","18-24","2010",1239
20603,"female","18-24","2011",1320
20603,"female","18-24","2012",1266
20603,"female","18-24","2013",1324
20603,"female","18-24","2014",1444
20603,"female","18-24","2015",2363
20603,"female","18-24","2016",2592
20603,"female","18-24","2017",2499
20603,"female","18-24","2018",2645
20603,"female","18-24","2019",2759
20603,"female","18-24","2020",2644
20603,"female","18-24","2021",2543
20603,"female","18-24","2022",2598
20603,"male","18-24","2008",1200
20603,"male","18-24","2009",1207
20603,"male","18-24","2010",1261
20603,"male","18-24","2011",1284
20603,"male","18-24","2012",1260
20603,"male","18-24","2013",1333
20603,"male","18-24","2014",1402
20603,"male","18-24","2015",2215
20603,"male","18-24","2016",2442
20603,"male","18-24","2017",2383
20603,"male","18-24","2018",2419
20603,"male","18-24","2019",2461
20603,"male","18-24","2020",2307
20603,"male","18-24","2021",2313
20603,"male","18-24","2022",2371
20604,"female","18-24","2008",2873
20604,"female","18-24","2009",2872
20604,"female","18-24","2010",2811
20604,"female","18-24","2011",2770
20604,"female","18-24","2012",2650
20604,"female","18-24","2013",2605
20604,"female","18-24","2014",2632
20604,"female","18-24","2015",2993
20604,"female","18-24","2016",3474
20604,"female","18-24","2017",3330
20604,"female","18-24","2018",3666
20604,"female","18-24","2019",3851
20604,"female","18-24","2020",3493
20604,"female","18-24","2021",3789
20604,"female","18-24","2022",5490
20604,"male","18-24","2008",2810
20604,"male","18-24","2009",2708
20604,"male","18-24","2010",2708
20604,"male","18-24","2011",2742
20604,"male","18-24","2012",2634
20604,"male","18-24","2013",2628
20604,"male","18-24","2014",2674
20604,"male","18-24","2015",2695
20604,"male","18-24","2016",3116
20604,"male","18-24","2017",2904
20604,"male","18-24","2018",3119
20604,"male","18-24","2019",3367
20604,"male","18-24","2020",3109
20604,"male","18-24","2021",3354
20604,"male","18-24","2022",4685
20605,"female","18-24","2008",963
20605,"female","18-24","2009",951
20605,"female","18-24","2010",956
20605,"female","18-24","2011",951
20605,"female","18-24","2012",961
20605,"female","18-24","2013",940
20605,"female","18-24","2014",1032
20605,"female","18-24","2015",2344
20605,"female","18-24","2016",2679
20605,"female","18-24","2017",2494
20605,"female","18-24","2018",2618
20605,"female","18-24","2019",2784
20605,"female","18-24","2020",2491
20605,"female","18-24","2021",2482
20605,"female","18-24","2022",2823
20605,"male","18-24","2008",904
20605,"male","18-24","2009",883
20605,"male","18-24","2010",873
20605,"male","18-24","2011",914
20605,"male","18-24","2012",897
20605,"male","18-24","2013",884
20605,"male","18-24","2014",916
20605,"male","18-24","2015",1889
20605,"male","18-24","2016",2244
20605,"male","18-24","2017",2151
20605,"male","18-24","2018",2217
20605,"male","18-24","2019",2431
20605,"male","18-24","2020",2256
20605,"male","18-24","2021",2194
20605,"male","18-24","2022",2392
20606,"female","18-24","2015",2091
20606,"female","18-24","2016",2329
20606,"female","18-24","2017",2222
20606,"female","18-24","2018",2291
20606,"female","18-24","2019",2259
20606,"female","18-24","2020",2055
20606,"female","18-24","2021",2068
20606,"female","18-24","2022",2359
20606,"male","18-24","2015",1608
20606,"male","18-24","2016",1884
20606,"male","18-24","2017",1709
20606,"male","18-24","2018",1773
20606,"male","18-24","2019",1807
20606,"male","18-24","2020",1652
20606,"male","18-24","2021",1623
20606,"male","18-24","2022",1782
20607,"female","18-24","2015",2635
20607,"female","18-24","2016",3011
20607,"female","18-24","2017",2787
20607,"female","18-24","2018",2952
20607,"female","18-24","2019",3057
20607,"female","18-24","2020",2656
20607,"female","18-24","2021",2635
20607,"female","18-24","2022",3138
20607,"male","18-24","2015",2084
20607,"male","18-24","2016",2454
20607,"male","18-24","2017",2276
20607,"male","18-24","2018",2292
20607,"male","18-24","2019",2484
20607,"male","18-24","2020",2216
20607,"male","18-24","2021",2182
20607,"male","18-24","2022",2548
20701,"female","18-24","2015",6671
20701,"female","18-24","2016",7128
20701,"female","18-24","2017",6832
20701,"female","18-24","2018",6995
20701,"female","18-24","2019",7257
20701,"female","18-24","2020",6979
20701,"female","18-24","2021",6912
20701,"female","18-24","2022",7232
20701,"male","18-24","2015",6693
20701,"male","18-24","2016",7137
20701,"male","18-24","2017",6839
20701,"male","18-24","2018",6821
20701,"male","18-24","2019",7166
20701,"male","18-24","2020",6879
20701,"male","18-24","2021",6838
20701,"male","18-24","2022",7248
20702,"female","18-24","2015",2643
20702,"female","18-24","2016",2753
20702,"female","18-24","2017",2591
20702,"female","18-24","2018",2533
20702,"female","18-24","2019",3050
20702,"female","18-24","2020",2993
20702,"female","18-24","2021",2993
20702,"female","18-24","2022",2982
20702,"male","18-24","2015",2687
20702,"male","18-24","2016",2831
20702,"male","18-24","2017",2685
20702,"male","18-24","2018",2624
20702,"male","18-24","2019",3213
20702,"male","18-24","2020",3111
20702,"male","18-24","2021",3230
20702,"male","18-24","2022",3203
20703,"female","18-24","2015",3249
20703,"female","18-24","2016",3523
20703,"female","18-24","2017",3455
20703,"female","18-24","2018",3500
20703,"female","18-24","2019",3673
20703,"female","18-24","2020",3520
20703,"female","18-24","2021",3562
20703,"female","18-24","2022",3806
20703,"male","18-24","2015",3258
20703,"male","18-24","2016",3410
20703,"male","18-24","2017",3393
20703,"male","18-24","2018",3379
20703,"male","18-24","2019",3582
20703,"male","18-24","2020",3498
20703,"male","18-24","2021",3562
20703,"male","18-24","2022",3769
20801,"female","18-24","2015",3315
20801,"female","18-24","2016",3483
20801,"female","18-24","2017",3389
20801,"female","18-24","2018",3497
20801,"female","18-24","2019",3599
20801,"female","18-24","2020",3584
20801,"female","18-24","2021",3592
20801,"female","18-24","2022",3700
20801,"male","18-24","2015",3392
20801,"male","18-24","2016",3683
20801,"male","18-24","2017",3534
20801,"male","18-24","2018",3579
20801,"male","18-24","2019",3790
20801,"male","18-24","2020",3801
20801,"male","18-24","2021",3874
20801,"male","18-24","2022",4040
20802,"female","18-24","2015",3998
20802,"female","18-24","2016",4301
20802,"female","18-24","2017",4212
20802,"female","18-24","2018",4385
20802,"female","18-24","2019",5112
20802,"female","18-24","2020",5006
20802,"female","18-24","2021",5056
20802,"female","18-24","2022",5272
20802,"male","18-24","2015",3994
20802,"male","18-24","2016",4350
20802,"male","18-24","2017",4177
20802,"male","18-24","2018",4364
20802,"male","18-24","2019",5235
20802,"male","18-24","2020",5032
20802,"male","18-24","2021",5089
20802,"male","18-24","2022",5344
20803,"female","18-24","2015",3607
20803,"female","18-24","2016",3806
20803,"female","18-24","2017",3655
20803,"female","18-24","2018",3757
20803,"female","18-24","2019",3927
20803,"female","18-24","2020",3857
20803,"female","18-24","2021",3849
20803,"female","18-24","2022",3939
20803,"male","18-24","2015",3660
20803,"male","18-24","2016",3991
20803,"male","18-24","2017",3797
20803,"male","18-24","2018",3796
20803,"male","18-24","2019",3935
20803,"male","18-24","2020",3764
20803,"male","18-24","2021",3769
20803,"male","18-24","2022",3858
20804,"female","18-24","2015",1448
20804,"female","18-24","2016",1590
20804,"female","18-24","2017",1504
20804,"female","18-24","2018",1589
20804,"female","18-24","2019",1694
20804,"female","18-24","2020",1581
20804,"female","18-24","2021",1578
20804,"female","18-24","2022",1731
20804,"male","18-24","2015",1382
20804,"male","18-24","2016",1531
20804,"male","18-24","2017",1460
20804,"male","18-24","2018",1549
20804,"male","18-24","2019",1672
20804,"male","18-24","2020",1598
20804,"male","18-24","2021",1617
20804,"male","18-24","2022",1731
20901,"female","18-24","2008",1794
20901,"female","18-24","2009",1779
20901,"female","18-24","2010",1760
20901,"female","18-24","2011",1813
20901,"female","18-24","2012",1707
20901,"female","18-24","2013",1739
20901,"female","18-24","2014",1858
20901,"female","18-24","2015",4169
20901,"female","18-24","2016",4335
20901,"female","18-24","2017",4153
20901,"female","18-24","2018",4275
20901,"female","18-24","2019",4384
20901,"female","18-24","2020",4181
20901,"female","18-24","2021",4031
20901,"female","18-24","2022",3980
20901,"male","18-24","2008",1694
20901,"male","18-24","2009",1661
20901,"male","18-24","2010",1678
20901,"male","18-24","2011",1737
20901,"male","18-24","2012",1637
20901,"male","18-24","2013",1708
20901,"male","18-24","2014",1803
20901,"male","18-24","2015",4106
20901,"male","18-24","2016",4385
20901,"male","18-24","2017",4235
20901,"male","18-24","2018",4243
20901,"male","18-24","2019",4409
20901,"male","18-24","2020",4206
20901,"male","18-24","2021",4114
20901,"male","18-24","2022",4150
20902,"female","18-24","2008",1916
20902,"female","18-24","2009",1896
20902,"female","18-24","2010",1924
20902,"female","18-24","2011",2065
20902,"female","18-24","2012",2076
20902,"female","18-24","2013",2188
20902,"female","18-24","2014",2370
20902,"female","18-24","2015",2302
20902,"female","18-24","2016",2494
20902,"female","18-24","2017",2361
20902,"female","18-24","2018",2423
20902,"female","18-24","2019",3053
20902,"female","18-24","2020",2899
20902,"female","18-24","2021",2731
20902,"female","18-24","2022",2790
20902,"male","18-24","2008",1714
20902,"male","18-24","2009",1751
20902,"male","18-24","2010",1837
20902,"male","18-24","2011",1984
20902,"male","18-24","2012",1933
20902,"male","18-24","2013",2071
20902,"male","18-24","2014",2280
20902,"male","18-24","2015",2116
20902,"male","18-24","2016",2336
20902,"male","18-24","2017",2275
20902,"male","18-24","2018",2299
20902,"male","18-24","2019",2855
20902,"male","18-24","2020",2788
20902,"male","18-24","2021",2669
20902,"male","18-24","2022",2666
20903,"female","18-24","2008",3375
20903,"female","18-24","2009",3355
20903,"female","18-24","2010",3449
20903,"female","18-24","2011",3593
20903,"female","18-24","2012",3589
20903,"female","18-24","2013",3826
20903,"female","18-24","2014",4104
20903,"female","18-24","2015",2880
20903,"female","18-24","2016",2997
20903,"female","18-24","2017",2879
20903,"female","18-24","2018",2812
