"SA4_CODE16","sex","age_group","year_range","type_of_road_user","rolling_average_fatally_injured_in_road_accident"
"209","all","17-25","2012-2021","passenger","2"
"209","all","17-25","2012-2021","other","4"
"209","all","17-25","2013-2022","driver","6"
"209","all","17-25","2013-2022","passenger","2"
"209","all","17-25","2013-2022","other","5"
"210","all","17-25","2008-2017","driver","3"
"210","all","17-25","2008-2017","passenger","0"
"210","all","17-25","2008-2017","other","0"
"210","all","17-25","2009-2018","driver","5"
"210","all","17-25","2009-2018","passenger","1"
"210","all","17-25","2009-2018","other","2"
"210","all","17-25","2010-2019","driver","8"
"210","all","17-25","2010-2019","passenger","2"
"210","all","17-25","2010-2019","other","3"
"210","all","17-25","2011-2020","driver","8"
"210","all","17-25","2011-2020","passenger","2"
"210","all","17-25","2011-2020","other","3"
"210","all","17-25","2012-2021","driver","11"
"210","all","17-25","2012-2021","passenger","3"
"210","all","17-25","2012-2021","other","4"
"210","all","17-25","2013-2022","driver","11"
"210","all","17-25","2013-2022","passenger","3"
"210","all","17-25","2013-2022","other","7"
"211","all","17-25","2008-2017","driver","1"
"211","all","17-25","2008-2017","passenger","3"
"211","all","17-25","2008-2017","other","0"
"211","all","17-25","2009-2018","driver","1"
"211","all","17-25","2009-2018","passenger","3"
"211","all","17-25","2009-2018","other","1"
"211","all","17-25","2010-2019","driver","2"
"211","all","17-25","2010-2019","passenger","4"
"211","all","17-25","2010-2019","other","1"
"211","all","17-25","2011-2020","driver","4"
"211","all","17-25","2011-2020","passenger","4"
"211","all","17-25","2011-2020","other","2"
"211","all","17-25","2012-2021","driver","4"
"211","all","17-25","2012-2021","passenger","4"
"211","all","17-25","2012-2021","other","2"
"211","all","17-25","2013-2022","driver","6"
"211","all","17-25","2013-2022","passenger","4"
"211","all","17-25","2013-2022","other","4"
"212","all","17-25","2008-2017","driver","3"
"212","all","17-25","2008-2017","passenger","2"
"212","all","17-25","2008-2017","other","1"
"212","all","17-25","2009-2018","driver","4"
"212","all","17-25","2009-2018","passenger","2"
"212","all","17-25","2009-2018","other","4"
"212","all","17-25","2010-2019","driver","7"
"212","all","17-25","2010-2019","passenger","5"
"212","all","17-25","2010-2019","other","7"
"212","all","17-25","2011-2020","driver","7"
"212","all","17-25","2011-2020","passenger","5"
"212","all","17-25","2011-2020","other","8"
"212","all","17-25","2012-2021","driver","10"
"212","all","17-25","2012-2021","passenger","5"
"212","all","17-25","2012-2021","other","11"
"212","all","17-25","2013-2022","driver","10"
"212","all","17-25","2013-2022","passenger","5"
"212","all","17-25","2013-2022","other","13"
"213","all","17-25","2008-2017","driver","6"
"213","all","17-25","2008-2017","passenger","2"
"213","all","17-25","2008-2017","other","2"
"213","all","17-25","2009-2018","driver","6"
"213","all","17-25","2009-2018","passenger","2"
"213","all","17-25","2009-2018","other","3"
"213","all","17-25","2010-2019","driver","6"
"213","all","17-25","2010-2019","passenger","2"
"213","all","17-25","2010-2019","other","5"
"213","all","17-25","2011-2020","driver","7"
"213","all","17-25","2011-2020","passenger","2"
"213","all","17-25","2011-2020","other","5"
"213","all","17-25","2012-2021","driver","8"
"213","all","17-25","2012-2021","passenger","3"
"213","all","17-25","2012-2021","other","5"
"213","all","17-25","2013-2022","driver","8"
"213","all","17-25","2013-2022","passenger","4"
"213","all","17-25","2013-2022","other","8"
"214","all","17-25","2008-2017","driver","3"
"214","all","17-25","2008-2017","passenger","1"
"214","all","17-25","2008-2017","other","1"
"214","all","17-25","2009-2018","driver","4"
"214","all","17-25","2009-2018","passenger","2"
"214","all","17-25","2009-2018","other","2"
"214","all","17-25","2010-2019","driver","5"
"214","all","17-25","2010-2019","passenger","5"
"214","all","17-25","2010-2019","other","2"
"214","all","17-25","2011-2020","driver","5"
"214","all","17-25","2011-2020","passenger","6"
"214","all","17-25","2011-2020","other","3"
"214","all","17-25","2012-2021","driver","7"
"214","all","17-25","2012-2021","passenger","6"
"214","all","17-25","2012-2021","other","3"
"214","all","17-25","2013-2022","driver","7"
"214","all","17-25","2013-2022","passenger","6"
"214","all","17-25","2013-2022","other","3"
"215","all","17-25","2008-2017","driver","4"
"215","all","17-25","2008-2017","passenger","1"
"215","all","17-25","2008-2017","other","2"
"215","all","17-25","2009-2018","driver","4"
"215","all","17-25","2009-2018","passenger","3"
"215","all","17-25","2009-2018","other","2"
"215","all","17-25","2010-2019","driver","5"
"215","all","17-25","2010-2019","passenger","5"
"215","all","17-25","2010-2019","other","3"
"215","all","17-25","2011-2020","driver","9"
"215","all","17-25","2011-2020","passenger","6"
"215","all","17-25","2011-2020","other","5"
"215","all","17-25","2012-2021","driver","10"
"215","all","17-25","2012-2021","passenger","6"
"215","all","17-25","2012-2021","other","6"
"215","all","17-25","2013-2022","driver","13"
"215","all","17-25","2013-2022","passenger","6"
"215","all","17-25","2013-2022","other","6"
"216","all","17-25","2008-2017","driver","5"
"216","all","17-25","2008-2017","passenger","1"
"216","all","17-25","2008-2017","other","1"
"216","all","17-25","2009-2018","driver","5"
"216","all","17-25","2009-2018","passenger","1"
"216","all","17-25","2009-2018","other","1"
"216","all","17-25","2010-2019","driver","5"
"216","all","17-25","2010-2019","passenger","2"
"216","all","17-25","2010-2019","other","3"
"216","all","17-25","2011-2020","driver","8"
"216","all","17-25","2011-2020","passenger","4"
"216","all","17-25","2011-2020","other","3"
"216","all","17-25","2012-2021","driver","9"
"216","all","17-25","2012-2021","passenger","4"
"216","all","17-25","2012-2021","other","3"
"216","all","17-25","2013-2022","driver","11"
"216","all","17-25","2013-2022","passenger","6"
"216","all","17-25","2013-2022","other","3"
"217","all","17-25","2008-2017","driver","1"
"217","all","17-25","2008-2017","passenger","2"
"217","all","17-25","2008-2017","other","1"
"217","all","17-25","2009-2018","driver","3"
"217","all","17-25","2009-2018","passenger","2"
"217","all","17-25","2009-2018","other","1"
"217","all","17-25","2010-2019","driver","3"
"217","all","17-25","2010-2019","passenger","2"
"217","all","17-25","2010-2019","other","3"
"217","all","17-25","2011-2020","driver","4"
"217","all","17-25","2011-2020","passenger","2"
"217","all","17-25","2011-2020","other","3"
"217","all","17-25","2012-2021","driver","6"
"217","all","17-25","2012-2021","passenger","3"
"217","all","17-25","2012-2021","other","3"
"217","all","17-25","2013-2022","driver","8"
"217","all","17-25","2013-2022","passenger","5"
"217","all","17-25","2013-2022","other","4"
"301","all","17-25","2008-2017","driver","0"
"301","all","17-25","2008-2017","passenger","0"
"301","all","17-25","2008-2017","other","0"
"301","all","17-25","2009-2018","driver","1"
"301","all","17-25","2009-2018","passenger","1"
"301","all","17-25","2009-2018","other","0"
"301","all","17-25","2010-2019","driver","1"
"301","all","17-25","2010-2019","passenger","1"
"301","all","17-25","2010-2019","other","0"
"301","all","17-25","2011-2020","driver","1"
"301","all","17-25","2011-2020","passenger","1"
"301","all","17-25","2011-2020","other","1"
"301","all","17-25","2012-2021","driver","2"
"301","all","17-25","2012-2021","passenger","1"
"301","all","17-25","2012-2021","other","1"
"301","all","17-25","2013-2022","driver","3"
"301","all","17-25","2013-2022","passenger","1"
"301","all","17-25","2013-2022","other","1"
"302","all","17-25","2008-2017","driver","0"
"302","all","17-25","2008-2017","passenger","0"
"302","all","17-25","2008-2017","other","0"
"302","all","17-25","2009-2018","driver","0"
"302","all","17-25","2009-2018","passenger","0"
"302","all","17-25","2009-2018","other","1"
"302","all","17-25","2010-2019","driver","1"
"302","all","17-25","2010-2019","passenger","0"
"302","all","17-25","2010-2019","other","1"
"302","all","17-25","2011-2020","driver","1"
"302","all","17-25","2011-2020","passenger","0"
"302","all","17-25","2011-2020","other","1"
"302","all","17-25","2012-2021","driver","1"
"302","all","17-25","2012-2021","passenger","0"
"302","all","17-25","2012-2021","other","1"
"302","all","17-25","2013-2022","driver","1"
"302","all","17-25","2013-2022","passenger","0"
"302","all","17-25","2013-2022","other","2"
"303","all","17-25","2008-2017","driver","0"
"303","all","17-25","2008-2017","passenger","0"
"303","all","17-25","2008-2017","other","0"
"303","all","17-25","2009-2018","driver","1"
"303","all","17-25","2009-2018","passenger","1"
"303","all","17-25","2009-2018","other","0"
"303","all","17-25","2010-2019","driver","1"
"303","all","17-25","2010-2019","passenger","1"
"303","all","17-25","2010-2019","other","1"
"303","all","17-25","2011-2020","driver","1"
"303","all","17-25","2011-2020","passenger","2"
"303","all","17-25","2011-2020","other","1"
"303","all","17-25","2012-2021","driver","2"
"303","all","17-25","2012-2021","passenger","2"
"303","all","17-25","2012-2021","other","3"
"303","all","17-25","2013-2022","driver","2"
"303","all","17-25","2013-2022","passenger","2"
"303","all","17-25","2013-2022","other","4"
"304","all","17-25","2008-2017","driver","0"
"304","all","17-25","2008-2017","passenger","0"
"304","all","17-25","2008-2017","other","0"
"304","all","17-25","2009-2018","driver","0"
"304","all","17-25","2009-2018","passenger","0"
"304","all","17-25","2009-2018","other","0"
"304","all","17-25","2010-2019","driver","0"
"304","all","17-25","2010-2019","passenger","0"
"304","all","17-25","2010-2019","other","0"
"304","all","17-25","2011-2020","driver","0"
"304","all","17-25","2011-2020","passenger","0"
"304","all","17-25","2011-2020","other","0"
"304","all","17-25","2012-2021","driver","0"
"304","all","17-25","2012-2021","passenger","0"
"304","all","17-25","2012-2021","other","0"
"304","all","17-25","2013-2022","driver","0"
"304","all","17-25","2013-2022","passenger","1"
"304","all","17-25","2013-2022","other","0"
"305","all","17-25","2008-2017","driver","0"
"305","all","17-25","2008-2017","passenger","0"
"305","all","17-25","2008-2017","other","0"
"305","all","17-25","2009-2018","driver","0"
"305","all","17-25","2009-2018","passenger","0"
"305","all","17-25","2009-2018","other","0"
"305","all","17-25","2010-2019","driver","1"
"305","all","17-25","2010-2019","passenger","0"
"305","all","17-25","2010-2019","other","0"
"305","all","17-25","2011-2020","driver","1"
"305","all","17-25","2011-2020","passenger","0"
"305","all","17-25","2011-2020","other","1"
"305","all","17-25","2012-2021","driver","1"
"305","all","17-25","2012-2021","passenger","0"
"305","all","17-25","2012-2021","other","1"
"305","all","17-25","2013-2022","driver","1"
"305","all","17-25","2013-2022","passenger","0"
"305","all","17-25","2013-2022","other","1"
"306","all","17-25","2008-2017","driver","0"
"306","all","17-25","2008-2017","passenger","0"
"306","all","17-25","2008-2017","other","0"
"306","all","17-25","2009-2018","driver","2"
"306","all","17-25","2009-2018","passenger","0"
"306","all","17-25","2009-2018","other","1"
"306","all","17-25","2010-2019","driver","5"
"306","all","17-25","2010-2019","passenger","3"
"306","all","17-25","2010-2019","other","3"
"306","all","17-25","2011-2020","driver","8"
"306","all","17-25","2011-2020","passenger","3"
"306","all","17-25","2011-2020","other","5"
"306","all","17-25","2012-2021","driver","9"
"306","all","17-25","2012-2021","passenger","4"
"306","all","17-25","2012-2021","other","7"
"306","all","17-25","2013-2022","driver","16"
"306","all","17-25","2013-2022","passenger","4"
"306","all","17-25","2013-2022","other","8"
"307","all","17-25","2008-2017","driver","0"
"307","all","17-25","2008-2017","passenger","0"
"307","all","17-25","2008-2017","other","0"
"307","all","17-25","2009-2018","driver","3"
"307","all","17-25","2009-2018","passenger","2"
"307","all","17-25","2009-2018","other","1"
"307","all","17-25","2010-2019","driver","10"
"307","all","17-25","2010-2019","passenger","4"
"307","all","17-25","2010-2019","other","1"
"307","all","17-25","2011-2020","driver","13"
"307","all","17-25","2011-2020","passenger","4"
"307","all","17-25","2011-2020","other","1"
"307","all","17-25","2012-2021","driver","16"
"307","all","17-25","2012-2021","passenger","5"
"307","all","17-25","2012-2021","other","2"
"307","all","17-25","2013-2022","driver","21"
"307","all","17-25","2013-2022","passenger","6"
"307","all","17-25","2013-2022","other","3"
"308","all","17-25","2008-2017","driver","0"
"308","all","17-25","2008-2017","passenger","0"
"308","all","17-25","2008-2017","other","0"
"308","all","17-25","2009-2018","driver","3"
"308","all","17-25","2009-2018","passenger","0"
"308","all","17-25","2009-2018","other","1"
"308","all","17-25","2010-2019","driver","7"
"308","all","17-25","2010-2019","passenger","1"
"308","all","17-25","2010-2019","other","1"
"308","all","17-25","2011-2020","driver","10"
"308","all","17-25","2011-2020","passenger","3"
"308","all","17-25","2011-2020","other","1"
"308","all","17-25","2012-2021","driver","11"
"308","all","17-25","2012-2021","passenger","3"
"308","all","17-25","2012-2021","other","2"
"308","all","17-25","2013-2022","driver","12"
"308","all","17-25","2013-2022","passenger","5"
"308","all","17-25","2013-2022","other","2"
"309","all","17-25","2008-2017","driver","0"
"309","all","17-25","2008-2017","passenger","0"
"309","all","17-25","2008-2017","other","0"
"309","all","17-25","2009-2018","driver","4"
"309","all","17-25","2009-2018","passenger","0"
"309","all","17-25","2009-2018","other","1"
"309","all","17-25","2010-2019","driver","5"
"309","all","17-25","2010-2019","passenger","0"
"309","all","17-25","2010-2019","other","2"
"309","all","17-25","2011-2020","driver","7"
"309","all","17-25","2011-2020","passenger","4"
"309","all","17-25","2011-2020","other","2"
"309","all","17-25","2012-2021","driver","7"
"309","all","17-25","2012-2021","passenger","4"
"309","all","17-25","2012-2021","other","6"
"309","all","17-25","2013-2022","driver","9"
"309","all","17-25","2013-2022","passenger","4"
"309","all","17-25","2013-2022","other","6"
"310","all","17-25","2008-2017","driver","0"
"310","all","17-25","2008-2017","passenger","0"
"310","all","17-25","2008-2017","other","0"
"310","all","17-25","2009-2018","driver","1"
"310","all","17-25","2009-2018","passenger","0"
"310","all","17-25","2009-2018","other","1"
"310","all","17-25","2010-2019","driver","4"
"310","all","17-25","2010-2019","passenger","0"
"310","all","17-25","2010-2019","other","1"
"310","all","17-25","2011-2020","driver","4"
"310","all","17-25","2011-2020","passenger","0"
"310","all","17-25","2011-2020","other","1"
"310","all","17-25","2012-2021","driver","5"
"310","all","17-25","2012-2021","passenger","1"
"310","all","17-25","2012-2021","other","1"
"310","all","17-25","2013-2022","driver","7"
"310","all","17-25","2013-2022","passenger","1"
"310","all","17-25","2013-2022","other","2"
"311","all","17-25","2008-2017","driver","0"
"311","all","17-25","2008-2017","passenger","0"
"311","all","17-25","2008-2017","other","0"
"311","all","17-25","2009-2018","driver","0"
"311","all","17-25","2009-2018","passenger","0"
"311","all","17-25","2009-2018","other","1"
"311","all","17-25","2010-2019","driver","2"
"311","all","17-25","2010-2019","passenger","0"
"311","all","17-25","2010-2019","other","1"
"311","all","17-25","2011-2020","driver","4"
"311","all","17-25","2011-2020","passenger","1"
"311","all","17-25","2011-2020","other","2"
"311","all","17-25","2012-2021","driver","7"
"311","all","17-25","2012-2021","passenger","1"
"311","all","17-25","2012-2021","other","3"
"311","all","17-25","2013-2022","driver","8"
"311","all","17-25","2013-2022","passenger","2"
"311","all","17-25","2013-2022","other","3"
"312","all","17-25","2008-2017","driver","0"
"312","all","17-25","2008-2017","passenger","0"
"312","all","17-25","2008-2017","other","0"
"312","all","17-25","2009-2018","driver","2"
"312","all","17-25","2009-2018","passenger","0"
"312","all","17-25","2009-2018","other","0"
"312","all","17-25","2010-2019","driver","3"
"312","all","17-25","2010-2019","passenger","0"
"312","all","17-25","2010-2019","other","0"
"312","all","17-25","2011-2020","driver","4"
"312","all","17-25","2011-2020","passenger","0"
"312","all","17-25","2011-2020","other","0"
"312","all","17-25","2012-2021","driver","5"
"312","all","17-25","2012-2021","passenger","2"
"312","all","17-25","2012-2021","other","0"
"312","all","17-25","2013-2022","driver","7"
"312","all","17-25","2013-2022","passenger","2"
"312","all","17-25","2013-2022","other","4"
"313","all","17-25","2008-2017","driver","0"
"313","all","17-25","2008-2017","passenger","0"
"313","all","17-25","2008-2017","other","0"
"313","all","17-25","2009-2018","driver","1"
"313","all","17-25","2009-2018","passenger","0"
"313","all","17-25","2009-2018","other","1"
"313","all","17-25","2010-2019","driver","2"
"313","all","17-25","2010-2019","passenger","0"
"313","all","17-25","2010-2019","other","2"
"313","all","17-25","2011-2020","driver","3"
"313","all","17-25","2011-2020","passenger","0"
"313","all","17-25","2011-2020","other","2"
"313","all","17-25","2012-2021","driver","6"
"313","all","17-25","2012-2021","passenger","3"
"313","all","17-25","2012-2021","other","3"
"313","all","17-25","2013-2022","driver","6"
"313","all","17-25","2013-2022","passenger","4"
"313","all","17-25","2013-2022","other","4"
"314","all","17-25","2008-2017","driver","0"
"314","all","17-25","2008-2017","passenger","0"
"314","all","17-25","2008-2017","other","0"
"314","all","17-25","2009-2018","driver","1"
"314","all","17-25","2009-2018","passenger","1"
"314","all","17-25","2009-2018","other","0"
"314","all","17-25","2010-2019","driver","3"
"314","all","17-25","2010-2019","passenger","1"
"314","all","17-25","2010-2019","other","2"
"314","all","17-25","2011-2020","driver","4"
"314","all","17-25","2011-2020","passenger","2"
"314","all","17-25","2011-2020","other","2"
"314","all","17-25","2012-2021","driver","4"
"314","all","17-25","2012-2021","passenger","2"
"314","all","17-25","2012-2021","other","2"
"314","all","17-25","2013-2022","driver","5"
"314","all","17-25","2013-2022","passenger","2"
"314","all","17-25","2013-2022","other","2"
"315","all","17-25","2008-2017","driver","0"
"315","all","17-25","2008-2017","passenger","0"
"315","all","17-25","2008-2017","other","0"
"315","all","17-25","2009-2018","driver","1"
"315","all","17-25","2009-2018","passenger","0"
"315","all","17-25","2009-2018","other","2"
"315","all","17-25","2010-2019","driver","3"
"315","all","17-25","2010-2019","passenger","1"
"315","all","17-25","2010-2019","other","2"
"315","all","17-25","2011-2020","driver","4"
"315","all","17-25","2011-2020","passenger","2"
"315","all","17-25","2011-2020","other","4"
"315","all","17-25","2012-2021","driver","5"
"315","all","17-25","2012-2021","passenger","2"
"315","all","17-25","2012-2021","other","4"
"315","all","17-25","2013-2022","driver","5"
"315","all","17-25","2013-2022","passenger","3"
"315","all","17-25","2013-2022","other","4"
"316","all","17-25","2008-2017","driver","0"
"316","all","17-25","2008-2017","passenger","0"
"316","all","17-25","2008-2017","other","0"
"316","all","17-25","2009-2018","driver","1"
"316","all","17-25","2009-2018","passenger","2"
"316","all","17-25","2009-2018","other","1"
"316","all","17-25","2010-2019","driver","1"
"316","all","17-25","2010-2019","passenger","2"
"316","all","17-25","2010-2019","other","2"
"316","all","17-25","2011-2020","driver","3"
"316","all","17-25","2011-2020","passenger","3"
"316","all","17-25","2011-2020","other","2"
"316","all","17-25","2012-2021","driver","5"
"316","all","17-25","2012-2021","passenger","4"
"316","all","17-25","2012-2021","other","7"
"316","all","17-25","2013-2022","driver","9"
"316","all","17-25","2013-2022","passenger","5"
"316","all","17-25","2013-2022","other","8"
"317","all","17-25","2008-2017","driver","0"
"317","all","17-25","2008-2017","passenger","0"
"317","all","17-25","2008-2017","other","0"
"317","all","17-25","2009-2018","driver","0"
"317","all","17-25","2009-2018","passenger","0"
"317","all","17-25","2009-2018","other","0"
"317","all","17-25","2010-2019","driver","0"
"317","all","17-25","2010-2019","passenger","0"
"317","all","17-25","2010-2019","other","0"
"317","all","17-25","2011-2020","driver","1"
"317","all","17-25","2011-2020","passenger","0"
"317","all","17-25","2011-2020","other","1"
"317","all","17-25","2012-2021","driver","1"
"317","all","17-25","2012-2021","passenger","1"
"317","all","17-25","2012-2021","other","1"
"317","all","17-25","2013-2022","driver","2"
"317","all","17-25","2013-2022","passenger","1"
"317","all","17-25","2013-2022","other","1"
"318","all","17-25","2008-2017","driver","0"
"318","all","17-25","2008-2017","passenger","0"
"318","all","17-25","2008-2017","other","0"
"318","all","17-25","2009-2018","driver","2"
"318","all","17-25","2009-2018","passenger","1"
"318","all","17-25","2009-2018","other","1"
"318","all","17-25","2010-2019","driver","7"
"318","all","17-25","2010-2019","passenger","2"
"318","all","17-25","2010-2019","other","1"
"318","all","17-25","2011-2020","driver","10"
"318","all","17-25","2011-2020","passenger","4"
"318","all","17-25","2011-2020","other","2"
"318","all","17-25","2012-2021","driver","10"
"318","all","17-25","2012-2021","passenger","4"
"318","all","17-25","2012-2021","other","6"
"318","all","17-25","2013-2022","driver","13"
"318","all","17-25","2013-2022","passenger","5"
"318","all","17-25","2013-2022","other","6"
"319","all","17-25","2008-2017","driver","0"
"319","all","17-25","2008-2017","passenger","0"
"319","all","17-25","2008-2017","other","0"
"319","all","17-25","2009-2018","driver","7"
"319","all","17-25","2009-2018","passenger","1"
"319","all","17-25","2009-2018","other","1"
"319","all","17-25","2010-2019","driver","8"
"319","all","17-25","2010-2019","passenger","2"
"319","all","17-25","2010-2019","other","3"
"319","all","17-25","2011-2020","driver","13"
"319","all","17-25","2011-2020","passenger","4"
"319","all","17-25","2011-2020","other","3"
"319","all","17-25","2012-2021","driver","15"
"319","all","17-25","2012-2021","passenger","6"
"319","all","17-25","2012-2021","other","3"
"319","all","17-25","2013-2022","driver","19"
"319","all","17-25","2013-2022","passenger","8"
"319","all","17-25","2013-2022","other","3"
"401","all","17-25","2008-2017","driver","8"
"401","all","17-25","2008-2017","passenger","0"
"401","all","17-25","2008-2017","other","4"
"401","all","17-25","2009-2018","driver","8"
"401","all","17-25","2009-2018","passenger","0"
"401","all","17-25","2009-2018","other","4"
"401","all","17-25","2010-2019","driver","8"
"401","all","17-25","2010-2019","passenger","0"
"401","all","17-25","2010-2019","other","5"
"401","all","17-25","2011-2020","driver","9"
"401","all","17-25","2011-2020","passenger","0"
"401","all","17-25","2011-2020","other","6"
"401","all","17-25","2012-2021","driver","11"
"401","all","17-25","2012-2021","passenger","0"
"401","all","17-25","2012-2021","other","7"
"401","all","17-25","2013-2022","driver","14"
"401","all","17-25","2013-2022","passenger","1"
"401","all","17-25","2013-2022","other","7"
"402","all","17-25","2008-2017","driver","4"
"402","all","17-25","2008-2017","passenger","2"
"402","all","17-25","2008-2017","other","3"
"402","all","17-25","2009-2018","driver","7"
"402","all","17-25","2009-2018","passenger","3"
"402","all","17-25","2009-2018","other","4"
"402","all","17-25","2010-2019","driver","8"
"402","all","17-25","2010-2019","passenger","4"
"402","all","17-25","2010-2019","other","7"
"402","all","17-25","2011-2020","driver","11"
"402","all","17-25","2011-2020","passenger","6"
"402","all","17-25","2011-2020","other","11"
"402","all","17-25","2012-2021","driver","12"
"402","all","17-25","2012-2021","passenger","6"
"402","all","17-25","2012-2021","other","13"
"402","all","17-25","2013-2022","driver","14"
"402","all","17-25","2013-2022","passenger","7"
"402","all","17-25","2013-2022","other","15"
"403","all","17-25","2008-2017","driver","5"
"403","all","17-25","2008-2017","passenger","0"
"403","all","17-25","2008-2017","other","1"
"403","all","17-25","2009-2018","driver","6"
"403","all","17-25","2009-2018","passenger","1"
"403","all","17-25","2009-2018","other","2"
"403","all","17-25","2010-2019","driver","6"
"403","all","17-25","2010-2019","passenger","1"
"403","all","17-25","2010-2019","other","2"
"403","all","17-25","2011-2020","driver","6"
"403","all","17-25","2011-2020","passenger","1"
"403","all","17-25","2011-2020","other","3"
"403","all","17-25","2012-2021","driver","6"
"403","all","17-25","2012-2021","passenger","2"
"403","all","17-25","2012-2021","other","4"
"403","all","17-25","2013-2022","driver","6"
"403","all","17-25","2013-2022","passenger","2"
"403","all","17-25","2013-2022","other","5"
"404","all","17-25","2008-2017","driver","0"
"404","all","17-25","2008-2017","passenger","0"
"404","all","17-25","2008-2017","other","2"
"404","all","17-25","2009-2018","driver","1"
"404","all","17-25","2009-2018","passenger","0"
"404","all","17-25","2009-2018","other","3"
"404","all","17-25","2010-2019","driver","2"
"404","all","17-25","2010-2019","passenger","0"
"404","all","17-25","2010-2019","other","4"
"404","all","17-25","2011-2020","driver","2"
"404","all","17-25","2011-2020","passenger","0"
"404","all","17-25","2011-2020","other","4"
"404","all","17-25","2012-2021","driver","2"
"404","all","17-25","2012-2021","passenger","0"
"404","all","17-25","2012-2021","other","5"
"404","all","17-25","2013-2022","driver","2"
"404","all","17-25","2013-2022","passenger","0"
"404","all","17-25","2013-2022","other","5"
"405","all","17-25","2008-2017","driver","9"
"405","all","17-25","2008-2017","passenger","3"
"405","all","17-25","2008-2017","other","2"
"405","all","17-25","2009-2018","driver","10"
"405","all","17-25","2009-2018","passenger","3"
"405","all","17-25","2009-2018","other","2"
"405","all","17-25","2010-2019","driver","10"
"405","all","17-25","2010-2019","passenger","3"
"405","all","17-25","2010-2019","other","3"
"405","all","17-25","2011-2020","driver","11"
"405","all","17-25","2011-2020","passenger","4"
"405","all","17-25","2011-2020","other","3"
"405","all","17-25","2012-2021","driver","13"
"405","all","17-25","2012-2021","passenger","5"
"405","all","17-25","2012-2021","other","3"
"405","all","17-25","2013-2022","driver","14"
"405","all","17-25","2013-2022","passenger","6"
"405","all","17-25","2013-2022","other","4"
"406","all","17-25","2008-2017","driver","2"
"406","all","17-25","2008-2017","passenger","3"
"406","all","17-25","2008-2017","other","1"
"406","all","17-25","2009-2018","driver","2"
"406","all","17-25","2009-2018","passenger","3"
"406","all","17-25","2009-2018","other","1"
"406","all","17-25","2010-2019","driver","3"
"406","all","17-25","2010-2019","passenger","5"
"406","all","17-25","2010-2019","other","1"
"406","all","17-25","2011-2020","driver","6"
"406","all","17-25","2011-2020","passenger","7"
"406","all","17-25","2011-2020","other","2"
"406","all","17-25","2012-2021","driver","7"
"406","all","17-25","2012-2021","passenger","7"
"406","all","17-25","2012-2021","other","3"
"406","all","17-25","2013-2022","driver","9"
"406","all","17-25","2013-2022","passenger","7"
"406","all","17-25","2013-2022","other","3"
"407","all","17-25","2008-2017","driver","16"
"407","all","17-25","2008-2017","passenger","3"
"407","all","17-25","2008-2017","other","1"
"407","all","17-25","2009-2018","driver","20"
"407","all","17-25","2009-2018","passenger","6"
"407","all","17-25","2009-2018","other","1"
"407","all","17-25","2010-2019","driver","27"
"407","all","17-25","2010-2019","passenger","7"
"407","all","17-25","2010-2019","other","3"
"407","all","17-25","2011-2020","driver","28"
"407","all","17-25","2011-2020","passenger","8"
"407","all","17-25","2011-2020","other","4"
"407","all","17-25","2012-2021","driver","33"
"407","all","17-25","2012-2021","passenger","9"
"407","all","17-25","2012-2021","other","5"
"407","all","17-25","2013-2022","driver","36"
"407","all","17-25","2013-2022","passenger","9"
"407","all","17-25","2013-2022","other","6"
"501","all","17-25","2008-2017","driver","13"
"501","all","17-25","2008-2017","passenger","7"
"501","all","17-25","2008-2017","other","4"
"501","all","17-25","2009-2018","driver","17"
"501","all","17-25","2009-2018","passenger","9"
"501","all","17-25","2009-2018","other","4"
"501","all","17-25","2010-2019","driver","18"
"501","all","17-25","2010-2019","passenger","10"
"501","all","17-25","2010-2019","other","6"
"501","all","17-25","2011-2020","driver","22"
"501","all","17-25","2011-2020","passenger","10"
"501","all","17-25","2011-2020","other","6"
"501","all","17-25","2012-2021","driver","25"
"501","all","17-25","2012-2021","passenger","10"
"501","all","17-25","2012-2021","other","6"
"501","all","17-25","2013-2022","driver","25"
"501","all","17-25","2013-2022","passenger","10"
"501","all","17-25","2013-2022","other","6"
"502","all","17-25","2008-2017","driver","2"
"502","all","17-25","2008-2017","passenger","1"
"502","all","17-25","2008-2017","other","2"
"502","all","17-25","2009-2018","driver","4"
"502","all","17-25","2009-2018","passenger","1"
"502","all","17-25","2009-2018","other","2"
"502","all","17-25","2010-2019","driver","5"
"502","all","17-25","2010-2019","passenger","1"
"502","all","17-25","2010-2019","other","3"
"502","all","17-25","2011-2020","driver","8"
"502","all","17-25","2011-2020","passenger","2"
"502","all","17-25","2011-2020","other","3"
"502","all","17-25","2012-2021","driver","8"
"502","all","17-25","2012-2021","passenger","2"
"502","all","17-25","2012-2021","other","5"
"502","all","17-25","2013-2022","driver","8"
"502","all","17-25","2013-2022","passenger","2"
"502","all","17-25","2013-2022","other","5"
"503","all","17-25","2008-2017","driver","1"
"503","all","17-25","2008-2017","passenger","1"
"503","all","17-25","2008-2017","other","3"
"503","all","17-25","2009-2018","driver","2"
"503","all","17-25","2009-2018","passenger","1"
"503","all","17-25","2009-2018","other","3"
"503","all","17-25","2010-2019","driver","2"
"503","all","17-25","2010-2019","passenger","1"
"503","all","17-25","2010-2019","other","3"
"503","all","17-25","2011-2020","driver","2"
"503","all","17-25","2011-2020","passenger","1"
