"SA2_NAME","3_yr_olds_preschool_attendance_2014","4_yr_olds_preschool_attendance_2014","5_yr_olds_preschool_attendance_2014","3_yr_olds_preschool_attendance_2015","4_yr_olds_preschool_attendance_2015","5_yr_olds_preschool_attendanc_2015","6_yr_olds_preschool_attendance_2015","3_yr_olds_preschool_attendance_2016","4_yr_olds_preschool_attendance_2016","5_yr_olds_preschool_attendance_2016","6_yr_olds_preschool_attendance_2016","3_yr_olds_preschool_attendance_2017","4_yr_olds_preschool_attendance_2017","5_yr_olds_preschool_attendance_2017","6_yr_olds_preschool_attendance_2017","3_yr_olds_preschool_attendance_2018","4_yr_olds_preschool_attendance_2018","5_yr_olds_preschool_attendance_2018","6_yr_olds_preschool_attendance_2018","3_yr_olds_preschool_attendance_2019","4_yr_olds_preschool_attendance_2019","5_yr_olds_preschool_attendance_2019","6_yr_olds_preschool_attendance_2019","3_yr_olds_preschool_attendance_2020","4_yr_olds_preschool_attendance_2020","5_yr_olds_preschool_attendance_2020","6_yr_olds_preschool_attendance_2020","3_yr_olds_preschool_attendance_2021","4_yr_olds_preschool_attendance_2021","5_yr_olds_preschool_attendance_2021","6_yr_olds_preschool_attendance_2021"
"Statistical area level 2 (SA2) of child",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moama",0,60,14,0,88,13,0,0,74,13,0,0,75,9,0,0,82,4,0,0,64,25,0,0,78,14,0,0,83,12,0
"Tocumwal - Finley - Jerilderie",0,112,14,0,104,10,0,0,117,18,0,0,99,14,0,0,76,12,0,0,88,16,0,0,74,10,0,0,62,9,0
"Armidale",0,233,25,0,202,13,0,0,236,7,0,0,239,19,0,0,57,7,0,0,62,12,0,0,65,11,0,0,69,10,0
"Armidale Region - North",0,19,3,0,40,11,0,0,40,0,0,0,43,0,0,0,52,9,0,0,55,17,0,0,65,9,0,0,65,11,0
"Armidale Region - South",0,55,3,0,63,8,0,0,50,8,0,0,54,6,0,0,115,8,0,0,89,20,0,0,93,15,0,0,92,8,0
"Walcha",0,32,3,0,30,0,0,0,33,0,0,0,40,3,0,0,236,13,0,0,220,24,0,0,219,13,0,0,247,16,0
"Glen Innes",0,90,8,0,69,8,0,0,81,8,0,0,62,13,0,0,42,5,0,0,25,4,0,0,39,0,0,0,37,4,0
"Inverell",0,126,25,0,122,22,0,0,143,10,0,0,152,19,0,0,55,3,0,0,52,6,0,0,47,0,0,0,42,0,0
"Inverell Region - East",0,66,5,0,47,4,0,0,58,7,0,0,58,6,0,0,22,0,0,0,37,5,0,0,29,4,0,0,26,0,0
"Inverell Region - West",0,63,4,0,57,8,0,0,69,11,0,0,58,3,0,0,80,0,0,0,77,4,0,0,80,8,0,0,60,6,0
"Tenterfield",0,80,9,0,61,6,0,0,44,0,0,0,72,3,0,0,133,16,0,0,129,19,0,0,126,8,0,0,140,12,0
"Moree",0,114,10,0,153,10,0,0,144,4,0,0,144,4,0,0,40,6,0,0,55,7,0,0,43,4,0,0,39,0,0
"Moree Region",0,62,9,0,85,11,0,0,68,13,0,0,70,4,0,0,70,0,0,0,61,16,0,0,63,4,0,0,75,5,0
"Narrabri",0,74,15,0,91,22,0,0,102,11,0,0,90,3,0,0,62,3,0,0,50,6,0,0,47,8,0,0,57,6,0
"Narrabri Region",0,60,6,0,74,7,0,0,59,0,0,0,80,7,0,0,115,8,0,0,108,10,0,0,125,3,0,0,119,5,0
"Gunnedah",0,156,10,0,113,9,0,0,121,3,0,0,140,5,0,0,83,9,0,0,73,13,0,0,73,10,0,0,65,7,0
"Gunnedah Region",0,49,3,0,45,3,0,0,54,3,0,0,47,0,0,0,95,13,0,0,87,7,0,0,79,11,0,0,87,7,0
"Quirindi",0,81,12,0,74,7,0,0,90,13,0,0,82,7,0,0,57,3,0,0,57,15,0,0,57,3,0,0,66,6,0
"Tamworth - East",0,218,19,0,187,15,0,0,223,20,0,0,224,14,0,0,133,11,0,0,130,9,0,0,138,10,0,0,131,9,0
"Tamworth - North",0,155,20,0,170,12,0,0,180,9,0,0,161,7,0,0,42,7,0,0,55,4,0,0,49,3,0,0,49,3,0
"Tamworth - West",0,47,8,0,83,12,0,0,74,0,0,0,85,10,0,0,81,10,0,0,89,10,0,0,74,7,0,0,76,6,0
"Tamworth Region",0,156,27,0,194,10,0,0,200,16,0,0,201,16,0,0,215,22,0,0,208,19,0,0,228,3,0,0,202,19,0
"Belmont - Bennetts Green",0,195,21,0,173,15,0,0,218,10,0,0,209,27,0,0,189,11,0,0,191,11,0,0,186,8,0,0,168,12,0
"Belmont South - Blacksmiths",0,34,6,0,50,4,0,0,41,5,0,0,42,6,0,0,75,6,0,0,65,6,0,0,81,0,0,0,73,4,0
"Charlestown - Dudley",0,241,25,0,300,17,0,0,274,9,0,0,281,9,0,0,173,9,0,0,174,17,0,0,180,7,0,0,175,16,0
"Glendale - Cardiff - Hillsborough",0,265,21,0,275,31,0,0,312,31,0,0,291,21,0,0,206,11,0,0,188,15,0,0,169,7,0,0,161,9,0
"Mount Hutton - Windale",0,90,10,0,114,12,0,0,109,8,0,0,107,7,0,0,50,0,0,0,39,3,0,0,52,0,0,0,46,4,0
"Redhead",0,46,5,0,33,0,0,0,49,4,0,0,44,0,0,0,336,11,0,0,312,16,0,0,304,5,0,0,306,8,0
"Swansea - Caves Beach",0,84,5,0,107,11,0,0,125,3,0,0,116,16,0,0,270,25,0,0,283,25,0,0,289,13,0,0,284,8,0
"Valentine - Eleebana",0,104,9,0,105,19,0,0,134,0,0,0,129,5,0,0,100,11,0,0,94,9,0,0,109,8,0,0,114,3,0
"Warners Bay - Boolaroo",0,118,10,0,123,19,0,0,154,6,0,0,131,8,0,0,32,0,0,0,39,0,0,0,40,0,0,0,33,4,0
"Bolton Point - Teralba",0,81,4,0,80,0,0,0,81,4,0,0,83,4,0,0,117,15,0,0,121,17,0,0,120,3,0,0,114,5,0
"Bonnells Bay - Silverwater",0,97,6,0,72,9,0,0,78,4,0,0,87,3,0,0,128,6,0,0,135,6,0,0,149,16,0,0,152,3,0
"Edgeworth - Cameron Park",0,168,29,0,175,21,0,0,212,21,0,0,225,21,0,0,143,10,0,0,158,10,0,0,132,6,0,0,143,5,0
"Morisset - Cooranbong",0,97,16,0,122,13,0,0,125,3,0,0,128,8,0,0,79,3,0,0,95,10,0,0,93,5,0,0,100,4,0
"Toronto - Awaba",0,115,7,0,91,13,0,0,136,8,0,0,140,16,0,0,93,0,0,0,84,8,0,0,85,8,0,0,99,0,0
"Wangi Wangi - Rathmines",0,68,6,0,79,9,0,0,110,5,0,0,80,12,0,0,241,17,0,0,262,17,0,0,237,26,0,0,241,16,0
"West Wallsend - Barnsley - Killingworth",0,63,4,0,79,6,0,0,80,3,0,0,94,4,0,0,156,13,0,0,159,12,0,0,145,8,0,0,167,11,0
"Adamstown - Kotara",0,189,6,0,180,20,0,0,210,17,0,0,205,8,0,0,131,15,0,0,127,23,0,0,151,6,0,0,135,6,0
"Beresfield - Hexham",0,77,11,0,70,7,0,0,90,10,0,0,86,6,0,0,102,6,0,0,85,13,0,0,98,0,0,0,99,5,0
"Hamilton - Broadmeadow",0,113,15,0,139,5,0,0,96,6,0,0,132,9,0,0,96,0,0,0,86,3,0,0,99,3,0,0,82,4,0
"Lambton - New Lambton",0,196,11,0,177,22,0,0,219,11,0,0,206,8,0,0,205,9,0,0,208,9,0,0,199,7,0,0,198,9,0
"Maryland - Fletcher - Minmi",0,162,15,0,189,15,0,0,227,10,0,0,236,17,0,0,93,3,0,0,65,4,0,0,97,4,0,0,87,3,0
"Mayfield - Warabrook",0,137,12,0,153,9,0,0,154,11,0,0,166,15,0,0,113,7,0,0,114,5,0,0,120,0,0,0,109,0,0
"Merewether - The Junction",0,136,13,0,149,13,0,0,133,5,0,0,145,12,0,0,225,9,0,0,194,8,0,0,173,6,0,0,188,13,0
"Newcastle - Cooks Hill",0,57,7,0,61,6,0,0,48,7,0,0,67,0,0,0,199,14,0,0,207,9,0,0,245,14,0,0,233,16,0
"Newcastle Port - Kooragang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,10,0,0,154,6,0,0,179,10,0,0,151,14,0
"Shortland - Jesmond",0,85,3,0,65,0,0,0,84,3,0,0,83,3,0,0,154,10,0,0,124,3,0,0,127,6,0,0,137,8,0
"Stockton - Fullerton Cove",0,59,14,0,75,10,0,0,75,9,0,0,62,16,0,0,70,13,0,0,62,9,0,0,70,3,0,0,65,8,0
"Wallsend - Elermore Vale",0,164,15,0,201,8,0,0,227,14,0,0,214,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waratah - North Lambton",0,124,13,0,115,8,0,0,124,4,0,0,122,6,0,0,74,8,0,0,82,8,0,0,76,3,0,0,99,3,0
"Wickham - Carrington - Tighes Hill",0,73,4,0,97,11,0,0,77,8,0,0,94,0,0,0,76,9,0,0,88,4,0,0,80,12,0,0,83,14,0
"Ballina",0,119,29,0,134,20,0,0,150,4,0,0,138,18,0,0,236,12,0,0,202,15,0,0,199,8,0,0,208,16,0
"Ballina Region",0,159,21,0,187,19,0,0,210,7,0,0,168,15,0,0,123,14,0,0,136,10,0,0,109,8,0,0,112,10,0
"Bangalow",0,66,4,0,60,7,0,0,58,0,0,0,57,8,0,0,80,4,0,0,62,0,0,0,75,0,0,0,91,4,0
"Brunswick Heads - Ocean Shores",0,107,14,0,95,3,0,0,85,5,0,0,89,6,0,0,138,3,0,0,146,16,0,0,139,8,0,0,161,8,0
"Byron Bay",0,91,9,0,100,13,0,0,94,7,0,0,103,7,0,0,167,7,0,0,173,21,0,0,157,6,0,0,167,8,0
"Evans Head",0,61,3,0,59,0,0,0,51,3,0,0,64,0,0,0,81,4,0,0,60,4,0,0,77,4,0,0,78,7,0
"Lennox Head - Skennars Head",0,96,16,0,98,9,0,0,126,8,0,0,117,7,0,0,89,9,0,0,91,21,0,0,89,3,0,0,83,6,0
"Mullumbimby",0,94,15,0,76,8,0,0,85,10,0,0,86,6,0,0,113,7,0,0,98,14,0,0,88,10,0,0,97,10,0
"Casino",0,126,23,0,173,12,0,0,159,9,0,0,180,24,0,0,58,3,0,0,48,9,0,0,39,0,0,0,56,3,0
"Casino Region",0,61,5,0,72,5,0,0,78,8,0,0,65,10,0,0,112,4,0,0,131,12,0,0,95,3,0,0,109,4,0
"Goonellabah",0,135,15,0,157,17,0,0,169,5,0,0,165,12,0,0,69,6,0,0,114,29,0,0,80,6,0,0,85,5,0
"Kyogle",0,82,14,0,86,14,0,0,77,4,0,0,83,10,0,0,150,24,0,0,172,21,0,0,155,4,0,0,151,10,0
"Lismore",0,158,27,0,176,25,0,0,173,9,0,0,146,13,0,0,85,4,0,0,63,16,0,0,76,3,0,0,63,5,0
"Lismore Region",0,157,13,0,149,20,0,0,167,13,0,0,148,10,0,0,147,9,0,0,145,19,0,0,155,7,0,0,153,7,0
"Kingscliff - Fingal Head",0,111,11,0,121,7,0,0,156,5,0,0,137,11,0,0,70,4,0,0,61,10,0,0,68,4,0,0,61,4,0
"Murwillumbah",0,99,9,0,92,3,0,0,94,12,0,0,100,8,0,0,158,17,0,0,150,31,0,0,143,13,0,0,152,6,0
"Murwillumbah Region",0,89,6,0,90,8,0,0,71,7,0,0,105,4,0,0,151,16,0,0,144,21,0,0,152,8,0,0,132,11,0
"Pottsville",0,162,17,0,133,7,0,0,185,6,0,0,145,9,0,0,158,3,0,0,134,23,0,0,155,9,0,0,98,6,0
"Tweed Heads",0,137,15,0,173,13,0,0,141,11,0,0,163,7,0,0,102,10,0,0,89,13,0,0,93,5,0,0,86,7,0
"Tweed Heads - South",0,243,23,0,212,11,0,0,248,9,0,0,258,18,0,0,86,10,0,0,85,20,0,0,98,5,0,0,84,5,0
"Griffith (NSW)",0,218,27,0,223,25,0,0,256,13,0,0,224,26,0,0,174,6,0,0,174,18,0,0,174,10,0,0,166,12,0
"Griffith Region",0,152,25,0,150,15,0,0,155,11,0,0,159,11,0,0,172,14,0,0,156,13,0,0,167,14,0,0,194,8,0
"Leeton",0,139,10,0,106,14,0,0,122,7,0,0,100,10,0,0,142,7,0,0,138,3,0,0,148,6,0,0,140,12,0
"Narrandera",0,62,7,0,56,24,0,0,68,3,0,0,60,5,0,0,37,3,0,0,51,0,0,0,34,5,0,0,35,0,0
"Tumbarumba",0,41,12,0,6,0,0,0,34,0,0,0,27,0,0,0,69,7,0,0,56,4,0,0,54,5,0,0,66,3,0
"Tumut",0,79,8,0,97,7,0,0,77,9,0,0,79,8,0,0,231,25,0,0,243,17,0,0,243,17,0,0,219,14,0
"Tumut Region",0,43,6,0,45,3,0,0,59,6,0,0,35,0,0,0,149,9,0,0,152,20,0,0,148,11,0,0,152,7,0
"Cootamundra",0,76,13,0,70,8,0,0,80,5,0,0,65,7,0,0,127,7,0,0,107,13,0,0,108,5,0,0,113,6,0
"Gundagai",0,32,5,0,31,4,0,0,38,6,0,0,41,3,0,0,74,0,0,0,79,7,0,0,63,0,0,0,52,0,0
"Junee",0,64,6,0,66,11,0,0,58,8,0,0,56,7,0,0,37,5,0,0,27,0,0,0,53,4,0,0,38,4,0
"Temora",0,97,14,0,80,11,0,0,87,7,0,0,67,21,0,0,77,7,0,0,82,3,0,0,74,3,0,0,61,4,0
"Wagga Wagga - East",0,185,27,0,198,26,0,0,209,19,0,0,197,21,0,0,52,0,0,0,53,3,0,0,43,0,0,0,37,0,0
"Wagga Wagga - North",0,31,7,0,38,7,0,0,55,4,0,0,66,0,0,0,74,0,0,0,63,6,0,0,63,3,0,0,63,3,0
"Wagga Wagga - South",0,233,39,0,304,30,0,0,269,30,0,0,289,17,0,0,44,7,0,0,33,3,0,0,42,4,0,0,44,0,0
"Wagga Wagga - West",0,118,10,0,123,14,0,0,111,5,0,0,122,8,0,0,65,7,0,0,57,8,0,0,71,0,0,0,62,3,0
"Wagga Wagga Region",0,157,15,0,180,13,0,0,177,12,0,0,187,16,0,0,88,10,0,0,70,8,0,0,71,6,0,0,66,8,0
"Berry - Kangaroo Valley",0,72,6,0,86,14,0,0,99,6,0,0,85,3,0,0,219,17,0,0,194,22,0,0,208,5,0,0,213,19,0
"Callala Bay - Currarong",0,14,5,0,37,8,0,0,29,0,0,0,31,0,0,0,54,6,0,0,63,3,0,0,67,3,0,0,77,3,0
"Culburra Beach",0,33,3,0,25,3,0,0,40,3,0,0,48,6,0,0,270,23,0,0,310,36,0,0,310,17,0,0,301,24,0
"Ettrema - Sassafras - Budawang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,0,0,116,12,0,0,104,11,0,0,130,12,0
"Huskisson - Vincentia",0,40,4,0,38,0,0,0,33,0,0,0,42,4,0,0,222,12,0,0,206,31,0,0,235,17,0,0,221,19,0
"North Nowra - Bomaderry",0,106,17,0,185,24,0,0,174,10,0,0,164,11,0,0,84,3,0,0,79,13,0,0,85,4,0,0,78,7,0
"Nowra",0,208,27,0,239,35,0,0,266,15,0,0,266,16,0,0,22,0,0,0,24,0,0,0,27,0,0,0,27,4,0
"St Georges Basin - Erowal Bay",0,120,15,0,122,16,0,0,135,9,0,0,163,10,0,0,50,8,0,0,43,8,0,0,59,3,0,0,33,0,0
"Sussex Inlet - Berrara",0,4,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tomerong - Wandandian - Woollamia",0,33,3,0,32,4,0,0,43,0,0,0,37,0,0,0,56,3,0,0,49,3,0,0,49,0,0,0,40,0,0
"Ulladulla",0,80,6,0,128,29,0,0,130,6,0,0,150,19,0,0,161,10,0,0,170,16,0,0,165,13,0,0,182,7,0
"Ulladulla Region",0,30,3,0,40,0,0,0,37,3,0,0,33,0,0,0,254,25,0,0,265,21,0,0,278,20,0,0,278,22,0
"Bowral",0,62,8,0,107,21,0,0,98,8,0,0,105,3,0,0,129,8,0,0,128,7,0,0,127,11,0,0,166,8,0
"Hill Top - Colo Vale",0,51,7,0,86,15,0,0,69,5,0,0,74,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0,0,0,0
"Mittagong",0,71,8,0,85,13,0,0,73,4,0,0,88,3,0,0,28,0,0,0,37,3,0,0,32,0,0,0,29,5,0
"Moss Vale - Berrima",0,88,7,0,132,17,0,0,102,8,0,0,97,8,0,0,141,3,0,0,134,5,0,0,155,3,0,0,154,4,0
"Robertson - Fitzroy Falls",0,21,4,0,0,0,0,0,34,0,0,0,28,7,0,0,40,3,0,0,41,0,0,0,45,0,0,0,51,0,0
"Southern Highlands",0,48,5,0,40,4,0,0,61,9,0,0,52,5,0,0,99,3,0,0,89,12,0,0,85,5,0,0,71,3,0
"Baulkham Hills (East)",0,241,11,0,302,28,0,0,321,11,0,0,387,14,0,0,82,3,0,0,63,4,0,0,65,5,0,0,78,3,0
"Baulkham Hills (West) - Bella Vista",0,186,10,0,199,13,0,0,226,6,0,0,240,8,0,0,104,3,0,0,96,12,0,0,114,4,0,0,142,8,0
"Castle Hill",0,277,35,0,314,31,0,0,347,7,0,0,316,15,0,0,99,8,0,0,96,3,0,0,100,3,0,0,101,9,0
"Cherrybrook",0,213,8,0,206,13,0,0,195,3,0,0,212,5,0,0,29,3,0,0,33,5,0,0,35,0,0,0,26,0,0
"Glenhaven",0,50,3,0,47,3,0,0,57,0,0,0,51,5,0,0,47,5,0,0,53,8,0,0,52,6,0,0,57,3,0
"Kellyville",0,268,24,0,325,36,0,0,346,11,0,0,331,21,0,0,354,10,0,0,348,13,0,0,328,5,0,0,343,10,0
"West Pennant Hills",0,109,9,0,141,7,0,0,134,0,0,0,157,7,0,0,222,8,0,0,204,9,0,0,216,3,0,0,223,8,0
"Dural - Kenthurst - Wisemans Ferry",0,180,28,0,175,22,0,0,198,7,0,0,193,7,0,0,52,4,0,0,44,0,0,0,53,0,0,0,36,3,0
"Galston - Laughtondale",0,44,8,0,54,3,0,0,52,6,0,0,48,0,0,0,115,6,0,0,133,5,0,0,99,3,0,0,123,0,0
"Bilpin - Colo - St Albans",0,27,3,0,27,3,0,0,31,0,0,0,16,5,0,0,109,3,0,0,101,3,0,0,95,3,0,0,85,5,0
"Kurrajong Heights - Ebenezer",0,176,18,0,221,28,0,0,233,10,0,0,257,10,0,0,44,0,0,0,33,0,0,0,23,0,0,0,44,0,0
"Pitt Town - McGraths Hill",0,93,7,0,116,13,0,0,132,3,0,0,151,3,0,0,104,5,0,0,104,0,0,0,108,10,0,0,111,0,0
"Rouse Hill - Beaumont Hills",0,247,41,0,256,18,0,0,300,7,0,0,328,8,0,0,113,3,0,0,112,3,0,0,119,5,0,0,97,7,0
"Blacktown (East) - Kings Park",0,162,9,0,204,5,0,0,216,8,0,0,207,10,0,0,48,0,0,0,60,3,0,0,47,4,0,0,43,6,0
"Blacktown (North) - Marayong",0,181,10,0,235,19,0,0,227,8,0,0,240,19,0,0,172,3,0,0,205,11,0,0,159,15,0,0,203,3,0
"Blacktown (South)",0,219,13,0,271,25,0,0,330,13,0,0,289,16,0,0,331,9,0,0,294,10,0,0,314,10,0,0,330,16,0
"Doonside - Woodcroft",0,148,8,0,243,10,0,0,234,5,0,0,288,3,0,0,190,7,0,0,220,8,0,0,183,6,0,0,187,9,0
"Lalor Park - Kings Langley",0,261,21,0,295,31,0,0,326,5,0,0,304,11,0,0,42,0,0,0,51,7,0,0,48,0,0,0,44,0,0
"Seven Hills - Toongabbie",0,210,15,0,282,16,0,0,271,7,0,0,318,14,0,0,35,0,0,0,16,3,0,0,20,0,0,0,17,0,0
"Glenwood",0,147,6,0,195,12,0,0,201,3,0,0,183,0,0,0,224,3,0,0,262,11,0,0,254,4,0,0,218,12,0
"Parklea - Kellyville Ridge",0,485,24,0,543,32,0,0,553,14,0,0,560,13,0,0,135,4,0,0,100,3,0,0,131,7,0,0,131,6,0
"Quakers Hill - Acacia Gardens",0,331,22,0,402,30,0,0,425,10,0,0,414,15,0,0,371,6,0,0,487,12,0,0,509,10,0,0,649,22,0
"Riverstone - Marsden Park",0,94,8,0,164,12,0,0,223,19,0,0,311,11,0,0,215,3,0,0,199,8,0,0,187,9,0,0,183,8,0
"Bidwill - Hebersham - Emerton",0,194,17,0,252,12,0,0,234,8,0,0,232,15,0,0,237,20,0,0,243,12,0,0,221,12,0,0,262,21,0
"Glendenning Dean Park",0,93,3,0,114,10,0,0,117,10,0,0,108,14,0,0,272,9,0,0,284,18,0,0,239,8,0,0,244,9,0
"Hassall Grove - Plumpton",0,211,15,0,239,18,0,0,232,9,0,0,230,10,0,0,359,16,0,0,303,13,0,0,288,14,0,0,309,9,0
"Lethbridge Park - Tregear",0,208,18,0,234,24,0,0,303,18,0,0,305,16,0,0,271,3,0,0,265,8,0,0,287,3,0,0,318,14,0
"Mount Druitt - Whalan",0,233,8,0,325,15,0,0,311,7,0,0,316,10,0,0,143,8,0,0,135,7,0,0,124,0,0,0,130,5,0
"Prospect Reservoir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,7,0,0,181,12,0,0,177,12,0,0,177,15,0
"Rooty Hill - Minchinbury",0,158,7,0,216,15,0,0,210,7,0,0,211,12,0,0,185,4,0,0,188,0,0,0,163,0,0,0,164,0,0
"Banksmeadow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,13,0,0,478,13,0,0,456,8,0,0,485,14,0
"Botany",0,102,13,0,143,25,0,0,140,17,0,0,159,17,0,0,465,16,0,0,655,18,0,0,756,28,0,0,1005,40,0
"Mascot - Eastlakes",0,180,9,0,190,18,0,0,222,5,0,0,217,6,0,0,53,0,0,0,56,4,0,0,37,0,0,0,35,0,0
"Pagewood - Hillsdale - Daceyville",0,81,7,0,109,9,0,0,102,0,0,0,97,7,0,0,361,15,0,0,350,14,0,0,365,15,0,0,343,14,0
"Port Botany Industrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,15,0,0,227,12,0,0,218,21,0,0,201,18,0
"Sydney Airport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,0,0,104,7,0,0,111,4,0,0,104,0,0
"Marrickville",0,251,6,0,223,13,0,0,249,14,0,0,228,8,0,0,245,12,0,0,241,12,0,0,224,6,0,0,213,10,0
"Petersham - Stanmore",0,183,10,0,146,12,0,0,171,3,0,0,171,4,0,0,339,16,0,0,314,30,0,0,313,19,0,0,303,21,0
"Sydenham - Tempe - St Peters",0,84,0,0,97,0,0,0,75,7,0,0,88,5,0,0,278,11,0,0,301,16,0,0,266,13,0,0,273,21,0
"Darlinghurst",0,26,0,0,34,0,0,0,37,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erskineville - Alexandria",0,101,5,0,126,3,0,0,136,9,0,0,146,6,0,0,246,5,0,0,256,11,0,0,240,15,0,0,235,14,0
"Glebe - Forest Lodge",0,85,3,0,92,8,0,0,118,3,0,0,108,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
"Newtown - Camperdown - Darlington",0,151,6,0,134,3,0,0,146,7,0,0,143,9,0,0,179,11,0,0,133,16,0,0,162,3,0,0,153,3,0
"Potts Point - Woolloomooloo",0,50,0,0,45,0,0,0,61,0,0,0,69,4,0,0,213,13,0,0,240,20,0,0,230,22,0,0,251,12,0
"Pyrmont - Ultimo",0,78,0,0,68,0,0,0,74,0,0,0,101,7,0,0,105,3,0,0,97,7,0,0,118,5,0,0,130,8,0
"Redfern - Chippendale",0,54,8,0,84,3,0,0,79,0,0,0,87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Surry Hills",0,61,5,0,60,3,0,0,56,5,0,0,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sydney - Haymarket - The Rocks",0,53,0,0,71,4,0,0,63,0,0,0,66,5,0,0,235,9,0,0,225,10,0,0,215,10,0,0,225,17,0
"Waterloo - Beaconsfield",0,116,3,0,149,15,0,0,182,9,0,0,177,4,0,0,158,12,0,0,163,7,0,0,162,5,0,0,142,3,0
"Bondi - Tamarama - Bronte",0,115,13,0,151,19,0,0,168,7,0,0,184,7,0,0,80,0,0,0,79,0,0,0,66,3,0,0,84,3,0
"Bondi Beach - North Bondi",0,202,11,0,195,12,0,0,197,7,0,0,220,7,0,0,39,0,0,0,33,0,0,0,30,0,0,0,37,0,0
"Bondi Junction - Waverly",0,127,11,0,163,17,0,0,159,3,0,0,143,7,0,0,130,0,0,0,119,3,0,0,152,3,0,0,137,3,0
"Centennial Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,6,0,0,130,3,0,0,133,0,0,0,117,4,0
"Double Bay - Bellevue Hill",0,172,11,0,152,9,0,0,155,6,0,0,190,7,0,0,151,3,0,0,125,3,0,0,121,6,0,0,122,4,0
"Dover Heights",0,97,19,0,151,5,0,0,109,3,0,0,153,3,0,0,52,3,0,0,46,0,0,0,62,3,0,0,34,0,0
"Paddington - Moore Park",0,103,3,0,126,8,0,0,113,0,0,0,111,0,0,0,102,0,0,0,91,0,0,0,103,0,0,0,104,8,0
"Rose Bay - Vaucluse - Watsons Bay",0,90,22,0,118,3,0,0,92,5,0,0,93,7,0,0,87,0,0,0,91,5,0,0,91,0,0,0,90,3,0
"Woollahra",0,58,0,0,64,0,0,0,68,4,0,0,67,0,0,0,47,3,0,0,64,6,0,0,62,3,0,0,49,0,0
"Coogee - Clovelly",0,192,16,0,247,22,0,0,249,17,0,0,258,9,0,0,59,0,0,0,72,6,0,0,72,3,0,0,80,3,0
"Kensington - Kingsford",0,156,9,0,197,9,0,0,177,6,0,0,177,3,0,0,184,8,0,0,202,6,0,0,234,5,0,0,222,9,0
"Malabar - La Perouse - Chifley",0,142,12,0,240,17,0,0,226,11,0,0,217,13,0,0,149,0,0,0,159,7,0,0,151,0,0,0,141,0,0
"Maroubra",0,177,20,0,250,30,0,0,291,5,0,0,344,11,0,0,205,6,0,0,168,7,0,0,147,0,0,0,181,3,0
"Randwick",0,252,12,0,267,21,0,0,339,3,0,0,264,7,0,0,155,0,0,0,155,9,0,0,155,3,0,0,154,0,0
"Bankstown",0,200,9,0,305,11,0,0,350,11,0,0,375,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bass Hill - Georges Hall",0,191,14,0,252,8,0,0,259,6,0,0,291,12,0,0,169,3,0,0,158,10,0,0,176,10,0,0,152,8,0
"Chullora",0,0,0,0,3,0,0,0,9,0,0,0,16,0,0,0,121,7,0,0,117,6,0,0,94,4,0,0,110,4,0
"Condell Park",0,82,6,0,122,7,0,0,129,8,0,0,144,0,0,0,127,3,0,0,97,11,0,0,139,0,0,0,108,7,0
"Greenacre - Mount Lewis",0,223,4,0,291,11,0,0,304,5,0,0,312,6,0,0,81,3,0,0,80,3,0,0,74,0,0,0,80,3,0
"Padstow",0,119,4,0,150,9,0,0,172,6,0,0,157,3,0,0,70,3,0,0,76,4,0,0,51,0,0,0,65,0,0
"Panania - Milperra - Picnic Point",0,213,20,0,290,21,0,0,303,10,0,0,293,9,0,0,252,10,0,0,236,11,0,0,222,5,0,0,225,5,0
"Revesby",0,129,4,0,183,11,0,0,184,0,0,0,182,3,0,0,205,7,0,0,216,13,0,0,266,12,0,0,234,14,0
"Yagoona - Birrong",0,157,7,0,205,12,0,0,239,7,0,0,217,4,0,0,71,3,0,0,80,0,0,0,86,0,0,0,90,0,0
"Belmore - Belfield",0,158,5,0,160,11,0,0,186,3,0,0,195,5,0,0,98,0,0,0,100,5,0,0,109,0,0,0,98,0,0
"Canterbury (South) - Campsie",0,190,11,0,218,12,0,0,236,4,0,0,259,13,0,0,82,0,0,0,64,7,0,0,66,3,0,0,65,3,0
