"POSTCODE","POSTCODE","PHN_CODE_2017","PHN_NAME_2017","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"3458","3458","PHN205","Murray","0.0670231","Good","Good",0
"3458","3458","PHN206","Western Victoria","0.9329769","Good","Good",0
"3460","3460","PHN206","Western Victoria","1","Good","Good",0
"3461","3461","PHN205","Murray","0.029327","Good","Good",0
"3461","3461","PHN206","Western Victoria","0.970673","Good","Good",0
"3462","3462","PHN205","Murray","1","Good","Good",0
"3463","3463","PHN205","Murray","0.9986058","Good","Good",0
"3463","3463","PHN206","Western Victoria","0.0013942","Good","Good",1
"3464","3464","PHN205","Murray","0.0019317","Good","Good",1
"3464","3464","PHN206","Western Victoria","0.9980683","Good","Good",0
"3465","3465","PHN205","Murray","0.0001324","Good","Good",1
"3465","3465","PHN206","Western Victoria","0.9998676","Good","Good",0
"3467","3467","PHN206","Western Victoria","1","Good","Good",0
"3468","3468","PHN206","Western Victoria","1","Good","Good",0
"3469","3469","PHN206","Western Victoria","1","Good","Good",0
"3472","3472","PHN205","Murray","0.0539534","Good","Good",0
"3472","3472","PHN206","Western Victoria","0.9460466","Good","Good",0
"3475","3475","PHN205","Murray","0.2189123","Good","Good",0
"3475","3475","PHN206","Western Victoria","0.7810877","Good","Good",0
"3477","3477","PHN205","Murray","0.0369339","Good","Good",0
"3477","3477","PHN206","Western Victoria","0.9630661","Good","Good",0
"3478","3478","PHN205","Murray","0.006986","Good","Good",1
"3478","3478","PHN206","Western Victoria","0.993014","Good","Good",0
"3480","3480","PHN205","Murray","0.9499837","Good","Good",0
"3480","3480","PHN206","Western Victoria","0.0500163","Good","Good",0
"3482","3482","PHN205","Murray","0.9502187","Good","Good",0
"3482","3482","PHN206","Western Victoria","0.0497813","Good","Good",0
"3483","3483","PHN205","Murray","1","Good","Good",0
"3485","3485","PHN205","Murray","0.3314795","Good","Good",0
"3485","3485","PHN206","Western Victoria","0.6685205","Good","Good",0
"3487","3487","PHN206","Western Victoria","1","Good","Good",0
"3488","3488","PHN205","Murray","0.0824318","Good","Good",0
"3488","3488","PHN206","Western Victoria","0.9175682","Good","Good",0
"3489","3489","PHN205","Murray","0.3502082","Good","Good",0
"3489","3489","PHN206","Western Victoria","0.6497918","Good","Good",0
"3490","3490","PHN205","Murray","0.9999794","Good","Good",0
"3490","3490","PHN206","Western Victoria","2.06e-5","Good","Good",1
"3491","3491","PHN205","Murray","0.3176525","Good","Good",0
"3491","3491","PHN206","Western Victoria","0.6823475","Good","Good",0
"3494","3494","PHN205","Murray","1","Good","Good",0
"3496","3496","PHN205","Murray","1","Good","Good",0
"3498","3498","PHN205","Murray","1","Good","Good",0
"3500","3500","PHN205","Murray","1","Good","Good",0
"3501","3501","PHN205","Murray","1","Good","Good",0
"3505","3505","PHN205","Murray","1","Good","Good",0
"3506","3506","PHN205","Murray","1","Good","Good",0
"3507","3507","PHN205","Murray","1","Good","Good",0
"3509","3509","PHN205","Murray","1","Good","Good",0
"3512","3512","PHN205","Murray","1","Good","Good",0
"3515","3515","PHN205","Murray","1","Good","Good",0
"3516","3516","PHN205","Murray","1","Good","Good",0
"3517","3517","PHN205","Murray","1","Good","Good",0
"3518","3518","PHN205","Murray","1","Good","Good",0
"3520","3520","PHN205","Murray","1","Good","Good",0
"3521","3521","PHN205","Murray","1","Good","Good",0
"3522","3522","PHN205","Murray","1","Good","Good",0
"3523","3523","PHN205","Murray","1","Good","Good",0
"3525","3525","PHN205","Murray","1","Good","Good",0
"3527","3527","PHN205","Murray","1","Good","Good",0
"3529","3529","PHN205","Murray","1","Good","Good",0
"3530","3530","PHN205","Murray","1","Good","Good",0
"3531","3531","PHN205","Murray","1","Good","Good",0
"3533","3533","PHN205","Murray","1","Good","Good",0
"3537","3537","PHN205","Murray","1","Good","Good",0
"3540","3540","PHN205","Murray","1","Good","Good",0
"3542","3542","PHN205","Murray","1","Good","Good",0
"3544","3544","PHN205","Murray","1","Good","Good",0
"3546","3546","PHN205","Murray","1","Good","Good",0
"3549","3549","PHN205","Murray","1","Good","Good",0
"3550","3550","PHN205","Murray","1","Good","Good",0
"3551","3551","PHN205","Murray","0.9997178","Good","Good",0
"3551","3551","PHN206","Western Victoria","0.0002822","Good","Good",1
"3555","3555","PHN205","Murray","1","Good","Good",0
"3556","3556","PHN205","Murray","1","Good","Good",0
"3557","3557","PHN205","Murray","1","Good","Good",0
"3558","3558","PHN205","Murray","1","Good","Good",0
"3559","3559","PHN205","Murray","1","Good","Good",0
"3561","3561","PHN205","Murray","1","Good","Good",0
"3562","3562","PHN205","Murray","1","Good","Good",0
"3563","3563","PHN205","Murray","1","Good","Good",0
"3564","3564","PHN205","Murray","1","Good","Good",0
"3565","3565","PHN205","Murray","1","Good","Good",0
"3566","3566","PHN205","Murray","1","Good","Good",0
"3567","3567","PHN205","Murray","1","Good","Good",0
"3568","3568","PHN205","Murray","1","Good","Good",0
"3570","3570","PHN205","Murray","1","Good","Good",0
"3571","3571","PHN205","Murray","1","Good","Good",0
"3572","3572","PHN205","Murray","1","Good","Good",0
"3573","3573","PHN205","Murray","1","Good","Good",0
"3575","3575","PHN205","Murray","1","Good","Good",0
"3576","3576","PHN205","Murray","1","Good","Good",0
"3579","3579","PHN205","Murray","1","Good","Good",0
"3580","3580","PHN205","Murray","1","Good","Good",0
"3581","3581","PHN205","Murray","1","Good","Good",0
"3583","3583","PHN205","Murray","1","Good","Good",0
"3584","3584","PHN205","Murray","1","Good","Good",0
"3585","3585","PHN205","Murray","1","Good","Good",0
"3586","3586","PHN205","Murray","1","Good","Good",0
"3588","3588","PHN205","Murray","1","Good","Good",0
"3589","3589","PHN205","Murray","1","Good","Good",0
"3590","3590","PHN205","Murray","1","Good","Good",0
"3591","3591","PHN205","Murray","1","Good","Good",0
"3594","3594","PHN205","Murray","1","Good","Good",0
"3595","3595","PHN205","Murray","1","Good","Good",0
"3596","3596","PHN205","Murray","1","Good","Good",0
"3597","3597","PHN205","Murray","1","Good","Good",0
"3599","3599","PHN205","Murray","1","Good","Good",0
"3607","3607","PHN205","Murray","1","Good","Good",0
"3608","3608","PHN205","Murray","1","Good","Good",0
"3610","3610","PHN205","Murray","1","Good","Good",0
"3612","3612","PHN205","Murray","1","Good","Good",0
"3614","3614","PHN205","Murray","1","Good","Good",0
"3616","3616","PHN205","Murray","1","Good","Good",0
"3617","3617","PHN205","Murray","1","Good","Good",0
"3618","3618","PHN205","Murray","1","Good","Good",0
"3620","3620","PHN205","Murray","1","Good","Good",0
"3621","3621","PHN205","Murray","1","Good","Good",0
"3622","3622","PHN205","Murray","1","Good","Good",0
"3623","3623","PHN205","Murray","1","Good","Good",0
"3624","3624","PHN205","Murray","1","Good","Good",0
"3629","3629","PHN205","Murray","1","Good","Good",0
"3630","3630","PHN205","Murray","1","Good","Good",0
"3631","3631","PHN205","Murray","1","Good","Good",0
"3633","3633","PHN205","Murray","1","Good","Good",0
"3634","3634","PHN205","Murray","1","Good","Good",0
"3635","3635","PHN205","Murray","1","Good","Good",0
"3636","3636","PHN205","Murray","1","Good","Good",0
"3637","3637","PHN205","Murray","1","Good","Good",0
"3638","3638","PHN205","Murray","1","Good","Good",0
"3639","3639","PHN205","Murray","1","Good","Good",0
"3640","3640","PHN205","Murray","1","Good","Good",0
"3641","3641","PHN205","Murray","1","Good","Good",0
"3644","3644","PHN110","Murrumbidgee","0.2100785","Good","Good",0
"3644","3644","PHN205","Murray","0.7899215","Good","Good",0
"3646","3646","PHN205","Murray","1","Good","Good",0
"3647","3647","PHN205","Murray","1","Good","Good",0
"3649","3649","PHN205","Murray","1","Good","Good",0
"3658","3658","PHN202","Eastern Melbourne","0.0901376","Good","Good",0
"3658","3658","PHN205","Murray","0.9098624","Good","Good",0
"3659","3659","PHN205","Murray","1","Good","Good",0
"3660","3660","PHN205","Murray","1","Good","Good",0
"3662","3662","PHN205","Murray","1","Good","Good",0
"3663","3663","PHN205","Murray","1","Good","Good",0
"3664","3664","PHN205","Murray","1","Good","Good",0
"3665","3665","PHN205","Murray","1","Good","Good",0
"3666","3666","PHN205","Murray","1","Good","Good",0
"3669","3669","PHN205","Murray","1","Good","Good",0
"3670","3670","PHN205","Murray","1","Good","Good",0
"3672","3672","PHN205","Murray","1","Good","Good",0
"3673","3673","PHN205","Murray","1","Good","Good",0
"3675","3675","PHN205","Murray","1","Good","Good",0
"3677","3677","PHN205","Murray","1","Good","Good",0
"3678","3678","PHN205","Murray","1","Good","Good",0
"3682","3682","PHN205","Murray","1","Good","Good",0
"3683","3683","PHN205","Murray","1","Good","Good",0
"3685","3685","PHN205","Murray","1","Good","Good",0
"3687","3687","PHN205","Murray","1","Good","Good",0
"3688","3688","PHN205","Murray","1","Good","Good",0
"3690","3690","PHN205","Murray","1","Good","Good",0
"3691","3691","PHN205","Murray","1","Good","Good",0
"3695","3695","PHN205","Murray","1","Good","Good",0
"3697","3697","PHN205","Murray","1","Good","Good",0
"3698","3698","PHN205","Murray","1","Good","Good",0
"3699","3699","PHN204","Gippsland","2.75e-5","Good","Good",1
"3699","3699","PHN205","Murray","0.9999725","Good","Good",0
"3700","3700","PHN205","Murray","1","Good","Good",0
"3701","3701","PHN204","Gippsland","0.0012414","Good","Good",1
"3701","3701","PHN205","Murray","0.9987586","Good","Good",0
"3704","3704","PHN205","Murray","1","Good","Good",0
"3705","3705","PHN205","Murray","1","Good","Good",0
"3707","3707","PHN110","Murrumbidgee","0.0258724","Good","Good",0
"3707","3707","PHN204","Gippsland","1.62e-5","Good","Good",1
"3707","3707","PHN205","Murray","0.9741114","Good","Good",0
"3708","3708","PHN205","Murray","1","Good","Good",0
"3709","3709","PHN205","Murray","1","Good","Good",0
"3711","3711","PHN205","Murray","1","Good","Good",0
"3712","3712","PHN205","Murray","1","Good","Good",0
"3713","3713","PHN205","Murray","1","Good","Good",0
"3714","3714","PHN205","Murray","1","Good","Good",0
"3715","3715","PHN205","Murray","1","Good","Good",0
"3717","3717","PHN205","Murray","1","Good","Good",0
"3718","3718","PHN205","Murray","1","Good","Good",0
"3719","3719","PHN205","Murray","1","Good","Good",0
"3720","3720","PHN205","Murray","1","Good","Good",0
"3722","3722","PHN205","Murray","1","Good","Good",0
"3723","3723","PHN204","Gippsland","4e-6","Good","Good",1
"3723","3723","PHN205","Murray","0.999996","Good","Good",0
"3725","3725","PHN205","Murray","1","Good","Good",0
"3726","3726","PHN205","Murray","1","Good","Good",0
"3727","3727","PHN205","Murray","1","Good","Good",0
"3728","3728","PHN205","Murray","1","Good","Good",0
"3730","3730","PHN205","Murray","1","Good","Good",0
"3732","3732","PHN205","Murray","1","Good","Good",0
"3733","3733","PHN205","Murray","1","Good","Good",0
