"SA1_CODE_2021","SA1_NAME_2021","Region","Region_Nam","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"31701145515","","E","South Queensland","1","Good","Good",3
"31701145516","","E","South Queensland","1","Good","Good",3
"31701145517","","E","South Queensland","1","Good","Good",3
"31701145518","","E","South Queensland","1","Good","Good",3
"31701145519","","E","South Queensland","1","Good","Good",3
"31701145520","","E","South Queensland","1","Good","Good",3
"31701145521","","E","South Queensland","1","Good","Good",3
"31701145522","","E","South Queensland","1","Good","Good",3
"31701145523","","E","South Queensland","1","Good","Good",3
"31701145601","","E","South Queensland","1","Good","Good",3
"31701145602","","E","South Queensland","1","Good","Good",3
"31701145603","","E","South Queensland","1","Good","Good",3
"31701145604","","E","South Queensland","1","Good","Good",3
"31701145605","","E","South Queensland","1","Good","Good",3
"31701145606","","E","South Queensland","1","Good","Good",3
"31701145607","","E","South Queensland","1","Good","Good",3
"31701145608","","E","South Queensland","1","Good","Good",3
"31701145609","","E","South Queensland","1","Good","Good",3
"31701145610","","E","South Queensland","1","Good","Good",3
"31701145611","","E","South Queensland","1","Good","Good",3
"31701145612","","E","South Queensland","1","Good","Good",3
"31701145613","","E","South Queensland","1","Good","Good",3
"31701145614","","E","South Queensland","1","Good","Good",3
"31701145615","","E","South Queensland","1","Good","Good",3
"31701145616","","E","South Queensland","1","Good","Good",3
"31701145617","","E","South Queensland","1","Good","Good",3
"31701145618","","E","South Queensland","1","Good","Good",3
"31701145619","","E","South Queensland","1","Good","Good",3
"31701145620","","E","South Queensland","1","Good","Good",3
"31701145621","","E","South Queensland","1","Good","Good",3
"31701145622","","E","South Queensland","1","Good","Good",3
"31701145623","","E","South Queensland","1","Good","Good",3
"31701145624","","E","South Queensland","1","Good","Good",3
"31701145625","","E","South Queensland","1","Good","Good",3
"31701145626","","E","South Queensland","1","Good","Good",3
"31701145627","","E","South Queensland","1","Good","Good",3
"31701145628","","E","South Queensland","1","Good","Good",3
"31701145629","","E","South Queensland","1","Good","Good",3
"31701145630","","E","South Queensland","1","Good","Good",3
"31701145631","","E","South Queensland","1","Good","Good",3
"31701145632","","E","South Queensland","1","Good","Good",3
"31701145633","","E","South Queensland","1","Good","Good",3
"31701145634","","E","South Queensland","1","Good","Good",3
"31701145635","","E","South Queensland","1","Good","Good",3
"31701145636","","E","South Queensland","1","Good","Good",3
"31701145637","","E","South Queensland","1","Good","Good",3
"31701145701","","E","South Queensland","1","Good","Good",3
"31701145702","","E","South Queensland","1","Good","Good",3
"31701145703","","E","South Queensland","1","Good","Good",3
"31701145704","","E","South Queensland","1","Good","Good",3
"31701145705","","E","South Queensland","1","Good","Good",3
"31701145706","","E","South Queensland","1","Good","Good",3
"31701145707","","E","South Queensland","1","Good","Good",3
"31701145708","","E","South Queensland","1","Good","Good",3
"31701145709","","E","South Queensland","1","Good","Good",3
"31701145710","","E","South Queensland","1","Good","Good",3
"31701145711","","E","South Queensland","1","Good","Good",3
"31701145712","","E","South Queensland","1","Good","Good",3
"31701145713","","E","South Queensland","1","Good","Good",3
"31701145714","","E","South Queensland","1","Good","Good",3
"31701145715","","E","South Queensland","1","Good","Good",3
"31701145716","","E","South Queensland","1","Good","Good",3
"31701145717","","E","South Queensland","1","Good","Good",3
"31701145718","","E","South Queensland","1","Good","Good",3
"31701145719","","E","South Queensland","1","Good","Good",3
"31701145720","","E","South Queensland","1","Good","Good",3
"31701145721","","E","South Queensland","1","Good","Good",3
"31701145722","","E","South Queensland","1","Good","Good",3
"31701145723","","E","South Queensland","1","Good","Good",3
"31701145724","","E","South Queensland","1","Good","Good",3
"31701145725","","E","South Queensland","1","Good","Good",3
"31701145726","","E","South Queensland","1","Good","Good",3
"31701145727","","E","South Queensland","1","Good","Good",3
"31701145728","","E","South Queensland","1","Good","Good",3
"31701145801","","E","South Queensland","1","Good","Good",3
"31701145803","","E","South Queensland","1","Good","Good",3
"31701145804","","E","South Queensland","1","Good","Good",3
"31701145805","","E","South Queensland","1","Good","Good",3
"31701145808","","E","South Queensland","1","Good","Good",3
"31701145809","","E","South Queensland","1","Good","Good",3
"31701145810","","E","South Queensland","1","Good","Good",3
"31701145813","","E","South Queensland","1","Good","Good",3
"31701145816","","E","South Queensland","1","Good","Good",3
"31701145817","","E","South Queensland","1","Good","Good",3
"31701145818","","E","South Queensland","1","Good","Good",3
"31701145819","","E","South Queensland","1","Good","Good",3
"31701145820","","E","South Queensland","1","Good","Good",3
"31701145821","","E","South Queensland","1","Good","Good",3
"31701145822","","E","South Queensland","1","Good","Good",3
"31701145823","","E","South Queensland","1","Good","Good",3
"31701145825","","E","South Queensland","1","Good","Good",3
"31701145826","","E","South Queensland","1","Good","Good",3
"31701145827","","E","South Queensland","1","Good","Good",3
"31701145828","","E","South Queensland","1","Good","Good",3
"31701145829","","E","South Queensland","1","Good","Good",3
"31701145830","","E","South Queensland","1","Good","Good",3
"31701145832","","E","South Queensland","1","Good","Good",3
"31701145833","","E","South Queensland","1","Good","Good",3
"31701145834","","E","South Queensland","1","Good","Good",3
"31701145835","","E","South Queensland","1","Good","Good",3
"31701145836","","E","South Queensland","1","Good","Good",3
"31701145838","","E","South Queensland","1","Good","Good",3
"31701145839","","E","South Queensland","1","Good","Good",3
"31701145840","","E","South Queensland","1","Good","Good",3
"31701145841","","E","South Queensland","1","Good","Good",3
"31701145842","","E","South Queensland","1","Good","Good",3
"31701145843","","E","South Queensland","1","Good","Good",3
"31701145844","","E","South Queensland","1","Good","Good",3
"31701145845","","E","South Queensland","1","Good","Good",3
"31701145846","","E","South Queensland","1","Good","Good",3
"31701145847","","E","South Queensland","1","Good","Good",3
"31701145848","","E","South Queensland","1","Good","Good",3
"31701145849","","E","South Queensland","1","Good","Good",3
"31701145850","","E","South Queensland","1","Good","Good",3
"31701145901","","E","South Queensland","1","Good","Good",3
"31701145902","","E","South Queensland","1","Good","Good",3
"31701145903","","E","South Queensland","1","Good","Good",3
"31701145904","","E","South Queensland","1","Good","Good",3
"31701145905","","E","South Queensland","1","Good","Good",3
"31701145906","","E","South Queensland","1","Good","Good",3
"31701145907","","E","South Queensland","1","Good","Good",3
"31701145908","","E","South Queensland","1","Good","Good",3
"31701145909","","E","South Queensland","1","Good","Good",3
"31701145910","","E","South Queensland","1","Good","Good",3
"31701145911","","E","South Queensland","1","Good","Good",3
"31701145912","","E","South Queensland","1","Good","Good",3
"31701145913","","E","South Queensland","1","Good","Good",3
"31701145914","","E","South Queensland","1","Good","Good",3
"31701145915","","E","South Queensland","1","Good","Good",3
"31701145917","","E","South Queensland","1","Good","Good",3
"31701145918","","E","South Queensland","1","Good","Good",3
"31701145919","","E","South Queensland","1","Good","Good",3
"31701145920","","E","South Queensland","1","Good","Good",3
"31701145922","","E","South Queensland","1","Good","Good",3
"31701145923","","E","South Queensland","1","Good","Good",3
"31701145924","","E","South Queensland","1","Good","Good",3
"31701145925","","E","South Queensland","1","Good","Good",3
"31701145926","","E","South Queensland","1","Good","Good",3
"31701145927","","E","South Queensland","1","Good","Good",3
"31701145928","","E","South Queensland","1","Good","Good",3
"31701145929","","E","South Queensland","1","Good","Good",3
"31701145930","","E","South Queensland","1","Good","Good",3
"31701145931","","E","South Queensland","1","Good","Good",3
"31701145932","","E","South Queensland","1","Good","Good",3
"31701145933","","E","South Queensland","1","Good","Good",3
"31701145934","","E","South Queensland","1","Good","Good",3
"31701145935","","E","South Queensland","1","Good","Good",3
"31701145936","","E","South Queensland","1","Good","Good",3
"31701145937","","E","South Queensland","1","Good","Good",3
"31701145938","","E","South Queensland","1","Good","Good",3
"31701145939","","E","South Queensland","1","Good","Good",3
"31701145940","","E","South Queensland","1","Good","Good",3
"31701145941","","E","South Queensland","1","Good","Good",3
"31801146001","","B","North Queensland","1","Good","Good",3
"31801146002","","B","North Queensland","1","Good","Good",3
"31801146003","","B","North Queensland","1","Good","Good",3
"31801146004","","B","North Queensland","1","Good","Good",3
"31801146006","","B","North Queensland","1","Good","Good",3
"31801146007","","B","North Queensland","1","Good","Good",3
"31801146008","","B","North Queensland","1","Good","Good",3
"31801146009","","B","North Queensland","1","Good","Good",3
"31801146010","","B","North Queensland","1","Good","Good",3
"31801146011","","B","North Queensland","1","Good","Good",3
"31801146012","","B","North Queensland","1","Good","Good",3
"31801146013","","B","North Queensland","1","Good","Good",3
"31801146014","","B","North Queensland","1","Good","Good",3
"31801146015","","B","North Queensland","1","Good","Good",3
"31801146016","","B","North Queensland","1","Good","Good",3
"31801146017","","B","North Queensland","1","Good","Good",3
"31801146018","","B","North Queensland","1","Good","Good",3
"31801146020","","B","North Queensland","1","Good","Good",3
"31801146021","","B","North Queensland","1","Good","Good",3
"31801146022","","B","North Queensland","1","Good","Good",3
"31801146023","","B","North Queensland","1","Good","Good",3
"31801146024","","B","North Queensland","1","Good","Good",3
"31801146025","","B","North Queensland","1","Good","Good",3
"31801146026","","B","North Queensland","1","Good","Good",3
"31801146027","","B","North Queensland","1","Good","Good",3
"31801146101","","B","North Queensland","1","Good","Good",3
"31801146102","","B","North Queensland","1","Good","Good",3
"31801146103","","B","North Queensland","1","Good","Good",3
"31801146104","","B","North Queensland","1","Good","Good",3
"31801146105","","B","North Queensland","1","Good","Good",3
"31801146106","","B","North Queensland","1","Good","Good",3
"31801146107","","B","North Queensland","1","Good","Good",3
"31801146108","","B","North Queensland","1","Good","Good",3
"31801146109","","B","North Queensland","1","Good","Good",3
"31801146110","","B","North Queensland","1","Good","Good",3
"31801146111","","B","North Queensland","1","Good","Good",3
"31801146112","","B","North Queensland","1","Good","Good",3
"31801146113","","B","North Queensland","1","Good","Good",3
"31801146114","","B","North Queensland","1","Good","Good",3
"31801146115","","B","North Queensland","1","Good","Good",3
"31801146116","","B","North Queensland","1","Good","Good",3
"31801146117","","B","North Queensland","1","Good","Good",3
"31801146118","","B","North Queensland","1","Good","Good",3
"31801146119","","B","North Queensland","1","Good","Good",3
"31801146120","","B","North Queensland","1","Good","Good",3
"31801146121","","B","North Queensland","1","Good","Good",3
"31801146122","","B","North Queensland","1","Good","Good",3
"31801146123","","B","North Queensland","1","Good","Good",3
"31801146124","","B","North Queensland","1","Good","Good",3
"31801146125","","B","North Queensland","1","Good","Good",3
"31801146201","","B","North Queensland","1","Good","Good",3
"31801146202","","B","North Queensland","1","Good","Good",3
"31801146203","","B","North Queensland","1","Good","Good",3
"31801146204","","B","North Queensland","1","Good","Good",3
"31801146205","","B","North Queensland","1","Good","Good",3
"31801146206","","B","North Queensland","1","Good","Good",3
"31801146207","","B","North Queensland","1","Good","Good",3
"31801146208","","B","North Queensland","1","Good","Good",3
"31801146209","","B","North Queensland","1","Good","Good",3
"31801146210","","B","North Queensland","1","Good","Good",3
"31801146211","","B","North Queensland","1","Good","Good",3
"31801146212","","B","North Queensland","1","Good","Good",3
"31801146213","","B","North Queensland","1","Good","Good",3
"31801146214","","B","North Queensland","1","Good","Good",3
"31801146215","","B","North Queensland","1","Good","Good",3
"31801146216","","B","North Queensland","1","Good","Good",3
"31801146217","","B","North Queensland","1","Good","Good",3
"31801146218","","B","North Queensland","1","Good","Good",3
"31801146219","","B","North Queensland","1","Good","Good",3
"31801146220","","B","North Queensland","1","Good","Good",3
"31801146221","","B","North Queensland","1","Good","Good",3
"31801146222","","B","North Queensland","1","Good","Good",3
"31801146223","","B","North Queensland","1","Good","Good",3
"31801146224","","B","North Queensland","1","Good","Good",3
"31801146302","","B","North Queensland","1","Good","Good",3
"31801146303","","B","North Queensland","1","Good","Good",3
"31801146304","","B","North Queensland","1","Good","Good",3
"31801146305","","B","North Queensland","1","Good","Good",3
"31801146306","","B","North Queensland","1","Good","Good",3
"31801146307","","B","North Queensland","1","Good","Good",3
"31801146308","","B","North Queensland","1","Good","Good",3
"31801146309","","B","North Queensland","1","Good","Good",3
"31801146310","","B","North Queensland","1","Good","Good",3
"31801146311","","B","North Queensland","1","Good","Good",3
"31801146312","","B","North Queensland","1","Good","Good",3
"31801146313","","B","North Queensland","1","Good","Good",3
"31801146402","","B","North Queensland","1","Good","Good",3
"31801146404","","B","North Queensland","1","Good","Good",3
"31801146405","","B","North Queensland","1","Good","Good",3
"31801146406","","B","North Queensland","1","Good","Good",3
"31801146407","","B","North Queensland","1","Good","Good",3
"31801146408","","B","North Queensland","1","Good","Good",3
"31801146409","","B","North Queensland","1","Good","Good",3
"31801146410","","B","North Queensland","1","Good","Good",3
"31801146411","","B","North Queensland","1","Good","Good",3
"31801146412","","B","North Queensland","1","Good","Good",3
"31801146413","","B","North Queensland","1","Good","Good",3
"31801146415","","B","North Queensland","1","Good","Good",3
"31801146416","","B","North Queensland","1","Good","Good",3
"31801146417","","B","North Queensland","1","Good","Good",3
"31801146418","","B","North Queensland","1","Good","Good",3
"31801146419","","B","North Queensland","1","Good","Good",3
"31801146420","","B","North Queensland","1","Good","Good",3
"31801146501","","B","North Queensland","1","Good","Good",3
"31801146502","","B","North Queensland","1","Good","Good",3
"31801146503","","B","North Queensland","1","Good","Good",3
"31801146504","","B","North Queensland","1","Good","Good",3
"31801146505","","B","North Queensland","1","Good","Good",3
"31801146506","","B","North Queensland","1","Good","Good",3
"31801146507","","B","North Queensland","1","Good","Good",3
"31801146508","","B","North Queensland","1","Good","Good",3
"31801146509","","B","North Queensland","1","Good","Good",3
"31801146510","","B","North Queensland","1","Good","Good",3
"31801146511","","B","North Queensland","1","Good","Good",3
"31801146512","","B","North Queensland","1","Good","Good",3
"31801146513","","B","North Queensland","1","Good","Good",3
"31801146514","","B","North Queensland","1","Good","Good",3
"31801146515","","B","North Queensland","1","Good","Good",3
"31801146516","","B","North Queensland","1","Good","Good",3
"31801146517","","B","North Queensland","1","Good","Good",3
"31801146518","","B","North Queensland","1","Good","Good",3
"31801146519","","B","North Queensland","1","Good","Good",3
"31801146520","","B","North Queensland","1","Good","Good",3
"31801146601","","B","North Queensland","1","Good","Good",3
"31801146602","","B","North Queensland","1","Good","Good",3
"31802146701","","B","North Queensland","1","Good","Good",3
"31802146702","","B","North Queensland","1","Good","Good",3
"31802146704","","B","North Queensland","1","Good","Good",3
"31802146705","","B","North Queensland","1","Good","Good",3
"31802146706","","B","North Queensland","1","Good","Good",3
"31802146707","","B","North Queensland","1","Good","Good",3
"31802146708","","B","North Queensland","1","Good","Good",3
"31802146709","","B","North Queensland","1","Good","Good",3
"31802146710","","B","North Queensland","1","Good","Good",3
"31802146711","","B","North Queensland","1","Good","Good",3
"31802146712","","B","North Queensland","1","Good","Good",3
"31802146713","","B","North Queensland","1","Good","Good",3
"31802146714","","B","North Queensland","1","Good","Good",3
"31802146715","","B","North Queensland","1","Good","Good",3
"31802146716","","B","North Queensland","1","Good","Good",3
"31802146717","","B","North Queensland","1","Good","Good",3
"31802146801","","B","North Queensland","1","Good","Good",3
"31802146802","","B","North Queensland","1","Good","Good",3
"31802146803","","B","North Queensland","1","Good","Good",3
"31802146804","","B","North Queensland","1","Good","Good",3
"31802146805","","B","North Queensland","1","Good","Good",3
"31802146806","","B","North Queensland","1","Good","Good",3
"31802146807","","B","North Queensland","1","Good","Good",3
"31802146808","","B","North Queensland","1","Good","Good",3
"31802146810","","B","North Queensland","1","Good","Good",3
"31802146811","","B","North Queensland","1","Good","Good",3
"31802146812","","B","North Queensland","1","Good","Good",3
"31802146813","","B","North Queensland","1","Good","Good",3
"31802146814","","B","North Queensland","1","Good","Good",3
"31802146815","","B","North Queensland","1","Good","Good",3
"31802146816","","B","North Queensland","1","Good","Good",3
"31802146817","","B","North Queensland","1","Good","Good",3
"31802146818","","B","North Queensland","1","Good","Good",3
"31802146819","","B","North Queensland","1","Good","Good",3
"31802146820","","B","North Queensland","1","Good","Good",3
"31802146821","","B","North Queensland","1","Good","Good",3
"31802146822","","B","North Queensland","1","Good","Good",3
"31802146823","","B","North Queensland","1","Good","Good",3
"31802146824","","B","North Queensland","1","Good","Good",3
"31802146825","","B","North Queensland","1","Good","Good",3
"31802146826","","B","North Queensland","1","Good","Good",3
"31802146827","","B","North Queensland","1","Good","Good",3
"31802146828","","B","North Queensland","1","Good","Good",3
"31802146829","","B","North Queensland","1","Good","Good",3
"31802146901","","B","North Queensland","1","Good","Good",3
"31802146902","","B","North Queensland","1","Good","Good",3
"31802146903","","B","North Queensland","1","Good","Good",3
"31802146904","","B","North Queensland","1","Good","Good",3
"31802146905","","B","North Queensland","1","Good","Good",3
"31802146906","","B","North Queensland","1","Good","Good",3
"31802146907","","B","North Queensland","1","Good","Good",3
"31802146908","","B","North Queensland","1","Good","Good",3
"31802146909","","B","North Queensland","1","Good","Good",3
"31802147001","","B","North Queensland","1","Good","Good",3
"31802147002","","B","North Queensland","1","Good","Good",3
"31802147003","","B","North Queensland","1","Good","Good",3
"31802147004","","B","North Queensland","1","Good","Good",3
"31802147007","","B","North Queensland","1","Good","Good",3
"31802147008","","B","North Queensland","1","Good","Good",3
"31802147012","","B","North Queensland","1","Good","Good",3
"31802147013","","B","North Queensland","1","Good","Good",3
"31802147014","","B","North Queensland","1","Good","Good",3
"31802147015","","B","North Queensland","1","Good","Good",3
"31802147016","","B","North Queensland","1","Good","Good",3
"31802147018","","B","North Queensland","1","Good","Good",3
"31802147020","","B","North Queensland","1","Good","Good",3
"31802147021","","B","North Queensland","1","Good","Good",3
"31802147022","","B","North Queensland","1","Good","Good",3
"31802147023","","B","North Queensland","1","Good","Good",3
"31802147024","","B","North Queensland","1","Good","Good",3
"31802147025","","B","North Queensland","1","Good","Good",3
"31802147026","","B","North Queensland","1","Good","Good",3
"31802147027","","B","North Queensland","1","Good","Good",3
"31802147101","","B","North Queensland","1","Good","Good",3
"31802147102","","B","North Queensland","1","Good","Good",3
"31802147103","","B","North Queensland","1","Good","Good",3
"31802147104","","B","North Queensland","1","Good","Good",3
"31802147105","","B","North Queensland","1","Good","Good",3
"31802147106","","B","North Queensland","1","Good","Good",3
"31802147107","","B","North Queensland","1","Good","Good",3
"31802147108","","B","North Queensland","1","Good","Good",3
"31802147109","","B","North Queensland","1","Good","Good",3
"31802147110","","B","North Queensland","1","Good","Good",3
"31802147111","","B","North Queensland","1","Good","Good",3
"31802147112","","B","North Queensland","1","Good","Good",3
"31802147113","","B","North Queensland","1","Good","Good",3
"31802147114","","B","North Queensland","1","Good","Good",3
"31802147115","","B","North Queensland","1","Good","Good",3
"31802147117","","B","North Queensland","1","Good","Good",3
"31802147118","","B","North Queensland","1","Good","Good",3
"31802147119","","B","North Queensland","1","Good","Good",3
"31802147120","","B","North Queensland","1","Good","Good",3
"31802147121","","B","North Queensland","1","Good","Good",3
"31802147122","","B","North Queensland","1","Good","Good",3
"31802147123","","B","North Queensland","1","Good","Good",3
"31802147124","","B","North Queensland","1","Good","Good",3
"31802147125","","B","North Queensland","1","Good","Good",3
"31802147126","","B","North Queensland","1","Good","Good",3
"31802147127","","B","North Queensland","1","Good","Good",3
"31802147128","","B","North Queensland","1","Good","Good",3
"31802147129","","B","North Queensland","1","Good","Good",3
"31802147130","","B","North Queensland","1","Good","Good",3
"31802147131","","B","North Queensland","1","Good","Good",3
"31802147201","","B","North Queensland","1","Good","Good",3
"31802147202","","B","North Queensland","1","Good","Good",3
"31802147203","","B","North Queensland","1","Good","Good",3
"31802147204","","B","North Queensland","1","Good","Good",3
"31802147205","","B","North Queensland","1","Good","Good",3
"31802147206","","B","North Queensland","1","Good","Good",3
"31802147207","","B","North Queensland","1","Good","Good",3
"31802147208","","B","North Queensland","1","Good","Good",3
"31802147209","","B","North Queensland","1","Good","Good",3
"31802147210","","B","North Queensland","1","Good","Good",3
"31802147211","","B","North Queensland","1","Good","Good",3
"31802147212","","B","North Queensland","1","Good","Good",3
"31802147213","","B","North Queensland","1","Good","Good",3
"31802147214","","B","North Queensland","1","Good","Good",3
"31802147215","","B","North Queensland","1","Good","Good",3
"31802147216","","B","North Queensland","1","Good","Good",3
"31802147401","","B","North Queensland","1","Good","Good",3
"31802147402","","B","North Queensland","1","Good","Good",3
"31802147403","","B","North Queensland","1","Good","Good",3
"31802147404","","B","North Queensland","1","Good","Good",3
"31802147405","","B","North Queensland","1","Good","Good",3
"31802147406","","B","North Queensland","1","Good","Good",3
"31802147407","","B","North Queensland","1","Good","Good",3
"31802147408","","B","North Queensland","1","Good","Good",3
"31802147409","","B","North Queensland","1","Good","Good",3
"31802147410","","B","North Queensland","1","Good","Good",3
"31802147411","","B","North Queensland","1","Good","Good",3
"31802147412","","B","North Queensland","1","Good","Good",3
"31802147413","","B","North Queensland","1","Good","Good",3
"31802147414","","B","North Queensland","1","Good","Good",3
"31802147415","","B","North Queensland","1","Good","Good",3
"31802147416","","B","North Queensland","1","Good","Good",3
"31802147417","","B","North Queensland","1","Good","Good",3
"31802147501","","B","North Queensland","1","Good","Good",3
"31802147502","","B","North Queensland","1","Good","Good",3
"31802147503","","B","North Queensland","1","Good","Good",3
"31802147504","","B","North Queensland","1","Good","Good",3
"31802147505","","B","North Queensland","1","Good","Good",3
"31802147506","","B","North Queensland","1","Good","Good",3
"31802147507","","B","North Queensland","1","Good","Good",3
"31802147508","","B","North Queensland","1","Good","Good",3
"31802147509","","B","North Queensland","1","Good","Good",3
"31802147510","","B","North Queensland","1","Good","Good",3
"31802147511","","B","North Queensland","1","Good","Good",3
"31802147512","","B","North Queensland","1","Good","Good",3
"31802147513","","B","North Queensland","1","Good","Good",3
"31802147514","","B","North Queensland","1","Good","Good",3
"31802147515","","B","North Queensland","1","Good","Good",3
"31802147516","","B","North Queensland","1","Good","Good",3
"31802147517","","B","North Queensland","1","Good","Good",3
"31802147601","","B","North Queensland","1","Good","Good",3
"31802147602","","B","North Queensland","1","Good","Good",3
"31802147603","","B","North Queensland","1","Good","Good",3
"31802147604","","B","North Queensland","1","Good","Good",3
"31802147605","","B","North Queensland","1","Good","Good",3
"31802147606","","B","North Queensland","1","Good","Good",3
"31802147607","","B","North Queensland","1","Good","Good",3
"31802147608","","B","North Queensland","1","Good","Good",3
"31802147609","","B","North Queensland","1","Good","Good",3
"31802147610","","B","North Queensland","1","Good","Good",3
"31802147611","","B","North Queensland","1","Good","Good",3
"31802147612","","B","North Queensland","1","Good","Good",3
"31802147613","","B","North Queensland","1","Good","Good",3
"31802147614","","B","North Queensland","1","Good","Good",3
"31802147615","","B","North Queensland","1","Good","Good",3
"31802147616","","B","North Queensland","1","Good","Good",3
"31802147617","","B","North Queensland","1","Good","Good",3
"31802147618","","B","North Queensland","1","Good","Good",3
"31802147619","","B","North Queensland","1","Good","Good",3
"31802147620","","B","North Queensland","1","Good","Good",3
"31802147621","","B","North Queensland","1","Good","Good",3
"31802147701","","B","North Queensland","1","Good","Good",3
"31802147702","","B","North Queensland","1","Good","Good",3
"31802147703","","B","North Queensland","1","Good","Good",3
"31802147704","","B","North Queensland","1","Good","Good",3
"31802147705","","B","North Queensland","1","Good","Good",3
"31802147706","","B","North Queensland","1","Good","Good",3
"31802147707","","B","North Queensland","1","Good","Good",3
"31802147708","","B","North Queensland","1","Good","Good",3
"31802147709","","B","North Queensland","1","Good","Good",3
"31802147710","","B","North Queensland","1","Good","Good",3
"31802147711","","B","North Queensland","1","Good","Good",3
"31802147801","","B","North Queensland","1","Good","Good",3
"31802147802","","B","North Queensland","1","Good","Good",3
"31802147803","","B","North Queensland","1","Good","Good",3
"31802147804","","B","North Queensland","1","Good","Good",3
"31802147805","","B","North Queensland","1","Good","Good",3
"31802147806","","B","North Queensland","1","Good","Good",3
"31802147807","","B","North Queensland","1","Good","Good",3
"31802147808","","B","North Queensland","1","Good","Good",3
"31802147809","","B","North Queensland","1","Good","Good",3
"31802147810","","B","North Queensland","1","Good","Good",3
"31802147811","","B","North Queensland","1","Good","Good",3
"31802147812","","B","North Queensland","1","Good","Good",3
"31802147813","","B","North Queensland","1","Good","Good",3
"31802147814","","B","North Queensland","1","Good","Good",3
"31802147815","","B","North Queensland","1","Good","Good",3
"31802147901","","B","North Queensland","1","Good","Good",3
"31802147902","","B","North Queensland","1","Good","Good",3
"31802147903","","B","North Queensland","1","Good","Good",3
"31802147904","","B","North Queensland","1","Good","Good",3
"31802147905","","B","North Queensland","1","Good","Good",3
"31802147906","","B","North Queensland","1","Good","Good",3
"31802147907","","B","North Queensland","1","Good","Good",3
"31802147908","","B","North Queensland","1","Good","Good",3
"31802147909","","B","North Queensland","1","Good","Good",3
"31802147912","","B","North Queensland","1","Good","Good",3
"31802147913","","B","North Queensland","1","Good","Good",3
"31802147914","","B","North Queensland","1","Good","Good",3
"31802147915","","B","North Queensland","1","Good","Good",3
"31802148001","","B","North Queensland","1","Good","Good",3
"31802148003","","B","North Queensland","1","Good","Good",3
"31802148004","","B","North Queensland","1","Good","Good",3
"31802148005","","B","North Queensland","1","Good","Good",3
"31802148006","","B","North Queensland","1","Good","Good",3
"31802148007","","B","North Queensland","1","Good","Good",3
"31802148008","","B","North Queensland","1","Good","Good",3
"31802148009","","B","North Queensland","1","Good","Good",3
"31802148011","","B","North Queensland","1","Good","Good",3
"31802148012","","B","North Queensland","1","Good","Good",3
"31802148013","","B","North Queensland","1","Good","Good",3
"31802148014","","B","North Queensland","1","Good","Good",3
"31802148015","","B","North Queensland","1","Good","Good",3
"31802148016","","B","North Queensland","1","Good","Good",3
"31802148017","","B","North Queensland","1","Good","Good",3
"31802148018","","B","North Queensland","1","Good","Good",3
"31802148019","","B","North Queensland","1","Good","Good",3
"31802148021","","B","North Queensland","1","Good","Good",3
"31802148022","","B","North Queensland","1","Good","Good",3
"31802148023","","B","North Queensland","1","Good","Good",3
"31802148024","","B","North Queensland","1","Good","Good",3
"31802148025","","B","North Queensland","1","Good","Good",3
"31802148026","","B","North Queensland","1","Good","Good",3
"31802148027","","B","North Queensland","1","Good","Good",3
"31802148028","","B","North Queensland","1","Good","Good",3
"31802148029","","B","North Queensland","1","Good","Good",3
"31802148101","","B","North Queensland","1","Good","Good",3
"31802148102","","B","North Queensland","1","Good","Good",3
"31802148103","","B","North Queensland","1","Good","Good",3
"31802148104","","B","North Queensland","1","Good","Good",3
"31802148105","","B","North Queensland","1","Good","Good",3
"31802148106","","B","North Queensland","1","Good","Good",3
"31802148107","","B","North Queensland","1","Good","Good",3
"31802148108","","B","North Queensland","1","Good","Good",3
"31802148109","","B","North Queensland","1","Good","Good",3
"31802148110","","B","North Queensland","1","Good","Good",3
"31802148111","","B","North Queensland","1","Good","Good",3
"31802148112","","B","North Queensland","1","Good","Good",3
"31802148113","","B","North Queensland","1","Good","Good",3
"31802148114","","B","North Queensland","1","Good","Good",3
"31802148115","","B","North Queensland","1","Good","Good",3
"31802148116","","B","North Queensland","1","Good","Good",3
"31802148117","","B","North Queensland","1","Good","Good",3
"31802148118","","B","North Queensland","1","Good","Good",3
"31802148119","","B","North Queensland","1","Good","Good",3
"31802148120","","B","North Queensland","1","Good","Good",3
"31802148121","","B","North Queensland","1","Good","Good",3
"31802148122","","B","North Queensland","1","Good","Good",3
"31802148123","","B","North Queensland","1","Good","Good",3
"31802148124","","B","North Queensland","1","Good","Good",3
"31802148201","","B","North Queensland","1","Good","Good",3
"31802148202","","B","North Queensland","1","Good","Good",3
"31802148203","","B","North Queensland","1","Good","Good",3
"31802148204","","B","North Queensland","1","Good","Good",3
"31802148205","","B","North Queensland","1","Good","Good",3
"31802148206","","B","North Queensland","1","Good","Good",3
"31802148207","","B","North Queensland","1","Good","Good",3
"31802148208","","B","North Queensland","1","Good","Good",3
"31802148209","","B","North Queensland","1","Good","Good",3
"31802148211","","B","North Queensland","1","Good","Good",3
"31802148212","","B","North Queensland","1","Good","Good",3
"31802148213","","B","North Queensland","1","Good","Good",3
"31802148214","","B","North Queensland","1","Good","Good",3
"31802148215","","B","North Queensland","1","Good","Good",3
