DZN_CODE_2016,DZN_NAME_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
111157154,111157154,15050,Maitland,1,Good,Good,0
111167115,111167115,15050,Maitland,1,Good,Good,0
111167116,111167116,15050,Maitland,1,Good,Good,0
111177095,111177095,11720,Cessnock,0.1165514,Good,Good,0
111177095,111177095,15050,Maitland,0.8834486,Good,Good,0
111177096,111177096,15050,Maitland,1,Good,Good,0
111177097,111177097,15050,Maitland,1,Good,Good,0
111177098,111177098,15050,Maitland,1,Good,Good,0
111177099,111177099,15050,Maitland,1,Good,Good,0
111177100,111177100,15050,Maitland,1,Good,Good,0
111177101,111177101,15050,Maitland,1,Good,Good,0
111177102,111177102,15050,Maitland,1,Good,Good,0
111187167,111187167,15050,Maitland,1,Good,Good,0
111187168,111187168,15050,Maitland,1,Good,Good,0
111187169,111187169,15050,Maitland,1,Good,Good,0
111197246,111197246,16400,Port Stephens,1,Good,Good,0
111197247,111197247,16400,Port Stephens,1,Good,Good,0
111207232,111207232,16400,Port Stephens,1,Good,Good,0
111207233,111207233,16400,Port Stephens,1,Good,Good,0
111217260,111217260,16400,Port Stephens,1,Good,Good,0
111217261,111217261,16400,Port Stephens,1,Good,Good,0
111217262,111217262,16400,Port Stephens,1,Good,Good,0
111217263,111217263,16400,Port Stephens,1,Good,Good,0
111217264,111217264,16400,Port Stephens,1,Good,Good,0
111217265,111217265,16400,Port Stephens,1,Good,Good,0
111217266,111217266,16400,Port Stephens,1,Good,Good,0
111217267,111217267,16400,Port Stephens,1,Good,Good,0
111227196,111227196,16400,Port Stephens,1,Good,Good,0
111227197,111227197,16400,Port Stephens,1,Good,Good,0
111227198,111227198,16400,Port Stephens,1,Good,Good,0
111227199,111227199,16400,Port Stephens,1,Good,Good,0
111227200,111227200,16400,Port Stephens,1,Good,Good,0
111237182,111237182,16400,Port Stephens,1,Good,Good,0
111237183,111237183,16400,Port Stephens,1,Good,Good,0
111248035,111248035,15240,Mid-Coast,1,Good,Good,0
111248036,111248036,15240,Mid-Coast,1,Good,Good,0
111257213,111257213,16400,Port Stephens,1,Good,Good,0
111257214,111257214,16400,Port Stephens,1,Good,Good,0
111257215,111257215,16400,Port Stephens,1,Good,Good,0
111257216,111257216,16400,Port Stephens,1,Good,Good,0
111257217,111257217,16400,Port Stephens,1,Good,Good,0
111257218,111257218,16400,Port Stephens,1,Good,Good,0
111257219,111257219,15240,Mid-Coast,0.0805419,Good,Good,0
111257219,111257219,16400,Port Stephens,0.9194581,Good,Good,0
111260001,111260001,15650,Muswellbrook,1,Good,Good,0
111268016,111268016,15650,Muswellbrook,1,Good,Good,0
111278011,111278011,15650,Muswellbrook,1,Good,Good,0
111278012,111278012,15650,Muswellbrook,1,Good,Good,0
111278013,111278013,15650,Muswellbrook,1,Good,Good,0
111288008,111288008,17620,Upper Hunter Shire,1,Good,Good,0
111298000,111298000,17620,Upper Hunter Shire,1,Good,Good,0
111298001,111298001,17620,Upper Hunter Shire,1,Good,Good,0
111298002,111298002,17620,Upper Hunter Shire,1,Good,Good,0
111298003,111298003,17620,Upper Hunter Shire,1,Good,Good,0
111298004,111298004,17620,Upper Hunter Shire,1,Good,Good,0
111298005,111298005,17620,Upper Hunter Shire,1,Good,Good,0
111317440,111317440,18450,Wollongong,1,Good,Good,0
111317441,111317441,18450,Wollongong,1,Good,Good,0
111317442,111317442,18450,Wollongong,1,Good,Good,0
111317443,111317443,18450,Wollongong,1,Good,Good,0
111317444,111317444,18450,Wollongong,1,Good,Good,0
111317445,111317445,18450,Wollongong,1,Good,Good,0
111317446,111317446,18450,Wollongong,1,Good,Good,0
111317447,111317447,18450,Wollongong,1,Good,Good,0
111327425,111327425,18450,Wollongong,1,Good,Good,0
111327426,111327426,18450,Wollongong,1,Good,Good,0
111327427,111327427,18450,Wollongong,1,Good,Good,0
111337480,111337480,18450,Wollongong,1,Good,Good,0
111337481,111337481,18450,Wollongong,1,Good,Good,0
111337482,111337482,18450,Wollongong,1,Good,Good,0
111340001,111340001,18450,Wollongong,1,Good,Good,0
111340002,111340002,18450,Wollongong,1,Good,Good,0
111347460,111347460,18450,Wollongong,1,Good,Good,0
111347461,111347461,18450,Wollongong,1,Good,Good,0
111347462,111347462,18450,Wollongong,1,Good,Good,0
111347463,111347463,18450,Wollongong,1,Good,Good,0
111347464,111347464,18450,Wollongong,1,Good,Good,0
111347466,111347466,18450,Wollongong,1,Good,Good,0
111347467,111347467,18450,Wollongong,1,Good,Good,0
111357280,111357280,18350,Wingecarribee,0.0001469,Good,Good,1
111357280,111357280,18450,Wollongong,0.0152719,Good,Good,0
111357280,111357280,18400,Wollondilly,0.9845812,Good,Good,0
111360001,111360001,16900,Shellharbour,1,Good,Good,0
111360002,111360002,16900,Shellharbour,1,Good,Good,0
111367519,111367519,16900,Shellharbour,1,Good,Good,0
111367521,111367521,16900,Shellharbour,1,Good,Good,0
111377534,111377534,16900,Shellharbour,1,Good,Good,0
111377535,111377535,16900,Shellharbour,1,Good,Good,0
111377536,111377536,16900,Shellharbour,1,Good,Good,0
111377537,111377537,16900,Shellharbour,1,Good,Good,0
111387632,111387632,14400,Kiama,1,Good,Good,0
111387633,111387633,14400,Kiama,1,Good,Good,0
111387634,111387634,14400,Kiama,1,Good,Good,0
111397618,111397618,14400,Kiama,1,Good,Good,0
111397619,111397619,14400,Kiama,1,Good,Good,0
111407550,111407550,14400,Kiama,1,Good,Good,0
111407551,111407551,14400,Kiama,1,Good,Good,0
111407552,111407552,14400,Kiama,1,Good,Good,0
111410001,111410001,16900,Shellharbour,1,Good,Good,0
111417600,111417600,16900,Shellharbour,1,Good,Good,0
111417601,111417601,16900,Shellharbour,1,Good,Good,0
111417603,111417603,16900,Shellharbour,1,Good,Good,0
111417604,111417604,16900,Shellharbour,1,Good,Good,0
111427565,111427565,16900,Shellharbour,1,Good,Good,0
111427566,111427566,16900,Shellharbour,1,Good,Good,0
111427567,111427567,16900,Shellharbour,1,Good,Good,0
111427568,111427568,16900,Shellharbour,1,Good,Good,0
111427569,111427569,16900,Shellharbour,1,Good,Good,0
111437582,111437582,16900,Shellharbour,1,Good,Good,0
111437583,111437583,16900,Shellharbour,1,Good,Good,0
111437584,111437584,16900,Shellharbour,1,Good,Good,0
111437585,111437585,16900,Shellharbour,1,Good,Good,0
111437586,111437586,16900,Shellharbour,1,Good,Good,0
111437587,111437587,16900,Shellharbour,1,Good,Good,0
111447383,111447383,18450,Wollongong,1,Good,Good,0
111447384,111447384,18450,Wollongong,1,Good,Good,0
111447385,111447385,18450,Wollongong,1,Good,Good,0
111447386,111447386,18450,Wollongong,1,Good,Good,0
111447387,111447387,18450,Wollongong,1,Good,Good,0
111447388,111447388,18450,Wollongong,1,Good,Good,0
111447389,111447389,18450,Wollongong,1,Good,Good,0
111457365,111457365,18450,Wollongong,1,Good,Good,0
111457366,111457366,18450,Wollongong,1,Good,Good,0
111457367,111457367,18450,Wollongong,1,Good,Good,0
111457368,111457368,18450,Wollongong,1,Good,Good,0
111457369,111457369,18450,Wollongong,1,Good,Good,0
111457370,111457370,18450,Wollongong,1,Good,Good,0
111467345,111467345,18450,Wollongong,1,Good,Good,0
111467346,111467346,18450,Wollongong,1,Good,Good,0
111467347,111467347,18450,Wollongong,1,Good,Good,0
111467348,111467348,18450,Wollongong,1,Good,Good,0
111467349,111467349,18450,Wollongong,1,Good,Good,0
111467350,111467350,18450,Wollongong,1,Good,Good,0
111467351,111467351,18450,Wollongong,1,Good,Good,0
111467352,111467352,18450,Wollongong,1,Good,Good,0
111477293,111477293,18400,Wollondilly,0.2537496,Good,Good,0
111477293,111477293,18450,Wollongong,0.7462504,Good,Good,0
111477294,111477294,18450,Wollongong,1,Good,Good,0
111477295,111477295,18450,Wollongong,1,Good,Good,0
111477296,111477296,18450,Wollongong,1,Good,Good,0
111487309,111487309,18450,Wollongong,1,Good,Good,0
111487310,111487310,18450,Wollongong,1,Good,Good,0
111487311,111487311,18450,Wollongong,1,Good,Good,0
111487312,111487312,18450,Wollongong,1,Good,Good,0
111487313,111487313,18450,Wollongong,1,Good,Good,0
111507326,111507326,18450,Wollongong,1,Good,Good,0
111507327,111507327,18450,Wollongong,1,Good,Good,0
111507328,111507328,18450,Wollongong,1,Good,Good,0
111507329,111507329,18450,Wollongong,1,Good,Good,0
111507330,111507330,18450,Wollongong,1,Good,Good,0
111507331,111507331,18450,Wollongong,1,Good,Good,0
111507332,111507332,18450,Wollongong,1,Good,Good,0
111518383,111518383,15240,Mid-Coast,1,Good,Good,0
111518384,111518384,15240,Mid-Coast,1,Good,Good,0
111518385,111518385,15240,Mid-Coast,1,Good,Good,0
111518386,111518386,15240,Mid-Coast,1,Good,Good,0
111528397,111528397,15240,Mid-Coast,1,Good,Good,0
111528398,111528398,15240,Mid-Coast,1,Good,Good,0
111538392,111538392,15240,Mid-Coast,1,Good,Good,0
111538393,111538393,15240,Mid-Coast,1,Good,Good,0
111538394,111538394,15240,Mid-Coast,1,Good,Good,0
111548389,111548389,15240,Mid-Coast,1,Good,Good,0
111558322,111558322,14350,Kempsey,1,Good,Good,0
111558323,111558323,14350,Kempsey,1,Good,Good,0
111558324,111558324,14350,Kempsey,1,Good,Good,0
111558325,111558325,14350,Kempsey,1,Good,Good,0
111568300,111568300,10180,Armidale Regional,0.0226799,Good,Good,0
111568300,111568300,14350,Kempsey,0.9773201,Good,Good,0
111568301,111568301,14350,Kempsey,1,Good,Good,0
111568302,111568302,14350,Kempsey,1,Good,Good,0
111568303,111568303,14350,Kempsey,1,Good,Good,0
111568304,111568304,14350,Kempsey,1,Good,Good,0
111578318,111578318,15700,Nambucca Valley,1,Good,Good,0
111578319,111578319,15700,Nambucca Valley,1,Good,Good,0
111580001,111580001,15700,Nambucca Valley,1,Good,Good,0
111588315,111588315,15700,Nambucca Valley,1,Good,Good,0
111598307,111598307,15700,Nambucca Valley,1,Good,Good,0
111598308,111598308,15700,Nambucca Valley,1,Good,Good,0
111598309,111598309,15700,Nambucca Valley,1,Good,Good,0
111598310,111598310,15700,Nambucca Valley,1,Good,Good,0
111608328,111608328,14350,Kempsey,1,Good,Good,0
111618401,111618401,19399,Unincorporated NSW,1,Poor,Good,0
111628337,111628337,16380,Port Macquarie-Hastings,1,Good,Good,0
111628338,111628338,16380,Port Macquarie-Hastings,1,Good,Good,0
111628339,111628339,16380,Port Macquarie-Hastings,1,Good,Good,0
111628340,111628340,16380,Port Macquarie-Hastings,1,Good,Good,0
111628341,111628341,16380,Port Macquarie-Hastings,1,Good,Good,0
111638352,111638352,16380,Port Macquarie-Hastings,1,Good,Good,0
111648349,111648349,16380,Port Macquarie-Hastings,1,Good,Good,0
111650001,111650001,15240,Mid-Coast,0.0316008,Good,Good,0
111650001,111650001,16380,Port Macquarie-Hastings,0.9683992,Good,Good,0
111658331,111658331,16380,Port Macquarie-Hastings,1,Good,Good,0
111658334,111658334,16380,Port Macquarie-Hastings,1,Good,Good,0
111668344,111668344,16380,Port Macquarie-Hastings,1,Good,Good,0
111668345,111668345,16380,Port Macquarie-Hastings,1,Good,Good,0
111668346,111668346,16380,Port Macquarie-Hastings,1,Good,Good,0
111678355,111678355,15240,Mid-Coast,1,Good,Good,0
111678356,111678356,15240,Mid-Coast,1,Good,Good,0
111688377,111688377,15240,Mid-Coast,1,Good,Good,0
111688378,111688378,15240,Mid-Coast,1,Good,Good,0
111688379,111688379,15240,Mid-Coast,1,Good,Good,0
111688380,111688380,15240,Mid-Coast,1,Good,Good,0
111698372,111698372,15240,Mid-Coast,1,Good,Good,0
111698373,111698373,15240,Mid-Coast,1,Good,Good,0
111698374,111698374,15240,Mid-Coast,1,Good,Good,0
111700001,111700001,15240,Mid-Coast,1,Good,Good,0
111708359,111708359,15240,Mid-Coast,1,Good,Good,0
111708362,111708362,15240,Mid-Coast,1,Good,Good,0
111708363,111708363,15240,Mid-Coast,1,Good,Good,0
111708364,111708364,15240,Mid-Coast,1,Good,Good,0
111708365,111708365,15240,Mid-Coast,1,Good,Good,0
111708366,111708366,15240,Mid-Coast,1,Good,Good,0
111718369,111718369,15240,Mid-Coast,1,Good,Good,0
111728921,111728921,10050,Albury,1,Good,Good,0
111728922,111728922,10050,Albury,1,Good,Good,0
111728923,111728923,10050,Albury,1,Good,Good,0
111738912,111738912,10050,Albury,1,Good,Good,0
111738913,111738913,10050,Albury,1,Good,Good,0
111748908,111748908,10050,Albury,1,Good,Good,0
111748909,111748909,10050,Albury,1,Good,Good,0
111758898,111758898,14950,Lockhart,0.0000001,Good,Good,1
111758898,111758898,13340,Greater Hume Shire,0.9999999,Good,Good,0
111758899,111758899,13340,Greater Hume Shire,1,Good,Good,0
111758900,111758900,13340,Greater Hume Shire,1,Good,Good,0
111758901,111758901,13340,Greater Hume Shire,1,Good,Good,0
111758902,111758902,13340,Greater Hume Shire,1,Good,Good,0
111758903,111758903,13340,Greater Hume Shire,1,Good,Good,0
111758904,111758904,10050,Albury,1,Good,Good,0
111758905,111758905,13340,Greater Hume Shire,1,Good,Good,0
111768916,111768916,10050,Albury,1,Good,Good,0
111768917,111768917,10050,Albury,1,Good,Good,0
111768918,111768918,10050,Albury,1,Good,Good,0
111778863,111778863,11600,Carrathool,0.0743072,Good,Good,0
111778863,111778863,13850,Hay,0.9256928,Good,Good,0
111778864,111778864,13850,Hay,1,Good,Good,0
111788852,111788852,18200,Wentworth,1,Good,Good,0
111788853,111788853,18200,Wentworth,1,Good,Good,0
111788854,111788854,18200,Wentworth,1,Good,Good,0
111798857,111798857,18200,Wentworth,1,Good,Good,0
111798858,111798858,15520,Murray River,0.000001,Good,Good,1
111798858,111798858,10300,Balranald,0.999999,Good,Good,0
111798859,111798859,10300,Balranald,1,Good,Good,0
111798860,111798860,15520,Murray River,1,Good,Good,0
111808895,111808895,12870,Federation,1,Good,Good,0
111810001,111810001,13340,Greater Hume Shire,0.0809035,Good,Good,0
111810001,111810001,12870,Federation,0.9190965,Good,Good,0
111818888,111818888,13340,Greater Hume Shire,0.0672188,Good,Good,0
111818888,111818888,12870,Federation,0.9327812,Good,Good,0
111818890,111818890,12870,Federation,1,Good,Good,0
111818892,111818892,12870,Federation,1,Good,Good,0
111828867,111828867,12730,Edward River,1,Good,Good,0
111838870,111838870,15520,Murray River,1,Good,Good,0
111838871,111838871,15520,Murray River,1,Good,Good,0
111838872,111838872,15520,Murray River,1,Good,Good,0
111838873,111838873,15520,Murray River,1,Good,Good,0
111838874,111838874,12730,Edward River,0.3627695,Good,Good,0
111838874,111838874,15520,Murray River,0.6372305,Good,Good,0
111848878,111848878,15520,Murray River,1,Good,Good,0
111858881,111858881,15560,Murrumbidgee,1,Good,Good,0
111858882,111858882,10650,Berrigan,1,Good,Good,0
111858883,111858883,10650,Berrigan,1,Good,Good,0
111858884,111858884,10650,Berrigan,1,Good,Good,0
111858885,111858885,10650,Berrigan,1,Good,Good,0
111868671,111868671,10180,Armidale Regional,1,Good,Good,0
111868672,111868672,10180,Armidale Regional,1,Good,Good,0
111868673,111868673,10180,Armidale Regional,1,Good,Good,0
111868674,111868674,10180,Armidale Regional,1,Good,Good,0
111878677,111878677,10180,Armidale Regional,1,Good,Good,0
111878678,111878678,10180,Armidale Regional,1,Good,Good,0
111878679,111878679,10180,Armidale Regional,1,Good,Good,0
111878680,111878680,10180,Armidale Regional,1,Good,Good,0
111880001,111880001,17650,Uralla,1,Good,Good,0
111880002,111880002,17310,Tamworth Regional,0.0000002,Good,Good,1
111880002,111880002,10180,Armidale Regional,0.3383963,Good,Good,0
111880002,111880002,17650,Uralla,0.6616034,Good,Good,0
111888665,111888665,17650,Uralla,1,Good,Good,0
111888666,111888666,17650,Uralla,1,Good,Good,0
111898683,111898683,17850,Walcha,1,Good,Good,0
111898684,111898684,17310,Tamworth Regional,0.1584275,Good,Good,0
111898684,111898684,17850,Walcha,0.8415725,Good,Good,0
111898685,111898685,17850,Walcha,1,Good,Good,0
111908622,111908622,13010,Glen Innes Severn,1,Good,Good,0
111908623,111908623,13010,Glen Innes Severn,1,Good,Good,0
111908624,111908624,13010,Glen Innes Severn,1,Good,Good,0
111908625,111908625,13010,Glen Innes Severn,1,Good,Good,0
111918607,111918607,14220,Inverell,1,Good,Good,0
111928610,111928610,14220,Inverell,1,Good,Good,0
111928611,111928611,13660,Gwydir,0.0000002,Good,Good,1
111928611,111928611,14220,Inverell,0.9999998,Good,Good,0
111928612,111928612,17310,Tamworth Regional,0.0000003,Good,Good,1
111928612,111928612,14220,Inverell,0.0000012,Good,Good,1
111928612,111928612,17650,Uralla,0.9999985,Good,Good,0
111928613,111928613,14220,Inverell,1,Good,Good,0
111928614,111928614,10180,Armidale Regional,0.0484082,Good,Good,0
111928614,111928614,14220,Inverell,0.9515918,Good,Good,0
111938600,111938600,13660,Gwydir,1,Good,Good,0
111938601,111938601,13660,Gwydir,1,Good,Good,0
111938602,111938602,13660,Gwydir,1,Good,Good,0
111938603,111938603,14220,Inverell,1,Good,Good,0
111938604,111938604,14220,Inverell,1,Good,Good,0
111948617,111948617,17400,Tenterfield,1,Good,Good,0
111948618,111948618,17400,Tenterfield,1,Good,Good,0
111948619,111948619,17400,Tenterfield,1,Good,Good,0
111958588,111958588,15300,Moree Plains,1,Good,Good,0
111968583,111968583,13660,Gwydir,0.0401917,Good,Good,0
111968583,111968583,15300,Moree Plains,0.9598083,Good,Good,0
111968584,111968584,15300,Moree Plains,1,Good,Good,0
111968585,111968585,13660,Gwydir,0.2651203,Good,Good,0
111968585,111968585,15300,Moree Plains,0.7348797,Good,Good,0
111978597,111978597,15750,Narrabri,1,Good,Good,0
111988591,111988591,15750,Narrabri,1,Good,Good,0
111988592,111988592,15750,Narrabri,1,Good,Good,0
111988593,111988593,15750,Narrabri,1,Good,Good,0
111988594,111988594,15750,Narrabri,1,Good,Good,0
111998628,111998628,13550,Gunnedah,1,Good,Good,0
112008631,112008631,15750,Narrabri,1,Good,Good,0
112008632,112008632,13550,Gunnedah,1,Good,Good,0
112008633,112008633,13550,Gunnedah,1,Good,Good,0
112018636,112018636,14920,Liverpool Plains,1,Good,Good,0
112018637,112018637,14920,Liverpool Plains,1,Good,Good,0
112018638,112018638,14920,Liverpool Plains,1,Good,Good,0
112018639,112018639,14920,Liverpool Plains,1,Good,Good,0
112028659,112028659,17310,Tamworth Regional,1,Good,Good,0
112028660,112028660,17310,Tamworth Regional,1,Good,Good,0
112028661,112028661,17310,Tamworth Regional,1,Good,Good,0
112028662,112028662,17310,Tamworth Regional,1,Good,Good,0
112038646,112038646,17310,Tamworth Regional,1,Good,Good,0
112038647,112038647,17310,Tamworth Regional,1,Good,Good,0
112038648,112038648,17310,Tamworth Regional,1,Good,Good,0
112048642,112048642,17310,Tamworth Regional,1,Good,Good,0
112048643,112048643,17310,Tamworth Regional,1,Good,Good,0
112058651,112058651,17310,Tamworth Regional,1,Good,Good,0
112058652,112058652,13660,Gwydir,0.0000001,Good,Good,1
112058652,112058652,17310,Tamworth Regional,0.9999999,Good,Good,0
112058653,112058653,17310,Tamworth Regional,1,Good,Good,0
112058654,112058654,17310,Tamworth Regional,1,Good,Good,0
112058655,112058655,17310,Tamworth Regional,1,Good,Good,0
112058656,112058656,17310,Tamworth Regional,1,Good,Good,0
112066729,112066729,14650,Lake Macquarie,1,Good,Good,0
112066730,112066730,14650,Lake Macquarie,1,Good,Good,0
112066731,112066731,14650,Lake Macquarie,1,Good,Good,0
112066732,112066732,14650,Lake Macquarie,1,Good,Good,0
112066733,112066733,14650,Lake Macquarie,1,Good,Good,0
112066734,112066734,14650,Lake Macquarie,1,Good,Good,0
112076747,112076747,14650,Lake Macquarie,1,Good,Good,0
112076748,112076748,14650,Lake Macquarie,1,Good,Good,0
112086707,112086707,14650,Lake Macquarie,1,Good,Good,0
112086708,112086708,14650,Lake Macquarie,1,Good,Good,0
112086709,112086709,14650,Lake Macquarie,1,Good,Good,0
112086710,112086710,14650,Lake Macquarie,1,Good,Good,0
