SA2_CODE_2021,SA2_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
316051437,Sunshine Beach,301,Brisbane,1,Good,Good,0
316051438,Tewantin,301,Brisbane,1,Good,Good,0
316051543,Peregian Beach - Marcus Beach,301,Brisbane,1,Good,Good,0
316051544,Peregian Springs,301,Brisbane,1,Good,Good,0
316061439,Beerwah,301,Brisbane,1,Good,Good,0
316061440,Caloundra Hinterland,301,Brisbane,1,Good,Good,0
316061441,Glass House Mountains,301,Brisbane,1,Good,Good,0
316061442,Landsborough,301,Brisbane,1,Good,Good,0
316061443,Maroochy Hinterland,301,Brisbane,1,Good,Good,0
316061444,Palmwoods,301,Brisbane,1,Good,Good,0
316071545,Bli Bli,301,Brisbane,1,Good,Good,0
316071546,Diddillibah - Rosemount,301,Brisbane,1,Good,Good,0
316071547,Eumundi - Yandina,301,Brisbane,1,Good,Good,0
316071548,Nambour,301,Brisbane,1,Good,Good,0
316081549,Noosa Hinterland,301,Brisbane,1,Good,Good,0
317011445,Cambooya - Wyreema,306,Toowoomba - Roma,1,Good,Good,0
317011446,Darling Heights,306,Toowoomba - Roma,1,Good,Good,0
317011447,Drayton - Harristown,306,Toowoomba - Roma,1,Good,Good,0
317011448,Gatton,301,Brisbane,1,Good,Good,0
317011449,Gowrie (Qld),306,Toowoomba - Roma,1,Good,Good,0
317011450,Highfields,306,Toowoomba - Roma,1,Good,Good,0
317011451,Lockyer Valley - West,301,Brisbane,1,Good,Good,0
317011452,Middle Ridge,306,Toowoomba - Roma,1,Good,Good,0
317011453,Newtown (Qld),306,Toowoomba - Roma,1,Good,Good,0
317011454,North Toowoomba - Harlaxton,306,Toowoomba - Roma,1,Good,Good,0
317011455,Rangeville,306,Toowoomba - Roma,1,Good,Good,0
317011456,Toowoomba - Central,306,Toowoomba - Roma,1,Good,Good,0
317011457,Toowoomba - East,306,Toowoomba - Roma,1,Good,Good,0
317011458,Toowoomba - West,306,Toowoomba - Roma,1,Good,Good,0
317011459,Wilsonton,306,Toowoomba - Roma,1,Good,Good,0
318011460,Ayr,310,Townsville - Mackay,1,Good,Good,0
318011461,Burdekin,310,Townsville - Mackay,1,Good,Good,0
318011462,Charters Towers,310,Townsville - Mackay,1,Good,Good,0
318011463,Dalrymple,310,Townsville - Mackay,1,Good,Good,0
318011464,Ingham,310,Townsville - Mackay,1,Good,Good,0
318011465,Ingham Surrounds,310,Townsville - Mackay,1,Good,Good,0
318011466,Palm Island,310,Townsville - Mackay,1,Good,Good,0
318021467,Aitkenvale,310,Townsville - Mackay,1,Good,Good,0
318021468,Annandale (Qld),310,Townsville - Mackay,1,Good,Good,0
318021469,Belgian Gardens - Pallarenda,310,Townsville - Mackay,1,Good,Good,0
318021470,Bohle Plains,310,Townsville - Mackay,1,Good,Good,0
318021471,Condon - Rasmussen,310,Townsville - Mackay,1,Good,Good,0
318021472,Cranbrook,310,Townsville - Mackay,1,Good,Good,0
318021474,Douglas,310,Townsville - Mackay,1,Good,Good,0
318021475,Garbutt - West End,310,Townsville - Mackay,1,Good,Good,0
318021476,Gulliver - Currajong - Vincent,310,Townsville - Mackay,1,Good,Good,0
318021477,Heatley,310,Townsville - Mackay,1,Good,Good,0
318021478,Hermit Park - Rosslea,310,Townsville - Mackay,1,Good,Good,0
318021479,Hyde Park - Pimlico,310,Townsville - Mackay,1,Good,Good,0
318021480,Kelso,310,Townsville - Mackay,1,Good,Good,0
318021481,Kirwan - East,310,Townsville - Mackay,1,Good,Good,0
318021482,Kirwan - West,310,Townsville - Mackay,1,Good,Good,0
318021483,Magnetic Island,310,Townsville - Mackay,1,Good,Good,0
318021484,Mount Louisa,310,Townsville - Mackay,1,Good,Good,0
318021485,Mundingburra,310,Townsville - Mackay,1,Good,Good,0
318021486,Northern Beaches,310,Townsville - Mackay,1,Good,Good,0
318021487,Oonoonba,310,Townsville - Mackay,1,Good,Good,0
318021488,South Townsville - Railway Estate,310,Townsville - Mackay,1,Good,Good,0
318021489,Townsville - South,310,Townsville - Mackay,1,Good,Good,0
318021490,Townsville City - North Ward,310,Townsville - Mackay,1,Good,Good,0
318021491,Wulguru - Roseneath,310,Townsville - Mackay,1,Good,Good,0
318021582,Burdell - Mount Low,310,Townsville - Mackay,1,Good,Good,0
318021583,Deeragun - Jensen,310,Townsville - Mackay,1,Good,Good,0
319011492,Ashfield - Kepnock,305,Rockhampton,1,Good,Good,0
319011493,Bargara - Burnett Heads,305,Rockhampton,1,Good,Good,0
319011494,Branyan - Kensington,305,Rockhampton,1,Good,Good,0
319011495,Bundaberg,305,Rockhampton,1,Good,Good,0
319011496,Bundaberg East - Kalkie,305,Rockhampton,1,Good,Good,0
319011497,Bundaberg North - Gooburrum,305,Rockhampton,1,Good,Good,0
319011498,Bundaberg Surrounds - North,305,Rockhampton,1,Good,Good,0
319011499,Bundaberg Surrounds - South,305,Rockhampton,1,Good,Good,0
319011500,Millbank - Avoca,305,Rockhampton,1,Good,Good,0
319011501,Svensson Heights - Norville,305,Rockhampton,1,Good,Good,0
319011502,Walkervale - Avenell Heights,305,Rockhampton,1,Good,Good,0
319021503,Gayndah - Mundubbera,305,Rockhampton,1,Good,Good,0
319021504,Gin Gin,305,Rockhampton,1,Good,Good,0
319021505,Kingaroy,306,Toowoomba - Roma,1,Good,Good,0
319021506,Kingaroy Surrounds - North,306,Toowoomba - Roma,1,Good,Good,0
319021507,Kingaroy Surrounds - South,306,Toowoomba - Roma,1,Good,Good,0
319021508,Monto - Eidsvold,305,Rockhampton,1,Good,Good,0
319021509,Nanango,306,Toowoomba - Roma,1,Good,Good,0
319021510,North Burnett,305,Rockhampton,1,Good,Good,0
319031511,Cooloola,306,Toowoomba - Roma,1,Good,Good,0
319031512,Gympie - North,306,Toowoomba - Roma,1,Good,Good,0
319031513,Gympie - South,306,Toowoomba - Roma,1,Good,Good,0
319031514,Gympie Surrounds,306,Toowoomba - Roma,1,Good,Good,0
319031515,Kilkivan,306,Toowoomba - Roma,1,Good,Good,0
319041516,Booral - River Heads,305,Rockhampton,1,Good,Good,0
319041517,Craignish - Dundowran Beach,305,Rockhampton,1,Good,Good,0
319041518,Pialba - Eli Waters,305,Rockhampton,1,Good,Good,0
319041519,Point Vernon,305,Rockhampton,1,Good,Good,0
319041520,Torquay - Scarness - Kawungan,305,Rockhampton,1,Good,Good,0
319041521,Urangan - Wondunna,305,Rockhampton,1,Good,Good,0
319051522,Burrum - Fraser,305,Rockhampton,1,Good,Good,0
319051523,Granville,305,Rockhampton,1,Good,Good,0
319051524,Maryborough (Qld),305,Rockhampton,1,Good,Good,0
319051525,Maryborough Surrounds - South,305,Rockhampton,1,Good,Good,0
319051526,Tinana,305,Rockhampton,1,Good,Good,0
397979799,Migratory - Offshore - Shipping (Qld),397,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
399999499,No usual address (Qld),394,No usual address (Qld),1,Good,Good,0
401011001,Adelaide,401,Adelaide,1,Good,Good,0
401011002,North Adelaide,401,Adelaide,1,Good,Good,0
401021003,Adelaide Hills,401,Adelaide,1,Good,Good,0
401021004,Aldgate - Stirling,401,Adelaide,1,Good,Good,0
401021005,Hahndorf - Echunga,401,Adelaide,1,Good,Good,0
401021006,Lobethal - Woodside,401,Adelaide,1,Good,Good,0
401021007,Mount Barker,401,Adelaide,1,Good,Good,0
401021008,Mount Barker Surrounds,401,Adelaide,1,Good,Good,0
401021009,Nairne,401,Adelaide,1,Good,Good,0
401021010,Uraidla - Summertown,401,Adelaide,1,Good,Good,0
401031011,Burnside - Wattle Park,401,Adelaide,1,Good,Good,0
401031012,Beaumont - Glen Osmond,401,Adelaide,1,Good,Good,0
401031013,Toorak Gardens,401,Adelaide,1,Good,Good,0
401041014,Athelstone,401,Adelaide,1,Good,Good,0
401041015,Paradise - Newton,401,Adelaide,1,Good,Good,0
401041016,Rostrevor - Magill,401,Adelaide,1,Good,Good,0
401051017,Norwood (SA),401,Adelaide,1,Good,Good,0
401051018,Payneham - Felixstow,401,Adelaide,1,Good,Good,0
401051019,St Peters - Marden,401,Adelaide,1,Good,Good,0
401061020,Nailsworth - Broadview,401,Adelaide,1,Good,Good,0
401061021,Prospect,401,Adelaide,1,Good,Good,0
401061022,Walkerville,401,Adelaide,1,Good,Good,0
401071023,Goodwood - Millswood,401,Adelaide,1,Good,Good,0
401071024,Unley - Parkside,401,Adelaide,1,Good,Good,0
402011025,Gawler - North,401,Adelaide,1,Good,Good,0
402011026,Gawler - South,401,Adelaide,1,Good,Good,0
402011027,Lewiston - Two Wells,401,Adelaide,1,Good,Good,0
402021028,Craigmore - Blakeview,401,Adelaide,1,Good,Good,0
402021029,Davoren Park,401,Adelaide,1,Good,Good,0
402021030,Elizabeth,401,Adelaide,1,Good,Good,0
402021031,Elizabeth East,401,Adelaide,1,Good,Good,0
402021032,Munno Para West - Angle Vale,401,Adelaide,1,Good,Good,0
402021033,One Tree Hill,401,Adelaide,1,Good,Good,0
402021034,Smithfield - Elizabeth North,401,Adelaide,1,Good,Good,0
402021035,Virginia - Waterloo Corner,401,Adelaide,1,Good,Good,0
402031036,Enfield - Blair Athol,401,Adelaide,1,Good,Good,0
402031038,Windsor Gardens,401,Adelaide,1,Good,Good,0
402031175,Northgate - Northfield,401,Adelaide,1,Good,Good,0
402031176,Valley View - Gilles Plains,401,Adelaide,1,Good,Good,0
402041039,Dry Creek - North,401,Adelaide,1,Good,Good,0
402041040,Ingle Farm,401,Adelaide,1,Good,Good,0
402041041,Para Hills,401,Adelaide,1,Good,Good,0
402041042,Parafield,401,Adelaide,1,Good,Good,0
402041043,Parafield Gardens,401,Adelaide,1,Good,Good,0
402041044,Paralowie,401,Adelaide,1,Good,Good,0
402041046,Salisbury,401,Adelaide,1,Good,Good,0
402041047,Salisbury East,401,Adelaide,1,Good,Good,0
402041048,Salisbury North,401,Adelaide,1,Good,Good,0
402041171,Mawson Lakes - Globe Derby Park,401,Adelaide,1,Good,Good,0
402041172,Pooraka - Cavan,401,Adelaide,1,Good,Good,0
402051049,Golden Grove,401,Adelaide,1,Good,Good,0
402051050,Greenwith,401,Adelaide,1,Good,Good,0
402051051,Highbury - Dernancourt,401,Adelaide,1,Good,Good,0
402051052,Hope Valley - Modbury,401,Adelaide,1,Good,Good,0
402051053,Modbury Heights,401,Adelaide,1,Good,Good,0
402051054,Redwood Park,401,Adelaide,1,Good,Good,0
402051055,St Agnes - Ridgehaven,401,Adelaide,1,Good,Good,0
403011056,Brighton (SA),401,Adelaide,1,Good,Good,0
403011057,Glenelg (SA),401,Adelaide,1,Good,Good,0
403021058,Edwardstown,401,Adelaide,1,Good,Good,0
403021059,Hallett Cove,401,Adelaide,1,Good,Good,0
403021060,Marino - Seaview Downs,401,Adelaide,1,Good,Good,0
403021061,Mitchell Park,401,Adelaide,1,Good,Good,0
403021062,Morphettville,401,Adelaide,1,Good,Good,0
403021063,Sheidow Park - Trott Park,401,Adelaide,1,Good,Good,0
403021064,Warradale,401,Adelaide,1,Good,Good,0
403031065,Belair,401,Adelaide,1,Good,Good,0
403031066,Bellevue Heights,401,Adelaide,1,Good,Good,0
403031067,Blackwood,401,Adelaide,1,Good,Good,0
403031068,Colonel Light Gardens,401,Adelaide,1,Good,Good,0
403031069,Mitcham (SA),401,Adelaide,1,Good,Good,0
403031070,Panorama,401,Adelaide,1,Good,Good,0
403041071,Aberfoyle Park,401,Adelaide,1,Good,Good,0
403041072,Aldinga,401,Adelaide,1,Good,Good,0
403041073,Christie Downs,401,Adelaide,1,Good,Good,0
403041074,Christies Beach,401,Adelaide,1,Good,Good,0
403041075,Clarendon,401,Adelaide,1,Good,Good,0
403041076,Coromandel Valley,401,Adelaide,1,Good,Good,0
403041077,Flagstaff Hill,401,Adelaide,1,Good,Good,0
403041078,Hackham - Onkaparinga Hills,401,Adelaide,1,Good,Good,0
403041079,Hackham West - Huntfield Heights,401,Adelaide,1,Good,Good,0
403041080,Happy Valley,401,Adelaide,1,Good,Good,0
403041081,Happy Valley Reservoir,401,Adelaide,1,Good,Good,0
403041082,Lonsdale,401,Adelaide,1,Good,Good,0
403041083,McLaren Vale,401,Adelaide,1,Good,Good,0
403041084,Morphett Vale - East,401,Adelaide,1,Good,Good,0
403041085,Morphett Vale - West,401,Adelaide,1,Good,Good,0
403041086,Reynella,401,Adelaide,1,Good,Good,0
403041088,Willunga,401,Adelaide,1,Good,Good,0
403041089,Woodcroft,401,Adelaide,1,Good,Good,0
403041177,Seaford - Seaford Meadows,401,Adelaide,1,Good,Good,0
403041178,Seaford Rise - Moana,401,Adelaide,1,Good,Good,0
404011090,Beverley,401,Adelaide,1,Good,Good,0
404011091,Flinders Park,401,Adelaide,1,Good,Good,0
404011092,Henley Beach,401,Adelaide,1,Good,Good,0
404011093,Hindmarsh - Brompton,401,Adelaide,1,Good,Good,0
404011094,Royal Park - Hendon - Albert Park,401,Adelaide,1,Good,Good,0
404011095,Seaton - Grange,401,Adelaide,1,Good,Good,0
404011096,West Lakes,401,Adelaide,1,Good,Good,0
404011097,Woodville - Cheltenham,401,Adelaide,1,Good,Good,0
404021098,Dry Creek - South,401,Adelaide,1,Good,Good,0
404021099,Largs Bay - Semaphore,401,Adelaide,1,Good,Good,0
404021100,North Haven,401,Adelaide,1,Good,Good,0
404021101,Port Adelaide,401,Adelaide,1,Good,Good,0
404021102,The Parks,401,Adelaide,1,Good,Good,0
404021103,Torrens Island,401,Adelaide,1,Good,Good,0
404031104,Adelaide Airport,401,Adelaide,1,Good,Good,0
404031105,Fulham,401,Adelaide,1,Good,Good,0
404031106,Lockleys,401,Adelaide,1,Good,Good,0
404031107,Plympton,401,Adelaide,1,Good,Good,0
404031108,Richmond (SA),401,Adelaide,1,Good,Good,0
404031109,West Beach,401,Adelaide,1,Good,Good,0
405011110,Barossa - Angaston,401,Adelaide,1,Good,Good,0
405011111,Light,401,Adelaide,1,Good,Good,0
405011112,Lyndoch,401,Adelaide,1,Good,Good,0
405011113,Mallala,401,Adelaide,1,Good,Good,0
405011114,Nuriootpa,401,Adelaide,1,Good,Good,0
405011115,Tanunda,401,Adelaide,1,Good,Good,0
405021116,Clare,401,Adelaide,1,Good,Good,0
405021117,Gilbert Valley,401,Adelaide,1,Good,Good,0
405021118,Goyder,402,Port Augusta,1,Good,Good,0
405021119,Wakefield - Barunga West,401,Adelaide,1,Good,Good,0
405031120,Jamestown,402,Port Augusta,1,Good,Good,0
405031121,Peterborough - Mount Remarkable,402,Port Augusta,1,Good,Good,0
405031122,Port Pirie,402,Port Augusta,1,Good,Good,0
405031123,Port Pirie Surrounds,402,Port Augusta,1,Good,Good,0
405041124,Kadina,401,Adelaide,1,Good,Good,0
405041125,Moonta,401,Adelaide,1,Good,Good,0
405041126,Wallaroo,401,Adelaide,1,Good,Good,0
405041127,Yorke Peninsula - North,401,Adelaide,1,Good,Good,0
405041128,Yorke Peninsula - South,401,Adelaide,1,Good,Good,0
406011129,Ceduna,403,Port Lincoln - Ceduna,1,Good,Good,0
406011130,Eyre Peninsula,403,Port Lincoln - Ceduna,1,Good,Good,0
406011131,Kimba - Cleve - Franklin Harbour,402,Port Augusta,0.0729211,Good,Good,0
406011131,Kimba - Cleve - Franklin Harbour,403,Port Lincoln - Ceduna,0.9270789,Good,Good,0
406011132,Le Hunte - Elliston,403,Port Lincoln - Ceduna,1,Good,Good,0
406011133,Port Lincoln,403,Port Lincoln - Ceduna,1,Good,Good,0
406011134,West Coast (SA),402,Port Augusta,2.70E-06,Good,Good,1
406011134,West Coast (SA),403,Port Lincoln - Ceduna,0.9999973,Good,Good,0
406011135,Western,403,Port Lincoln - Ceduna,1,Good,Good,0
406011136,Whyalla,402,Port Augusta,1,Good,Good,0
406011137,Whyalla - North,402,Port Augusta,1,Good,Good,0
406021138,APY Lands,402,Port Augusta,1,Good,Good,0
406021139,Coober Pedy,402,Port Augusta,1,Good,Good,0
406021140,Quorn - Lake Gilles,402,Port Augusta,1,Good,Good,0
406021141,Outback,402,Port Augusta,1,Good,Good,0
406021142,Port Augusta,402,Port Augusta,1,Good,Good,0
406021143,Roxby Downs,402,Port Augusta,1,Good,Good,0
407011144,Goolwa - Port Elliot,401,Adelaide,1,Good,Good,0
407011145,Kangaroo Island,401,Adelaide,1,Good,Good,0
407011146,Strathalbyn,401,Adelaide,1,Good,Good,0
407011147,Strathalbyn Surrounds,401,Adelaide,1,Good,Good,0
407011148,Victor Harbor,401,Adelaide,1,Good,Good,0
407011149,Yankalilla,401,Adelaide,1,Good,Good,0
407021150,Grant,401,Adelaide,1,Good,Good,0
407021151,Kingston - Robe,401,Adelaide,1,Good,Good,0
407021152,Millicent,401,Adelaide,1,Good,Good,0
407021154,Naracoorte,401,Adelaide,1,Good,Good,0
407021155,Naracoorte Surrounds,401,Adelaide,1,Good,Good,0
407021156,Penola,401,Adelaide,1,Good,Good,0
407021157,Tatiara,401,Adelaide,1,Good,Good,0
407021158,Wattle Range,401,Adelaide,1,Good,Good,0
407021173,Mount Gambier - East,401,Adelaide,1,Good,Good,0
407021174,Mount Gambier - West,401,Adelaide,1,Good,Good,0
407031159,Barmera,401,Adelaide,1,Good,Good,0
407031160,Berri,401,Adelaide,1,Good,Good,0
407031161,Karoonda - Lameroo,401,Adelaide,1,Good,Good,0
407031162,Loxton,401,Adelaide,1,Good,Good,0
407031163,Loxton Surrounds,401,Adelaide,1,Good,Good,0
407031164,Mannum,401,Adelaide,1,Good,Good,0
407031165,Murray Bridge,401,Adelaide,1,Good,Good,0
407031166,Murray Bridge Surrounds,401,Adelaide,1,Good,Good,0
407031167,Renmark,401,Adelaide,1,Good,Good,0
407031168,Renmark Surrounds,401,Adelaide,1,Good,Good,0
407031169,The Coorong,401,Adelaide,1,Good,Good,0
407031170,Waikerie,401,Adelaide,1,Good,Good,0
497979799,Migratory - Offshore - Shipping (SA),497,Migratory - Offshore - Shipping (SA),1,Good,Good,0
499999499,No usual address (SA),494,No usual address (SA),1,Good,Good,0
501011001,Augusta,507,South-Western WA,1,Good,Good,0
501011003,Busselton Surrounds,507,South-Western WA,1,Good,Good,0
501011004,Margaret River,507,South-Western WA,1,Good,Good,0
501011293,Busselton - East,507,South-Western WA,1,Good,Good,0
501011294,Busselton - West,507,South-Western WA,1,Good,Good,0
501021005,Australind - Leschenault,507,South-Western WA,1,Good,Good,0
501021007,Capel,507,South-Western WA,1,Good,Good,0
501021008,College Grove - Carey Park,507,South-Western WA,1,Good,Good,0
501021009,Collie,507,South-Western WA,1,Good,Good,0
501021010,Dardanup,507,South-Western WA,1,Good,Good,0
501021011,Davenport,507,South-Western WA,1,Good,Good,0
501021012,Eaton - Pelican Point,507,South-Western WA,1,Good,Good,0
501021014,Harvey,507,South-Western WA,1,Good,Good,0
501021015,East Bunbury - Glen Iris,507,South-Western WA,1,Good,Good,0
501021016,Waroona,507,South-Western WA,1,Good,Good,0
501021251,Dalyellup,507,South-Western WA,1,Good,Good,0
501021252,Gelorup - Stratham,507,South-Western WA,1,Good,Good,0
501021253,South Bunbury - Bunbury,507,South-Western WA,1,Good,Good,0
501021254,Withers - Usher,507,South-Western WA,1,Good,Good,0
501031017,Bridgetown - Boyup Brook,507,South-Western WA,1,Good,Good,0
501031018,Donnybrook - Balingup,507,South-Western WA,1,Good,Good,0
501031019,Manjimup,507,South-Western WA,1,Good,Good,0
501031020,Pemberton,507,South-Western WA,1,Good,Good,0
502011021,Dawesville - Bouvard,507,South-Western WA,1,Good,Good,0
502011022,Falcon - Wannanup,507,South-Western WA,1,Good,Good,0
502011023,Greenfields,507,South-Western WA,1,Good,Good,0
502011024,Halls Head - Erskine,507,South-Western WA,1,Good,Good,0
502011025,Mandurah,507,South-Western WA,1,Good,Good,0
502011026,Mandurah - East,507,South-Western WA,1,Good,Good,0
502011027,Mandurah - North,507,South-Western WA,1,Good,Good,0
502011028,Mandurah - South,507,South-Western WA,1,Good,Good,0
502011029,Pinjarra,507,South-Western WA,1,Good,Good,0
503011030,City Beach,505,Perth,1,Good,Good,0
503011031,Claremont (WA),505,Perth,1,Good,Good,0
503011032,Cottesloe,505,Perth,1,Good,Good,0
503011033,Floreat,505,Perth,1,Good,Good,0
503011034,Mosman Park - Peppermint Grove,505,Perth,1,Good,Good,0
503011035,Nedlands - Dalkeith - Crawley,505,Perth,1,Good,Good,0
503011036,Swanbourne - Mount Claremont,505,Perth,1,Good,Good,0
503021037,Kings Park (WA),505,Perth,1,Good,Good,0
503021038,Mount Hawthorn - Leederville,505,Perth,1,Good,Good,0
503021039,Mount Lawley - Inglewood,505,Perth,1,Good,Good,0
503021040,North Perth,505,Perth,1,Good,Good,0
503021042,Subiaco - Shenton Park,505,Perth,1,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,505,Perth,1,Good,Good,0
503021295,East Perth,505,Perth,1,Good,Good,0
503021296,Perth (North) - Highgate,505,Perth,1,Good,Good,0
503021297,Perth (West) - Northbridge,505,Perth,1,Good,Good,0
504011044,Bassendean - Eden Hill - Ashfield,505,Perth,1,Good,Good,0
504011045,Bayswater - Embleton - Bedford,505,Perth,1,Good,Good,0
504011046,Maylands,505,Perth,1,Good,Good,0
504011047,Morley,505,Perth,1,Good,Good,0
504011048,Noranda,505,Perth,1,Good,Good,0
504021049,Chidlow,505,Perth,1,Good,Good,0
504021050,Glen Forrest - Darlington,505,Perth,1,Good,Good,0
504021051,Helena Valley - Koongamia,505,Perth,1,Good,Good,0
504021052,Malmalling - Reservoir,505,Perth,1,Good,Good,0
504021053,Mundaring,505,Perth,1,Good,Good,0
504021054,Swan View - Greenmount - Midvale,505,Perth,1,Good,Good,0
504031055,Avon Valley National Park,505,Perth,1,Good,Good,0
504031056,Ballajura,505,Perth,1,Good,Good,0
504031057,Beechboro,505,Perth,1,Good,Good,0
504031058,Bullsbrook,505,Perth,1,Good,Good,0
504031060,Gidgegannup,505,Perth,1,Good,Good,0
504031061,Hazelmere - Guildford,505,Perth,1,Good,Good,0
504031062,Lockridge - Kiara,505,Perth,1,Good,Good,0
504031063,Malaga,505,Perth,1,Good,Good,0
504031064,Melaleuca - Lexia,505,Perth,1,Good,Good,0
504031065,Middle Swan - Herne Hill,505,Perth,1,Good,Good,0
504031066,Midland - Guildford,505,Perth,1,Good,Good,0
504031067,Stratton - Jane Brook,505,Perth,1,Good,Good,0
504031068,The Vines,505,Perth,1,Good,Good,0
504031069,Walyunga National Park,505,Perth,1,Good,Good,0
504031298,Aveley,505,Perth,1,Good,Good,0
504031299,Brabham - Henley Brook,505,Perth,1,Good,Good,0
504031300,Ellenbrook,505,Perth,1,Good,Good,0
505011070,Craigie - Beldon,505,Perth,1,Good,Good,0
505011071,Currambine - Kinross,505,Perth,1,Good,Good,0
505011072,Duncraig,505,Perth,1,Good,Good,0
505011073,Greenwood - Warwick,505,Perth,1,Good,Good,0
505011074,Heathridge - Connolly,505,Perth,1,Good,Good,0
505011075,Hillarys,505,Perth,1,Good,Good,0
505011076,Iluka - Burns Beach,505,Perth,1,Good,Good,0
505011077,Joondalup - Edgewater,505,Perth,1,Good,Good,0
505011078,Kingsley,505,Perth,1,Good,Good,0
505011079,Mullaloo - Kallaroo,505,Perth,1,Good,Good,0
505011080,Ocean Reef,505,Perth,1,Good,Good,0
505011081,Padbury,505,Perth,1,Good,Good,0
505011082,Sorrento - Marmion,505,Perth,1,Good,Good,0
505011083,Woodvale,505,Perth,1,Good,Good,0
505021084,Balcatta - Hamersley,505,Perth,1,Good,Good,0
505021085,Balga - Mirrabooka,505,Perth,1,Good,Good,0
505021087,Herdsman,505,Perth,1,Good,Good,0
505021088,Innaloo - Doubleview,505,Perth,1,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,505,Perth,1,Good,Good,0
505021090,Nollamara - Westminster,505,Perth,1,Good,Good,0
505021091,Osborne Park Industrial,505,Perth,1,Good,Good,0
505021092,Scarborough,505,Perth,1,Good,Good,0
505021093,Stirling - Osborne Park,505,Perth,1,Good,Good,0
505021094,Trigg - North Beach - Watermans Bay,505,Perth,1,Good,Good,0
505021095,Tuart Hill - Joondanna,505,Perth,1,Good,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,505,Perth,1,Good,Good,0
505021097,Yokine - Coolbinia - Menora,505,Perth,1,Good,Good,0
505021301,Dianella - North,505,Perth,1,Good,Good,0
505021302,Dianella - South,505,Perth,1,Good,Good,0
505031098,Alexander Heights - Koondoola,505,Perth,1,Good,Good,0
505031099,Butler - Merriwa - Ridgewood,505,Perth,1,Good,Good,0
505031100,Carramar,505,Perth,1,Good,Good,0
505031101,Clarkson,505,Perth,1,Good,Good,0
505031102,Girrawheen,505,Perth,1,Good,Good,0
505031104,Marangaroo,505,Perth,1,Good,Good,0
505031105,Mindarie - Quinns Rocks - Jindalee,505,Perth,1,Good,Good,0
505031106,Neerabup National Park,505,Perth,1,Good,Good,0
505031107,Tapping - Ashby - Sinagra,505,Perth,1,Good,Good,0
505031255,Alkimos - Eglinton,505,Perth,1,Good,Good,0
505031256,Carabooda - Pinjar,505,Perth,1,Good,Good,0
505031257,Two Rocks,505,Perth,1,Good,Good,0
505031258,Yanchep,505,Perth,1,Good,Good,0
505031303,Hocking - Pearsall,505,Perth,1,Good,Good,0
505031304,Landsdale,505,Perth,1,Good,Good,0
505031305,Madeley - Darch,505,Perth,1,Good,Good,0
505031306,Wanneroo - Sinagra,505,Perth,1,Good,Good,0
506011110,Armadale - Wungong - Brookdale,505,Perth,1,Good,Good,0
506011111,Ashendon - Lesley,505,Perth,1,Good,Good,0
506011112,Camillo - Champion Lakes,505,Perth,1,Good,Good,0
506011114,Kelmscott,505,Perth,1,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,505,Perth,1,Good,Good,0
506011116,Roleystone,505,Perth,1,Good,Good,0
506011117,Seville Grove,505,Perth,1,Good,Good,0
506011307,Harrisdale,505,Perth,1,Good,Good,0
506011308,Piara Waters - Forrestdale,505,Perth,1,Good,Good,0
506021118,Belmont - Ascot - Redcliffe,505,Perth,1,Good,Good,0
506021119,East Victoria Park - Carlisle,505,Perth,1,Good,Good,0
506021120,Kewdale Commercial,505,Perth,1,Good,Good,0
506021121,Perth Airport,505,Perth,1,Good,Good,0
506021123,Victoria Park - Lathlain - Burswood,505,Perth,1,Good,Good,0
506021309,Cloverdale,505,Perth,1,Good,Good,0
506021310,Kewdale,505,Perth,1,Good,Good,0
506021311,Rivervale,505,Perth,1,Good,Good,0
506031124,Bentley - Wilson - St James,505,Perth,1,Good,Good,0
506031125,Canning Vale - West,505,Perth,1,Good,Good,0
506031126,Canning Vale Commercial,505,Perth,1,Good,Good,0
506031127,Cannington - Queens Park,505,Perth,1,Good,Good,0
506031128,Parkwood - Ferndale - Lynwood,505,Perth,1,Good,Good,0
506031129,Riverton - Shelley - Rossmoyne,505,Perth,1,Good,Good,0
506031130,Welshpool,505,Perth,1,Good,Good,0
506031131,Willetton,505,Perth,1,Good,Good,0
506041132,Beckenham - Kenwick - Langford,505,Perth,1,Good,Good,0
506041133,Canning Vale - East,505,Perth,1,Good,Good,0
506041134,Gosnells,505,Perth,1,Good,Good,0
506041135,Huntingdale - Southern River,505,Perth,1,Good,Good,0
506041136,Maddington - Orange Grove - Martin,505,Perth,1,Good,Good,0
506041137,Thornlie,505,Perth,1,Good,Good,0
506051138,Forrestfield - Wattle Grove,505,Perth,1,Good,Good,0
506051139,High Wycombe,505,Perth,1,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,505,Perth,1,Good,Good,0
506051141,Lesmurdie - Bickley - Carmel,505,Perth,1,Good,Good,0
506061142,Byford,505,Perth,1,Good,Good,0
