SA2_CODE_2021,SA2_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
118011341,Bondi Junction - Waverly,107,Sydney - Wollongong,1,Good,Good,0
118011342,Centennial Park,107,Sydney - Wollongong,1,Good,Good,0
118011344,Dover Heights,107,Sydney - Wollongong,1,Good,Good,0
118011345,Paddington - Moore Park,107,Sydney - Wollongong,1,Good,Good,0
118011346,Rose Bay - Vaucluse - Watsons Bay,107,Sydney - Wollongong,1,Good,Good,0
118011347,Woollahra,107,Sydney - Wollongong,1,Good,Good,0
118011649,Bellevue Hill,107,Sydney - Wollongong,1,Good,Good,0
118011650,Double Bay - Darling Point,107,Sydney - Wollongong,1,Good,Good,0
118021564,Kensington (NSW),107,Sydney - Wollongong,1,Good,Good,0
118021565,Kingsford,107,Sydney - Wollongong,1,Good,Good,0
118021566,Maroubra - North,107,Sydney - Wollongong,1,Good,Good,0
118021567,Maroubra - South,107,Sydney - Wollongong,1,Good,Good,0
118021568,Maroubra - West,107,Sydney - Wollongong,1,Good,Good,0
118021569,Randwick - North,107,Sydney - Wollongong,1,Good,Good,0
118021570,Randwick - South,107,Sydney - Wollongong,1,Good,Good,0
118021651,Coogee - Clovelly,107,Sydney - Wollongong,1,Good,Good,0
118021652,Malabar - La Perouse,107,Sydney - Wollongong,1,Good,Good,0
118021653,Matraville - Chifley,107,Sydney - Wollongong,1,Good,Good,0
118021654,South Coogee,107,Sydney - Wollongong,1,Good,Good,0
119011354,Bass Hill - Georges Hall,107,Sydney - Wollongong,1,Good,Good,0
119011355,Chullora,107,Sydney - Wollongong,1,Good,Good,0
119011356,Condell Park,107,Sydney - Wollongong,1,Good,Good,0
119011358,Padstow,107,Sydney - Wollongong,1,Good,Good,0
119011360,Revesby,107,Sydney - Wollongong,1,Good,Good,0
119011361,Yagoona - Birrong,107,Sydney - Wollongong,1,Good,Good,0
119011571,Bankstown - North,107,Sydney - Wollongong,1,Good,Good,0
119011572,Bankstown - South,107,Sydney - Wollongong,1,Good,Good,0
119011655,Greenacre - North,107,Sydney - Wollongong,1,Good,Good,0
119011656,Greenacre - South,107,Sydney - Wollongong,1,Good,Good,0
119011657,Panania (North) - Milperra,107,Sydney - Wollongong,1,Good,Good,0
119011658,Panania (South) - Picnic Point,107,Sydney - Wollongong,1,Good,Good,0
119021362,Belmore - Belfield,107,Sydney - Wollongong,1,Good,Good,0
119021366,Punchbowl,107,Sydney - Wollongong,1,Good,Good,0
119021367,Roselands,107,Sydney - Wollongong,1,Good,Good,0
119021573,Lakemba,107,Sydney - Wollongong,1,Good,Good,0
119021574,Wiley Park,107,Sydney - Wollongong,1,Good,Good,0
119021659,Campsie - North,107,Sydney - Wollongong,1,Good,Good,0
119021660,Campsie - South,107,Sydney - Wollongong,1,Good,Good,0
119021661,Canterbury - South,107,Sydney - Wollongong,1,Good,Good,0
119021662,Earlwood,107,Sydney - Wollongong,1,Good,Good,0
119021663,Kingsgrove - North,107,Sydney - Wollongong,1,Good,Good,0
119031370,Narwee - Beverly Hills,107,Sydney - Wollongong,1,Good,Good,0
119031371,Oatley - Hurstville Grove,107,Sydney - Wollongong,1,Good,Good,0
119031372,Peakhurst - Lugarno,107,Sydney - Wollongong,1,Good,Good,0
119031373,Riverwood,107,Sydney - Wollongong,1,Good,Good,0
119031374,South Hurstville - Blakehurst,107,Sydney - Wollongong,1,Good,Good,0
119031664,Hurstville - Central,107,Sydney - Wollongong,1,Good,Good,0
119031665,Hurstville - North,107,Sydney - Wollongong,1,Good,Good,0
119031666,Mortdale - Oatley,107,Sydney - Wollongong,1,Good,Good,0
119031667,Penshurst,107,Sydney - Wollongong,1,Good,Good,0
119041377,Kingsgrove (South) - Bardwell Park,107,Sydney - Wollongong,1,Good,Good,0
119041378,Kogarah,107,Sydney - Wollongong,1,Good,Good,0
119041379,Kogarah Bay - Carlton - Allawah,107,Sydney - Wollongong,1,Good,Good,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,107,Sydney - Wollongong,1,Good,Good,0
119041381,Rockdale - Banksia,107,Sydney - Wollongong,1,Good,Good,0
119041382,Sans Souci - Ramsgate,107,Sydney - Wollongong,1,Good,Good,0
119041668,Arncliffe - Bardwell Valley,107,Sydney - Wollongong,1,Good,Good,0
119041669,Bexley - North,107,Sydney - Wollongong,1,Good,Good,0
119041670,Bexley - South,107,Sydney - Wollongong,1,Good,Good,0
119041671,Wolli Creek,107,Sydney - Wollongong,1,Good,Good,0
120011383,Concord - Mortlake - Cabarita,107,Sydney - Wollongong,1,Good,Good,0
120011385,Drummoyne - Rodd Point,107,Sydney - Wollongong,1,Good,Good,0
120011386,Five Dock - Abbotsford,107,Sydney - Wollongong,1,Good,Good,0
120011672,Concord West - North Strathfield,107,Sydney - Wollongong,1,Good,Good,0
120011673,Rhodes,107,Sydney - Wollongong,1,Good,Good,0
120021387,Balmain,107,Sydney - Wollongong,1,Good,Good,0
120021389,Lilyfield - Rozelle,107,Sydney - Wollongong,1,Good,Good,0
120021674,Annandale (NSW),107,Sydney - Wollongong,1,Good,Good,0
120021675,Leichhardt,107,Sydney - Wollongong,1,Good,Good,0
120031392,Canterbury (North) - Ashbury,107,Sydney - Wollongong,1,Good,Good,0
120031393,Croydon Park - Enfield,107,Sydney - Wollongong,1,Good,Good,0
120031394,Dulwich Hill - Lewisham,107,Sydney - Wollongong,1,Good,Good,0
120031395,Haberfield - Summer Hill,107,Sydney - Wollongong,1,Good,Good,0
120031396,Homebush,107,Sydney - Wollongong,1,Good,Good,0
120031576,Strathfield South,107,Sydney - Wollongong,1,Good,Good,0
120031676,Ashfield - North,107,Sydney - Wollongong,1,Good,Good,0
120031677,Ashfield - South,107,Sydney - Wollongong,1,Good,Good,0
120031678,Burwood (NSW),107,Sydney - Wollongong,1,Good,Good,0
120031679,Croydon,107,Sydney - Wollongong,1,Good,Good,0
120031680,Strathfield - East,107,Sydney - Wollongong,1,Good,Good,0
120031681,Strathfield - West,107,Sydney - Wollongong,1,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,107,Sydney - Wollongong,1,Good,Good,0
121011401,St Leonards - Naremburn,107,Sydney - Wollongong,1,Good,Good,0
121011682,Artarmon,107,Sydney - Wollongong,1,Good,Good,0
121011683,Castle Cove - Northbridge,107,Sydney - Wollongong,1,Good,Good,0
121011684,Chatswood - East,107,Sydney - Wollongong,1,Good,Good,0
121011685,Greenwich - Riverview,107,Sydney - Wollongong,1,Good,Good,0
121011686,Lane Cove,107,Sydney - Wollongong,1,Good,Good,0
121011687,Willoughby,107,Sydney - Wollongong,1,Good,Good,0
121021403,Asquith - Mount Colah,107,Sydney - Wollongong,1,Good,Good,0
121021404,Berowra - Brooklyn - Cowan,107,Sydney - Wollongong,1,Good,Good,0
121021406,Normanhurst - Thornleigh - Westleigh,107,Sydney - Wollongong,1,Good,Good,0
121021577,Hornsby - East,107,Sydney - Wollongong,1,Good,Good,0
121021578,Hornsby - West,107,Sydney - Wollongong,1,Good,Good,0
121021579,Wahroonga (West) - Waitara,107,Sydney - Wollongong,1,Good,Good,0
121031407,Gordon - Killara,107,Sydney - Wollongong,1,Good,Good,0
121031408,Lindfield - Roseville,107,Sydney - Wollongong,1,Good,Good,0
121031409,Pymble,107,Sydney - Wollongong,1,Good,Good,0
121031410,St Ives,107,Sydney - Wollongong,1,Good,Good,0
121031411,Turramurra,107,Sydney - Wollongong,1,Good,Good,0
121031412,Wahroonga (East) - Warrawee,107,Sydney - Wollongong,1,Good,Good,0
121041413,Cremorne - Cammeray,107,Sydney - Wollongong,1,Good,Good,0
121041414,Crows Nest - Waverton,107,Sydney - Wollongong,1,Good,Good,0
121041416,Neutral Bay - Kirribilli,107,Sydney - Wollongong,1,Good,Good,0
121041417,North Sydney - Lavender Bay,107,Sydney - Wollongong,1,Good,Good,0
121041688,Mosman - North,107,Sydney - Wollongong,1,Good,Good,0
121041689,Mosman - South,107,Sydney - Wollongong,1,Good,Good,0
122011418,Balgowlah - Clontarf - Seaforth,107,Sydney - Wollongong,1,Good,Good,0
122011419,Manly - Fairlight,107,Sydney - Wollongong,1,Good,Good,0
122021420,Avalon - Palm Beach,107,Sydney - Wollongong,1,Good,Good,0
122021421,Bayview - Elanora Heights,107,Sydney - Wollongong,1,Good,Good,0
122021422,Newport - Bilgola,107,Sydney - Wollongong,1,Good,Good,0
122021690,Mona Vale - Warriewood (North),107,Sydney - Wollongong,1,Good,Good,0
122021691,North Narrabeen - Warriewood (South),107,Sydney - Wollongong,1,Good,Good,0
122031424,Beacon Hill - Narraweena,107,Sydney - Wollongong,1,Good,Good,0
122031425,Cromer,107,Sydney - Wollongong,1,Good,Good,0
122031427,Forestville - Killarney Heights,107,Sydney - Wollongong,1,Good,Good,0
122031429,Freshwater - Brookvale,107,Sydney - Wollongong,1,Good,Good,0
122031430,Manly Vale - Allambie Heights,107,Sydney - Wollongong,1,Good,Good,0
122031432,Terrey Hills - Duffys Forest,107,Sydney - Wollongong,1,Good,Good,0
122031692,Belrose,107,Sydney - Wollongong,1,Good,Good,0
122031693,Collaroy - Collaroy Plateau,107,Sydney - Wollongong,1,Good,Good,0
122031694,Dee Why (South) - North Curl Curl,107,Sydney - Wollongong,1,Good,Good,0
122031695,Dee Why - North,107,Sydney - Wollongong,1,Good,Good,0
122031696,Frenchs Forest - Oxford Falls,107,Sydney - Wollongong,1,Good,Good,0
122031697,Narrabeen - Wheeler Heights,107,Sydney - Wollongong,1,Good,Good,0
123011433,Camden - Ellis Lane,107,Sydney - Wollongong,1,Good,Good,0
123011698,Currans Hill,107,Sydney - Wollongong,1,Good,Good,0
123011699,Elderslie - Narellan,107,Sydney - Wollongong,1,Good,Good,0
123011700,Harrington Park,107,Sydney - Wollongong,1,Good,Good,0
123011701,Mount Annan,107,Sydney - Wollongong,1,Good,Good,0
123011702,Spring Farm,107,Sydney - Wollongong,1,Good,Good,0
123021436,Bradbury - Wedderburn,107,Sydney - Wollongong,1,Good,Good,0
123021437,Campbelltown - Woodbine,107,Sydney - Wollongong,1,Good,Good,0
123021438,Claymore - Eagle Vale - Raby,107,Sydney - Wollongong,1,Good,Good,0
123021439,Holsworthy Military Area,107,Sydney - Wollongong,1,Good,Good,0
123021441,Leumeah - Minto Heights,107,Sydney - Wollongong,1,Good,Good,0
123021443,Minto - St Andrews,107,Sydney - Wollongong,1,Good,Good,0
123021444,Rosemeadow - Glen Alpine,107,Sydney - Wollongong,1,Good,Good,0
123021703,Denham Court - Bardia,107,Sydney - Wollongong,1,Good,Good,0
123021704,Glenfield,107,Sydney - Wollongong,1,Good,Good,0
123021705,Ingleburn,107,Sydney - Wollongong,1,Good,Good,0
123021706,Macquarie Fields,107,Sydney - Wollongong,1,Good,Good,0
123031445,Bargo,107,Sydney - Wollongong,1,Good,Good,0
123031446,Douglas Park - Appin,107,Sydney - Wollongong,1,Good,Good,0
123031447,Picton - Tahmoor - Buxton,107,Sydney - Wollongong,1,Good,Good,0
123031448,The Oaks - Oakdale,107,Sydney - Wollongong,1,Good,Good,0
124011449,Blackheath - Megalong Valley,107,Sydney - Wollongong,1,Good,Good,0
124011450,Blaxland - Warrimoo - Lapstone,107,Sydney - Wollongong,1,Good,Good,0
124011451,Blue Mountains - North,107,Sydney - Wollongong,1,Good,Good,0
124011452,Katoomba - Leura,107,Sydney - Wollongong,1,Good,Good,0
124011453,Lawson - Hazelbrook - Linden,107,Sydney - Wollongong,1,Good,Good,0
124011454,Springwood - Winmalee,107,Sydney - Wollongong,1,Good,Good,0
124011455,Wentworth Falls,107,Sydney - Wollongong,1,Good,Good,0
124021456,Blue Mountains - South,107,Sydney - Wollongong,1,Good,Good,0
124031457,Cambridge Park,107,Sydney - Wollongong,1,Good,Good,0
124031459,Emu Plains - Leonay,107,Sydney - Wollongong,1,Good,Good,0
124031460,Glenmore Park - Regentville,107,Sydney - Wollongong,1,Good,Good,0
124031461,Jamisontown - South Penrith,107,Sydney - Wollongong,1,Good,Good,0
124031462,Kingswood - Werrington,107,Sydney - Wollongong,1,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,107,Sydney - Wollongong,1,Good,Good,0
124031464,Penrith,107,Sydney - Wollongong,1,Good,Good,0
124031465,Warragamba - Silverdale,107,Sydney - Wollongong,1,Good,Good,0
124031707,Cranebrook - Castlereagh,107,Sydney - Wollongong,1,Good,Good,0
124031708,Jordan Springs - Llandilo,107,Sydney - Wollongong,1,Good,Good,0
124041466,Richmond - Clarendon,107,Sydney - Wollongong,1,Good,Good,0
124041467,Windsor - Bligh Park,107,Sydney - Wollongong,1,Good,Good,0
124041468,Yarramundi - Londonderry,107,Sydney - Wollongong,1,Good,Good,0
124051469,Erskine Park,107,Sydney - Wollongong,1,Good,Good,0
124051470,St Clair,107,Sydney - Wollongong,1,Good,Good,0
124051580,Colyton - Oxley Park,107,Sydney - Wollongong,1,Good,Good,0
124051581,St Marys - North St Marys,107,Sydney - Wollongong,1,Good,Good,0
125011475,Rookwood Cemetery,107,Sydney - Wollongong,1,Good,Good,0
125011582,Auburn - Central,107,Sydney - Wollongong,1,Good,Good,0
125011583,Auburn - North,107,Sydney - Wollongong,1,Good,Good,0
125011584,Auburn - South,107,Sydney - Wollongong,1,Good,Good,0
125011585,Berala,107,Sydney - Wollongong,1,Good,Good,0
125011586,Lidcombe,107,Sydney - Wollongong,1,Good,Good,0
125011587,Regents Park,107,Sydney - Wollongong,1,Good,Good,0
125011709,Silverwater - Newington,107,Sydney - Wollongong,1,Good,Good,0
125011710,Wentworth Point - Sydney Olympic Park,107,Sydney - Wollongong,1,Good,Good,0
125021477,Ermington - Rydalmere,107,Sydney - Wollongong,1,Good,Good,0
125021478,Oatlands - Dundas Valley,107,Sydney - Wollongong,1,Good,Good,0
125021711,Carlingford - East,107,Sydney - Wollongong,1,Good,Good,0
125021712,Carlingford - West,107,Sydney - Wollongong,1,Good,Good,0
125031479,Chester Hill - Sefton,107,Sydney - Wollongong,1,Good,Good,0
125031480,Fairfield - East,107,Sydney - Wollongong,1,Good,Good,0
125031481,Granville - Clyde,107,Sydney - Wollongong,1,Good,Good,0
125031483,Guildford - South Granville,107,Sydney - Wollongong,1,Good,Good,0
125031484,Guildford West - Merrylands West,107,Sydney - Wollongong,1,Good,Good,0
125031486,Smithfield Industrial,107,Sydney - Wollongong,1,Good,Good,0
125031487,Yennora Industrial,107,Sydney - Wollongong,1,Good,Good,0
125031713,Greystanes - South,107,Sydney - Wollongong,1,Good,Good,0
125031714,Merrylands - Holroyd,107,Sydney - Wollongong,1,Good,Good,0
125031715,Pemulwuy - Greystanes (North),107,Sydney - Wollongong,1,Good,Good,0
125031716,South Wentworthville,107,Sydney - Wollongong,1,Good,Good,0
125041489,North Parramatta,107,Sydney - Wollongong,1,Good,Good,0
125041490,North Rocks,107,Sydney - Wollongong,1,Good,Good,0
125041491,Northmead,107,Sydney - Wollongong,1,Good,Good,0
125041493,Toongabbie - Constitution Hill,107,Sydney - Wollongong,1,Good,Good,0
125041494,Winston Hills,107,Sydney - Wollongong,1,Good,Good,0
125041588,Pendle Hill - Girraween,107,Sydney - Wollongong,1,Good,Good,0
125041589,Wentworthville - Westmead,107,Sydney - Wollongong,1,Good,Good,0
125041717,Parramatta - North,107,Sydney - Wollongong,1,Good,Good,0
125041718,Parramatta - South,107,Sydney - Wollongong,1,Good,Good,0
125041719,Rosehill - Harris Park,107,Sydney - Wollongong,1,Good,Good,0
126011496,Pennant Hills - Cheltenham,107,Sydney - Wollongong,1,Good,Good,0
126011720,Epping (East) - North Epping,107,Sydney - Wollongong,1,Good,Good,0
126011721,Epping (NSW) - West,107,Sydney - Wollongong,1,Good,Good,0
126021498,Gladesville - Huntleys Point,107,Sydney - Wollongong,1,Good,Good,0
126021499,Hunters Hill - Woolwich,107,Sydney - Wollongong,1,Good,Good,0
126021500,Macquarie Park - Marsfield,107,Sydney - Wollongong,1,Good,Good,0
126021501,North Ryde - East Ryde,107,Sydney - Wollongong,1,Good,Good,0
126021503,West Ryde - Meadowbank,107,Sydney - Wollongong,1,Good,Good,0
126021590,Putney,107,Sydney - Wollongong,1,Good,Good,0
126021722,Denistone,107,Sydney - Wollongong,1,Good,Good,0
126021723,Eastwood,107,Sydney - Wollongong,1,Good,Good,0
126021724,Ryde - North,107,Sydney - Wollongong,1,Good,Good,0
126021725,Ryde - South,107,Sydney - Wollongong,1,Good,Good,0
127011504,Ashcroft - Busby - Miller,107,Sydney - Wollongong,1,Good,Good,0
127011505,Austral - Greendale,107,Sydney - Wollongong,1,Good,Good,0
127011592,Badgerys Creek,107,Sydney - Wollongong,1,Good,Good,0
127011593,Cecil Hills,107,Sydney - Wollongong,1,Good,Good,0
127011594,Green Valley,107,Sydney - Wollongong,1,Good,Good,0
127011595,Hinchinbrook,107,Sydney - Wollongong,1,Good,Good,0
127011596,Hoxton Park - Carnes Hill - Horningsea Park,107,Sydney - Wollongong,1,Good,Good,0
127011597,West Hoxton - Middleton Grange,107,Sydney - Wollongong,1,Good,Good,0
127011726,Cobbitty - Bringelly,107,Sydney - Wollongong,1,Good,Good,0
127011727,Gledswood Hills - Gregory Hills,107,Sydney - Wollongong,1,Good,Good,0
127011728,Leppington - Catherine Field,107,Sydney - Wollongong,1,Good,Good,0
127011729,Oran Park,107,Sydney - Wollongong,1,Good,Good,0
127021509,Bonnyrigg Heights - Bonnyrigg,107,Sydney - Wollongong,1,Good,Good,0
127021510,Bossley Park - Abbotsbury,107,Sydney - Wollongong,1,Good,Good,0
127021511,Cabramatta - Lansvale,107,Sydney - Wollongong,1,Good,Good,0
127021512,Cabramatta West - Mount Pritchard,107,Sydney - Wollongong,1,Good,Good,0
127021513,Canley Vale - Canley Heights,107,Sydney - Wollongong,1,Good,Good,0
127021514,Edensor Park,107,Sydney - Wollongong,1,Good,Good,0
127021515,Fairfield,107,Sydney - Wollongong,1,Good,Good,0
127021516,Fairfield - West,107,Sydney - Wollongong,1,Good,Good,0
127021517,Greenfield Park - Prairiewood,107,Sydney - Wollongong,1,Good,Good,0
127021518,Horsley Park - Kemps Creek,107,Sydney - Wollongong,1,Good,Good,0
127021519,Smithfield - Wetherill Park,107,Sydney - Wollongong,1,Good,Good,0
127021520,St Johns Park - Wakeley,107,Sydney - Wollongong,1,Good,Good,0
127021521,Wetherill Park Industrial,107,Sydney - Wollongong,1,Good,Good,0
127031522,Casula,107,Sydney - Wollongong,1,Good,Good,0
127031523,Chipping Norton - Moorebank,107,Sydney - Wollongong,1,Good,Good,0
127031524,Holsworthy - Wattle Grove,107,Sydney - Wollongong,1,Good,Good,0
127031599,Lurnea - Cartwright,107,Sydney - Wollongong,1,Good,Good,0
127031601,Warwick Farm,107,Sydney - Wollongong,1,Good,Good,0
127031730,Edmondson Park,107,Sydney - Wollongong,1,Good,Good,0
127031731,Liverpool - East,107,Sydney - Wollongong,1,Good,Good,0
127031732,Liverpool - West,107,Sydney - Wollongong,1,Good,Good,0
127031733,Prestons,107,Sydney - Wollongong,1,Good,Good,0
128011529,Gymea - Grays Point,107,Sydney - Wollongong,1,Good,Good,0
128011530,Miranda - Yowie Bay,107,Sydney - Wollongong,1,Good,Good,0
128011531,Sylvania - Taren Point,107,Sydney - Wollongong,1,Good,Good,0
128011602,Caringbah,107,Sydney - Wollongong,1,Good,Good,0
128011603,Caringbah South,107,Sydney - Wollongong,1,Good,Good,0
128011604,Cronulla - Kurnell - Bundeena,107,Sydney - Wollongong,1,Good,Good,0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,107,Sydney - Wollongong,1,Good,Good,0
128011606,Woolooware - Burraneer,107,Sydney - Wollongong,1,Good,Good,0
128021533,Heathcote - Waterfall,107,Sydney - Wollongong,1,Good,Good,0
128021534,Illawong - Alfords Point,107,Sydney - Wollongong,1,Good,Good,0
128021535,Menai - Lucas Heights - Woronora,107,Sydney - Wollongong,1,Good,Good,0
128021536,Oyster Bay - Como - Jannali,107,Sydney - Wollongong,1,Good,Good,0
128021537,Royal National Park,107,Sydney - Wollongong,1,Good,Good,0
128021538,Sutherland - Kirrawee,107,Sydney - Wollongong,1,Good,Good,0
128021607,Engadine,107,Sydney - Wollongong,1,Good,Good,0
128021608,Loftus - Yarrawarrah,107,Sydney - Wollongong,1,Good,Good,0
128021609,Woronora Heights,107,Sydney - Wollongong,1,Good,Good,0
197979799,Migratory - Offshore - Shipping (NSW),197,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
199999499,No usual address (NSW),194,No usual address (NSW),1,Good,Good,0
201011001,Alfredton,202,Victoria exc. Melbourne,1,Good,Good,0
201011002,Ballarat,202,Victoria exc. Melbourne,1,Good,Good,0
201011005,Buninyong,202,Victoria exc. Melbourne,1,Good,Good,0
201011006,Delacombe,202,Victoria exc. Melbourne,1,Good,Good,0
201011007,Smythes Creek,202,Victoria exc. Melbourne,1,Good,Good,0
201011008,Wendouree - Miners Rest,202,Victoria exc. Melbourne,1,Good,Good,0
201011481,Ballarat East - Warrenheip,202,Victoria exc. Melbourne,1,Good,Good,0
201011482,Ballarat North - Invermay,202,Victoria exc. Melbourne,1,Good,Good,0
201011483,Canadian - Mount Clear,202,Victoria exc. Melbourne,1,Good,Good,0
201011484,Sebastopol - Redan,202,Victoria exc. Melbourne,1,Good,Good,0
201021009,Bacchus Marsh Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
201021010,Creswick - Clunes,202,Victoria exc. Melbourne,1,Good,Good,0
201021011,Daylesford,202,Victoria exc. Melbourne,1,Good,Good,0
201021012,Gordon (Vic.),202,Victoria exc. Melbourne,1,Good,Good,0
201031013,Avoca,202,Victoria exc. Melbourne,1,Good,Good,0
201031014,Beaufort,202,Victoria exc. Melbourne,1,Good,Good,0
201031015,Golden Plains - North,202,Victoria exc. Melbourne,1,Good,Good,0
201031016,Maryborough (Vic.),202,Victoria exc. Melbourne,1,Good,Good,0
201031017,Maryborough Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
202011018,Bendigo,202,Victoria exc. Melbourne,1,Good,Good,0
202011019,California Gully - Eaglehawk,202,Victoria exc. Melbourne,1,Good,Good,0
202011020,East Bendigo - Kennington,202,Victoria exc. Melbourne,1,Good,Good,0
202011021,Flora Hill - Spring Gully,202,Victoria exc. Melbourne,1,Good,Good,0
202011022,Kangaroo Flat - Golden Square,202,Victoria exc. Melbourne,1,Good,Good,0
202011023,Maiden Gully,202,Victoria exc. Melbourne,1,Good,Good,0
202011024,Strathfieldsaye,202,Victoria exc. Melbourne,1,Good,Good,0
202011025,White Hills - Ascot,202,Victoria exc. Melbourne,1,Good,Good,0
202021026,Bendigo Surrounds - South,202,Victoria exc. Melbourne,1,Good,Good,0
202021027,Castlemaine,202,Victoria exc. Melbourne,1,Good,Good,0
202021028,Castlemaine Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
202021029,Heathcote,202,Victoria exc. Melbourne,1,Good,Good,0
202021030,Kyneton,202,Victoria exc. Melbourne,1,Good,Good,0
202021031,Woodend,202,Victoria exc. Melbourne,1,Good,Good,0
202031032,Bendigo Surrounds - North,202,Victoria exc. Melbourne,1,Good,Good,0
202031033,Loddon,202,Victoria exc. Melbourne,1,Good,Good,0
203011034,Bannockburn,202,Victoria exc. Melbourne,1,Good,Good,0
203011035,Golden Plains - South,202,Victoria exc. Melbourne,1,Good,Good,0
203011036,Winchelsea,202,Victoria exc. Melbourne,1,Good,Good,0
203021037,Belmont,202,Victoria exc. Melbourne,1,Good,Good,0
203021039,Geelong,202,Victoria exc. Melbourne,1,Good,Good,0
203021040,Geelong West - Hamlyn Heights,202,Victoria exc. Melbourne,1,Good,Good,0
203021042,Highton,202,Victoria exc. Melbourne,1,Good,Good,0
203021043,Lara,202,Victoria exc. Melbourne,1,Good,Good,0
203021044,Leopold,202,Victoria exc. Melbourne,1,Good,Good,0
203021045,Newcomb - Moolap,202,Victoria exc. Melbourne,1,Good,Good,0
203021046,Newtown (Vic.),202,Victoria exc. Melbourne,1,Good,Good,0
203021047,North Geelong - Bell Park,202,Victoria exc. Melbourne,1,Good,Good,0
203021485,Charlemont,202,Victoria exc. Melbourne,1,Good,Good,0
203021486,Corio - Lovely Banks,202,Victoria exc. Melbourne,1,Good,Good,0
203021487,Grovedale - Mount Duneed,202,Victoria exc. Melbourne,1,Good,Good,0
203021488,Norlane,202,Victoria exc. Melbourne,1,Good,Good,0
203031048,Clifton Springs,202,Victoria exc. Melbourne,1,Good,Good,0
203031049,Lorne - Anglesea,202,Victoria exc. Melbourne,1,Good,Good,0
203031051,Portarlington,202,Victoria exc. Melbourne,1,Good,Good,0
203031052,Point Lonsdale - Queenscliff,202,Victoria exc. Melbourne,1,Good,Good,0
203031053,Torquay,202,Victoria exc. Melbourne,1,Good,Good,0
203031489,Barwon Heads - Armstrong Creek,202,Victoria exc. Melbourne,1,Good,Good,0
203031490,Ocean Grove,202,Victoria exc. Melbourne,1,Good,Good,0
204011054,Alexandra,202,Victoria exc. Melbourne,1,Good,Good,0
204011055,Euroa,202,Victoria exc. Melbourne,1,Good,Good,0
204011056,Kilmore - Broadford,202,Victoria exc. Melbourne,1,Good,Good,0
204011057,Mansfield (Vic.),202,Victoria exc. Melbourne,1,Good,Good,0
204011058,Nagambie,202,Victoria exc. Melbourne,1,Good,Good,0
204011059,Seymour,202,Victoria exc. Melbourne,1,Good,Good,0
204011060,Seymour Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
204011061,Upper Yarra Valley,201,Melbourne,1,Good,Good,0
204011062,Yea,202,Victoria exc. Melbourne,1,Good,Good,0
204021063,Benalla,202,Victoria exc. Melbourne,1,Good,Good,0
204021064,Benalla Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
204021065,Rutherglen,202,Victoria exc. Melbourne,1,Good,Good,0
204021066,Wangaratta,202,Victoria exc. Melbourne,1,Good,Good,0
204021067,Wangaratta Surrounds,202,Victoria exc. Melbourne,1,Good,Good,0
204031068,Beechworth,202,Victoria exc. Melbourne,1,Good,Good,0
204031069,Bright - Mount Beauty,202,Victoria exc. Melbourne,1,Good,Good,0
204031070,Chiltern - Indigo Valley,202,Victoria exc. Melbourne,1,Good,Good,0
204031071,Myrtleford,202,Victoria exc. Melbourne,1,Good,Good,0
204031072,Towong,202,Victoria exc. Melbourne,1,Good,Good,0
204031073,West Wodonga,202,Victoria exc. Melbourne,1,Good,Good,0
204031075,Yackandandah,202,Victoria exc. Melbourne,1,Good,Good,0
204031491,Baranduda - Leneva,202,Victoria exc. Melbourne,1,Good,Good,0
204031492,Wodonga,202,Victoria exc. Melbourne,1,Good,Good,0
205011076,Drouin,202,Victoria exc. Melbourne,1,Good,Good,0
205011077,Mount Baw Baw Region,202,Victoria exc. Melbourne,1,Good,Good,0
205011078,Trafalgar (Vic.),202,Victoria exc. Melbourne,1,Good,Good,0
205011079,Warragul,202,Victoria exc. Melbourne,1,Good,Good,0
205021080,Alps - East,202,Victoria exc. Melbourne,1,Good,Good,0
205021081,Bairnsdale,202,Victoria exc. Melbourne,1,Good,Good,0
205021082,Bruthen - Omeo,202,Victoria exc. Melbourne,1,Good,Good,0
205021083,Lake King,202,Victoria exc. Melbourne,1,Good,Good,0
205021084,Lakes Entrance,202,Victoria exc. Melbourne,1,Good,Good,0
205021085,Orbost,202,Victoria exc. Melbourne,1,Good,Good,0
205021086,Paynesville,202,Victoria exc. Melbourne,1,Good,Good,0
205031087,Foster,202,Victoria exc. Melbourne,1,Good,Good,0
205031088,French Island,202,Victoria exc. Melbourne,1,Good,Good,0
205031089,Korumburra,202,Victoria exc. Melbourne,1,Good,Good,0
205031090,Leongatha,202,Victoria exc. Melbourne,1,Good,Good,0
