SA1_MAINCODE_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10105153912,13310,Goulburn Mulwaree,1,Good,Good,0
10105153913,13310,Goulburn Mulwaree,1,Good,Good,0
10105153914,13310,Goulburn Mulwaree,1,Good,Good,0
10105153915,13310,Goulburn Mulwaree,1,Good,Good,0
10105153916,13310,Goulburn Mulwaree,1,Good,Good,0
10105153917,13310,Goulburn Mulwaree,1,Good,Good,0
10105153918,13310,Goulburn Mulwaree,1,Good,Good,0
10105153919,13310,Goulburn Mulwaree,1,Good,Good,0
10105153920,13310,Goulburn Mulwaree,1,Good,Good,0
10105153921,13310,Goulburn Mulwaree,1,Good,Good,0
10105153922,13310,Goulburn Mulwaree,1,Good,Good,0
10105153923,13310,Goulburn Mulwaree,1,Good,Good,0
10105153924,13310,Goulburn Mulwaree,1,Good,Good,0
10105153925,13310,Goulburn Mulwaree,1,Good,Good,0
10105153926,13310,Goulburn Mulwaree,1,Good,Good,0
10105153927,13310,Goulburn Mulwaree,1,Good,Good,0
10105153928,13310,Goulburn Mulwaree,1,Good,Good,0
10105153929,13310,Goulburn Mulwaree,1,Good,Good,0
10105153930,13310,Goulburn Mulwaree,1,Good,Good,0
10105153931,13310,Goulburn Mulwaree,1,Good,Good,0
10105153932,13310,Goulburn Mulwaree,1,Good,Good,0
10105153933,13310,Goulburn Mulwaree,1,Good,Good,0
10105153934,13310,Goulburn Mulwaree,1,Good,Good,0
10105153935,13310,Goulburn Mulwaree,1,Good,Good,0
10105153936,13310,Goulburn Mulwaree,1,Good,Good,0
10105153937,13310,Goulburn Mulwaree,1,Good,Good,0
10105153938,13310,Goulburn Mulwaree,1,Good,Good,0
10105153939,13310,Goulburn Mulwaree,1,Good,Good,0
10105153940,13310,Goulburn Mulwaree,1,Good,Good,0
10105153941,13310,Goulburn Mulwaree,1,Good,Good,0
10105153942,13310,Goulburn Mulwaree,1,Good,Good,0
10105153943,13310,Goulburn Mulwaree,1,Good,Good,0
10105153944,13310,Goulburn Mulwaree,1,Good,Good,0
10105153945,13310,Goulburn Mulwaree,1,Good,Good,0
10105153946,13310,Goulburn Mulwaree,1,Good,Good,0
10105153947,13310,Goulburn Mulwaree,1,Good,Good,0
10105153948,13310,Goulburn Mulwaree,1,Good,Good,0
10105153949,13310,Goulburn Mulwaree,1,Good,Good,0
10105153950,13310,Goulburn Mulwaree,1,Good,Good,0
10105153951,13310,Goulburn Mulwaree,1,Good,Good,0
10105153952,13310,Goulburn Mulwaree,1,Good,Good,0
10105153953,13310,Goulburn Mulwaree,1,Good,Good,0
10105153954,13310,Goulburn Mulwaree,1,Good,Good,0
10105153955,13310,Goulburn Mulwaree,1,Good,Good,0
10105153956,13310,Goulburn Mulwaree,1,Good,Good,0
10105153957,13310,Goulburn Mulwaree,1,Good,Good,0
10105153958,13310,Goulburn Mulwaree,1,Good,Good,0
10105153959,13310,Goulburn Mulwaree,1,Good,Good,0
10105153960,13310,Goulburn Mulwaree,1,Good,Good,0
10105153961,13310,Goulburn Mulwaree,1,Good,Good,0
10105153962,13310,Goulburn Mulwaree,1,Good,Good,0
10105153963,13310,Goulburn Mulwaree,1,Good,Good,0
10105153964,13310,Goulburn Mulwaree,1,Good,Good,0
10105153965,13310,Goulburn Mulwaree,1,Good,Good,0
10105153966,13310,Goulburn Mulwaree,1,Good,Good,0
10105153967,13310,Goulburn Mulwaree,1,Good,Good,0
10105154001,13310,Goulburn Mulwaree,1,Good,Good,0
10105154002,13310,Goulburn Mulwaree,1,Good,Good,0
10105154003,17640,Upper Lachlan Shire,1,Good,Good,0
10105154004,13310,Goulburn Mulwaree,1,Good,Good,0
10105154005,17640,Upper Lachlan Shire,1,Good,Good,0
10105154006,17640,Upper Lachlan Shire,1,Good,Good,0
10105154007,13310,Goulburn Mulwaree,0.9084095,Good,Good,0
10105154007,17640,Upper Lachlan Shire,0.0915905,Good,Good,0
10105154008,17640,Upper Lachlan Shire,1,Good,Good,0
10105154009,17640,Upper Lachlan Shire,1,Good,Good,0
10105154010,17640,Upper Lachlan Shire,1,Good,Good,0
10105154011,17640,Upper Lachlan Shire,1,Good,Good,0
10105154012,13310,Goulburn Mulwaree,1,Good,Good,0
10105154013,16490,Queanbeyan-Palerang Regional,0.272174,Good,Good,0
10105154013,17640,Upper Lachlan Shire,0.7215575,Good,Good,0
10105154013,18710,Yass Valley,0.0062684,Good,Good,1
10105154014,17640,Upper Lachlan Shire,1,Good,Good,0
10105154015,17640,Upper Lachlan Shire,1,Good,Good,0
10105154016,13310,Goulburn Mulwaree,1,Good,Good,0
10105154017,17640,Upper Lachlan Shire,1,Good,Good,0
10105154018,17640,Upper Lachlan Shire,0.9623295,Good,Good,0
10105154018,18350,Wingecarribee,0.0376705,Good,Good,0
10105154019,17640,Upper Lachlan Shire,1,Good,Good,0
10105154020,13310,Goulburn Mulwaree,1,Good,Good,0
10105154021,17640,Upper Lachlan Shire,1,Good,Good,0
10105154022,13310,Goulburn Mulwaree,1,Good,Good,0
10105154023,13310,Goulburn Mulwaree,0.9999999,Good,Good,0
10105154023,17640,Upper Lachlan Shire,1.00E-07,Good,Good,1
10105154024,17640,Upper Lachlan Shire,1,Good,Good,0
10105154025,13310,Goulburn Mulwaree,1,Good,Good,0
10105154026,17640,Upper Lachlan Shire,1,Good,Good,0
10105154027,13310,Goulburn Mulwaree,1,Good,Good,0
10105154028,13310,Goulburn Mulwaree,0.9999999,Good,Good,0
10105154028,17640,Upper Lachlan Shire,1.00E-07,Good,Good,1
10105154029,13310,Goulburn Mulwaree,1,Good,Good,0
10105154030,17640,Upper Lachlan Shire,1,Good,Good,0
10105154031,17640,Upper Lachlan Shire,1,Good,Good,0
10105154032,13310,Goulburn Mulwaree,1,Good,Good,0
10105154033,13310,Goulburn Mulwaree,1,Good,Good,0
10106154101,18710,Yass Valley,1,Good,Good,0
10106154102,18710,Yass Valley,1,Good,Good,0
10106154103,18710,Yass Valley,1,Good,Good,0
10106154104,18710,Yass Valley,1,Good,Good,0
10106154105,18710,Yass Valley,1,Good,Good,0
10106154106,18710,Yass Valley,1,Good,Good,0
10106154107,18710,Yass Valley,1,Good,Good,0
10106154108,18710,Yass Valley,1,Good,Good,0
10106154109,18710,Yass Valley,1,Good,Good,0
10106154110,18710,Yass Valley,1,Good,Good,0
10106154111,18710,Yass Valley,1,Good,Good,0
10106154112,18710,Yass Valley,1,Good,Good,0
10106154113,18710,Yass Valley,1,Good,Good,0
10106154114,18710,Yass Valley,1,Good,Good,0
10106154201,18710,Yass Valley,1,Good,Good,0
10106154202,18710,Yass Valley,1,Good,Good,0
10106154203,18710,Yass Valley,1,Good,Good,0
10106154204,13910,Hilltops,1,Good,Good,0
10106154205,18710,Yass Valley,1,Good,Good,0
10106154206,13910,Hilltops,1,Good,Good,0
10106154207,17640,Upper Lachlan Shire,1,Good,Good,0
10106154208,18710,Yass Valley,1,Good,Good,0
10106154209,18710,Yass Valley,1,Good,Good,0
10106154210,18710,Yass Valley,1,Good,Good,0
10106154211,18710,Yass Valley,1,Good,Good,0
10106154212,18710,Yass Valley,1,Good,Good,0
10106154213,18710,Yass Valley,1,Good,Good,0
10106154214,17640,Upper Lachlan Shire,0.8075408,Good,Good,0
10106154214,18710,Yass Valley,0.1924592,Good,Good,0
10106154215,18710,Yass Valley,1,Good,Good,0
10106154216,18710,Yass Valley,1,Good,Good,0
10106154217,18710,Yass Valley,1,Good,Good,0
10106154218,17640,Upper Lachlan Shire,1,Good,Good,0
10106154219,18710,Yass Valley,1,Good,Good,0
10106154220,17640,Upper Lachlan Shire,1,Good,Good,0
10106154221,18710,Yass Valley,1,Good,Good,0
10106154222,18710,Yass Valley,1,Good,Good,0
10106154223,18710,Yass Valley,1,Good,Good,0
10106154224,18710,Yass Valley,1,Good,Good,0
10106154225,18710,Yass Valley,1,Good,Good,0
10106154226,18710,Yass Valley,1,Good,Good,0
10106154227,18710,Yass Valley,1,Good,Good,0
10106154228,18710,Yass Valley,1,Good,Good,0
10106154229,17640,Upper Lachlan Shire,1,Good,Good,0
10106154230,18710,Yass Valley,1,Good,Good,0
10106154231,18710,Yass Valley,1,Good,Good,0
10106154232,18710,Yass Valley,1,Good,Good,0
10106154233,18710,Yass Valley,1,Good,Good,0
10106154234,18710,Yass Valley,1,Good,Good,0
10106154235,18710,Yass Valley,1,Good,Good,0
10106154301,13910,Hilltops,1,Good,Good,0
10106154302,13910,Hilltops,1,Good,Good,0
10106154303,13910,Hilltops,1,Good,Good,0
10106154304,13910,Hilltops,1,Good,Good,0
10106154305,13910,Hilltops,1,Good,Good,0
10106154306,13910,Hilltops,1,Good,Good,0
10106154307,13910,Hilltops,1,Good,Good,0
10106154308,13910,Hilltops,1,Good,Good,0
10106154309,13910,Hilltops,1,Good,Good,0
10106154310,13910,Hilltops,1,Good,Good,0
10106154311,13910,Hilltops,1,Good,Good,0
10106154312,13910,Hilltops,1,Good,Good,0
10106154313,13910,Hilltops,1,Good,Good,0
10106154314,13910,Hilltops,1,Good,Good,0
10106154315,13910,Hilltops,1,Good,Good,0
10106154316,13910,Hilltops,1,Good,Good,0
10106154317,13910,Hilltops,1,Good,Good,0
10106154318,13910,Hilltops,1,Good,Good,0
10106154319,13910,Hilltops,1,Good,Good,0
10106154320,13910,Hilltops,1,Good,Good,0
10106154321,13910,Hilltops,1,Good,Good,0
10106154322,13910,Hilltops,1,Good,Good,0
10106154323,13910,Hilltops,1,Good,Good,0
10106154324,13910,Hilltops,1,Good,Good,0
10106154325,13910,Hilltops,1,Good,Good,0
10106154326,13910,Hilltops,1,Good,Good,0
10106154327,13910,Hilltops,1,Good,Good,0
10106154328,13910,Hilltops,1,Good,Good,0
10106154329,13910,Hilltops,1,Good,Good,0
10106154330,13910,Hilltops,1,Good,Good,0
10106154401,13910,Hilltops,1,Good,Good,0
10106154402,13910,Hilltops,1,Good,Good,0
10106154403,13910,Hilltops,1,Good,Good,0
10106154404,13910,Hilltops,1,Good,Good,0
10106154405,13910,Hilltops,1,Good,Good,0
10106154406,13910,Hilltops,1,Good,Good,0
10106154407,13910,Hilltops,1,Good,Good,0
10106154408,13910,Hilltops,1,Good,Good,0
10106154409,13910,Hilltops,1,Good,Good,0
10106154410,13910,Hilltops,1,Good,Good,0
10106154411,13910,Hilltops,1,Good,Good,0
10106154412,13910,Hilltops,1,Good,Good,0
10106154413,13910,Hilltops,1,Good,Good,0
10106154414,13910,Hilltops,1,Good,Good,0
10106154415,13910,Hilltops,1,Good,Good,0
10106154416,13910,Hilltops,1,Good,Good,0
10106154417,13910,Hilltops,1,Good,Good,0
10106154418,13910,Hilltops,1,Good,Good,0
10106154419,13910,Hilltops,1,Good,Good,0
10106154420,13910,Hilltops,1,Good,Good,0
10106154421,13910,Hilltops,1,Good,Good,0
10201102801,11650,Central Coast (NSW),1,Good,Good,0
10201102802,11650,Central Coast (NSW),1,Good,Good,0
10201102803,11650,Central Coast (NSW),1,Good,Good,0
10201102804,11650,Central Coast (NSW),1,Good,Good,0
10201102805,11650,Central Coast (NSW),1,Good,Good,0
10201102806,11650,Central Coast (NSW),1,Good,Good,0
10201102807,11650,Central Coast (NSW),1,Good,Good,0
10201102808,11650,Central Coast (NSW),1,Good,Good,0
10201102809,11650,Central Coast (NSW),1,Good,Good,0
10201102810,11650,Central Coast (NSW),1,Good,Good,0
10201102811,11650,Central Coast (NSW),1,Good,Good,0
10201102812,11650,Central Coast (NSW),1,Good,Good,0
10201102813,11650,Central Coast (NSW),1,Good,Good,0
10201102814,11650,Central Coast (NSW),1,Good,Good,0
10201102815,11650,Central Coast (NSW),1,Good,Good,0
10201102816,11650,Central Coast (NSW),1,Good,Good,0
10201102817,11650,Central Coast (NSW),1,Good,Good,0
10201102818,11650,Central Coast (NSW),1,Good,Good,0
10201102901,11650,Central Coast (NSW),1,Good,Good,0
10201102902,11650,Central Coast (NSW),1,Good,Good,0
10201102903,11650,Central Coast (NSW),1,Good,Good,0
10201102904,11650,Central Coast (NSW),1,Good,Good,0
10201102905,11650,Central Coast (NSW),1,Good,Good,0
10201102906,11650,Central Coast (NSW),1,Good,Good,0
10201102907,11650,Central Coast (NSW),1,Good,Good,0
10201102908,11650,Central Coast (NSW),1,Good,Good,0
10201102909,11650,Central Coast (NSW),1,Good,Good,0
10201102910,11650,Central Coast (NSW),1,Good,Good,0
10201102911,11650,Central Coast (NSW),1,Good,Good,0
10201102912,11650,Central Coast (NSW),1,Good,Good,0
10201102913,11650,Central Coast (NSW),1,Good,Good,0
10201102914,11650,Central Coast (NSW),1,Good,Good,0
10201102915,11650,Central Coast (NSW),1,Good,Good,0
10201102916,11650,Central Coast (NSW),1,Good,Good,0
10201102917,11650,Central Coast (NSW),1,Good,Good,0
10201102918,11650,Central Coast (NSW),1,Good,Good,0
10201102919,11650,Central Coast (NSW),1,Good,Good,0
10201102920,11650,Central Coast (NSW),1,Good,Good,0
10201102921,11650,Central Coast (NSW),1,Good,Good,0
10201102922,11650,Central Coast (NSW),1,Good,Good,0
10201102923,11650,Central Coast (NSW),1,Good,Good,0
10201102924,11650,Central Coast (NSW),1,Good,Good,0
10201102925,11650,Central Coast (NSW),1,Good,Good,0
10201102926,11650,Central Coast (NSW),1,Good,Good,0
10201102927,11650,Central Coast (NSW),1,Good,Good,0
10201102928,11650,Central Coast (NSW),1,Good,Good,0
10201103002,11650,Central Coast (NSW),1,Good,Good,0
10201103003,11650,Central Coast (NSW),1,Good,Good,0
10201103004,11650,Central Coast (NSW),1,Good,Good,0
10201103005,11650,Central Coast (NSW),1,Good,Good,0
10201103006,11650,Central Coast (NSW),1,Good,Good,0
10201103007,11650,Central Coast (NSW),1,Good,Good,0
10201103008,11650,Central Coast (NSW),1,Good,Good,0
10201103009,11650,Central Coast (NSW),1,Good,Good,0
10201103010,11650,Central Coast (NSW),1,Good,Good,0
10201103011,11650,Central Coast (NSW),1,Good,Good,0
10201103012,11650,Central Coast (NSW),1,Good,Good,0
10201103013,11650,Central Coast (NSW),1,Good,Good,0
10201103014,11650,Central Coast (NSW),1,Good,Good,0
10201103101,11650,Central Coast (NSW),1,Good,Good,0
10201103102,11650,Central Coast (NSW),1,Good,Good,0
10201103103,11650,Central Coast (NSW),1,Good,Good,0
10201103104,11650,Central Coast (NSW),1,Good,Good,0
10201103105,11650,Central Coast (NSW),1,Good,Good,0
10201103106,11650,Central Coast (NSW),1,Good,Good,0
10201103107,11650,Central Coast (NSW),1,Good,Good,0
10201103108,11650,Central Coast (NSW),1,Good,Good,0
10201103109,11650,Central Coast (NSW),1,Good,Good,0
10201103110,11650,Central Coast (NSW),1,Good,Good,0
10201103111,11650,Central Coast (NSW),1,Good,Good,0
10201103112,11650,Central Coast (NSW),1,Good,Good,0
10201103113,11650,Central Coast (NSW),1,Good,Good,0
10201103114,11650,Central Coast (NSW),1,Good,Good,0
10201103115,11650,Central Coast (NSW),1,Good,Good,0
10201103116,11650,Central Coast (NSW),1,Good,Good,0
10201103117,11650,Central Coast (NSW),1,Good,Good,0
10201103118,11650,Central Coast (NSW),1,Good,Good,0
10201103119,11650,Central Coast (NSW),1,Good,Good,0
10201103120,11650,Central Coast (NSW),1,Good,Good,0
10201103121,11650,Central Coast (NSW),1,Good,Good,0
10201103122,11650,Central Coast (NSW),1,Good,Good,0
10201103123,11650,Central Coast (NSW),1,Good,Good,0
10201103124,11650,Central Coast (NSW),1,Good,Good,0
10201103125,11650,Central Coast (NSW),1,Good,Good,0
10201103126,11650,Central Coast (NSW),1,Good,Good,0
10201103127,11650,Central Coast (NSW),1,Good,Good,0
10201103128,11650,Central Coast (NSW),1,Good,Good,0
10201103129,11650,Central Coast (NSW),1,Good,Good,0
10201103130,11650,Central Coast (NSW),1,Good,Good,0
10201103131,11650,Central Coast (NSW),1,Good,Good,0
10201103132,11650,Central Coast (NSW),1,Good,Good,0
10201103133,11650,Central Coast (NSW),1,Good,Good,0
10201103134,11650,Central Coast (NSW),1,Good,Good,0
10201103135,11650,Central Coast (NSW),1,Good,Good,0
10201103136,11650,Central Coast (NSW),1,Good,Good,0
10201103137,11650,Central Coast (NSW),1,Good,Good,0
10201103138,11650,Central Coast (NSW),1,Good,Good,0
10201103201,11650,Central Coast (NSW),1,Good,Good,0
10201103202,11650,Central Coast (NSW),1,Good,Good,0
10201103203,11650,Central Coast (NSW),1,Good,Good,0
10201103204,11650,Central Coast (NSW),1,Good,Good,0
10201103205,11650,Central Coast (NSW),1,Good,Good,0
10201103206,11650,Central Coast (NSW),1,Good,Good,0
10201103207,11650,Central Coast (NSW),1,Good,Good,0
10201103208,11650,Central Coast (NSW),1,Good,Good,0
10201103210,11650,Central Coast (NSW),1,Good,Good,0
10201103211,11650,Central Coast (NSW),1,Good,Good,0
10201103212,11650,Central Coast (NSW),1,Good,Good,0
10201103213,11650,Central Coast (NSW),1,Good,Good,0
10201103214,11650,Central Coast (NSW),1,Good,Good,0
10201103215,11650,Central Coast (NSW),1,Good,Good,0
10201103216,11650,Central Coast (NSW),1,Good,Good,0
10201103217,11650,Central Coast (NSW),1,Good,Good,0
10201103218,11650,Central Coast (NSW),1,Good,Good,0
10201103219,11650,Central Coast (NSW),1,Good,Good,0
10201103220,11650,Central Coast (NSW),1,Good,Good,0
10201103221,11650,Central Coast (NSW),1,Good,Good,0
10201103223,11650,Central Coast (NSW),1,Good,Good,0
10201103224,11650,Central Coast (NSW),1,Good,Good,0
10201103225,11650,Central Coast (NSW),1,Good,Good,0
10201103226,11650,Central Coast (NSW),1,Good,Good,0
10201103227,11650,Central Coast (NSW),1,Good,Good,0
10201103228,11650,Central Coast (NSW),1,Good,Good,0
10201103229,11650,Central Coast (NSW),1,Good,Good,0
10201103230,11650,Central Coast (NSW),1,Good,Good,0
10201103231,11650,Central Coast (NSW),1,Good,Good,0
10201103232,11650,Central Coast (NSW),1,Good,Good,0
10201103233,11650,Central Coast (NSW),1,Good,Good,0
10201103234,11650,Central Coast (NSW),1,Good,Good,0
10201103235,11650,Central Coast (NSW),1,Good,Good,0
10201103236,11650,Central Coast (NSW),1,Good,Good,0
10201103237,11650,Central Coast (NSW),1,Good,Good,0
10201103238,11650,Central Coast (NSW),1,Good,Good,0
10201103239,11650,Central Coast (NSW),1,Good,Good,0
10201103240,11650,Central Coast (NSW),1,Good,Good,0
10201103241,11650,Central Coast (NSW),1,Good,Good,0
10201103242,11650,Central Coast (NSW),1,Good,Good,0
10201103243,11650,Central Coast (NSW),1,Good,Good,0
10201103244,11650,Central Coast (NSW),1,Good,Good,0
10201103245,11650,Central Coast (NSW),1,Good,Good,0
10201103246,11650,Central Coast (NSW),1,Good,Good,0
10201103247,11650,Central Coast (NSW),1,Good,Good,0
10201103248,11650,Central Coast (NSW),1,Good,Good,0
10201103301,11650,Central Coast (NSW),1,Good,Good,0
10201103302,11650,Central Coast (NSW),1,Good,Good,0
10201103303,11650,Central Coast (NSW),1,Good,Good,0
10201103304,11650,Central Coast (NSW),1,Good,Good,0
10201103305,11650,Central Coast (NSW),1,Good,Good,0
10201103306,11650,Central Coast (NSW),1,Good,Good,0
10201103307,11650,Central Coast (NSW),1,Good,Good,0
10201103308,11650,Central Coast (NSW),1,Good,Good,0
10201103309,11650,Central Coast (NSW),1,Good,Good,0
10201103310,11650,Central Coast (NSW),1,Good,Good,0
10201103311,11650,Central Coast (NSW),1,Good,Good,0
10201103312,11650,Central Coast (NSW),1,Good,Good,0
10201103313,11650,Central Coast (NSW),1,Good,Good,0
10201103314,11650,Central Coast (NSW),1,Good,Good,0
10201103315,11650,Central Coast (NSW),1,Good,Good,0
10201103316,11650,Central Coast (NSW),1,Good,Good,0
10201103317,11650,Central Coast (NSW),1,Good,Good,0
10201103318,11650,Central Coast (NSW),1,Good,Good,0
10201103319,11650,Central Coast (NSW),1,Good,Good,0
10201103320,11650,Central Coast (NSW),1,Good,Good,0
10201103401,11650,Central Coast (NSW),1,Good,Good,0
10201103402,11650,Central Coast (NSW),1,Good,Good,0
10201103403,11650,Central Coast (NSW),1,Good,Good,0
10201103404,11650,Central Coast (NSW),1,Good,Good,0
10201103405,11650,Central Coast (NSW),1,Good,Good,0
10201103406,11650,Central Coast (NSW),1,Good,Good,0
10201103407,11650,Central Coast (NSW),1,Good,Good,0
10201103408,11650,Central Coast (NSW),1,Good,Good,0
10201103409,11650,Central Coast (NSW),1,Good,Good,0
10201103410,11650,Central Coast (NSW),1,Good,Good,0
10201103411,11650,Central Coast (NSW),1,Good,Good,0
10201103412,11650,Central Coast (NSW),1,Good,Good,0
10201103413,11650,Central Coast (NSW),1,Good,Good,0
10201103414,11650,Central Coast (NSW),1,Good,Good,0
10201103415,11650,Central Coast (NSW),1,Good,Good,0
10201103416,11650,Central Coast (NSW),1,Good,Good,0
10201103417,11650,Central Coast (NSW),1,Good,Good,0
10201103418,11650,Central Coast (NSW),1,Good,Good,0
10201103419,11650,Central Coast (NSW),1,Good,Good,0
10201103501,11650,Central Coast (NSW),1,Good,Good,0
10201103502,11650,Central Coast (NSW),1,Good,Good,0
10201103503,11650,Central Coast (NSW),1,Good,Good,0
10201103504,11650,Central Coast (NSW),1,Good,Good,0
10201103505,11650,Central Coast (NSW),1,Good,Good,0
10201103506,11650,Central Coast (NSW),1,Good,Good,0
10201103507,11650,Central Coast (NSW),1,Good,Good,0
10201103508,11650,Central Coast (NSW),1,Good,Good,0
10201103509,11650,Central Coast (NSW),1,Good,Good,0
10201103510,11650,Central Coast (NSW),1,Good,Good,0
10201103511,11650,Central Coast (NSW),1,Good,Good,0
10201103512,11650,Central Coast (NSW),1,Good,Good,0
10201103513,11650,Central Coast (NSW),1,Good,Good,0
10201103514,11650,Central Coast (NSW),1,Good,Good,0
10201103515,11650,Central Coast (NSW),1,Good,Good,0
10201103516,11650,Central Coast (NSW),1,Good,Good,0
10201103517,11650,Central Coast (NSW),1,Good,Good,0
10201103601,11650,Central Coast (NSW),1,Good,Good,0
10201103602,11650,Central Coast (NSW),1,Good,Good,0
10201103603,11650,Central Coast (NSW),1,Good,Good,0
10201103604,11650,Central Coast (NSW),1,Good,Good,0
10201103605,11650,Central Coast (NSW),1,Good,Good,0
10201103606,11650,Central Coast (NSW),1,Good,Good,0
10201103607,11650,Central Coast (NSW),1,Good,Good,0
10201103608,11650,Central Coast (NSW),1,Good,Good,0
10201103609,11650,Central Coast (NSW),1,Good,Good,0
10201103610,11650,Central Coast (NSW),1,Good,Good,0
10201103611,11650,Central Coast (NSW),1,Good,Good,0
10201103612,11650,Central Coast (NSW),1,Good,Good,0
10201103613,11650,Central Coast (NSW),1,Good,Good,0
10201103614,11650,Central Coast (NSW),1,Good,Good,0
10201103615,11650,Central Coast (NSW),1,Good,Good,0
10201103616,11650,Central Coast (NSW),1,Good,Good,0
10201103617,11650,Central Coast (NSW),1,Good,Good,0
10201103618,11650,Central Coast (NSW),1,Good,Good,0
