CD_CODE_2001,POA_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
4021702,5605,0.3235294,Acceptable,Good,0
4021702,5607,0.3235294,Acceptable,Good,0
4021702,5604,0.3529412,Acceptable,Good,0
4021703,5604,1,Acceptable,Good,0
4021704,5605,1,Acceptable,Good,0
4021705,5605,0.4883721,Acceptable,Good,0
4021705,5607,0.5116279,Acceptable,Good,0
4021706,5631,0.3055556,Acceptable,Good,0
4021706,5607,0.6944444,Acceptable,Good,0
4021707,5605,1,Acceptable,Good,0
4021801,5606,1,Good,Good,0
4021802,5606,1,Good,Good,0
4021803,5606,1,Good,Good,0
4021804,5606,1,Good,Good,0
4021805,5606,1,Good,Good,0
4021806,5606,1,Good,Good,0
4021807,5606,1,Good,Good,0
4021808,5606,1,Good,Good,0
4021809,5606,1,Good,Good,0
4021810,5606,1,Good,Good,0
4021811,5606,1,Good,Good,0
4021812,5606,1,Good,Good,0
4021901,5606,1,Good,Good,0
4021902,5606,1,Good,Good,0
4021903,5606,1,Good,Good,0
4021904,5606,1,Good,Good,0
4021905,5606,1,Good,Good,0
4021906,5606,1,Good,Good,0
4021907,5606,1,Good,Good,0
4021908,5606,1,Good,Good,0
4021909,5606,1,Good,Good,0
4021910,5606,1,Good,Good,0
4021911,5606,1,Good,Good,0
4021912,5606,1,Good,Good,0
4021913,5606,1,Good,Good,0
4021914,5606,1,Good,Good,0
4022001,5605,0.1333333,Acceptable,Good,0
4022001,5606,0.1666667,Good,Good,0
4022001,5607,0.7,Acceptable,Good,0
4022101,5690,1,Good,Good,0
4022102,5690,1,Good,Good,0
4022103,5680,0.3,Acceptable,Good,0
4022103,5717,0.7,Poor,Good,0
4022104,5690,1,Good,Good,0
4022105,5690,1,Good,Good,0
4022201,5641,0.0204082,Good,Good,0
4022201,5715,0.2244898,Poor,Good,0
4022201,5717,0.3265306,Poor,Good,0
4022201,5611,0.4285714,Good,Good,0
4022202,5611,1,Good,Good,0
4022301,5641,0.2432432,Good,Good,0
4022301,5655,0.3513514,Poor,Good,0
4022301,5717,0.4054054,Poor,Good,0
4030101,5523,0.2093023,Acceptable,Good,0
4030101,5555,0.3255814,Poor,Good,0
4030101,5522,0.4651163,Good,Good,0
4030102,5555,0.097561,Poor,Good,0
4030102,5520,0.2926829,Poor,Good,0
4030102,5522,0.6097561,Good,Good,0
4030103,5522,1,Good,Good,0
4030104,5522,1,Good,Good,0
4030105,5522,1,Good,Good,0
4030201,5577,0.1794872,Acceptable,Good,0
4030201,5575,0.8205128,Acceptable,Good,0
4030202,5575,0.0833333,Acceptable,Good,0
4030202,5577,0.9166667,Acceptable,Good,0
4030203,5575,0.4516129,Acceptable,Good,0
4030203,5577,0.5483871,Acceptable,Good,0
4030204,5577,1,Acceptable,Good,0
4030205,5575,1,Acceptable,Good,0
4030301,5510,0.5,Poor,Good,0
4030301,5520,0.5,Poor,Good,0
4030302,5520,1,Poor,Good,0
4030303,5464,0.2195122,Poor,Good,0
4030303,5555,0.2682927,Poor,Good,0
4030303,5520,0.5121951,Poor,Good,0
4030304,5464,1,Poor,Good,0
4030305,5464,0.3243243,Poor,Good,0
4030305,5520,0.3243243,Poor,Good,0
4030305,5461,0.3513514,Acceptable,Good,0
4030401,5462,0.1052632,Acceptable,Good,0
4030401,5464,0.8947368,Poor,Good,0
4030402,5462,1,Acceptable,Good,0
4030403,5461,0.2380952,Acceptable,Good,0
4030403,5462,0.2619048,Acceptable,Good,0
4030403,5453,0.5,Good,Good,0
4030501,5455,0.2380952,Poor,Good,0
4030501,5464,0.2619048,Poor,Good,0
4030501,5453,0.5,Good,Good,0
4030502,5453,1,Good,Good,0
4030503,5453,1,Good,Good,0
4030504,5453,1,Good,Good,0
4030505,5415,0.0285714,Poor,Good,0
4030505,5455,0.2285714,Poor,Good,0
4030505,5453,0.7428571,Good,Good,0
4030506,5416,0.0909091,Poor,Good,0
4030506,5453,0.1590909,Good,Good,0
4030506,5415,0.75,Poor,Good,0
4030507,5453,1,Good,Good,0
4030508,5453,1,Good,Good,0
4030509,5453,1,Good,Good,0
4030510,5453,1,Good,Good,0
4030601,5418,0.16,Poor,Good,0
4030601,5417,0.84,Acceptable,Good,0
4030602,5417,1,Acceptable,Good,0
4030603,5416,0.452381,Poor,Good,0
4030603,5417,0.547619,Acceptable,Good,0
4030604,5417,1,Acceptable,Good,0
4030605,5417,1,Acceptable,Good,0
4030606,5419,0.0212766,Poor,Good,0
4030606,5418,0.0425532,Poor,Good,0
4030606,5381,0.0851064,Poor,Good,0
4030606,5417,0.8510638,Acceptable,Good,0
4030701,5413,1,Acceptable,Good,0
4030702,5451,1,Acceptable,Good,0
4030703,5453,0.0444444,Good,Good,0
4030703,5414,0.0444444,Poor,Good,0
4030703,5461,0.1111111,Acceptable,Good,0
4030703,5452,0.1111111,Poor,Good,0
4030703,5451,0.6888889,Acceptable,Good,0
4030704,5416,0.0454545,Poor,Good,0
4030704,5414,0.3863636,Poor,Good,0
4030704,5413,0.5681818,Acceptable,Good,0
4030705,5451,0.0444444,Acceptable,Good,0
4030705,5414,0.0444444,Poor,Good,0
4030705,5412,0.0888889,Acceptable,Good,0
4030705,5413,0.8222222,Acceptable,Good,0
4030706,5413,1,Acceptable,Good,0
4030707,5451,0.0697674,Acceptable,Good,0
4030707,5453,0.0930233,Good,Good,0
4030707,5452,0.8372093,Poor,Good,0
4030801,5411,0.05,Poor,Good,0
4030801,5461,0.075,Acceptable,Good,0
4030801,5401,0.2,Acceptable,Good,0
4030801,5412,0.675,Acceptable,Good,0
4030802,5412,1,Acceptable,Good,0
4030803,5412,0.375,Acceptable,Good,0
4030803,5411,0.625,Poor,Good,0
4030804,5401,0.0512821,Acceptable,Good,0
4030804,5411,0.1025641,Poor,Good,0
4030804,5410,0.8461538,Poor,Good,0
4030901,5374,0.04,Acceptable,Good,0
4030901,5373,0.96,Good,Good,0
4030902,5360,0.0263158,Acceptable,Good,0
4030902,5373,0.9736842,Good,Good,0
4030903,5373,1,Good,Good,0
4030904,5373,1,Good,Good,0
4030905,5373,1,Good,Good,0
4030906,5373,0.0238095,Good,Good,0
4030906,5360,0.0238095,Acceptable,Good,0
4030906,5356,0.1428571,Acceptable,Good,0
4030906,5355,0.8095238,Good,Good,0
4030907,5374,0.0222222,Acceptable,Good,0
4030907,5355,0.0444444,Good,Good,0
4030907,5356,0.2444444,Acceptable,Good,0
4030907,5373,0.6888889,Good,Good,0
4030908,5373,1,Good,Good,0
4031001,5355,1,Good,Good,0
4031002,5355,1,Good,Good,0
4031003,5355,1,Good,Good,0
4031004,5355,1,Good,Good,0
4031005,5353,0.1395349,Acceptable,Good,0
4031005,5355,0.8604651,Good,Good,0
4031006,5353,1,Acceptable,Good,0
4031007,5353,1,Acceptable,Good,0
4031008,5353,1,Acceptable,Good,0
4031009,5353,1,Acceptable,Good,0
4031010,5355,0.3902439,Good,Good,0
4031010,5353,0.6097561,Acceptable,Good,0
4031011,5235,0.173913,Acceptable,Good,0
4031011,5353,0.826087,Acceptable,Good,0
4031012,5355,1,Good,Good,0
4031013,5355,1,Good,Good,0
4031014,5355,1,Good,Good,0
4031101,5235,0.0238095,Acceptable,Good,0
4031101,5355,0.047619,Good,Good,0
4031101,5352,0.9285714,Good,Good,0
4031102,5352,1,Good,Good,0
4031103,5352,1,Good,Good,0
4031104,5352,1,Good,Good,0
4031105,5352,1,Good,Good,0
4031106,5352,1,Good,Good,0
4031107,5352,1,Good,Good,0
4031108,5352,1,Good,Good,0
4031201,5118,0.0526316,Good,Good,0
4031201,5351,0.9473684,Good,Good,0
4031202,5352,0.1395349,Good,Good,0
4031202,5350,0.1395349,Poor,Good,0
4031202,5351,0.7209302,Good,Good,0
4031203,5351,1,Good,Good,0
4031204,5235,0.1282051,Acceptable,Good,0
4031204,5351,0.8717949,Good,Good,0
4031205,5351,1,Good,Good,0
4031206,5118,1,Good,Good,0
4031207,5351,1,Good,Good,0
4031208,5351,0.0408163,Good,Good,0
4031208,5118,0.4285714,Good,Good,0
4031208,5350,0.5306122,Poor,Good,0
4031209,5350,0.2307692,Poor,Good,0
4031209,5351,0.7692308,Good,Good,0
4031210,5352,0.0540541,Good,Good,0
4031210,5235,0.1081081,Acceptable,Good,0
4031210,5351,0.8378378,Good,Good,0
4031211,5351,1,Good,Good,0
4031301,5360,0.0227273,Acceptable,Good,0
4031301,5410,0.1363636,Poor,Good,0
4031301,5371,0.25,Poor,Good,0
4031301,5372,0.5909091,Good,Good,0
4031302,5372,1,Good,Good,0
4031303,5360,1,Acceptable,Good,0
4031304,5355,0.5,Good,Good,0
4031304,5360,0.5,Acceptable,Good,0
4031305,5372,0.0681818,Good,Good,0
4031305,5350,0.1136364,Poor,Good,0
4031305,5118,0.1590909,Good,Good,0
4031305,5352,0.2954545,Good,Good,0
4031305,5371,0.3636364,Poor,Good,0
4031306,5118,1,Good,Good,0
4031307,5372,1,Good,Good,0
4031308,5371,0.2424242,Poor,Good,0
4031308,5352,0.3636364,Good,Good,0
4031308,5355,0.3939394,Good,Good,0
4031401,5410,0.047619,Poor,Good,0
4031401,5401,0.2142857,Acceptable,Good,0
4031401,5400,0.7380952,Acceptable,Good,0
4031402,5400,1,Acceptable,Good,0
4031403,5502,0.0606061,Acceptable,Good,0
4031403,5371,0.2727273,Poor,Good,0
4031403,5400,0.6666667,Acceptable,Good,0
4031404,5118,1,Good,Good,0
4031405,5371,1,Poor,Good,0
4031406,5502,0.0540541,Acceptable,Good,0
4031406,5371,0.0540541,Poor,Good,0
4031406,5118,0.8918919,Good,Good,0
4031501,5501,1,Good,Good,0
4031502,5502,0.2444444,Acceptable,Good,0
4031502,5501,0.7555556,Good,Good,0
4031503,5502,1,Acceptable,Good,0
4031504,5501,0.1363636,Good,Good,0
4031504,5460,0.25,Poor,Good,0
4031504,5502,0.6136364,Acceptable,Good,0
4031505,5501,0.173913,Good,Good,0
4031505,5502,0.826087,Acceptable,Good,0
4031506,5501,1,Good,Good,0
4031507,5501,1,Good,Good,0
4031508,5501,1,Good,Good,0
4031509,5501,1,Good,Good,0
4031510,5501,1,Good,Good,0
4031511,5501,1,Good,Good,0
4031512,5502,1,Acceptable,Good,0
4031513,5501,1,Good,Good,0
4031514,5501,1,Good,Good,0
4031515,5501,1,Good,Good,0
4031601,5502,0.025641,Acceptable,Good,0
4031601,5461,0.1538462,Acceptable,Good,0
4031601,5460,0.8205128,Poor,Good,0
4031602,5460,1,Poor,Good,0
4031603,5461,0.0882353,Acceptable,Good,0
4031603,5460,0.3235294,Poor,Good,0
4031603,5401,0.5882353,Acceptable,Good,0
4031604,5401,1,Acceptable,Good,0
4031605,5460,0.35,Poor,Good,0
4031605,5401,0.65,Acceptable,Good,0
4031701,5461,1,Acceptable,Good,0
4031702,5460,0.0833333,Poor,Good,0
4031702,5550,0.1111111,Acceptable,Good,0
4031702,5501,0.25,Good,Good,0
4031702,5461,0.5555556,Acceptable,Good,0
4031703,5461,1,Acceptable,Good,0
4031704,5461,1,Acceptable,Good,0
4031801,5461,0.1860465,Acceptable,Good,0
4031801,5550,0.8139535,Acceptable,Good,0
4031802,5550,1,Acceptable,Good,0
4031803,5501,0.047619,Good,Good,0
4031803,5550,0.952381,Acceptable,Good,0
4031901,5555,1,Poor,Good,0
4031902,5522,0.0487805,Good,Good,0
4031902,5520,0.1219512,Poor,Good,0
4031902,5555,0.1707317,Poor,Good,0
4031902,5560,0.6585366,Acceptable,Good,0
4031903,5555,0.0277778,Poor,Good,0
4031903,5552,0.0277778,Poor,Good,0
4031903,5554,0.3333333,Good,Good,0
4031903,5560,0.6111111,Acceptable,Good,0
4031904,5560,1,Acceptable,Good,0
4031905,5560,0.1190476,Acceptable,Good,0
4031905,5550,0.3095238,Acceptable,Good,0
4031905,5552,0.5714286,Poor,Good,0
4032001,5556,1,Good,Good,0
4032002,5556,1,Good,Good,0
4032003,5556,1,Good,Good,0
4032004,5556,1,Good,Good,0
4032005,5556,1,Good,Good,0
4032006,5556,1,Good,Good,0
4032101,5555,0.0454545,Poor,Good,0
4032101,5558,0.1136364,Good,Good,0
4032101,5554,0.25,Good,Good,0
4032101,5556,0.5909091,Good,Good,0
4032102,5556,1,Good,Good,0
4032103,5554,1,Good,Good,0
4032104,5554,1,Good,Good,0
4032105,5554,1,Good,Good,0
4032106,5556,0.04,Good,Good,0
4032106,5552,0.42,Poor,Good,0
4032106,5554,0.54,Good,Good,0
4032107,5554,0.025641,Good,Good,0
4032107,5558,0.974359,Good,Good,0
4032108,5558,0.3947368,Good,Good,0
4032108,5554,0.6052632,Good,Good,0
4032109,5558,1,Good,Good,0
4032201,5554,1,Good,Good,0
4032202,5554,1,Good,Good,0
4032203,5554,1,Good,Good,0
4032204,5554,1,Good,Good,0
4032301,5558,1,Good,Good,0
4032302,5558,1,Good,Good,0
4032303,5558,1,Good,Good,0
4032304,5558,1,Good,Good,0
4032305,5558,1,Good,Good,0
4032306,5558,1,Good,Good,0
4032307,5558,1,Good,Good,0
4032401,5552,0.1935484,Poor,Good,0
4032401,5558,0.8064516,Good,Good,0
4032402,5570,0.0217391,Poor,Good,0
4032402,5552,0.0652174,Poor,Good,0
4032402,5558,0.0869565,Good,Good,0
4032402,5573,0.4130435,Good,Good,0
4032402,5572,0.4130435,Poor,Good,0
4032403,5570,0.0769231,Poor,Good,0
4032403,5552,0.9230769,Poor,Good,0
4032404,5570,1,Poor,Good,0
4032405,5552,0.36,Poor,Good,0
4032405,5570,0.64,Poor,Good,0
4032501,5573,1,Good,Good,0
4032502,5573,1,Good,Good,0
4032503,5573,1,Good,Good,0
4032504,5571,0.0408163,Good,Good,0
4032504,5573,0.9591837,Good,Good,0
4032505,5571,1,Good,Good,0
4032506,5570,0.2564103,Poor,Good,0
4032506,5571,0.7435897,Good,Good,0
4032507,5571,0.4324324,Good,Good,0
4032507,5580,0.5675676,Poor,Good,0
4032508,5573,1,Good,Good,0
4032509,5573,1,Good,Good,0
4032510,5573,1,Good,Good,0
4032511,5571,1,Good,Good,0
4032512,5573,0.0606061,Good,Good,0
4032512,5571,0.9393939,Good,Good,0
4032513,5571,1,Good,Good,0
4032601,5573,1,Good,Good,0
4032701,5575,1,Acceptable,Good,0
4032702,5581,0.2,Good,Good,0
4032702,5575,0.3428571,Acceptable,Good,0
4032702,5580,0.4571429,Poor,Good,0
4032703,5580,1,Poor,Good,0
4032704,5575,1,Acceptable,Good,0
4032705,5575,1,Acceptable,Good,0
4032706,5581,1,Good,Good,0
4032707,5575,1,Acceptable,Good,0
4032708,5581,1,Good,Good,0
4032801,5575,0.0408163,Acceptable,Good,0
4032801,5577,0.2244898,Acceptable,Good,0
4032801,5576,0.7346939,Acceptable,Good,0
4032802,5576,1,Acceptable,Good,0
4032803,5575,0.1219512,Acceptable,Good,0
4032803,5576,0.3658537,Acceptable,Good,0
4032803,5583,0.5121951,Acceptable,Good,0
4032804,5583,1,Acceptable,Good,0
4032805,5576,0.1538462,Acceptable,Good,0
4032805,5582,0.3846154,Good,Good,0
4032805,5575,0.4615385,Acceptable,Good,0
4032806,5582,1,Good,Good,0
4032807,5583,0.2352941,Acceptable,Good,0
4032807,5576,0.7647059,Acceptable,Good,0
4040101,5413,0.0769231,Acceptable,Good,0
4040101,5374,0.1282051,Acceptable,Good,0
4040101,5417,0.1538462,Acceptable,Good,0
4040101,5381,0.6410256,Poor,Good,0
4040102,5381,1,Poor,Good,0
4040103,5320,0.2608696,Acceptable,Good,0
4040103,5381,0.3043478,Poor,Good,0
4040103,5374,0.4347826,Acceptable,Good,0
4040201,5356,0.0857143,Acceptable,Good,0
4040201,5374,0.9142857,Acceptable,Good,0
4040202,5374,1,Acceptable,Good,0
4040203,5356,0.0540541,Acceptable,Good,0
4040203,5374,0.9459459,Acceptable,Good,0
4040301,5353,0.0238095,Acceptable,Good,0
4040301,5357,0.4761905,Acceptable,Good,0
4040301,5356,0.5,Acceptable,Good,0
4040302,5356,1,Acceptable,Good,0
4040303,5357,1,Acceptable,Good,0
4040304,5374,0.0238095,Acceptable,Good,0
4040304,5356,0.9761905,Acceptable,Good,0
4040401,5320,0.0465116,Acceptable,Good,0
4040401,5356,0.0465116,Acceptable,Good,0
4040401,5374,0.255814,Acceptable,Good,0
4040401,5357,0.6511628,Acceptable,Good,0
4040402,5320,1,Acceptable,Good,0
4040403,5322,0.0208333,Acceptable,Good,0
4040403,5320,0.1875,Acceptable,Good,0
4040403,5321,0.7916667,Good,Good,0
4040404,5374,0.0638298,Acceptable,Good,0
4040404,5320,0.9361702,Acceptable,Good,0
4040405,5321,1,Good,Good,0
4040406,5374,0.2222222,Acceptable,Good,0
4040406,5320,0.7777778,Acceptable,Good,0
4040501,5417,0.2790698,Acceptable,Good,0
4040501,5330,0.7209302,Acceptable,Good,0
4040502,5322,0.3243243,Acceptable,Good,0
4040502,5330,0.6756757,Acceptable,Good,0
4040503,5320,0.45,Acceptable,Good,0
4040503,5330,0.55,Acceptable,Good,0
4040504,5330,1,Acceptable,Good,0
4040505,5330,1,Acceptable,Good,0
4040506,5311,0.1777778,Poor,Good,0
4040506,5330,0.8222222,Acceptable,Good,0
4040507,5320,0.0238095,Acceptable,Good,0
4040507,5308,0.0714286,Poor,Good,0
4040507,5311,0.1428571,Poor,Good,0
4040507,5354,0.1428571,Acceptable,Good,0
4040507,5330,0.1666667,Acceptable,Good,0
4040507,5357,0.452381,Acceptable,Good,0
4040508,5330,1,Acceptable,Good,0
4040509,5330,0.1142857,Acceptable,Good,0
4040509,5322,0.8857143,Acceptable,Good,0
4040510,5330,1,Acceptable,Good,0
4040511,5321,0.0232558,Good,Good,0
4040511,5322,0.9767442,Acceptable,Good,0
4040601,5342,0.2173913,Acceptable,Good,0
4040601,5345,0.2826087,Good,Good,0
4040601,5330,0.5,Acceptable,Good,0
4040602,5345,0.4473684,Good,Good,0
4040602,5346,0.5526316,Acceptable,Good,0
4040603,5346,0.0227273,Acceptable,Good,0
4040603,5345,0.9772727,Good,Good,0
4040604,5330,0.027027,Acceptable,Good,0
4040604,5346,0.972973,Acceptable,Good,0
4040605,5345,1,Good,Good,0
4040606,5345,1,Good,Good,0
4040607,5345,1,Good,Good,0
4040608,5345,1,Good,Good,0
4040609,5345,1,Good,Good,0
4040610,5345,1,Good,Good,0
4040701,5343,0.2444444,Good,Good,0
4040701,5345,0.7555556,Good,Good,0
4040801,5342,1,Acceptable,Good,0
4040802,5342,1,Acceptable,Good,0
4040803,5344,0.4871795,Poor,Good,0
4040803,5342,0.5128205,Acceptable,Good,0
4040804,5344,1,Poor,Good,0
4040805,5343,0.3684211,Good,Good,0
4040805,5344,0.6315789,Poor,Good,0
4040806,5344,0.1190476,Poor,Good,0
4040806,5343,0.8809524,Good,Good,0
4040807,5343,0.21875,Good,Good,0
4040807,5342,0.78125,Acceptable,Good,0
4040808,5343,1,Good,Good,0
4040809,5343,1,Good,Good,0
4040810,5343,1,Good,Good,0
4040811,5343,1,Good,Good,0
4040812,5343,1,Good,Good,0
4040813,5343,1,Good,Good,0
4040814,5343,1,Good,Good,0
4040815,5343,1,Good,Good,0
4040816,5343,1,Good,Good,0
4040901,5341,1,Good,Good,0
4040902,5341,1,Good,Good,0
4040903,5341,1,Good,Good,0
4040904,5341,1,Good,Good,0
4040905,5341,1,Good,Good,0
4040906,5341,1,Good,Good,0
4040907,5341,1,Good,Good,0
4040908,5341,1,Good,Good,0
4040909,5341,1,Good,Good,0
4040910,5341,1,Good,Good,0
4040911,5341,1,Good,Good,0
4040912,5341,1,Good,Good,0
4040913,5341,1,Good,Good,0
4040914,5341,1,Good,Good,0
4040915,5341,1,Good,Good,0
4041001,5340,1,Good,Good,0
4041002,5340,1,Good,Good,0
4041003,5343,0.4166667,Good,Good,0
4041003,5340,0.5833333,Good,Good,0
4041004,5311,0.0238095,Poor,Good,0
4041004,5343,0.0238095,Good,Good,0
4041004,5340,0.952381,Good,Good,0
4041101,5311,1,Poor,Good,0
4041102,5333,0.3714286,Good,Good,0
4041102,5311,0.6285714,Poor,Good,0
4041103,5333,1,Good,Good,0
4041104,5333,1,Good,Good,0
4041105,5333,1,Good,Good,0
4041106,5333,1,Good,Good,0
4041107,5333,1,Good,Good,0
4041201,5331,0.2666667,Acceptable,Good,0
4041201,5330,0.3333333,Acceptable,Good,0
4041201,5332,0.4,Poor,Good,0
4041202,5332,1,Poor,Good,0
4041203,5308,0.1052632,Poor,Good,0
4041203,5333,0.2105263,Good,Good,0
4041203,5332,0.3157895,Poor,Good,0
4041203,5311,0.3684211,Poor,Good,0
4041204,5311,0.1081081,Poor,Good,0
4041204,5310,0.3513514,Poor,Good,0
4041204,5333,0.5405405,Good,Good,0
4041205,5333,1,Good,Good,0
4041206,5333,1,Good,Good,0
4041207,5333,1,Good,Good,0
4041208,5333,1,Good,Good,0
4041209,5331,1,Acceptable,Good,0
4041301,5304,0.2444444,Acceptable,Good,0
4041301,5311,0.7555556,Poor,Good,0
4041401,5303,0.1860465,Poor,Good,0
4041401,5304,0.8139535,Acceptable,Good,0
4041402,5303,0.25,Poor,Good,0
4041402,5304,0.375,Acceptable,Good,0
4041402,5302,0.375,Acceptable,Good,0
4041403,5304,1,Acceptable,Good,0
4041404,5304,1,Acceptable,Good,0
4041501,5303,0.0238095,Poor,Good,0
4041501,5302,0.9761905,Acceptable,Good,0
4041502,5303,0.0243902,Poor,Good,0
4041502,5302,0.9756098,Acceptable,Good,0
4041503,5302,1,Acceptable,Good,0
4041504,5302,0.2894737,Acceptable,Good,0
4041504,5301,0.7105263,Poor,Good,0
4041505,5301,0.2972973,Poor,Good,0
4041505,5302,0.7027027,Acceptable,Good,0
4041601,5301,0.4883721,Poor,Good,0
4041601,5261,0.5116279,Poor,Good,0
4041602,5265,0.2553191,Acceptable,Good,0
4041602,5301,0.2978723,Poor,Good,0
4041602,5261,0.4468085,Poor,Good,0
4041603,5261,0.0930233,Poor,Good,0
4041603,5301,0.9069767,Poor,Good,0
4041701,5306,0.1666667,Poor,Good,0
4041701,5307,0.2619048,Acceptable,Good,0
4041701,5238,0.2619048,Good,Good,0
4041701,5308,0.3095238,Poor,Good,0
4041702,5307,1,Acceptable,Good,0
4041703,5309,0.3111111,Poor,Good,0
4041703,5307,0.6888889,Acceptable,Good,0
4041704,5306,0.2702703,Poor,Good,0
4041704,5307,0.7297297,Acceptable,Good,0
4041801,5310,0.1,Poor,Good,0
4041801,5308,0.1666667,Poor,Good,0
4041801,5309,0.7333333,Poor,Good,0
4041802,5310,0.0625,Poor,Good,0
4041802,5354,0.125,Acceptable,Good,0
4041802,5309,0.1875,Poor,Good,0
4041802,5308,0.625,Poor,Good,0
4041901,5238,0.3095238,Good,Good,0
4041901,5353,0.6904762,Acceptable,Good,0
4041902,5354,0.1395349,Acceptable,Good,0
4041902,5238,0.2325581,Good,Good,0
4041902,5353,0.627907,Acceptable,Good,0
4041903,5238,1,Good,Good,0
4041904,5238,1,Good,Good,0
4041905,5238,0.0638298,Good,Good,0
4041905,5235,0.1276596,Acceptable,Good,0
4041905,5237,0.2978723,Poor,Good,0
4041905,5353,0.5106383,Acceptable,Good,0
4042001,5356,0.0208333,Acceptable,Good,0
4042001,5353,0.9791667,Acceptable,Good,0
4042002,5353,0.4864865,Acceptable,Good,0
4042002,5354,0.5135135,Acceptable,Good,0
4042003,5238,0.1777778,Good,Good,0
4042003,5354,0.8222222,Acceptable,Good,0
4042004,5354,1,Acceptable,Good,0
4050101,5266,1,Acceptable,Good,0
4050102,5265,1,Acceptable,Good,0
4050103,5264,0.0512821,Acceptable,Good,0
4050103,5261,0.1282051,Poor,Good,0
4050103,5266,0.1282051,Acceptable,Good,0
4050103,5265,0.6923077,Acceptable,Good,0
4050104,5265,0.025641,Acceptable,Good,0
4050104,5261,0.0512821,Poor,Good,0
4050104,5267,0.2564103,Acceptable,Good,0
4050104,5302,0.2820513,Acceptable,Good,0
4050104,5266,0.3846154,Acceptable,Good,0
4050105,5266,1,Acceptable,Good,0
4050201,5267,1,Acceptable,Good,0
4050202,5267,1,Acceptable,Good,0
4050203,5268,0.0227273,Acceptable,Good,0
4050203,5302,0.3863636,Acceptable,Good,0
4050203,5267,0.5909091,Acceptable,Good,0
4050204,5269,0.0697674,Poor,Good,0
4050204,5302,0.0930233,Acceptable,Good,0
4050204,5267,0.3488372,Acceptable,Good,0
4050204,5268,0.4883721,Acceptable,Good,0
4050205,5267,0.195122,Acceptable,Good,0
4050205,5270,0.3902439,Poor,Good,0
4050205,5268,0.4146341,Acceptable,Good,0
4050206,5267,1,Acceptable,Good,0
4050207,5270,0.047619,Poor,Good,0
4050207,5267,0.952381,Acceptable,Good,0
4050301,5268,1,Acceptable,Good,0
4050302,5268,1,Acceptable,Good,0
4050303,5268,1,Acceptable,Good,0
4050304,5271,0.04,Good,Good,0
4050304,5269,0.06,Poor,Good,0
4050304,5268,0.9,Acceptable,Good,0
4050305,5268,0.4186047,Acceptable,Good,0
4050305,5269,0.5813953,Poor,Good,0
4050306,5270,1,Poor,Good,0
4050307,5267,0.02,Acceptable,Good,0
4050307,5271,0.2,Good,Good,0
4050307,5268,0.3,Acceptable,Good,0
4050307,5270,0.48,Poor,Good,0
4050308,5268,0.1777778,Acceptable,Good,0
4050308,5271,0.8222222,Good,Good,0
4050309,5268,1,Acceptable,Good,0
4050401,5271,0.0434783,Good,Good,0
4050401,5264,0.0652174,Acceptable,Good,0
4050401,5275,0.8913043,Good,Good,0
4050402,5273,0.0810811,Poor,Good,0
4050402,5271,0.3513514,Good,Good,0
4050402,5275,0.5675676,Good,Good,0
4050403,5275,1,Good,Good,0
4050404,5275,1,Good,Good,0
4050405,5275,1,Good,Good,0
4050406,5275,1,Good,Good,0
4050501,5276,1,Acceptable,Good,0
4050502,5276,0.4166667,Acceptable,Good,0
4050502,5275,0.5833333,Good,Good,0
4050503,5275,0.1025641,Good,Good,0
4050503,5280,0.1282051,Good,Good,0
4050503,5272,0.3846154,Acceptable,Good,0
4050503,5276,0.3846154,Acceptable,Good,0
4050504,5276,1,Acceptable,Good,0
4050505,5276,1,Acceptable,Good,0
4050601,5273,0.0816327,Poor,Good,0
4050601,5271,0.2040816,Good,Good,0
4050601,5272,0.7142857,Acceptable,Good,0
4050602,5272,1,Acceptable,Good,0
4050603,5271,0.3170732,Good,Good,0
4050603,5272,0.6829268,Acceptable,Good,0
4050604,5273,0.1666667,Poor,Good,0
4050604,5272,0.8333333,Acceptable,Good,0
4050701,5262,0.0294118,Acceptable,Good,0
4050701,5271,0.9705882,Good,Good,0
4050702,5271,0.0526316,Good,Good,0
4050702,5262,0.9473684,Acceptable,Good,0
4050703,5262,0.28,Acceptable,Good,0
4050703,5271,0.72,Good,Good,0
4050704,5271,1,Good,Good,0
4050705,5271,1,Good,Good,0
4050706,5271,0.2051282,Good,Good,0
4050706,5262,0.7948718,Acceptable,Good,0
4050801,5271,1,Good,Good,0
4050802,5271,1,Good,Good,0
4050803,5271,1,Good,Good,0
4050804,5271,1,Good,Good,0
4050805,5271,1,Good,Good,0
4050806,5271,1,Good,Good,0
4050807,5271,1,Good,Good,0
4050808,5271,1,Good,Good,0
4050809,5271,1,Good,Good,0
4050901,5263,0.0208333,Poor,Good,0
4050901,5279,0.1666667,Poor,Good,0
4050901,5277,0.8125,Acceptable,Good,0
4050902,5263,0.3157895,Poor,Good,0
4050902,5277,0.6842105,Acceptable,Good,0
4050903,5277,1,Acceptable,Good,0
4050904,5277,1,Acceptable,Good,0
4050905,5280,0.027027,Good,Good,0
4050905,5279,0.0540541,Poor,Good,0
4050905,5278,0.1891892,Poor,Good,0
4050905,5277,0.7297297,Acceptable,Good,0
4050906,5277,1,Acceptable,Good,0
