CD_CODE_2001,POA_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
1110702,2320,1,Good,Good,0
1110703,2320,1,Good,Good,0
1110704,2323,0.027027,Good,Good,0
1110704,2320,0.972973,Good,Good,0
1110705,2320,1,Good,Good,0
1110706,2320,1,Good,Good,0
1110707,2320,1,Good,Good,0
1110708,2320,1,Good,Good,0
1110709,2320,1,Good,Good,0
1110710,2320,1,Good,Good,0
1110711,2320,1,Good,Good,0
1110801,2321,1,Acceptable,Good,0
1110802,2323,0.1714286,Good,Good,0
1110802,2321,0.8285714,Acceptable,Good,0
1110803,2323,1,Good,Good,0
1110804,2323,1,Good,Good,0
1110805,2323,1,Good,Good,0
1110806,2323,1,Good,Good,0
1110807,2323,1,Good,Good,0
1110808,2323,1,Good,Good,0
1110809,2321,1,Acceptable,Good,0
1110810,2323,1,Good,Good,0
1110811,2321,0.2,Acceptable,Good,0
1110811,2323,0.8,Good,Good,0
1110812,2323,1,Good,Good,0
1110813,2323,1,Good,Good,0
1110901,2322,0.2765957,Good,Good,0
1110901,2320,0.3404255,Good,Good,0
1110901,2323,0.3829787,Good,Good,0
1110902,2323,1,Good,Good,0
1110903,2323,1,Good,Good,0
1110904,2323,1,Good,Good,0
1110905,2323,1,Good,Good,0
1110906,2323,1,Good,Good,0
1110907,2323,1,Good,Good,0
1110908,2323,1,Good,Good,0
1110909,2323,1,Good,Good,0
1110910,2323,1,Good,Good,0
1110911,2322,0.1111111,Good,Good,0
1110911,2323,0.8888889,Good,Good,0
1110912,2323,1,Good,Good,0
1111001,2322,1,Good,Good,0
1111002,2322,1,Good,Good,0
1111003,2322,1,Good,Good,0
1111004,2323,0.05,Good,Good,0
1111004,2324,0.175,Good,Good,0
1111004,2322,0.375,Good,Good,0
1111004,2321,0.4,Acceptable,Good,0
1111005,2324,1,Good,Good,0
1111006,2322,1,Good,Good,0
1111007,2322,1,Good,Good,0
1111008,2322,1,Good,Good,0
1111009,2322,1,Good,Good,0
1111010,2322,1,Good,Good,0
1111011,2322,1,Good,Good,0
1111012,2322,1,Good,Good,0
1111013,2322,1,Good,Good,0
1111014,2322,1,Good,Good,0
1111015,2322,1,Good,Good,0
1111101,2324,0.2045455,Good,Good,0
1111101,2320,0.3636364,Good,Good,0
1111101,2321,0.4318182,Acceptable,Good,0
1111102,2320,0.1363636,Good,Good,0
1111102,2321,0.8636364,Acceptable,Good,0
1111103,2321,0.1111111,Acceptable,Good,0
1111103,2320,0.1666667,Good,Good,0
1111103,2324,0.7222222,Good,Good,0
1111104,2321,1,Acceptable,Good,0
1111105,2318,0.0243902,Good,Good,0
1111105,2324,0.9756098,Good,Good,0
1111106,2324,0.4193548,Good,Good,0
1111106,2318,0.5806452,Good,Good,0
1111107,,1,Poor,Good,2
1111108,2324,1,Good,Good,0
1111109,2324,1,Good,Good,0
1111110,2320,1,Good,Good,0
1111111,2324,1,Good,Good,0
1111201,2324,1,Good,Good,0
1111202,2324,1,Good,Good,0
1111203,2324,1,Good,Good,0
1111204,2324,1,Good,Good,0
1111205,2324,1,Good,Good,0
1111206,2324,1,Good,Good,0
1111207,2324,1,Good,Good,0
1111208,2324,1,Good,Good,0
1111209,2324,1,Good,Good,0
1111210,2324,1,Good,Good,0
1111211,2318,0.030303,Good,Good,0
1111211,2324,0.969697,Good,Good,0
1111212,2324,1,Good,Good,0
1111213,2324,1,Good,Good,0
1111301,2324,1,Good,Good,0
1111302,2324,0.4848485,Good,Good,0
1111302,2318,0.5151515,Good,Good,0
1111303,2324,1,Good,Good,0
1111304,2324,1,Good,Good,0
1111305,2322,0.0333333,Good,Good,0
1111305,2318,0.4666667,Good,Good,0
1111305,2324,0.5,Good,Good,0
1111306,2318,1,Good,Good,0
1111307,2324,0.2857143,Good,Good,0
1111307,2322,0.7142857,Good,Good,0
1111308,2295,0.0857143,Good,Good,0
1111308,2318,0.9142857,Good,Good,0
1111309,2295,1,Good,Good,0
1111310,2318,0.3823529,Good,Good,0
1111310,2322,0.6176471,Good,Good,0
1111311,2324,1,Good,Good,0
1111312,2324,1,Good,Good,0
1111313,2324,1,Good,Good,0
1111401,2318,0.3611111,Good,Good,0
1111401,2316,0.6388889,Acceptable,Good,0
1111402,2316,1,Acceptable,Good,0
1111403,2316,0.4888889,Acceptable,Good,0
1111403,2315,0.5111111,Good,Good,0
1111404,,0.0204082,Poor,Good,2
1111404,2316,0.9795918,Acceptable,Good,0
1111405,2316,1,Acceptable,Good,0
1111406,2316,1,Acceptable,Good,0
1111407,2315,1,Good,Good,0
1111408,2315,1,Good,Good,0
1111409,2315,1,Good,Good,0
1111410,2316,1,Acceptable,Good,0
1111411,,0.0487805,Poor,Good,2
1111411,2315,0.9512195,Good,Good,0
1111412,,0.0869565,Poor,Good,2
1111412,2315,0.9130435,Good,Good,0
1111413,2318,0.0571429,Good,Good,0
1111413,2319,0.2857143,Good,Good,0
1111413,2316,0.6571429,Acceptable,Good,0
1111414,2316,1,Acceptable,Good,0
1111415,2315,1,Good,Good,0
1111501,2319,1,Good,Good,0
1111502,2318,1,Good,Good,0
1111503,2319,0.3870968,Good,Good,0
1111503,2318,0.6129032,Good,Good,0
1111504,2319,1,Good,Good,0
1111505,2319,1,Good,Good,0
1111506,2319,1,Good,Good,0
1111507,2319,1,Good,Good,0
1111508,2319,1,Good,Good,0
1111509,2319,1,Good,Good,0
1111510,2319,1,Good,Good,0
1111511,2319,1,Good,Good,0
1111512,2319,1,Good,Good,0
1111601,2317,0.0638298,Good,Good,0
1111601,2315,0.9361702,Good,Good,0
1111602,2317,0.1176471,Good,Good,0
1111602,2315,0.8823529,Good,Good,0
1111603,2315,1,Good,Good,0
1111604,2315,1,Good,Good,0
1111605,2315,1,Good,Good,0
1111606,2315,1,Good,Good,0
1111607,2315,1,Good,Good,0
1111608,2315,1,Good,Good,0
1111609,2315,1,Good,Good,0
1111610,2315,1,Good,Good,0
1111611,2315,1,Good,Good,0
1111701,2315,1,Good,Good,0
1111702,2315,1,Good,Good,0
1111703,2315,1,Good,Good,0
1111704,2315,1,Good,Good,0
1111705,2315,1,Good,Good,0
1111706,2315,1,Good,Good,0
1111707,2315,1,Good,Good,0
1111708,2315,1,Good,Good,0
1111709,2315,1,Good,Good,0
1111710,2315,1,Good,Good,0
1111711,2315,1,Good,Good,0
1111801,2323,1,Good,Good,0
1111802,2323,1,Good,Good,0
1111803,2323,1,Good,Good,0
1111804,2323,1,Good,Good,0
1111805,2323,1,Good,Good,0
1111806,2323,1,Good,Good,0
1111807,2323,1,Good,Good,0
1111808,2323,1,Good,Good,0
1111809,2323,1,Good,Good,0
1111810,2323,1,Good,Good,0
1111811,2323,1,Good,Good,0
1111901,2318,1,Good,Good,0
1111902,2318,1,Good,Good,0
1111903,2318,1,Good,Good,0
1111904,2318,1,Good,Good,0
1111905,2318,1,Good,Good,0
1111906,2318,1,Good,Good,0
1111907,2318,1,Good,Good,0
1111908,2318,1,Good,Good,0
1111909,2318,1,Good,Good,0
1112001,2324,0.1428571,Good,Good,0
1112001,2317,0.8571429,Good,Good,0
1112002,2317,1,Good,Good,0
1112003,2317,1,Good,Good,0
1112004,2315,0.03125,Good,Good,0
1112004,2317,0.96875,Good,Good,0
1112005,2317,1,Good,Good,0
1112006,2316,0.0789474,Acceptable,Good,0
1112006,2317,0.9210526,Good,Good,0
1112007,2317,1,Good,Good,0
1112008,2317,1,Good,Good,0
1112009,2317,1,Good,Good,0
1120101,2286,1,Good,Good,0
1120102,2286,1,Good,Good,0
1120103,2286,1,Good,Good,0
1120104,2286,1,Good,Good,0
1120105,2285,1,Good,Good,0
1120106,2285,1,Good,Good,0
1120107,2285,1,Good,Good,0
1120108,2285,1,Good,Good,0
1120109,2285,1,Good,Good,0
1120110,2285,1,Good,Good,0
1120111,2286,1,Good,Good,0
1120112,2278,0.1212121,Acceptable,Good,0
1120112,2285,0.2727273,Good,Good,0
1120112,2286,0.6060606,Good,Good,0
1120113,2285,1,Good,Good,0
1120201,2278,1,Acceptable,Good,0
1120202,2285,0.1111111,Good,Good,0
1120202,2284,0.2222222,Good,Good,0
1120202,2278,0.6666667,Acceptable,Good,0
1120203,2286,0.1136364,Good,Good,0
1120203,2278,0.2727273,Acceptable,Good,0
1120203,2285,0.6136364,Good,Good,0
1120204,2285,1,Good,Good,0
1120205,2285,1,Good,Good,0
1120206,2285,1,Good,Good,0
1120207,2285,1,Good,Good,0
1120208,2285,1,Good,Good,0
1120209,2278,1,Acceptable,Good,0
1120210,2285,0.0606061,Good,Good,0
1120210,2284,0.9393939,Good,Good,0
1120211,2285,0.2,Good,Good,0
1120211,2284,0.8,Good,Good,0
1120212,2278,1,Acceptable,Good,0
1120213,2285,1,Good,Good,0
1120301,2283,0.0322581,Good,Good,0
1120301,2284,0.1290323,Good,Good,0
1120301,2323,0.2580645,Good,Good,0
1120301,2278,0.5806452,Acceptable,Good,0
1120302,2284,1,Good,Good,0
1120303,2264,1,Good,Good,0
1120304,2323,0.1333333,Good,Good,0
1120304,2278,0.3,Acceptable,Good,0
1120304,2283,0.5666667,Good,Good,0
1120305,2283,1,Good,Good,0
1120306,2265,0.0434783,Good,Good,0
1120306,2264,0.2391304,Good,Good,0
1120306,2283,0.7173913,Good,Good,0
1120307,2323,0.2619048,Good,Good,0
1120307,2265,0.7380952,Good,Good,0
1120308,2264,0.2608696,Good,Good,0
1120308,2265,0.7391304,Good,Good,0
1120309,2264,1,Good,Good,0
1120310,2264,1,Good,Good,0
1120311,2278,1,Acceptable,Good,0
1120312,2264,1,Good,Good,0
1120401,,0.0333333,Poor,Good,2
1120401,2284,0.9666667,Good,Good,0
1120402,2284,1,Good,Good,0
1120403,2284,1,Good,Good,0
1120404,2284,1,Good,Good,0
1120405,2283,0.375,Good,Good,0
1120405,2284,0.625,Good,Good,0
1120406,2283,1,Good,Good,0
1120407,2283,1,Good,Good,0
1120408,2283,1,Good,Good,0
1120409,2283,1,Good,Good,0
1120410,2283,1,Good,Good,0
1120411,2283,1,Good,Good,0
1120412,2284,1,Good,Good,0
1120413,2284,1,Good,Good,0
1120501,2265,1,Good,Good,0
1120502,2265,0.0232558,Good,Good,0
1120502,2259,0.0465116,Good,Good,0
1120502,2264,0.9302326,Good,Good,0
1120503,2264,0.0512821,Good,Good,0
1120503,2259,0.9487179,Good,Good,0
1120504,2259,1,Good,Good,0
1120505,2264,0.25,Good,Good,0
1120505,2265,0.75,Good,Good,0
1120506,2265,1,Good,Good,0
1120507,2265,1,Good,Good,0
1120508,2259,1,Good,Good,0
1120509,2259,1,Good,Good,0
1120510,2264,1,Good,Good,0
1120511,2264,1,Good,Good,0
1120512,2264,1,Good,Good,0
1120513,2264,1,Good,Good,0
1120514,2259,0.1136364,Good,Good,0
1120514,2264,0.8863636,Good,Good,0
1120515,2264,1,Good,Good,0
1120516,2264,0.0810811,Good,Good,0
1120516,2259,0.9189189,Good,Good,0
1120517,2265,1,Good,Good,0
1120601,2264,1,Good,Good,0
1120602,2264,1,Good,Good,0
1120603,2264,1,Good,Good,0
1120604,2264,1,Good,Good,0
1120605,2264,1,Good,Good,0
1120606,,0.0652174,Poor,Good,2
1120606,2264,0.9347826,Good,Good,0
1120607,,0.025,Poor,Good,2
1120607,2264,0.975,Good,Good,0
1120608,2259,0.025641,Good,Good,0
1120608,,0.974359,Poor,Good,2
1120609,,0.2,Poor,Good,2
1120609,2264,0.8,Good,Good,0
1120610,2264,1,Good,Good,0
1120611,2264,1,Good,Good,0
1120612,2264,1,Good,Good,0
1120613,2264,1,Good,Good,0
1120701,2283,1,Good,Good,0
1120702,2283,1,Good,Good,0
1120703,2283,1,Good,Good,0
1120704,2283,1,Good,Good,0
1120705,2283,1,Good,Good,0
1120706,2283,1,Good,Good,0
1120707,2283,1,Good,Good,0
1120708,2283,0.2857143,Good,Good,0
1120708,2267,0.7142857,Good,Good,0
1120709,2267,1,Good,Good,0
1120710,2267,1,Good,Good,0
1120711,2267,1,Good,Good,0
1120712,2267,1,Good,Good,0
1120713,,0.0217391,Poor,Good,2
1120713,2283,0.9782609,Good,Good,0
1120801,2283,1,Good,Good,0
1120802,2283,1,Good,Good,0
1120803,2283,1,Good,Good,0
1120804,2283,1,Good,Good,0
1120805,2283,1,Good,Good,0
1120806,2283,1,Good,Good,0
1120807,2283,1,Good,Good,0
1120808,,0.125,Poor,Good,2
1120808,2283,0.875,Good,Good,0
1120809,2283,1,Good,Good,0
1120810,2283,1,Good,Good,0
1120811,2283,1,Good,Good,0
1120901,2283,1,Good,Good,0
1120902,2283,1,Good,Good,0
1120903,2283,1,Good,Good,0
1120904,2283,1,Good,Good,0
1120905,2283,1,Good,Good,0
1120906,2283,1,Good,Good,0
1120907,2283,1,Good,Good,0
1120908,2283,1,Good,Good,0
1120909,2283,1,Good,Good,0
1120910,2283,1,Good,Good,0
1120911,,0.1,Poor,Good,2
1120911,2283,0.9,Good,Good,0
1121001,2280,1,Good,Good,0
1121002,2282,1,Good,Good,0
1121003,2282,1,Good,Good,0
1121004,,0.1111111,Poor,Good,2
1121004,2282,0.8888889,Good,Good,0
1121005,2280,1,Good,Good,0
1121006,2280,1,Good,Good,0
1121007,2280,1,Good,Good,0
1121008,2282,1,Good,Good,0
1121009,2280,1,Good,Good,0
1121010,2282,1,Good,Good,0
1121011,2282,1,Good,Good,0
1121012,2282,1,Good,Good,0
1121013,2280,1,Good,Good,0
1121101,2282,1,Good,Good,0
1121102,2285,0.0512821,Good,Good,0
1121102,2290,0.4615385,Good,Good,0
1121102,2282,0.4871795,Good,Good,0
1121103,2282,1,Good,Good,0
1121104,2282,1,Good,Good,0
1121105,2282,1,Good,Good,0
1121106,2282,1,Good,Good,0
1121107,2282,0.3913043,Good,Good,0
1121107,2290,0.6086957,Good,Good,0
1121108,2282,0.2,Good,Good,0
1121108,2290,0.8,Good,Good,0
1121109,2290,0.3,Good,Good,0
1121109,2282,0.7,Good,Good,0
1121110,2282,1,Good,Good,0
1121111,2282,1,Good,Good,0
1121112,2282,1,Good,Good,0
1121201,2284,1,Good,Good,0
1121202,2282,1,Good,Good,0
1121203,2285,0.2222222,Good,Good,0
1121203,2284,0.7777778,Good,Good,0
1121204,2284,1,Good,Good,0
1121205,2284,1,Good,Good,0
1121206,,0.1,Poor,Good,2
1121206,2284,0.9,Good,Good,0
1121207,2284,1,Good,Good,0
1121208,2284,1,Good,Good,0
1121209,,0.125,Poor,Good,2
1121209,2284,0.875,Good,Good,0
1121210,2285,1,Good,Good,0
1121211,2284,1,Good,Good,0
1121212,2284,0.1020408,Good,Good,0
1121212,2285,0.122449,Good,Good,0
1121212,2282,0.7755102,Good,Good,0
1121213,2285,1,Good,Good,0
1121214,2285,1,Good,Good,0
1121215,2285,1,Good,Good,0
1121301,2285,1,Good,Good,0
1121302,2285,1,Good,Good,0
1121303,2285,1,Good,Good,0
1121304,2285,1,Good,Good,0
1121305,2285,1,Good,Good,0
1121306,2285,1,Good,Good,0
1121307,2285,1,Good,Good,0
1121308,2285,1,Good,Good,0
1121309,2287,0.1,Good,Good,0
1121309,2285,0.9,Good,Good,0
1121310,2285,1,Good,Good,0
1121311,2285,1,Good,Good,0
1121312,2285,1,Good,Good,0
1121401,2305,0.2,Acceptable,Good,0
1121401,2287,0.8,Good,Good,0
1121402,2287,1,Good,Good,0
1121403,2285,0.1428571,Good,Good,0
1121403,2305,0.8571429,Acceptable,Good,0
1121404,2289,0.2222222,Good,Good,0
1121404,2305,0.3333333,Acceptable,Good,0
1121404,2285,0.4444444,Good,Good,0
1121405,2285,1,Good,Good,0
1121406,2285,1,Good,Good,0
1121407,2289,1,Good,Good,0
1121408,2289,1,Good,Good,0
1121409,2287,0.1111111,Good,Good,0
1121409,2305,0.3333333,Acceptable,Good,0
1121409,2285,0.5555556,Good,Good,0
1121410,2285,1,Good,Good,0
1121411,2285,0.3,Good,Good,0
1121411,2289,0.7,Good,Good,0
1121412,2285,1,Good,Good,0
1121501,2290,0.1666667,Good,Good,0
1121501,2289,0.8333333,Good,Good,0
1121502,2290,0.1111111,Good,Good,0
1121502,2289,0.8888889,Good,Good,0
1121503,2289,1,Good,Good,0
1121504,2290,1,Good,Good,0
1121505,2290,1,Good,Good,0
1121506,2290,1,Good,Good,0
1121507,2290,1,Good,Good,0
1121508,2290,1,Good,Good,0
1121509,2290,1,Good,Good,0
1121510,2290,1,Good,Good,0
1121511,2289,1,Good,Good,0
1121512,2290,1,Good,Good,0
1121513,2289,1,Good,Good,0
1121601,2289,1,Good,Good,0
1121602,2290,1,Good,Good,0
1121603,2290,1,Good,Good,0
1121604,2290,1,Good,Good,0
1121605,2290,1,Good,Good,0
1121606,2290,1,Good,Good,0
1121607,2290,1,Good,Good,0
1121608,2290,1,Good,Good,0
1121609,2290,1,Good,Good,0
1121610,2290,1,Good,Good,0
1121611,2290,1,Good,Good,0
1121612,2289,0.2,Good,Good,0
1121612,2290,0.8,Good,Good,0
1121701,,0.0512821,Poor,Good,2
1121701,2290,0.9487179,Good,Good,0
1121702,2290,1,Good,Good,0
1121703,2289,0.1020408,Good,Good,0
1121703,2290,0.8979592,Good,Good,0
1121704,2290,1,Good,Good,0
1121705,2290,1,Good,Good,0
1121706,2290,1,Good,Good,0
1121707,2290,1,Good,Good,0
1121708,2290,1,Good,Good,0
1121709,2290,1,Good,Good,0
1121710,2290,1,Good,Good,0
1121711,2290,1,Good,Good,0
1121801,2290,1,Good,Good,0
1121802,2290,1,Good,Good,0
1121803,2290,1,Good,Good,0
1121804,2290,1,Good,Good,0
1121805,2290,1,Good,Good,0
1121806,2306,1,Acceptable,Good,0
1121807,2290,1,Good,Good,0
1121808,2290,1,Good,Good,0
1121809,2290,1,Good,Good,0
1121810,2306,0.25,Acceptable,Good,0
1121810,2290,0.75,Good,Good,0
1121811,2290,1,Good,Good,0
1121812,2290,1,Good,Good,0
1121901,2290,0.3333333,Good,Good,0
1121901,2282,0.6666667,Good,Good,0
1121902,2306,0.2,Acceptable,Good,0
1121902,2290,0.8,Good,Good,0
1121903,2306,1,Acceptable,Good,0
1121904,2306,0.3333333,Acceptable,Good,0
1121904,2290,0.6666667,Good,Good,0
1121905,2306,1,Acceptable,Good,0
1121906,2306,0.0606061,Acceptable,Good,0
1121906,2290,0.2121212,Good,Good,0
1121906,2280,0.7272727,Good,Good,0
1121907,2282,0.2564103,Good,Good,0
1121907,2290,0.7435897,Good,Good,0
1121908,2280,1,Good,Good,0
1121909,2280,1,Good,Good,0
1121910,2306,1,Acceptable,Good,0
1121911,2280,1,Good,Good,0
1121912,2280,1,Good,Good,0
1122001,2290,1,Good,Good,0
1122002,2290,1,Good,Good,0
1122003,2280,1,Good,Good,0
1122004,2280,0.2051282,Good,Good,0
1122004,2290,0.7948718,Good,Good,0
1122005,2280,1,Good,Good,0
1122006,2280,1,Good,Good,0
1122007,2290,0.1463415,Good,Good,0
1122007,2280,0.8536585,Good,Good,0
1122008,2280,1,Good,Good,0
1122009,2280,1,Good,Good,0
1122010,2280,1,Good,Good,0
1122011,2290,1,Good,Good,0
1122012,2290,1,Good,Good,0
1122013,2280,1,Good,Good,0
1122101,,0.025641,Poor,Good,2
1122101,2280,0.974359,Good,Good,0
1122102,2280,1,Good,Good,0
1122103,2280,1,Good,Good,0
1122104,2280,1,Good,Good,0
1122105,2280,1,Good,Good,0
1122106,2280,1,Good,Good,0
1122107,2280,1,Good,Good,0
1122108,2280,1,Good,Good,0
1122109,2280,1,Good,Good,0
1122110,2280,1,Good,Good,0
1122111,2280,1,Good,Good,0
1122112,2280,1,Good,Good,0
1122113,2280,1,Good,Good,0
1122114,,0.1428571,Poor,Good,2
1122114,2280,0.8571429,Good,Good,0
1122201,2280,1,Good,Good,0
1122202,2280,1,Good,Good,0
1122203,2280,1,Good,Good,0
1122204,2280,1,Good,Good,0
1122205,,0.125,Poor,Good,2
1122205,2280,0.875,Good,Good,0
1122206,2281,0.1935484,Good,Good,0
1122206,2280,0.8064516,Good,Good,0
1122207,2281,1,Good,Good,0
1122208,2281,1,Good,Good,0
1122209,2281,1,Good,Good,0
1122210,,0.125,Poor,Good,2
1122210,2281,0.875,Good,Good,0
1122211,2281,1,Good,Good,0
1122212,2281,1,Good,Good,0
1122301,2281,1,Good,Good,0
1122302,2281,1,Good,Good,0
1122303,2281,1,Good,Good,0
1122304,2281,1,Good,Good,0
1122305,2281,1,Good,Good,0
1122306,2281,1,Good,Good,0
1122307,2281,1,Good,Good,0
1122308,2281,1,Good,Good,0
1122309,2281,1,Good,Good,0
1122401,2281,1,Good,Good,0
1122402,2281,1,Good,Good,0
1122403,2281,1,Good,Good,0
1122404,2281,1,Good,Good,0
1122405,2281,1,Good,Good,0
1122406,2281,1,Good,Good,0
1122407,2281,1,Good,Good,0
1122408,2281,1,Good,Good,0
1122409,2281,1,Good,Good,0
1122410,,1,Poor,Good,2
1122411,,0.1315789,Poor,Good,2
1122411,2281,0.8684211,Good,Good,0
1122412,2281,1,Good,Good,0
1122413,,0.1111111,Poor,Good,2
1122413,2281,0.8888889,Good,Good,0
1130101,2343,0.3333333,Good,Good,0
1130101,2339,0.6666667,Poor,Good,0
1130102,2338,0.0612245,Acceptable,Good,0
1130102,2343,0.1632653,Good,Good,0
1130102,2339,0.7755102,Poor,Good,0
1130103,2338,1,Acceptable,Good,0
1130104,2339,1,Poor,Good,0
1130105,2343,0.05,Good,Good,0
1130105,2339,0.25,Poor,Good,0
1130105,2338,0.7,Acceptable,Good,0
1130106,2338,1,Acceptable,Good,0
1130107,2337,0.4285714,Good,Good,0
1130107,2338,0.5714286,Acceptable,Good,0
1130108,2338,1,Acceptable,Good,0
1130201,2329,1,Good,Good,0
1130202,2329,1,Good,Good,0
1130203,2850,0.0487805,Good,Good,0
1130203,2329,0.9512195,Good,Good,0
1130204,2329,1,Good,Good,0
1130205,2333,0.1276596,Good,Good,0
1130205,2329,0.8723404,Good,Good,0
1130206,2329,1,Good,Good,0
1130207,2333,0.0909091,Good,Good,0
1130207,2329,0.9090909,Good,Good,0
1130208,2850,1,Good,Good,0
1130209,2850,0.4102564,Good,Good,0
1130209,2329,0.5897436,Good,Good,0
1130301,2333,0.0454545,Good,Good,0
1130301,2336,0.2045455,Acceptable,Good,0
1130301,2337,0.75,Good,Good,0
1130302,2336,0.4186047,Acceptable,Good,0
1130302,2337,0.5813953,Good,Good,0
1130303,2337,1,Good,Good,0
1130304,2337,1,Good,Good,0
1130305,2337,1,Good,Good,0
1130306,2337,1,Good,Good,0
1130307,2337,1,Good,Good,0
1130308,2337,1,Good,Good,0
1130309,2337,1,Good,Good,0
1130310,2337,1,Good,Good,0
1130311,2337,1,Good,Good,0
1130312,2337,1,Good,Good,0
1130313,2337,1,Good,Good,0
1130401,2333,0.0212766,Good,Good,0
1130401,2336,0.3404255,Acceptable,Good,0
1130401,2337,0.6382979,Good,Good,0
1130402,2337,1,Good,Good,0
1130403,2337,1,Good,Good,0
1130404,2336,1,Acceptable,Good,0
1130405,2354,0.0263158,Good,Good,0
1130405,2340,0.0526316,Good,Good,0
1130405,2337,0.9210526,Good,Good,0
1130406,2337,0.2857143,Good,Good,0
1130406,2336,0.7142857,Acceptable,Good,0
1130407,2336,0.3191489,Acceptable,Good,0
1130407,2337,0.6808511,Good,Good,0
1130408,2336,1,Acceptable,Good,0
1130409,2337,0.4571429,Good,Good,0
1130409,2336,0.5428571,Acceptable,Good,0
1130501,2333,0.375,Good,Good,0
1130501,2328,0.625,Acceptable,Good,0
1130502,2328,0.1162791,Acceptable,Good,0
1130502,2333,0.8837209,Good,Good,0
1130503,2333,0.09375,Good,Good,0
1130503,2330,0.34375,Good,Good,0
1130503,2328,0.5625,Acceptable,Good,0
1130504,2328,1,Acceptable,Good,0
1130505,2328,1,Acceptable,Good,0
1130506,2333,0.3513514,Good,Good,0
1130506,2328,0.6486486,Acceptable,Good,0
1130507,2328,0.4772727,Acceptable,Good,0
1130507,2333,0.5227273,Good,Good,0
1130508,2328,1,Acceptable,Good,0
1130601,2336,0.0232558,Acceptable,Good,0
1130601,2333,0.9767442,Good,Good,0
1130602,2336,0.2820513,Acceptable,Good,0
1130602,2333,0.7179487,Good,Good,0
1130603,2336,0.1428571,Acceptable,Good,0
1130603,2330,0.2619048,Good,Good,0
1130603,2333,0.5952381,Good,Good,0
1130604,2330,0.1914894,Good,Good,0
1130604,2333,0.8085106,Good,Good,0
1130605,2333,1,Good,Good,0
1130606,2333,1,Good,Good,0
1130607,2333,1,Good,Good,0
1130608,2333,1,Good,Good,0
1130609,2333,1,Good,Good,0
1130610,2333,1,Good,Good,0
1130611,2333,1,Good,Good,0
1130701,2333,1,Good,Good,0
1130702,2333,1,Good,Good,0
1130703,2333,1,Good,Good,0
1130704,2333,1,Good,Good,0
1130705,2333,1,Good,Good,0
1130706,2333,1,Good,Good,0
1130707,2333,1,Good,Good,0
1130708,2333,1,Good,Good,0
1130709,2333,1,Good,Good,0
1130710,2333,1,Good,Good,0
1130711,2333,1,Good,Good,0
1130801,2330,1,Good,Good,0
1130802,2330,1,Good,Good,0
1130803,2330,1,Good,Good,0
1130804,2333,0.1836735,Good,Good,0
1130804,2330,0.8163265,Good,Good,0
1130805,2330,1,Good,Good,0
1130806,2330,0.2978723,Good,Good,0
1130806,2335,0.7021277,Acceptable,Good,0
1130807,2330,1,Good,Good,0
1130808,2335,1,Acceptable,Good,0
1130809,2330,1,Good,Good,0
1130810,2330,0.0769231,Good,Good,0
1130810,2335,0.9230769,Acceptable,Good,0
1130811,2330,1,Good,Good,0
1130812,2330,0.0263158,Good,Good,0
1130812,2320,0.3947368,Good,Good,0
1130812,2335,0.5789474,Acceptable,Good,0
1130813,2330,1,Good,Good,0
1130901,2330,1,Good,Good,0
1130902,2330,1,Good,Good,0
1130903,2330,1,Good,Good,0
1130904,2325,0.2631579,Good,Good,0
1130904,2330,0.7368421,Good,Good,0
1130905,2331,1,Good,Good,0
1130906,2331,0.0526316,Good,Good,0
1130906,2325,0.0526316,Good,Good,0
