DZN_CODE_2016,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
314761119,314761119,1,Good,Good,0
314761120,314761120,1,Good,Good,0
314771121,314771121,1,Good,Good,0
314781114,314781114,1,Good,Good,0
314781115,314781115,1,Good,Good,0
314791116,314791116,1,Good,Good,0
314791117,314791117,1,Good,Good,0
314801141,314801141,1,Good,Good,0
314801142,314801142,1,Good,Good,0
314811126,314811126,1,Good,Good,0
314811127,314811127,1,Good,Good,0
314821128,314821128,1,Good,Good,0
314821129,314821129,1,Good,Good,0
314821130,314821130,1,Good,Good,0
314821131,314821131,1,Good,Good,0
314831088,314831088,1,Good,Good,0
314841093,314841093,1,Good,Good,0
314841097,314841097,1,Good,Good,0
314851122,314851122,1,Good,Good,0
314861085,314861085,1,Good,Good,0
314861086,314861086,1,Good,Good,0
314861087,314861087,1,Good,Good,0
314871113,314871113,1,Good,Good,0
314881107,314881107,1,Good,Good,0
314881108,314881108,1,Good,Good,0
314881109,314881109,1,Good,Good,0
314891143,314891143,1,Good,Good,0
314891144,314891144,1,Good,Good,0
314891145,314891145,1,Good,Good,0
314891146,314891146,1,Good,Good,0
314901100,314901100,1,Good,Good,0
314901102,314901102,1,Good,Good,0
314901103,314901103,1,Good,Good,0
314901104,314901104,1,Good,Good,0
314911110,314911110,1,Good,Good,0
314911111,314911111,1,Good,Good,0
314911112,314911112,1,Good,Good,0
314921250,314921250,1,Good,Good,0
314931246,314931246,1,Good,Good,0
314931247,314931247,1,Good,Good,0
314931248,314931248,1,Good,Good,0
314941258,314941258,1,Good,Good,0
314951251,314951251,1,Good,Good,0
314951252,314951252,1,Good,Good,0
314951253,314951253,1,Good,Good,0
314961249,314961249,1,Good,Good,0
314971245,314971245,1,Good,Good,0
314981244,314981244,1,Good,Good,0
314991259,314991259,1,Good,Good,0
314991260,314991260,1,Good,Good,0
315001254,315001254,1,Good,Good,0
315001255,315001255,1,Good,Good,0
315011256,315011256,1,Good,Good,0
315021257,315021257,1,Good,Good,0
315031242,315031242,1,Good,Good,0
315041243,315041243,1,Good,Good,0
315051320,315051320,1,Good,Good,0
315061295,315061295,1,Good,Good,0
315061296,315061296,1,Good,Good,0
315071319,315071319,1,Good,Good,0
315081240,315081240,1,Good,Good,0
315091321,315091321,1,Good,Good,0
315101241,315101241,1,Good,Good,0
315111302,315111302,1,Good,Good,0
315121303,315121303,1,Good,Good,0
315121304,315121304,1,Good,Good,0
315121306,315121306,1,Good,Good,0
315131305,315131305,1,Good,Good,0
315141298,315141298,1,Good,Good,0
315141299,315141299,1,Good,Good,0
315141300,315141300,1,Good,Good,0
315141301,315141301,1,Good,Good,0
315151297,315151297,1,Good,Good,0
315161275,315161275,1,Good,Good,0
315161276,315161276,1,Good,Good,0
315171265,315171265,1,Good,Good,0
315181266,315181266,1,Good,Good,0
315181267,315181267,1,Good,Good,0
315181268,315181268,1,Good,Good,0
315191269,315191269,1,Good,Good,0
315201271,315201271,1,Good,Good,0
315201272,315201272,1,Good,Good,0
315211273,315211273,1,Good,Good,0
315211274,315211274,1,Good,Good,0
315221261,315221261,1,Good,Good,0
315221262,315221262,1,Good,Good,0
315221263,315221263,1,Good,Good,0
315221264,315221264,1,Good,Good,0
315221270,315221270,1,Good,Good,0
315231281,315231281,1,Good,Good,0
315241277,315241277,1,Good,Good,0
315241278,315241278,1,Good,Good,0
315241279,315241279,1,Good,Good,0
315251282,315251282,1,Good,Good,0
315261280,315261280,1,Good,Good,0
315270001,315500001,1,Good,Good,0
315270002,315510001,1,Good,Good,0
315280001,315280001,1,Good,Good,0
315280002,315280002,1,Good,Good,0
315290001,315290001,1,Good,Good,0
315300001,315300001,1,Good,Good,0
315310001,315310001,1,Good,Good,0
315310002,315310002,1,Good,Good,0
315320001,315320001,1,Good,Good,0
315330001,315330001,1,Good,Good,0
315330002,315330002,1,Good,Good,0
315340001,315340001,1,Good,Good,0
315340002,315340002,1,Good,Good,0
315340003,315340003,1,Good,Good,0
315340004,315340004,1,Good,Good,0
315350001,315350001,1,Good,Good,0
315350002,315350002,1,Good,Good,0
315350003,315350003,1,Good,Good,0
315360001,315360001,1,Good,Good,0
315370001,315370001,1,Good,Good,0
315380001,315380001,1,Good,Good,0
315390001,315390001,1,Good,Good,0
315400001,315400001,1,Good,Good,0
315400002,315400002,1,Good,Good,0
315400003,315400005,1,Good,Good,0
315400004,315400004,1,Good,Good,0
315410001,315410001,1,Good,Good,0
315420001,315750001,1,Good,Good,0
315420002,315740001,1,Good,Good,0
315430001,315430001,1,Good,Good,0
315440001,315440001,1,Good,Good,0
315450001,315450001,1,Good,Good,0
315460001,315460001,1,Good,Good,0
315460002,315460002,1,Good,Good,0
315470001,315470001,1,Good,Good,0
315470002,315470002,1,Good,Good,0
315470003,315470003,1,Good,Good,0
315470004,315470004,1,Good,Good,0
315470005,315470005,1,Good,Good,0
315480001,315480001,1,Good,Good,0
315480002,315480002,1,Good,Good,0
315480003,315480003,1,Good,Good,0
315480004,315480004,1,Good,Good,0
315490001,315490001,1,Good,Good,0
315490002,315490002,1,Good,Good,0
315490003,315490003,1,Good,Good,0
315490004,315490004,1,Good,Good,0
315490005,315490005,1,Good,Good,0
394999499,394999499,1,Good,Good,0
397999799,397999799,1,Good,Good,0
410011002,410011002,1,Good,Good,0
410011003,410011003,1,Good,Good,0
410011004,410011004,1,Good,Good,0
410011005,410011005,1,Good,Good,0
410011006,410011006,1,Good,Good,0
410011007,410011007,1,Good,Good,0
410011008,410011008,1,Good,Good,0
410011009,410011009,1,Good,Good,0
410011010,410011010,1,Good,Good,0
410011011,410011011,1,Good,Good,0
410011012,410011012,1,Good,Good,0
410011013,410011013,1,Good,Good,0
410011014,410011014,1,Good,Good,0
410011015,410011015,1,Good,Good,0
410011016,410011016,1,Good,Good,0
410011017,410011017,1,Good,Good,0
410011018,410011018,1,Good,Good,0
410011019,410011019,1,Good,Good,0
410011020,410011020,1,Good,Good,0
410011021,410011021,1,Good,Good,0
410011022,410011022,1,Good,Good,0
410011023,410011023,1,Good,Good,0
410011024,410011024,1,Good,Good,0
410011025,410011025,1,Good,Good,0
410021026,410021026,1,Good,Good,0
410021027,410021027,1,Good,Good,0
410021028,410021028,1,Good,Good,0
410021029,410021029,1,Good,Good,0
410021030,410021030,1,Good,Good,0
410021031,410021031,1,Good,Good,0
410021032,410021032,1,Good,Good,0
410031614,410031614,1,Good,Good,0
410041258,410041258,1,Good,Good,0
410041259,410041259,1,Good,Good,0
410041412,410041412,1,Good,Good,0
410041418,410041418,1,Good,Good,0
410041420,410041420,1,Good,Good,0
410041422,410041422,1,Good,Good,0
410041425,410041425,1,Good,Good,0
410041426,410041426,1,Good,Good,0
410041428,410041428,1,Good,Good,0
410041430,410041430,1,Good,Good,0
410041431,410041431,1,Good,Good,0
410041432,410041432,1,Good,Good,0
410051479,410051479,1,Good,Good,0
410051480,410051480,1,Good,Good,0
410051481,410051481,1,Good,Good,0
410051486,410051486,1,Good,Good,0
410061492,410061492,1,Good,Good,0
410061493,410061493,1,Good,Good,0
410061494,410061494,1,Good,Good,0
410061496,410061496,1,Good,Good,0
410061615,410061615,1,Good,Good,0
410071463,410071463,1,Good,Good,0
410071464,410071464,1,Good,Good,0
410071465,410071465,1,Good,Good,0
410071466,410071466,1,Good,Good,0
410071467,410071467,1,Good,Good,0
410071468,410071468,1,Good,Good,0
410071475,410071475,1,Good,Good,0
410071477,410071477,1,Good,Good,0
410071488,410071488,1,Good,Good,0
410081490,410081490,1,Good,Good,0
410091469,410091469,1,Good,Good,0
410091471,410091471,1,Good,Good,0
410101256,410101256,1,Good,Good,0
410101257,410101257,1,Good,Good,0
410101411,410101411,1,Good,Good,0
410101414,410101414,1,Good,Good,0
410111060,410111060,1,Good,Good,0
410111061,410111061,1,Good,Good,0
410111062,410111062,1,Good,Good,0
410111063,410111063,1,Good,Good,0
410111065,410111065,1,Good,Good,0
410111624,410111624,1,Good,Good,0
410121067,410121067,1,Good,Good,0
410121072,410121072,1,Good,Good,0
410121073,410121073,1,Good,Good,0
410131064,410131064,1,Good,Good,0
410131066,410131066,1,Good,Good,0
410131068,410131068,1,Good,Good,0
410131069,410131069,1,Good,Good,0
410131070,410131070,1,Good,Good,0
410131071,410131071,1,Good,Good,0
410131074,410131074,1,Good,Good,0
410131625,410131625,1,Good,Good,0
410141172,410141172,1,Good,Good,0
410141637,410141637,1,Good,Good,0
410151170,410151170,1,Good,Good,0
410151171,410151171,1,Good,Good,0
410151312,410151312,1,Good,Good,0
410151313,410151313,1,Good,Good,0
410161173,410161173,1,Good,Good,0
410161174,410161174,1,Good,Good,0
410161175,410161175,1,Good,Good,0
410171056,410171056,1,Good,Good,0
410171057,410171057,1,Good,Good,0
410171058,410171058,1,Good,Good,0
410171059,410171059,1,Good,Good,0
410171594,410171594,1,Good,Good,0
410181051,410181051,1,Good,Good,0
410181052,410181052,1,Good,Good,0
410181053,410181053,1,Good,Good,0
410181054,410181054,1,Good,Good,0
410181055,410181055,1,Good,Good,0
410191047,410191047,1,Good,Good,0
410191048,410191048,1,Good,Good,0
410191049,410191049,1,Good,Good,0
410191050,410191050,1,Good,Good,0
410201043,410201043,1,Good,Good,0
410201044,410201044,1,Good,Good,0
410211042,410211042,1,Good,Good,0
410211286,410211286,1,Good,Good,0
410211287,410211287,1,Good,Good,0
410221045,410221045,1,Good,Good,0
410221046,410221046,1,Good,Good,0
410231080,410231080,1,Good,Good,0
410231081,410231081,1,Good,Good,0
410231082,410231082,1,Good,Good,0
410231083,410231083,1,Good,Good,0
410231084,410231084,1,Good,Good,0
410231085,410231085,1,Good,Good,0
410231288,410231288,1,Good,Good,0
410231289,410231289,1,Good,Good,0
410231290,410231290,1,Good,Good,0
410231291,410231291,1,Good,Good,0
410231292,410231292,1,Good,Good,0
410231569,410231569,1,Good,Good,0
410231584,410231584,1,Good,Good,0
410241075,410241075,1,Good,Good,0
410241076,410241076,1,Good,Good,0
410241077,410241077,1,Good,Good,0
410241078,410241078,1,Good,Good,0
410241079,410241079,1,Good,Good,0
410251397,410251397,1,Good,Good,0
410251405,410251405,1,Good,Good,0
410251501,410251501,1,Good,Good,0
410251510,410251510,1,Good,Good,0
410251512,410251512,1,Good,Good,0
410260001,410260001,1,Good,Good,0
410260002,410260002,1,Good,Good,0
410261255,410261255,1,Good,Good,0
410261396,410261396,1,Good,Good,0
410261398,410261398,1,Good,Good,0
410261399,410261399,1,Good,Good,0
410261400,410261400,1,Good,Good,0
410261407,410261407,1,Good,Good,0
410261503,410261503,1,Good,Good,0
410261527,410261527,1,Good,Good,0
410271648,410271648,1,Good,Good,0
410280001,410280001,1,Good,Good,0
410281384,410281384,1,Good,Good,0
410291251,410291251,1,Good,Good,0
410291252,410291252,1,Good,Good,0
410291378,410291378,1,Good,Good,0
410291530,410291530,1,Good,Good,0
410291572,410291572,1,Good,Good,0
410301244,410301244,1,Good,Good,0
410301245,410301245,1,Good,Good,0
410301248,410301248,1,Good,Good,0
410301249,410301249,1,Good,Good,0
410301380,410301380,1,Good,Good,0
410301381,410301381,1,Good,Good,0
410301382,410301382,1,Good,Good,0
410301571,410301571,1,Good,Good,0
410311247,410311247,1,Good,Good,0
410311385,410311385,1,Good,Good,0
410311634,410311634,1,Good,Good,0
410321389,410321389,1,Good,Good,0
410321392,410321392,1,Good,Good,0
410331253,410331253,1,Good,Good,0
410340001,410340001,1,Good,Good,0
410341246,410341246,1,Good,Good,0
410341383,410341383,1,Good,Good,0
410351254,410351254,1,Good,Good,0
410351376,410351376,1,Good,Good,0
410351390,410351390,1,Good,Good,0
410351391,410351391,1,Good,Good,0
410351394,410351394,1,Good,Good,0
410361157,410361157,1,Good,Good,0
410361158,410361158,1,Good,Good,0
410361159,410361159,1,Good,Good,0
410361160,410361160,1,Good,Good,0
410361161,410361161,1,Good,Good,0
410361162,410361162,1,Good,Good,0
410361163,410361163,1,Good,Good,0
410371164,411750002,1,Good,Good,0
410371165,411750003,1,Good,Good,0
410371310,411750001,1,Good,Good,0
410371311,411760001,1,Good,Good,0
410371596,411760002,1,Good,Good,0
410371630,411760003,1,Good,Good,0
410371633,411760004,1,Good,Good,0
410381166,410381166,1,Good,Good,0
410381167,410381167,1,Good,Good,0
410381168,410381168,1,Good,Good,0
410381169,410381169,1,Good,Good,0
410381601,410381601,1,Good,Good,0
410390001,410390001,1,Good,Good,0
410401224,410401224,1,Good,Good,0
410401225,410401225,1,Good,Good,0
410411223,410411223,1,Good,Good,0
410411573,410411573,1,Good,Good,0
410421217,410421217,1,Good,Good,0
410431218,410431218,1,Good,Good,0
410431369,410431369,1,Good,Good,0
410441219,410441219,1,Good,Good,0
410461214,410461214,1,Good,Good,0
410461216,410461216,1,Good,Good,0
410461367,410461367,1,Good,Good,0
410461368,410461368,1,Good,Good,0
410461370,410461370,1,Good,Good,0
410461523,410461523,1,Good,Good,0
410461524,410461524,1,Good,Good,0
410471215,410471215,1,Good,Good,0
410471222,410471222,1,Good,Good,0
410471371,410471371,1,Good,Good,0
410481220,410481220,1,Good,Good,0
410481221,410481221,1,Good,Good,0
410481229,410481229,1,Good,Good,0
410481520,410481520,1,Good,Good,0
410481521,410481521,1,Good,Good,0
410491234,410491234,1,Good,Good,0
410491276,410491276,1,Good,Good,0
410491597,410491597,1,Good,Good,0
410501377,410501377,1,Good,Good,0
410511240,410511240,1,Good,Good,0
410511243,410511243,1,Good,Good,0
410521230,410521230,1,Good,Good,0
410521231,410521231,1,Good,Good,0
410521241,410521241,1,Good,Good,0
410521242,410521242,1,Good,Good,0
410521559,410521559,1,Good,Good,0
410521628,410521628,1,Good,Good,0
410531232,410531232,1,Good,Good,0
410531233,410531233,1,Good,Good,0
410531277,410531277,1,Good,Good,0
410541235,410541235,1,Good,Good,0
410541236,410541236,1,Good,Good,0
410551237,410551237,1,Good,Good,0
410551238,410551238,1,Good,Good,0
410551239,410551239,1,Good,Good,0
410561196,410561196,1,Good,Good,0
410561197,410561197,1,Good,Good,0
410561198,410561198,1,Good,Good,0
410561330,410561330,1,Good,Good,0
410561331,410561331,1,Good,Good,0
410561332,410561332,1,Good,Good,0
410561333,410561333,1,Good,Good,0
410561334,410561334,1,Good,Good,0
410571191,410571191,1,Good,Good,0
410571192,410571192,1,Good,Good,0
410571193,410571193,1,Good,Good,0
410571194,410571194,1,Good,Good,0
410571195,410571195,1,Good,Good,0
410571328,410571328,1,Good,Good,0
410571329,410571329,1,Good,Good,0
410571536,410571536,1,Good,Good,0
410571586,410571586,1,Good,Good,0
410571587,410571587,1,Good,Good,0
410571588,410571588,1,Good,Good,0
410571589,410571589,1,Good,Good,0
410581199,410581199,1,Good,Good,0
410581200,410581200,1,Good,Good,0
410581336,410581336,1,Good,Good,0
410581337,410581337,1,Good,Good,0
410581338,410581338,1,Good,Good,0
410581340,410581340,1,Good,Good,0
410581539,410581539,1,Good,Good,0
410581567,410581567,1,Good,Good,0
410591213,410591213,1,Good,Good,0
410591365,410591365,1,Good,Good,0
410601212,410601212,1,Good,Good,0
410601355,410601355,1,Good,Good,0
410601356,410601356,1,Good,Good,0
410601357,410601357,1,Good,Good,0
410601638,410601638,1,Good,Good,0
410611207,410611207,1,Good,Good,0
410611208,410611208,1,Good,Good,0
410611209,410611209,1,Good,Good,0
410611210,410611210,1,Good,Good,0
410611349,410611349,1,Good,Good,0
410611350,410611350,1,Good,Good,0
410611351,410611351,1,Good,Good,0
410611352,410611352,1,Good,Good,0
410611353,410611353,1,Good,Good,0
410611354,410611354,1,Good,Good,0
410611548,410611548,1,Good,Good,0
410611580,410611580,1,Good,Good,0
410621201,410621201,1,Good,Good,0
410621202,410621202,1,Good,Good,0
410621203,410621203,1,Good,Good,0
410621341,410621341,1,Good,Good,0
410621561,410621561,1,Good,Good,0
410621590,410621590,1,Good,Good,0
410631362,410631362,1,Good,Good,0
410631363,410631363,1,Good,Good,0
410641204,410641204,1,Good,Good,0
410641205,410641205,1,Good,Good,0
410641206,410641206,1,Good,Good,0
410641211,410641211,1,Good,Good,0
410641342,410641342,1,Good,Good,0
410641343,410641343,1,Good,Good,0
410641344,410641344,1,Good,Good,0
410641345,410641345,1,Good,Good,0
410641348,410641348,1,Good,Good,0
410651185,410651185,1,Good,Good,0
410651187,410651187,1,Good,Good,0
410651320,410651320,1,Good,Good,0
410661190,410661190,1,Good,Good,0
410661326,410661326,1,Good,Good,0
410661327,410661327,1,Good,Good,0
410661547,410661547,1,Good,Good,0
410661549,410661549,1,Good,Good,0
410671188,410671188,1,Good,Good,0
410671189,410671189,1,Good,Good,0
410671322,410671322,1,Good,Good,0
410671325,410671325,1,Good,Good,0
410681176,410681176,1,Good,Good,0
410681177,410681177,1,Good,Good,0
410681178,410681178,1,Good,Good,0
410681180,410681180,1,Good,Good,0
410681181,410681181,1,Good,Good,0
410691179,410691179,1,Good,Good,0
410691184,410691184,1,Good,Good,0
410691186,410691186,1,Good,Good,0
410691314,410691314,1,Good,Good,0
410691317,410691317,1,Good,Good,0
410691318,410691318,1,Good,Good,0
410691319,410691319,1,Good,Good,0
410691578,410691578,1,Good,Good,0
410691579,410691579,1,Good,Good,0
410701182,410701182,1,Good,Good,0
410701183,410701183,1,Good,Good,0
410711261,410711261,1,Good,Good,0
410711603,410711603,1,Good,Good,0
410721281,410721281,1,Good,Good,0
410721282,410721282,1,Good,Good,0
410721461,410721461,1,Good,Good,0
410721532,410721532,1,Good,Good,0
410721545,410721545,1,Good,Good,0
410731267,410731267,1,Good,Good,0
410731269,410731269,1,Good,Good,0
410731270,410731270,1,Good,Good,0
410731448,410731448,1,Good,Good,0
410731449,410731449,1,Good,Good,0
410741266,410741266,1,Good,Good,0
410741268,410741268,1,Good,Good,0
410741451,410741451,1,Good,Good,0
410751262,410751262,1,Good,Good,0
410751437,410751437,1,Good,Good,0
410761441,410761441,1,Good,Good,0
410771260,410771260,1,Good,Good,0
410771435,410771435,1,Good,Good,0
410771436,410771436,1,Good,Good,0
410781271,410781271,1,Good,Good,0
410791450,410791450,1,Good,Good,0
410791452,410791452,1,Good,Good,0
410801439,410801439,1,Good,Good,0
410801440,410801440,1,Good,Good,0
410801442,410801442,1,Good,Good,0
410811644,410811644,1,Good,Good,0
410821265,410821265,1,Good,Good,0
410821445,410821445,1,Good,Good,0
410821446,410821446,1,Good,Good,0
410821447,410821447,1,Good,Good,0
410831272,410831272,1,Good,Good,0
410831454,410831454,1,Good,Good,0
410831456,410831456,1,Good,Good,0
410831458,410831458,1,Good,Good,0
410831606,410831606,1,Good,Good,0
410841264,410841264,1,Good,Good,0
410841444,410841444,1,Good,Good,0
410851443,410851443,1,Good,Good,0
410861263,410861263,1,Good,Good,0
410861600,410861600,1,Good,Good,0
410861645,410861645,1,Good,Good,0
410871273,411780001,1,Good,Good,0
410871278,411770001,1,Good,Good,0
410871279,411770002,1,Good,Good,0
410871283,411770003,1,Good,Good,0
410871462,411770004,1,Good,Good,0
410881274,410881274,1,Good,Good,0
410881457,410881457,1,Good,Good,0
410881460,410881460,1,Good,Good,0
410891284,410891284,1,Good,Good,0
410891599,410891599,1,Good,Good,0
410901120,410901120,1,Good,Good,0
410901121,410901121,0.9948329,Good,Good,0
410901121,410911114,0.0051671,Good,Good,1
410901122,410901122,1,Good,Good,0
410911114,410911114,1,Good,Good,0
410911115,410911116,1,Good,Good,0
410911116,410911115,1,Good,Good,0
410921106,410921106,1,Good,Good,0
410921117,410921117,1,Good,Good,0
410921627,410921627,1,Good,Good,0
410931036,410931036,1,Good,Good,0
410931037,410931037,1,Good,Good,0
410931038,410931038,1,Good,Good,0
410931039,410931039,1,Good,Good,0
410931040,410931040,1,Good,Good,0
410931041,410931041,1,Good,Good,0
410931123,410931123,1,Good,Good,0
410931124,410931124,1,Good,Good,0
410931132,410931132,1,Good,Good,0
410931285,410931285,1,Good,Good,0
410931577,410931577,1,Good,Good,0
410931585,410931038,1.45E-05,Good,Good,1
410931585,410931585,0.9999855,Good,Good,0
410941112,410941112,1,Good,Good,0
410941118,410941118,1,Good,Good,0
410941119,410941119,1,Good,Good,0
410951107,410951107,1,Good,Good,0
410951113,410951113,1,Good,Good,0
410951294,410951294,1,Good,Good,0
410951295,410951295,1,Good,Good,0
410951296,410951296,1,Good,Good,0
410961108,410961108,1,Good,Good,0
410961109,410961109,1,Good,Good,0
410961110,410961110,1,Good,Good,0
410961111,410961111,1,Good,Good,0
410961540,410961540,1,Good,Good,0
410961605,410961605,1,Good,Good,0
410971125,410971125,1,Good,Good,0
410971126,410971126,1,Good,Good,0
410971127,410971127,1,Good,Good,0
410971128,410971128,1,Good,Good,0
410971129,410971129,1,Good,Good,0
410971130,410971130,1,Good,Good,0
410971131,410971131,1,Good,Good,0
410971297,410971297,1,Good,Good,0
410971298,410971298,1,Good,Good,0
410971299,410971299,1,Good,Good,0
410971300,410971300,1,Good,Good,0
410971543,410971543,1,Good,Good,0
410981149,410981149,1,Good,Good,0
410991140,410991140,1,Good,Good,0
410991141,410991141,1,Good,Good,0
410991142,410991142,1,Good,Good,0
410991143,410991143,1,Good,Good,0
410991144,410991144,1,Good,Good,0
410991302,410991302,1,Good,Good,0
410991574,410991574,1,Good,Good,0
410991575,410991575,1,Good,Good,0
411001145,411001145,1,Good,Good,0
411001146,411001146,1,Good,Good,0
411001147,411001147,1,Good,Good,0
411001148,411001148,1,Good,Good,0
411001303,411001303,1,Good,Good,0
411001304,411001304,1,Good,Good,0
411001305,411001305,1,Good,Good,0
411001308,411001308,1,Good,Good,0
411011133,411011133,1,Good,Good,0
411011134,411011134,1,Good,Good,0
411011135,411011135,1,Good,Good,0
411011136,411011136,1,Good,Good,0
411011137,411011137,1,Good,Good,0
411011138,411011138,1,Good,Good,0
411011139,411011139,1,Good,Good,0
411011301,411011301,1,Good,Good,0
411011541,411011541,1,Good,Good,0
411011542,411011542,1,Good,Good,0
411021150,411021150,1,Good,Good,0
411021151,411021151,1,Good,Good,0
411021152,411021152,1,Good,Good,0
411021153,411021153,1,Good,Good,0
411021154,411021154,1,Good,Good,0
411021155,411021155,1,Good,Good,0
411021156,411021156,1,Good,Good,0
411021592,411021592,1,Good,Good,0
411021593,411021593,1,Good,Good,0
411031275,411031275,1,Good,Good,0
411041086,411041086,1,Good,Good,0
411051087,411051087,1,Good,Good,0
411061088,411061092,1,Good,Good,0
411061089,411061093,1,Good,Good,0
411061091,411061091,1,Good,Good,0
411071095,411071095,1,Good,Good,0
411071096,411071096,1,Good,Good,0
411071097,411071097,1,Good,Good,0
411071098,411071098,1,Good,Good,0
411071099,411071099,1,Good,Good,0
411071100,411071100,1,Good,Good,0
411071101,411071101,1,Good,Good,0
411071102,411071102,1,Good,Good,0
411071103,411071103,1,Good,Good,0
411071104,411071104,1,Good,Good,0
411071293,411071293,1,Good,Good,0
411071563,411071563,1,Good,Good,0
411071564,411071564,1,Good,Good,0
411081033,411081033,1,Good,Good,0
411081034,411081034,1,Good,Good,0
411081035,411081035,1,Good,Good,0
411081090,411081090,1,Good,Good,0
411081092,411081092,1,Good,Good,0
411081093,411081093,1,Good,Good,0
411081094,411081094,1,Good,Good,0
411091105,411091105,1,Good,Good,0
411091602,411091602,1,Good,Good,0
411091626,411091626,1,Good,Good,0
411101612,411101612,1,Good,Good,0
411101649,411101649,1,Good,Good,0
411111508,411111508,1,Good,Good,0
411111511,411111511,1,Good,Good,0
411111608,411111608,1,Good,Good,0
411111609,411111609,1,Good,Good,0
411121505,411121505,1,Good,Good,0
411121506,411121506,1,Good,Good,0
411121507,411121507,1,Good,Good,0
411131607,411131607,1,Good,Good,0
411141610,411141610,1,Good,Good,0
411151611,411151611,1,Good,Good,0
411162001,411162001,1,Good,Good,0
411172002,411172002,1,Good,Good,0
411182003,411182003,1,Good,Good,0
411192004,411192004,1,Good,Good,0
411202005,411202005,1,Good,Good,0
411212006,411212006,1,Good,Good,0
411222007,411222007,1,Good,Good,0
411232008,411232008,1,Good,Good,0
411242009,411242009,1,Good,Good,0
411252010,411252010,1,Good,Good,0
411262011,411262011,1,Good,Good,0
411272012,411272012,1,Good,Good,0
411282013,411282013,1,Good,Good,0
411292014,411292014,1,Good,Good,0
411302015,411302015,1,Good,Good,0
411312016,411312016,1,Good,Good,0
411322017,411322017,1,Good,Good,0
411332018,411332018,1,Good,Good,0
411342019,411342019,1,Good,Good,0
411352020,411352020,1,Good,Good,0
411362021,411362021,1,Good,Good,0
411372022,411372022,1,Good,Good,0
411382023,411382023,1,Good,Good,0
411392024,411392024,1,Good,Good,0
411402025,411402025,1,Good,Good,0
411412026,411412026,1,Good,Good,0
411420001,411420001,1,Good,Good,0
411420002,411420002,1,Good,Good,0
411432028,411432028,1,Good,Good,0
411441621,411441621,1,Good,Good,0
411441622,411441622,1,Good,Good,0
411441653,411441653,1,Good,Good,0
411441654,411441654,1,Good,Good,0
411452029,411452029,1,Good,Good,0
411461617,411461617,1,Good,Good,0
411471618,411471618,1,Good,Good,0
411471652,411471652,1,Good,Good,0
411481619,411481619,1,Good,Good,0
411491620,411491620,1,Good,Good,0
411502030,411502030,1,Good,Good,0
411512031,411512031,1,Good,Good,0
411522032,411522032,1,Good,Good,0
411542034,411542034,1,Good,Good,0
411552035,411552035,1,Good,Good,0
411562036,411562036,1,Good,Good,0
411572037,411572037,1,Good,Good,0
411582038,411582038,1,Good,Good,0
411592039,411592039,1,Good,Good,0
411602040,411602040,1,Good,Good,0
411612041,411612041,1,Good,Good,0
411622042,411622042,1,Good,Good,0
411632043,411632043,1,Good,Good,0
411642044,411642044,1,Good,Good,0
411652045,411652045,1,Good,Good,0
411662046,411662046,1,Good,Good,0
411672047,411672047,1,Good,Good,0
411682048,411682048,1,Good,Good,0
411692049,411692049,1,Good,Good,0
411702050,411702050,1,Good,Good,0
411710001,411710001,1,Good,Good,0
411710002,411710002,1,Good,Good,0
411710003,411710003,1,Good,Good,0
411710004,411710004,1,Good,Good,0
411710005,411710005,1,Good,Good,0
411710006,411710006,1,Good,Good,0
411720001,411720001,1,Good,Good,0
411720002,411720002,1,Good,Good,0
411720003,411720003,1,Good,Good,0
411730001,411730001,1,Good,Good,0
411740001,411740001,1,Good,Good,0
494999499,494999499,1,Good,Good,0
497999799,497999799,1,Good,Good,0
510012010,510012010,1,Good,Good,0
510012012,510012012,1,Good,Good,0
510022061,512930001,1,Good,Good,0
510022064,512930002,0.7734499,Acceptable,Good,0
510022064,512940002,0.2265501,Poor,Good,0
510022065,512940001,1,Good,Good,0
510022066,512930003,1,Good,Good,0
510032062,510032062,1,Good,Good,0
510032063,510032063,1,Good,Good,0
510032067,510032067,1,Good,Good,0
510042011,510042011,1,Good,Good,0
510042013,510042013,1,Good,Good,0
510052114,510052114,1,Good,Good,0
510052115,510052115,1,Good,Good,0
510070001,510070001,1,Good,Good,0
510072073,510072073,1,Good,Good,0
510082057,510082057,1,Good,Good,0
510092080,510092080,1,Good,Good,0
510092081,510092081,1,Good,Good,0
510102090,510102090,1,Good,Good,0
510112050,510112050,1,Good,Good,0
510122091,510122091,1,Good,Good,0
510142110,510142110,1,Good,Good,0
510142111,510142111,1,Good,Good,0
510142112,510142112,1,Good,Good,0
510142113,510142113,1,Good,Good,0
510152052,510152052,1,Good,Good,0
510152053,510152053,1,Good,Good,0
510152055,510152055,1,Good,Good,0
510160001,510160001,1,Good,Good,0
510162160,510162160,1,Good,Good,0
510172030,510172030,1,Good,Good,0
510172040,510172040,1,Good,Good,0
510182100,510182100,1,Good,Good,0
510192121,510192121,1,Good,Good,0
510192123,510192123,1,Good,Good,0
510202120,510202120,1,Good,Good,0
510202122,510202122,1,Good,Good,0
510202180,510202180,1,Good,Good,0
510212146,510212146,1,Good,Good,0
510222145,510222145,1,Good,Good,0
