DZN_CODE_2016,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
212512379,212512379,1,Good,Good,0
212512410,212512410,1,Good,Good,0
212540001,212540001,1,Good,Good,0
212540002,212540002,1,Good,Good,0
212540003,212540003,1,Good,Good,0
212540004,212540004,1,Good,Good,0
212542391,212542391,1,Good,Good,0
212542393,212542393,1,Good,Good,0
212542394,212542394,1,Good,Good,0
212542396,212542396,1,Good,Good,0
212542413,212542413,1,Good,Good,0
212542414,212542414,1,Good,Good,0
212552415,212552415,1,Good,Good,0
212552416,212552416,1,Good,Good,0
212552417,212552417,1,Good,Good,0
212562418,212562418,1,Good,Good,0
212562420,212562420,1,Good,Good,0
212562423,212562423,1,Good,Good,0
212562424,212562424,1,Good,Good,0
212562425,212562425,1,Good,Good,0
212562428,212562428,1,Good,Good,0
212562429,212562429,1,Good,Good,0
212562430,212562430,1,Good,Good,0
212572427,212572427,1,Good,Good,0
212572431,212572431,1,Good,Good,0
212580001,212580001,1,Good,Good,0
212582426,212582426,1,Good,Good,0
212592406,212592406,1,Good,Good,0
212592407,212592407,1,Good,Good,0
212592408,212592408,1,Good,Good,0
212592409,212592409,1,Good,Good,0
212592411,212592411,1,Good,Good,0
212602395,212602395,1,Good,Good,0
212602397,212602397,1,Good,Good,0
212602398,212602398,1,Good,Good,0
212602399,212602399,1,Good,Good,0
212602400,212602400,1,Good,Good,0
212602401,212602401,1,Good,Good,0
212602403,212602403,1,Good,Good,0
212602404,212602404,1,Good,Good,0
212602405,212602405,1,Good,Good,0
212612100,212612100,1,Good,Good,0
212612101,212612101,1,Good,Good,0
212612102,212612102,1,Good,Good,0
212612103,212612103,1,Good,Good,0
212612113,212612113,1,Good,Good,0
212612114,212612114,1,Good,Good,0
212612115,212612115,1,Good,Good,0
212612116,212612116,1,Good,Good,0
212612117,212612117,1,Good,Good,0
212612118,212612118,1,Good,Good,0
212612141,212612141,1,Good,Good,0
212622104,212622104,1,Good,Good,0
212622105,212622105,1,Good,Good,0
212622106,212622106,1,Good,Good,0
212622107,212622107,1,Good,Good,0
212622108,212622108,1,Good,Good,0
212622109,212622109,1,Good,Good,0
212622110,212622110,1,Good,Good,0
212622111,212622111,1,Good,Good,0
212622112,212622112,1,Good,Good,0
212632432,212632432,1,Good,Good,0
212632433,212632433,1,Good,Good,0
212632434,212632434,1,Good,Good,0
212632435,212632435,1,Good,Good,0
212632437,212632437,1,Good,Good,0
212632440,212632440,1,Good,Good,0
212652461,212652461,1,Good,Good,0
212652462,212652462,1,Good,Good,0
212652463,212652463,1,Good,Good,0
212652464,212652464,1,Good,Good,0
212652465,212652465,1,Good,Good,0
212652466,212652466,1,Good,Good,0
212660001,212660001,1,Good,Good,0
212660002,212660002,1,Good,Good,0
212660003,212660003,1,Good,Good,0
212660004,212660004,1,Good,Good,0
212660005,212660005,1,Good,Good,0
212660006,212660006,1,Good,Good,0
212660007,212660007,1,Good,Good,0
212660008,212660008,1,Good,Good,0
212660009,212660009,1,Good,Good,0
212660010,212660010,1,Good,Good,0
212660011,212660011,1,Good,Good,0
212662476,212662476,1,Good,Good,0
212662481,212662481,1,Good,Good,0
212662482,212662482,1,Good,Good,0
212662484,212662484,1,Good,Good,0
212662485,212662485,1,Good,Good,0
212662486,212662486,1,Good,Good,0
212662487,212662487,1,Good,Good,0
212662489,212662489,1,Good,Good,0
212662490,212662490,1,Good,Good,0
212662492,212662492,1,Good,Good,0
212662493,212662493,1,Good,Good,0
212662494,212662494,1,Good,Good,0
212662495,212662495,1,Good,Good,0
212672439,212672439,1,Good,Good,0
212672467,212672467,1,Good,Good,0
212672468,212672468,1,Good,Good,0
212672469,212672469,1,Good,Good,0
212672470,212672470,1,Good,Good,0
212672471,212672471,1,Good,Good,0
212672472,212672472,1,Good,Good,0
212672474,212672474,1,Good,Good,0
212672475,212672475,1,Good,Good,0
212672477,212672477,1,Good,Good,0
212672478,212672478,1,Good,Good,0
212682495,212682495,1,Good,Good,0
212682496,212682496,1,Good,Good,0
212682497,212682497,1,Good,Good,0
212692297,212692297,1,Good,Good,0
212692299,212692299,1,Good,Good,0
212692319,212692319,1,Good,Good,0
212692321,212692321,1,Good,Good,0
212692322,212692322,1,Good,Good,0
212692323,212692323,1,Good,Good,0
212692324,212692324,1,Good,Good,0
212702301,212702301,1,Good,Good,0
212702304,212702304,1,Good,Good,0
212702305,212702305,1,Good,Good,0
212702306,212702306,1,Good,Good,0
212702307,212702307,1,Good,Good,0
212702308,212702308,1,Good,Good,0
212702309,212702309,1,Good,Good,0
212702310,212702310,1,Good,Good,0
212702311,212702311,1,Good,Good,0
212702312,212702312,1,Good,Good,0
212710001,212710001,1,Good,Good,0
212712314,212712314,1,Good,Good,0
212712315,212712315,1,Good,Good,0
212712316,212712316,1,Good,Good,0
212712317,212712317,1,Good,Good,0
212712325,212712325,1,Good,Good,0
212712328,212712328,1,Good,Good,0
212712329,212712329,1,Good,Good,0
212722298,212722298,1,Good,Good,0
212722300,212722300,1,Good,Good,0
212722302,212722302,1,Good,Good,0
212722303,212722303,1,Good,Good,0
212722313,212722313,1,Good,Good,0
212732293,212732293,1,Good,Good,0
212732294,212732294,1,Good,Good,0
212732295,212732295,1,Good,Good,0
212732296,212732296,1,Good,Good,0
212742508,212742508,1,Good,Good,0
212742509,212742509,1,Good,Good,0
212742510,212742510,1,Good,Good,0
212752520,212752520,1,Good,Good,0
212752536,212752536,1,Good,Good,0
212752550,212752550,1,Good,Good,0
212752551,212752551,1,Good,Good,0
212752552,212752552,1,Good,Good,0
212762553,212762553,1,Good,Good,0
212762554,212762554,1,Good,Good,0
212762555,212762555,1,Good,Good,0
212762556,212762556,1,Good,Good,0
212762557,212762557,1,Good,Good,0
212762558,212762558,1,Good,Good,0
212762559,212762559,1,Good,Good,0
212772521,212772521,1,Good,Good,0
212772522,212772522,1,Good,Good,0
212772524,212772524,1,Good,Good,0
212772527,212772527,1,Good,Good,0
212782531,212782531,1,Good,Good,0
212782538,212782538,1,Good,Good,0
212782539,212782539,1,Good,Good,0
212782540,212782540,1,Good,Good,0
212782543,212782543,1,Good,Good,0
212782544,212782544,1,Good,Good,0
212782545,212782545,1,Good,Good,0
212782546,212782546,1,Good,Good,0
212782547,212782547,1,Good,Good,0
212782548,212782548,1,Good,Good,0
212782549,212782549,1,Good,Good,0
212782566,212782566,1,Good,Good,0
212782568,212782568,1,Good,Good,0
212782569,212782569,1,Good,Good,0
212782570,212782570,1,Good,Good,0
212792560,212792560,1,Good,Good,0
212792561,212792561,1,Good,Good,0
212792562,212792562,1,Good,Good,0
212792563,212792563,1,Good,Good,0
212792572,212792572,1,Good,Good,0
212792573,212792573,1,Good,Good,0
212802525,212802525,1,Good,Good,0
212802526,212802526,1,Good,Good,0
212802528,212802528,1,Good,Good,0
212802542,212802542,1,Good,Good,0
212812523,212812523,1,Good,Good,0
212812534,212812534,1,Good,Good,0
212812535,212812535,1,Good,Good,0
212812537,212812537,1,Good,Good,0
212812541,212812541,1,Good,Good,0
212822513,212822513,1,Good,Good,0
212822514,212822514,1,Good,Good,0
212822515,212822515,1,Good,Good,0
212822516,212822516,1,Good,Good,0
212822517,212822517,1,Good,Good,0
212822518,212822518,1,Good,Good,0
212822519,212822519,1,Good,Good,0
212832529,212832529,1,Good,Good,0
212832530,212832530,1,Good,Good,0
212832532,212832532,1,Good,Good,0
212842511,212842511,1,Good,Good,0
212842512,212842512,1,Good,Good,0
212852533,212852533,1,Good,Good,0
212852564,212852564,1,Good,Good,0
212852565,212852565,1,Good,Good,0
212852567,212852567,1,Good,Good,0
212852571,212852571,1,Good,Good,0
212852574,212852574,1,Good,Good,0
212860001,212860001,1,Good,Good,0
212860002,212860002,1,Good,Good,0
212862498,212862498,1,Good,Good,0
212862500,212862500,1,Good,Good,0
212862503,212862503,1,Good,Good,0
212862504,212862504,1,Good,Good,0
212862505,212862505,1,Good,Good,0
212862506,212862506,1,Good,Good,0
212862507,212862507,1,Good,Good,0
212863731,212863731,1,Good,Good,0
212870001,215460003,1,Good,Good,0
212870002,215460004,1,Good,Good,0
212870003,215460001,0.9952605,Good,Good,0
212870003,215480001,0.0047395,Acceptable,Good,1
212870004,215460005,1,Good,Good,0
212870005,215460003,0.3437285,Good,Good,0
212870005,215500001,0.6562715,Poor,Good,0
212870006,215460002,0.9777705,Good,Good,0
212870006,215480001,0.0222295,Acceptable,Good,0
212872949,215460006,1,Good,Good,0
212872951,215460007,1,Good,Good,0
212872973,215460008,1,Good,Good,0
212882927,215470003,1,Good,Good,0
212882928,215470004,1,Good,Good,0
212882929,215470005,1,Good,Good,0
212882930,215470002,1,Good,Good,0
212882943,215470006,1,Good,Good,0
212882944,215470007,1,Good,Good,0
212882945,215470008,1,Good,Good,0
212882946,215470009,1,Good,Good,0
212882947,215470001,0.8297069,Acceptable,Good,0
212882947,215490001,0.1236555,Acceptable,Good,0
212882947,215510001,0.0466376,Poor,Good,0
212892931,212892931,1,Good,Good,0
212892932,212892932,1,Good,Good,0
212892933,212892933,1,Good,Good,0
212892934,212892943,1,Good,Good,0
212892935,212892935,1,Good,Good,0
212892936,212892936,1,Good,Good,0
212892937,212892937,1,Good,Good,0
212892938,212892938,1,Good,Good,0
212892939,212892939,1,Good,Good,0
212892940,212892940,1,Good,Good,0
212892941,212892941,1,Good,Good,0
212892942,212892942,1,Good,Good,0
212900001,215480002,1,Good,Good,0
212900002,215480003,1,Good,Good,0
212900003,215480004,1,Good,Good,0
212902948,215480001,1,Acceptable,Good,0
212902974,215480005,1,Good,Good,0
212902975,215480006,1,Good,Good,0
212910001,215490002,1,Good,Good,0
212910002,215490001,1,Acceptable,Good,0
212910003,215500002,1,Good,Good,0
212910004,215500003,1,Good,Good,0
212910005,215500004,1,Good,Good,0
212910006,215490003,1,Good,Good,0
212910007,215490004,1,Good,Good,0
212910008,215490005,1,Good,Good,0
212910009,215500001,0.0489024,Poor,Good,0
212910009,215500005,0.9510976,Good,Good,0
212910010,215500006,1,Good,Good,0
212912956,215500007,1,Good,Good,0
212912962,215490006,1,Good,Good,0
212912964,215490007,1,Good,Good,0
212920001,215520002,1,Good,Good,0
212920002,215520003,1,Good,Good,0
212920003,215510002,1,Good,Good,0
212920004,215480001,0.1130037,Acceptable,Good,0
212920004,215520001,0.8869963,Acceptable,Good,0
212920005,215520004,1,Good,Good,0
212920006,215520005,1,Good,Good,0
212920007,215520006,1,Good,Good,0
212920008,215510003,1,Good,Good,0
212920009,215510001,0.9789911,Poor,Good,0
212920009,215520001,0.0210089,Acceptable,Good,0
212920010,215510004,1,Good,Good,0
212922955,215520007,1,Good,Good,0
212922957,215520008,1,Good,Good,0
212922958,215520009,1,Good,Good,0
212922965,215520010,1,Good,Good,0
212922967,215510005,1,Good,Good,0
212922968,215510006,1,Good,Good,0
212922971,215510007,1,Good,Good,0
212932981,212932981,1,Good,Good,0
212932983,212932983,1,Good,Good,0
212932984,212932984,1,Good,Good,0
212932985,212932985,1,Good,Good,0
212932987,212932987,1,Good,Good,0
212932988,212932988,1,Good,Good,0
212932989,212932989,1,Good,Good,0
212932999,212932999,1,Good,Good,0
212933002,212933002,1,Good,Good,0
212942979,215540001,1,Good,Good,0
212942986,215530001,1,Good,Good,0
212942994,215540002,1,Good,Good,0
212943062,215530002,1,Good,Good,0
212950001,212950001,1,Good,Good,0
212950002,212950002,1,Good,Good,0
212950003,212950003,1,Good,Good,0
212953042,212953045,1,Good,Good,0
212953043,212953043,1,Good,Good,0
212953044,212953044,1,Good,Good,0
212970001,212970001,1,Good,Good,0
212970002,212970002,1,Good,Good,0
212970003,212970003,1,Good,Good,0
212970004,212970004,1,Good,Good,0
212973033,212973033,1,Good,Good,0
212973035,212973035,1,Good,Good,0
212973036,212973036,1,Good,Good,0
212973037,212973037,1,Good,Good,0
212973038,212973038,1,Good,Good,0
212990001,212990001,1,Good,Good,0
212993003,212993003,1,Good,Good,0
212993004,212993004,1,Good,Good,0
212993005,212993005,1,Good,Good,0
212993006,212993006,1,Good,Good,0
212993030,212993030,1,Good,Good,0
212993031,212993031,1,Good,Good,0
212993039,212993039,1,Good,Good,0
213003012,213003012,1,Good,Good,0
213003013,213003013,1,Good,Good,0
213003014,213003014,1,Good,Good,0
213003015,213003015,1,Good,Good,0
213003016,213003016,1,Good,Good,0
213003017,213003017,1,Good,Good,0
213003018,213003018,1,Good,Good,0
213003019,213003019,1,Good,Good,0
213003020,213003020,1,Good,Good,0
213010001,215570001,1,Good,Good,0
213010002,215570002,1,Good,Good,0
213010003,215550002,1,Good,Good,0
213010004,215550001,0.3720023,Poor,Good,0
213010004,215560001,0.6279977,Poor,Good,0
213013008,215580001,1,Good,Good,0
213023021,215600002,1,Good,Good,0
213023022,215600003,1,Good,Good,0
213023023,215590001,0.6028405,Poor,Good,0
213023023,215600001,0.3971595,Poor,Good,0
213033007,213033007,1,Good,Good,0
213033054,213033054,1,Good,Good,0
213033056,213033056,1,Good,Good,0
213033057,213033057,1,Good,Good,0
213033058,213033058,1,Good,Good,0
213033059,213033059,1,Good,Good,0
213040001,213040001,1,Good,Good,0
213040002,213040002,1,Good,Good,0
213040003,213040003,1,Good,Good,0
213043011,213043011,1,Good,Good,0
213053025,215620001,1,Good,Good,0
213053027,215620002,1,Good,Good,0
213053028,215610001,1,Good,Good,0
213053029,215610002,1,Good,Good,0
213060001,213060001,1,Good,Good,0
213063026,213063026,1,Good,Good,0
213063027,213063027,1,Good,Good,0
213080001,213080001,1,Good,Good,0
213083050,213083050,1,Good,Good,0
213083051,213083051,1,Good,Good,0
213083052,213083052,1,Good,Good,0
213083055,213083055,1,Good,Good,0
213090001,213090001,1,Good,Good,0
213092702,213092702,1,Good,Good,0
213092703,213092703,1,Good,Good,0
213092764,213092764,1,Good,Good,0
213092765,213092765,1,Good,Good,0
213100001,213100001,1,Good,Good,0
213100002,213100002,1,Good,Good,0
213100003,213100003,1,Good,Good,0
213100004,213100004,1,Good,Good,0
213100005,213100005,1,Good,Good,0
213100006,213100006,1,Good,Good,0
213102769,213102769,1,Good,Good,0
213102770,213102770,1,Good,Good,0
213110001,215640003,1,Good,Good,0
213110002,215640004,1,Good,Good,0
213110003,215640005,1,Good,Good,0
213110004,215640006,1,Good,Good,0
213110005,215640007,1,Good,Good,0
213110006,215640008,1,Good,Good,0
213110007,215640009,1,Good,Good,0
213112824,215640010,1,Good,Good,0
213112825,215640011,1,Good,Good,0
213112826,215640012,1,Good,Good,0
213112827,215640013,1,Good,Good,0
213112828,215640014,1,Good,Good,0
213112829,215640001,1,Good,Good,0
213112830,215640002,1,Good,Good,0
213112831,215640015,1,Good,Good,0
213112832,215640016,1,Good,Good,0
213112834,215640017,1,Good,Good,0
213112835,215640018,1,Good,Good,0
213112837,215640019,1,Good,Good,0
213112844,215630002,1,Good,Good,0
213112845,215630003,1,Good,Good,0
213112846,215640020,1,Good,Good,0
213112847,215630004,1,Good,Good,0
213112848,215630005,1,Good,Good,0
213112849,215630006,1,Good,Good,0
213112850,215630007,1,Good,Good,0
213112851,215630008,1,Good,Good,0
213112852,215630009,1,Good,Good,0
213112853,215630010,1,Good,Good,0
213112854,215630011,1,Good,Good,0
213112855,215630012,1,Good,Good,0
213112856,215630013,1,Good,Good,0
213112857,215630014,1,Good,Good,0
213112858,215630001,1,Good,Good,0
213112870,215640021,1,Good,Good,0
213112871,215640022,1,Good,Good,0
213112872,215640023,1,Good,Good,0
213112873,215640024,1,Good,Good,0
213112874,215640025,1,Good,Good,0
213112875,215640026,1,Good,Good,0
213112876,215640027,1,Good,Good,0
213112877,215640028,1,Good,Good,0
213112878,215640029,1,Good,Good,0
213112879,215640030,1,Good,Good,0
213112880,215640031,1,Good,Good,0
213112881,215640032,1,Good,Good,0
213112882,215640033,1,Good,Good,0
213112883,215640034,1,Good,Good,0
213112900,215640035,1,Good,Good,0
213112901,215640036,1,Good,Good,0
213112903,215640037,1,Good,Good,0
213122861,213122861,1,Good,Good,0
213122862,213122862,1,Good,Good,0
213122863,213122863,1,Good,Good,0
213122864,213122864,1,Good,Good,0
213122865,213122865,1,Good,Good,0
213122866,213122866,1,Good,Good,0
213122867,213122867,1,Good,Good,0
213122868,213122868,1,Good,Good,0
213132745,213132745,1,Good,Good,0
213132747,213132747,1,Good,Good,0
213132748,213132748,1,Good,Good,0
213132749,213132749,1,Good,Good,0
213140001,215650003,1,Good,Good,0
213140002,215660001,1,Good,Good,0
213140003,215660002,1,Good,Good,0
213140004,215650004,1,Good,Good,0
213142838,215660004,1,Good,Good,0
213142840,215650005,1,Good,Good,0
213142843,215650006,1,Good,Good,0
213142884,215650001,0.1149764,Acceptable,Good,0
213142884,215660003,0.8850236,Acceptable,Good,0
213142885,215650007,1,Good,Good,0
213142886,215650008,1,Good,Good,0
213142888,215660005,1,Good,Good,0
213142889,215650001,1,Acceptable,Good,0
213142890,215650009,1,Good,Good,0
213142891,215650002,1,Good,Good,0
213142892,215650010,1,Good,Good,0
213142902,215660006,1,Good,Good,0
213162859,213162859,1,Good,Good,0
213162860,213162860,1,Good,Good,0
213162893,213162893,1,Good,Good,0
213162925,213162925,1,Good,Good,0
213172911,213172911,1,Good,Good,0
213172912,213172912,1,Good,Good,0
213172913,213172913,1,Good,Good,0
213172914,213172914,1,Good,Good,0
213172915,213172915,1,Good,Good,0
213172916,213172916,1,Good,Good,0
213172917,213172917,1,Good,Good,0
213172918,213172918,1,Good,Good,0
213172920,213172920,1,Good,Good,0
213172921,213172921,1,Good,Good,0
213172922,213172922,1,Good,Good,0
213172923,213172923,1,Good,Good,0
213172924,213172924,1,Good,Good,0
213172926,213172926,1,Good,Good,0
213182887,213182887,1,Good,Good,0
213182905,213182905,1,Good,Good,0
213182906,213182906,1,Good,Good,0
213182908,213182908,1,Good,Good,0
213182910,213182910,1,Good,Good,0
213192188,213192188,1,Good,Good,0
213192189,213192189,1,Good,Good,0
213192214,213192214,1,Good,Good,0
213192215,213192215,1,Good,Good,0
213192250,213192250,1,Good,Good,0
213192251,213192251,1,Good,Good,0
213192252,213192252,1,Good,Good,0
213192253,213192253,1,Good,Good,0
213192254,213192254,1,Good,Good,0
213200001,215670001,0.1595587,Acceptable,Good,0
213200001,215680001,0.8404413,Acceptable,Good,0
213200002,215670002,1,Good,Good,0
213200003,215670003,1,Good,Good,0
213200004,215680002,1,Good,Good,0
213200005,215680003,1,Good,Good,0
213202161,215680004,1,Good,Good,0
213202166,215680005,1,Good,Good,0
213202168,215680006,1,Good,Good,0
