ILOC_CODE_2016,ILOC_NAME_2016,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
70600703,Ramingining - Milingimbi Outstations,70600705,Ramingining - Milingimbi Outstations,1,Acceptable,Good,0
70600801,Yirrkala,70600801,Yirrkala,1,Good,Good,0
70700101,Ali Curung,70700101,Ali Curung,1,Good,Good,0
70700201,Alpurrurulam,70700201,Alpurrurulam,1,Good,Good,0
70700301,Barkly Tablelands - Outstations,70700301,Barkly Tablelands - Outstations,1,Good,Good,0
70700302,Elliott Surrounds - Outstations,70700302,Elliott Surrounds - Outstations,1,Good,Good,0
70700303,Imangara,70700303,Imangara,1,Good,Good,0
70700304,Julalikari - Outstations,70700304,Julalikari - Outstations,1,Good,Good,0
70700305,Tara,70700305,Tara,1,Good,Good,0
70700401,Elliott,70700401,Elliott,1,Good,Good,0
70700501,Kargaru,70700501,Kargaru,1,Good,Good,0
70700502,Marla Marla - Village Camp,70700502,Marla Marla - Village Camp,1,Good,Good,0
70700503,Ngalpa Ngalpa - Wuppa,70700503,Ngalpa Ngalpa - Wuppa,1,Good,Good,0
70700504,Tennant Creek exc. Town Camps,70700504,Tennant Creek exc. Town Camps,1,Good,Good,0
70700601,Canteen Creek,70700601,Canteen Creek,1,Good,Good,0
70700602,Wutunugurra,70700602,Wutunugurra,1,Good,Good,0
79499494,No usual address (NT),79499494,No usual address (NT),1,Good ,Good,0
79799797,Migratory - Offshore - Shipping (NT),79799797,Migratory - Offshore - Shipping (NT),1,Good ,Good,0
80100101,Belconnen,80100101,Belconnen,1,Good,Good,0
80100102,Braddon - Kowen,80100102,Braddon - Kowen,1,Good,Good,0
80100103,Gungahlin,80100103,Gungahlin,1,Good,Good,0
80100201,Narrabundah - Weston,80100201,Narrabundah - Weston,1,Good,Good,0
80100202,Tuggeranong,80100202,Tuggeranong,1,Good,Good,0
80100301,Stromlo - Namadgi,80100301,Stromlo - Namadgi,1,Good,Good,0
89499494,No usual address (ACT),89499494,No usual address (ACT),1,Good ,Good,0
89799797,Migratory - Offshore - Shipping (ACT),89799797,Migratory - Offshore - Shipping (ACT),1,Good ,Good,0
90100101,Christmas Island,90100101,Christmas Island,1,Good,Good,0
90100201,Cocos (Keeling) Islands,90100201,Cocos (Keeling) Islands,1,Good,Good,0
90200101,Jervis Bay exc. Wreck Bay,10600303,Shoalhaven,2.00E-07,Good,Good,1
90200101,Jervis Bay exc. Wreck Bay,90200101,Jervis Bay exc. Wreck Bay,0.9999998,Good,Good,0
90200102,Wreck Bay,90200102,Wreck Bay,1,Good,Good,0
90300101,Norfolk Island,90300101,Norfolk Island,1,Good,Good,0
99499494,No usual address (OT),99499494,No usual address (OT),1,Good ,Good,0
99799797,Migratory - Offshore - Shipping (OT),99799797,Migratory - Offshore - Shipping (OT),1,Good ,Good,0
,,ZZZZZZZZ,Outside Australia,,NA,Good,3
