LOCALITY_PID,LOCALITY_NAME,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
QLD2744,STRATFORD,30004,Barron River,1,Good,Good,0
QLD2745,STRATHDICKIE,30092,Whitsunday,1,Good,Good,0
QLD2746,STRATHFIELD,30011,Burdekin,1,Good,Good,0
QLD2747,STRATHMORE,30021,Cook,0.1343284,Good,Good,0
QLD2747,STRATHMORE,30089,Traeger,0.8656716,Good,Good,0
QLD2748,STRATHPINE,30069,Pine Rivers,1,Good,Good,0
QLD2749,STRETTON,30081,Stretton,1,Acceptable,Good,0
QLD275,BLACKALL,30031,Gregory,1,Good,Good,0
QLD2750,STRUCK OIL,30055,Mirani,1,Good,Good,0
QLD2751,STUART,30088,Townsville,8.50E-06,Good,Good,1
QLD2751,STUART,30061,Mundingburra,0.9999915,Good,Good,0
QLD2752,STURT,30031,Gregory,1,Good,Good,0
QLD2753,SUGARLOAF,30092,Whitsunday,1,Good,Good,0
QLD2754,SUGARLOAF,30077,Southern Downs,1,Good,Good,0
QLD2755,SUJEEWONG,30015,Callide,1,Good,Good,0
QLD2756,SUMMERHOLM,30043,Lockyer,1,Good,Good,0
QLD2757,SUMNER,30058,Mount Ommaney,1,Good,Good,0
QLD2758,SUN VALLEY,30028,Gladstone,1,Good,Good,0
QLD2759,SUNDOWN,30034,Hill,1,Good,Good,0
QLD276,BLACKBULL,30089,Traeger,1,Good,Good,0
QLD2760,SUNDOWN,30077,Southern Downs,1,Good,Good,0
QLD2761,SUNNY NOOK,30063,Nanango,1,Good,Good,0
QLD2762,SUNNYBANK,30081,Stretton,0.0327014,Acceptable,Good,0
QLD2762,SUNNYBANK,30085,Toohey,0.9672986,Good,Good,0
QLD2763,SUNNYBANK HILLS,30081,Stretton,1,Acceptable,Good,0
QLD2765,SUNNYSIDE,30055,Mirani,1,Good,Good,0
QLD2766,SUNRISE BEACH,30066,Noosa,1,Good,Good,0
QLD2767,SUNSET,30089,Traeger,1,Good,Good,0
QLD2768,SUNSHINE ACRES,30051,Maryborough,1,Good,Good,0
QLD2769,SUNSHINE BEACH,30066,Noosa,1,Good,Good,0
QLD277,BLACKBUTT,30063,Nanango,1,Good,Good,0
QLD2770,SURAT,30090,Warrego,1,Good,Good,0
QLD2772,SURFERS PARADISE,30082,Surfers Paradise,1,Good,Good,0
QLD2773,SUSAN RIVER,30033,Hervey Bay,8.69E-05,Good,Good,1
QLD2773,SUSAN RIVER,30051,Maryborough,0.9999131,Good,Good,0
QLD2774,SUTTOR,30011,Burdekin,1,Good,Good,0
QLD2775,SVENSSON HEIGHTS,30009,Bundaberg,1,Good,Good,0
QLD2776,SWAN CREEK,30077,Southern Downs,1,Good,Good,0
QLD2777,SWANBANK,30010,Bundamba,1,Good,Good,0
QLD2778,SWANFELS,30077,Southern Downs,1,Good,Good,0
QLD2779,SWANS LAGOON,30011,Burdekin,1,Good,Good,0
QLD278,BLACKBUTT NORTH,30063,Nanango,1,Good,Good,0
QLD2780,SYNDICATE,30021,Cook,1,Good,Good,0
QLD2781,TAABINGA,30063,Nanango,1,Good,Good,0
QLD2783,TABLELANDS,30063,Nanango,1,Good,Good,0
QLD2784,TABLELANDS,30015,Callide,1,Good,Good,0
QLD2785,TABOOBA,30075,Scenic Rim,1,Good,Good,0
QLD2786,TABRAGALBA,30075,Scenic Rim,1,Good,Good,0
QLD2787,TAIGUM,30074,Sandgate,1,Good,Good,0
QLD2788,TAKILBERAN,30015,Callide,1,Good,Good,0
QLD2789,TAKURA,30051,Maryborough,1,Good,Good,0
QLD279,BLACKBUTT SOUTH,30063,Nanango,1,Good,Good,0
QLD2790,TALAROO,30089,Traeger,1,Good,Good,0
QLD2791,TALDORA,30089,Traeger,1,Good,Good,0
QLD2792,TALEGALLA WEIR,30051,Maryborough,8.00E-05,Good,Good,1
QLD2792,TALEGALLA WEIR,30032,Gympie,0.99992,Good,Good,0
QLD2793,TALGAI,30077,Southern Downs,1,Good,Good,0
QLD2794,TALLAI,30059,Mudgeeraba,1,Acceptable,Good,0
QLD2795,TALLEBUDGERA,30012,Burleigh,0.1784547,Acceptable,Good,0
QLD2795,TALLEBUDGERA,30024,Currumbin,0.8215453,Good,Good,0
QLD2796,TALLEBUDGERA VALLEY,30012,Burleigh,1.90E-06,Acceptable,Good,1
QLD2796,TALLEBUDGERA VALLEY,30059,Mudgeeraba,0.0431612,Acceptable,Good,0
QLD2796,TALLEBUDGERA VALLEY,30024,Currumbin,0.9568369,Good,Good,0
QLD2797,TALLEGALLA,30038,Ipswich West,1,Good,Good,0
QLD2798,TAM O'SHANTER,30034,Hill,1,Good,Good,0
QLD2799,TAMAREE,30032,Gympie,1,Good,Good,0
QLD28,ALDOGA,30028,Gladstone,1,Good,Good,0
QLD280,BLACKDOWN,30031,Gregory,1,Good,Good,0
QLD2800,TAMBO,30031,Gregory,1,Good,Good,0
QLD2801,TAMBORINE,30044,Logan,0.3155515,Acceptable,Good,0
QLD2801,TAMBORINE,30075,Scenic Rim,0.6844485,Good,Good,0
QLD2802,TAMBORINE MOUNTAIN,30075,Scenic Rim,1,Good,Good,0
QLD2803,TAMROOKUM,30075,Scenic Rim,1,Good,Good,0
QLD2804,TAMROOKUM CREEK,30075,Scenic Rim,1,Good,Good,0
QLD2805,TANAH MERAH,30091,Waterford,1,Good,Good,0
QLD2806,TANAWHA,30064,Nicklin,0.2039957,Good,Good,0
QLD2806,TANAWHA,30007,Buderim,0.7960043,Good,Good,0
QLD2807,TANBAR,30031,Gregory,1,Good,Good,0
QLD2809,TANDORA,30051,Maryborough,1,Good,Good,0
QLD281,BLACKROCK,30035,Hinchinbrook,1,Good,Good,0
QLD2810,TANDUR,30032,Gympie,1,Good,Good,0
QLD2811,TANGORIN,30089,Traeger,1,Good,Good,0
QLD2812,TANNUM SANDS,30028,Gladstone,1,Good,Good,0
QLD2813,TANNYMOREL,30077,Southern Downs,1,Good,Good,0
QLD2814,TANSEY,30063,Nanango,1,Good,Good,0
QLD2815,TARA,30090,Warrego,1,Good,Good,0
QLD2817,TARAGOOLA,30015,Callide,1,Good,Good,0
QLD2818,TARAMPA,30043,Lockyer,1,Good,Good,0
QLD2819,TARANGANBA,30041,Keppel,1,Good,Good,0
QLD282,BLACKS BEACH,30047,Mackay,2.40E-06,Good,Good,1
QLD282,BLACKS BEACH,30092,Whitsunday,0.9999976,Good,Good,0
QLD2820,TARAWERA,30077,Southern Downs,1,Good,Good,0
QLD2822,TARINGA,30048,Maiwar,1,Good,Good,0
QLD2823,TAROME,30075,Scenic Rim,1,Good,Good,0
QLD2824,TAROMEO,30063,Nanango,1,Good,Good,0
QLD2825,TARONG,30063,Nanango,1,Good,Good,0
QLD2826,TAROOM,30015,Callide,1,Good,Good,0
QLD2827,TAROOMBALL,30041,Keppel,1,Good,Good,0
QLD2828,TARRAGINDI,30054,Miller,1,Acceptable,Good,0
QLD2829,TARRAMBA,30015,Callide,1,Good,Good,0
QLD283,BLACKSOIL,30038,Ipswich West,1,Good,Good,0
QLD2830,TARZALI,30034,Hill,1,Good,Good,0
QLD2831,TAUNTON,30013,Burnett,1,Good,Good,0
QLD2832,TAYLORS BEACH,30035,Hinchinbrook,1,Good,Good,0
QLD2833,TE KOWAI,30055,Mirani,1,Good,Good,0
QLD2834,TEDDINGTON,30051,Maryborough,1,Good,Good,0
QLD2835,TEEBAR,30051,Maryborough,1,Good,Good,0
QLD2836,TEELAH,30063,Nanango,1,Good,Good,0
QLD2837,TEELBA,30090,Warrego,1,Good,Good,0
QLD2838,TELINA,30028,Gladstone,1,Good,Good,0
QLD2839,TELLEBANG,30015,Callide,1,Good,Good,0
QLD284,BLACKSTONE,30010,Bundamba,1,Good,Good,0
QLD2840,TEMPLIN,30075,Scenic Rim,1,Good,Good,0
QLD2841,TENNYSON,30054,Miller,1,Acceptable,Good,0
QLD2842,TERRICA,30077,Southern Downs,1,Good,Good,0
QLD2843,TEVIOTVILLE,30075,Scenic Rim,1,Good,Good,0
QLD2844,TEWANTIN,30066,Noosa,1,Good,Good,0
QLD2845,TEXAS,30077,Southern Downs,1,Good,Good,0
QLD2846,THABEBAN,30009,Bundaberg,1,Good,Good,0
QLD2847,THAGOONA,30038,Ipswich West,1,Good,Good,0
QLD2848,THALLON,30090,Warrego,1,Good,Good,0
QLD2849,THANE,30077,Southern Downs,1,Good,Good,0
QLD285,BLACKSWAMP,30015,Callide,1,Good,Good,0
QLD2850,THANES CREEK,30077,Southern Downs,1,Good,Good,0
QLD2851,THANGOOL,30015,Callide,1,Good,Good,0
QLD2852,THARGOMINDAH,30090,Warrego,1,Good,Good,0
QLD2853,THE BLUFF,30063,Nanango,1,Good,Good,0
QLD2854,THE BLUFF,30038,Ipswich West,1,Good,Good,0
QLD2856,THE CAVES,30055,Mirani,0.4594543,Good,Good,0
QLD2856,THE CAVES,30041,Keppel,0.5405457,Good,Good,0
QLD2857,THE COMMON,30073,Rockhampton,1,Good,Good,0
QLD2858,THE DAWN,30032,Gympie,1,Good,Good,0
QLD2859,THE DIMONDS,30051,Maryborough,1,Good,Good,0
QLD286,BLACKWATER,30031,Gregory,1,Good,Good,0
QLD2860,THE FALLS,30077,Southern Downs,1,Good,Good,0
QLD2861,THE GAP,30026,Ferny Grove,0.0062311,Acceptable,Good,1
QLD2861,THE GAP,30023,Cooper,0.9937689,Acceptable,Good,0
QLD2862,THE GAP,30089,Traeger,1,Good,Good,0
QLD2864,THE GLEN,30077,Southern Downs,1,Good,Good,0
QLD2865,THE GUMS,30090,Warrego,1,Good,Good,0
QLD2866,THE HEAD,30075,Scenic Rim,0.0005542,Good,Good,1
QLD2866,THE HEAD,30077,Southern Downs,0.9994458,Good,Good,0
QLD2867,THE HERMITAGE,30077,Southern Downs,1,Good,Good,0
QLD2868,THE KEPPELS,30041,Keppel,1,Good,Good,0
QLD2869,THE LEAP,30092,Whitsunday,1,Good,Good,0
QLD287,BLAIRMORE,30015,Callide,1,Good,Good,0
QLD2870,THE LIMITS,30015,Callide,1,Good,Good,0
QLD2871,THE MINE,30055,Mirani,1,Good,Good,0
QLD2872,THE NARROWS,30028,Gladstone,1,Good,Good,0
QLD2873,THE PALMS,30032,Gympie,1,Good,Good,0
QLD2874,THE PERCY GROUP,30055,Mirani,1,Good,Good,0
QLD2875,THE PINES,30077,Southern Downs,1,Good,Good,0
QLD2876,THE RANGE,30073,Rockhampton,1,Good,Good,0
QLD2877,THE SUMMIT,30077,Southern Downs,1,Good,Good,0
QLD288,BLANCHVIEW,30043,Lockyer,1,Good,Good,0
QLD2881,THEEBINE,30032,Gympie,1,Good,Good,0
QLD2882,THEODORE,30015,Callide,1,Good,Good,0
QLD2883,THERESA CREEK,30031,Gregory,1,Good,Good,0
QLD2884,THINOOMBA,30051,Maryborough,1,Good,Good,0
QLD2885,THOMPSON POINT,30041,Keppel,0.997543,Good,Good,0
QLD2885,THOMPSON POINT,,,0.002457,Poor,Good,2
QLD2886,THOOPARA,30092,Whitsunday,1,Good,Good,0
QLD2887,THORNBOROUGH,30021,Cook,1,Good,Good,0
QLD2888,THORNDALE,30077,Southern Downs,1,Good,Good,0
QLD2889,THORNESIDE,30017,Capalaba,1,Good,Good,0
QLD289,BLANTYRE,30075,Scenic Rim,1,Good,Good,0
QLD2890,THORNLANDS,30068,Oodgeroo,0.3174457,Acceptable,Good,0
QLD2890,THORNLANDS,30072,Redlands,0.6825543,Good,Good,0
QLD2891,THORNTON,30043,Lockyer,1,Good,Good,0
QLD2892,THORNTON BEACH,30021,Cook,1,Good,Good,0
QLD2893,THORNVILLE,30063,Nanango,1,Good,Good,0
QLD2894,THREE MOON,30015,Callide,1,Good,Good,0
QLD2895,THREE RIVERS,30089,Traeger,1,Good,Good,0
QLD2896,THULIMBAH,30077,Southern Downs,1,Good,Good,0
QLD2897,THURINGOWA CENTRAL,30084,Thuringowa,1,Good,Good,0
QLD2898,THURSDAY ISLAND,30021,Cook,0.9989297,Good,Good,0
QLD2898,THURSDAY ISLAND,,,0.0010703,Poor,Good,2
QLD2899,TIARO,30051,Maryborough,1,Good,Good,0
QLD29,ALEXANDRA,30055,Mirani,1,Good,Good,0
QLD290,BLAXLAND,30090,Warrego,1,Good,Good,0
QLD2900,TIERI,30031,Gregory,1,Good,Good,0
QLD2901,TIN CAN BAY,30032,Gympie,1,Good,Good,0
QLD2902,TINANA,30051,Maryborough,1,Good,Good,0
QLD2903,TINANA SOUTH,30051,Maryborough,1,Good,Good,0
QLD2904,TINAROO,30034,Hill,1,Good,Good,0
QLD2905,TINBEERWAH,30066,Noosa,1,Good,Good,0
QLD2906,TINGALPA,30018,Chatsworth,0.483191,Acceptable,Good,0
QLD2906,TINGALPA,30045,Lytton,0.516809,Good,Good,0
QLD2907,TINGOORA,30063,Nanango,1,Good,Good,0
QLD2908,TINGUN,30090,Warrego,1,Good,Good,0
QLD2909,TINNANBAR,30051,Maryborough,1,Good,Good,0
QLD291,BLENHEIM,30043,Lockyer,1,Good,Good,0
QLD2910,TIPTON,30020,Condamine,1,Good,Good,0
QLD2911,TIRROAN,30015,Callide,1,Good,Good,0
QLD2912,TIVOLI,30038,Ipswich West,1,Good,Good,0
QLD2914,TOGARA,30031,Gregory,1,Good,Good,0
QLD2915,TOKO,30031,Gregory,1,Good,Good,0
QLD2916,TOLGA,30034,Hill,1,Good,Good,0
QLD2917,TOLL,30089,Traeger,1,Good,Good,0
QLD2918,TOOBANNA,30035,Hinchinbrook,1,Good,Good,0
QLD2919,TOOBEAH,30077,Southern Downs,1,Good,Good,0
QLD292,BLI BLI,30065,Ninderry,1,Acceptable,Good,0
QLD2920,TOOGOOLAWAH,30063,Nanango,1,Good,Good,0
QLD2921,TOOGOOM,30051,Maryborough,1,Good,Good,0
QLD2922,TOOLAKEA,30035,Hinchinbrook,1,Good,Good,0
QLD2923,TOOLARA FOREST,30032,Gympie,1,Good,Good,0
QLD2924,TOOLBURRA,30077,Southern Downs,1,Good,Good,0
QLD2925,TOOLOOA,30028,Gladstone,1,Good,Good,0
QLD2926,TOOMULLA,30035,Hinchinbrook,1,Good,Good,0
QLD2927,TOONDAHRA,30015,Callide,1,Good,Good,0
QLD2928,TOONPAN,30011,Burdekin,1,Good,Good,0
QLD2929,TOORBUL,30070,Pumicestone,1,Acceptable,Good,0
QLD293,BLOOMFIELD,30021,Cook,1,Good,Good,0
QLD2930,TOOWONG,30048,Maiwar,1,Good,Good,0
QLD2931,TOOWOOMBA CITY,30086,Toowoomba North,1,Good,Good,0
QLD2932,TOP CAMP,30020,Condamine,1,Good,Good,0
QLD2933,TOPAZ,30034,Hill,1,Good,Good,0
QLD2934,TORBANLEA,30051,Maryborough,1,Good,Good,0
QLD2935,TORQUAY,30033,Hervey Bay,1,Good,Good,0
QLD2936,TORRENS CREEK,30089,Traeger,1,Good,Good,0
QLD2937,TORRES STRAIT,,,1.28E-05,Poor,Good,4
QLD2937,TORRES STRAIT,30021,Cook,0.9999872,Good,Good,0
QLD2938,TORRINGTON,30020,Condamine,1,Good,Good,0
QLD2939,TOWEN MOUNTAIN,30064,Nicklin,1,Good,Good,0
QLD294,BLOOMSBURY,30092,Whitsunday,1,Good,Good,0
QLD2940,TOWERS HILL,30089,Traeger,1,Good,Good,0
QLD2941,TOWN COMMON,30035,Hinchinbrook,0.2333461,Good,Good,0
QLD2941,TOWN COMMON,30088,Townsville,0.7666539,Good,Good,0
QLD2942,TOWNSON,30043,Lockyer,1,Good,Good,0
QLD2943,TOWNSVILLE CITY,30088,Townsville,1,Good,Good,0
QLD2944,TOWNVIEW,30089,Traeger,1,Good,Good,0
QLD2945,TRAVESTON,30032,Gympie,1,Good,Good,0
QLD2946,TREBONNE,30035,Hinchinbrook,1,Good,Good,0
QLD2947,TREGONY,30077,Southern Downs,1,Good,Good,0
QLD2948,TRINITY BEACH,30004,Barron River,1,Good,Good,0
QLD2949,TRINITY PARK,30004,Barron River,1,Good,Good,0
QLD295,BLUE HILLS,30035,Hinchinbrook,1,Good,Good,0
QLD2950,TROTTER CREEK,30055,Mirani,1,Good,Good,0
QLD2951,TRUNDING,30021,Cook,1,Good,Good,0
QLD2952,TUAN,30051,Maryborough,1,Good,Good,0
QLD2953,TUAN FOREST,30032,Gympie,0.0006586,Good,Good,1
QLD2953,TUAN FOREST,30051,Maryborough,0.9993414,Good,Good,0
QLD2954,TUCHEKOI,30032,Gympie,1,Good,Good,0
QLD2955,TUCKERANG,30015,Callide,1,Good,Good,0
QLD2956,TUEN,30090,Warrego,1,Good,Good,0
QLD2957,TUGUN,30024,Currumbin,1,Good,Good,0
QLD2958,TULLY,30035,Hinchinbrook,0.0468159,Good,Good,0
QLD2958,TULLY,30034,Hill,0.9531841,Good,Good,0
QLD2959,TULLY HEADS,30035,Hinchinbrook,1,Good,Good,0
QLD296,BLUE MOUNTAIN,30011,Burdekin,1,Good,Good,0
QLD2960,TUMMAVILLE,30077,Southern Downs,1,Good,Good,0
QLD2961,TUMOULIN,30034,Hill,1,Good,Good,0
QLD2962,TUNGAMULL,30041,Keppel,1,Good,Good,0
QLD2963,TURALLIN,30077,Southern Downs,1,Good,Good,0
QLD2964,TURKEY BEACH,30013,Burnett,1,Good,Good,0
QLD2965,TURRAWULLA,30011,Burdekin,1,Good,Good,0
QLD2966,TWIN WATERS,30050,Maroochydore,1,Good,Good,0
QLD2967,TWO MILE,30032,Gympie,1,Good,Good,0
QLD2968,TYRCONNEL,30090,Warrego,1,Good,Good,0
QLD2969,ULOGIE,30015,Callide,1,Good,Good,0
QLD297,BLUE MOUNTAIN HEIGHTS,30086,Toowoomba North,1,Good,Good,0
QLD2970,UMAGICO,30021,Cook,1,Good,Good,0
QLD2971,UMBIRAM,30020,Condamine,1,Good,Good,0
QLD2972,UNDERWOOD,30091,Waterford,1,Good,Good,0
QLD2973,UNDULLAH,30039,Jordan,0.2830083,Good,Good,0
QLD2973,UNDULLAH,30075,Scenic Rim,0.7169917,Good,Good,0
QLD2975,UPPER BARRON,30034,Hill,1,Good,Good,0
QLD2977,UPPER BROOKFIELD,30056,Moggill,1,Good,Good,0
QLD2978,UPPER CABOOLTURE,30057,Morayfield,0.3509747,Acceptable,Good,0
QLD2978,UPPER CABOOLTURE,30029,Glass House,0.6490253,Acceptable,Good,0
QLD2979,UPPER COOMERA,30022,Coomera,0.4265475,Acceptable,Good,0
QLD2979,UPPER COOMERA,30083,Theodore,0.5734525,Poor,Good,0
QLD298,BLUEWATER,30035,Hinchinbrook,1,Good,Good,0
QLD2980,UPPER COOYAR CREEK,30063,Nanango,1,Good,Good,0
QLD2982,UPPER DAINTREE,30021,Cook,1,Good,Good,0
QLD2983,UPPER DARADGEE,30034,Hill,1,Good,Good,0
QLD2984,UPPER DAWSON,30090,Warrego,1,Good,Good,0
QLD2985,UPPER FLAGSTONE,30043,Lockyer,1,Good,Good,0
QLD2986,UPPER FREESTONE,30077,Southern Downs,1,Good,Good,0
QLD2987,UPPER GLASTONBURY,30032,Gympie,1,Good,Good,0
QLD2988,UPPER HAUGHTON,30011,Burdekin,1,Good,Good,0
QLD2989,UPPER KANDANGA,30032,Gympie,1,Good,Good,0
QLD299,BLUEWATER PARK,30035,Hinchinbrook,1,Good,Good,0
QLD2990,UPPER KEDRON,30026,Ferny Grove,1,Acceptable,Good,0
QLD2991,UPPER LOCKYER,30043,Lockyer,1,Good,Good,0
QLD2993,UPPER PILTON,30077,Southern Downs,0.0557994,Good,Good,0
QLD2993,UPPER PILTON,30020,Condamine,0.9442006,Good,Good,0
QLD2994,UPPER PINELANDS,30020,Condamine,1,Good,Good,0
QLD2995,UPPER STONE,30035,Hinchinbrook,1,Good,Good,0
QLD2996,UPPER TENTHILL,30043,Lockyer,1,Good,Good,0
QLD2997,UPPER WARREGO,30031,Gregory,6.58E-05,Good,Good,1
QLD2997,UPPER WARREGO,30090,Warrego,0.9999342,Good,Good,0
QLD2998,UPPER WHEATVALE,30077,Southern Downs,1,Good,Good,0
QLD2999,UPPER YARRAMAN,30063,Nanango,1,Good,Good,0
QLD3,ABERCORN,30015,Callide,1,Good,Good,0
QLD30,ALEXANDRA HEADLAND,30050,Maroochydore,1,Good,Good,0
QLD300,BLUFF,30031,Gregory,1,Good,Good,0
QLD3000,URANGAN,30033,Hervey Bay,1,Good,Good,0
QLD3001,URRAWEEN,30051,Maryborough,0.1708357,Good,Good,0
QLD3001,URRAWEEN,30033,Hervey Bay,0.8291643,Good,Good,0
QLD3002,UTCHEE CREEK,30034,Hill,1,Good,Good,0
QLD3003,V GATE,30090,Warrego,1,Good,Good,0
QLD3004,VALDORA,30065,Ninderry,1,Acceptable,Good,0
QLD3005,VALE VIEW,30020,Condamine,1,Good,Good,0
QLD3006,VALENTINE PLAINS,30015,Callide,1,Good,Good,0
QLD3007,VALKYRIE,30011,Burdekin,1,Good,Good,0
QLD3008,VALLEY OF LAGOONS,30089,Traeger,1,Good,Good,0
QLD3009,VARSITY LAKES,30053,Mermaid Beach,0.3399935,Acceptable,Good,0
QLD3009,VARSITY LAKES,30012,Burleigh,0.6600065,Acceptable,Good,0
QLD301,BLYTHDALE,30090,Warrego,1,Good,Good,0
QLD3010,VASA VIEWS,30034,Hill,1,Good,Good,0
QLD3011,VENTNOR,30015,Callide,1,Good,Good,0
QLD3012,VERADILLA,30043,Lockyer,1,Good,Good,0
QLD3013,VERESDALE,30075,Scenic Rim,1,Good,Good,0
QLD3014,VERESDALE SCRUB,30075,Scenic Rim,1,Good,Good,0
QLD3016,VERNOR,30043,Lockyer,1,Good,Good,0
QLD3017,VERRIERDALE,30065,Ninderry,1,Acceptable,Good,0
QLD3018,VETERAN,30032,Gympie,1,Good,Good,0
QLD3019,VICTORIA HILL,30020,Condamine,0.0801679,Good,Good,0
QLD3019,VICTORIA HILL,30077,Southern Downs,0.9198321,Good,Good,0
QLD302,BOATMAN,30090,Warrego,1,Good,Good,0
QLD3020,VICTORIA PLAINS,30055,Mirani,1,Good,Good,0
QLD3021,VICTORIA PLANTATION,30035,Hinchinbrook,1,Good,Good,0
QLD3022,VICTORIA POINT,30072,Redlands,1,Good,Good,0
QLD3023,VICTORIA VALE,30089,Traeger,1,Good,Good,0
QLD3024,VICTORY HEIGHTS,30032,Gympie,1,Good,Good,0
QLD3025,VILLENEUVE,30063,Nanango,1,Good,Good,0
QLD3026,VINCENT,30061,Mundingburra,1,Good,Good,0
QLD3027,VINEGAR HILL,30043,Lockyer,1,Good,Good,0
QLD3028,VIRGINIA,30067,Nudgee,1,Good,Good,0
QLD3029,WACOL,30036,Inala,1,Good,Good,0
QLD303,BOGANDILLA,30015,Callide,1,Good,Good,0
QLD3030,WAHOON,30015,Callide,1,Good,Good,0
QLD3031,WAIKOLA,30015,Callide,1,Good,Good,0
QLD3032,WAINUI,30020,Condamine,1,Good,Good,0
QLD3033,WAIRUNA,30034,Hill,1,Good,Good,0
QLD3034,WAKERLEY,30018,Chatsworth,1,Acceptable,Good,0
QLD3035,WALHALLOW,30090,Warrego,1,Good,Good,0
QLD3036,WALKAMIN,30034,Hill,1,Good,Good,0
QLD3037,WALKERS POINT,30051,Maryborough,1,Good,Good,0
QLD3038,WALKERSTON,30055,Mirani,1,Good,Good,0
QLD3039,WALKERVALE,30009,Bundaberg,1,Good,Good,0
QLD304,BOGIE,30011,Burdekin,1,Good,Good,0
QLD3040,WALLACES CREEK,30075,Scenic Rim,1,Good,Good,0
QLD3041,WALLAMAN,30035,Hinchinbrook,1,Good,Good,0
QLD3042,WALLANGARRA,30077,Southern Downs,1,Good,Good,0
QLD3043,WALLAROO,30031,Gregory,1,Good,Good,0
QLD3044,WALLAVILLE,30015,Callide,1,Good,Good,0
QLD3045,WALLIEBUM,30051,Maryborough,1,Good,Good,0
QLD3046,WALLIGAN,30051,Maryborough,1,Good,Good,0
QLD3047,WALLOON,30038,Ipswich West,1,Good,Good,0
QLD3048,WALLU,30032,Gympie,1,Good,Good,0
QLD3049,WALLUMBILLA,30090,Warrego,1,Good,Good,0
QLD305,BOHLE,30035,Hinchinbrook,4.46E-05,Good,Good,1
QLD305,BOHLE,30088,Townsville,0.9999554,Good,Good,0
QLD3050,WALLUMBILLA NORTH,30090,Warrego,1,Good,Good,0
QLD3051,WALLUMBILLA SOUTH,30090,Warrego,1,Good,Good,0
QLD3052,WALMUL,30055,Mirani,1,Good,Good,0
QLD3053,WALTER HILL,30034,Hill,1,Good,Good,0
QLD3054,WALTER LEVER ESTATE,30034,Hill,1,Good,Good,0
QLD3055,WALTERHALL,30055,Mirani,1,Good,Good,0
QLD3056,WAMURAN,30029,Glass House,1,Acceptable,Good,0
QLD3057,WAMURAN BASIN,30029,Glass House,1,Acceptable,Good,0
QLD3058,WANDAL,30073,Rockhampton,1,Good,Good,0
QLD3059,WANDOAN,30015,Callide,1,Good,Good,0
QLD306,BOHLE PLAINS,30035,Hinchinbrook,0.0023258,Good,Good,1
QLD306,BOHLE PLAINS,30084,Thuringowa,0.9976742,Good,Good,0
QLD3060,WANGAN,30034,Hill,1,Good,Good,0
QLD3061,WANGARATTA,30011,Burdekin,1,Good,Good,0
QLD3062,WANGETTI,30021,Cook,1,Good,Good,0
QLD3063,WANJURU,30034,Hill,1,Good,Good,0
QLD3064,WANORA,30043,Lockyer,1,Good,Good,0
QLD3065,WARANA,30040,Kawana,1,Good,Good,0
QLD3066,WARBURTON,30031,Gregory,1,Good,Good,0
QLD3067,WARD,30090,Warrego,1,Good,Good,0
QLD3068,WARENDA,30031,Gregory,1,Good,Good,0
QLD3069,WARKON,30090,Warrego,1,Good,Good,0
QLD307,BOIGU ISLAND,30021,Cook,1,Good,Good,0
QLD3070,WARNER,30025,Everton,0.0540179,Acceptable,Good,0
QLD3070,WARNER,30069,Pine Rivers,0.9459821,Good,Good,0
QLD3071,WARNOAH,30015,Callide,1,Good,Good,0
QLD3072,WARNUNG,30063,Nanango,1,Good,Good,0
QLD3073,WARRA,30015,Callide,1,Good,Good,0
QLD3074,WARRAMI,30035,Hinchinbrook,1,Good,Good,0
QLD3075,WARRILL VIEW,30075,Scenic Rim,1,Good,Good,0
QLD3076,WARROO,30077,Southern Downs,1,Good,Good,0
QLD3077,WARRUBULLEN,30034,Hill,1,Good,Good,0
QLD3078,WARWICK,30077,Southern Downs,1,Good,Good,0
QLD3079,WASHPOOL,30075,Scenic Rim,1,Good,Good,0
QLD308,BOKARINA,30040,Kawana,1,Good,Good,0
QLD3080,WATALGAN,30013,Burnett,1,Good,Good,0
QLD3081,WATERANGA,30015,Callide,1,Good,Good,0
QLD3082,WATERFORD,30091,Waterford,0.1789054,Good,Good,0
QLD3082,WATERFORD,30046,Macalister,0.8210946,Good,Good,0
QLD3083,WATERFORD WEST,30091,Waterford,1,Good,Good,0
QLD3084,WATERLOO,30013,Burnett,1,Good,Good,0
QLD3085,WATSONS CROSSING,30077,Southern Downs,1,Good,Good,0
QLD3086,WATSONVILLE,30034,Hill,1,Good,Good,0
QLD3087,WATTLE CAMP,30063,Nanango,1,Good,Good,0
QLD3088,WATTLE GROVE,30063,Nanango,1,Good,Good,0
QLD3089,WATTLE RIDGE,30077,Southern Downs,1,Good,Good,0
QLD309,BOLLIER,30032,Gympie,1,Good,Good,0
QLD3090,WATTLEBANK,30041,Keppel,1,Good,Good,0
QLD3091,WAUGH POCKET,30034,Hill,1,Good,Good,0
QLD3092,WAVELL HEIGHTS,30080,Stafford,0.148243,Acceptable,Good,0
QLD3092,WAVELL HEIGHTS,30067,Nudgee,0.851757,Good,Good,0
QLD3093,WAVERLEY,30031,Gregory,1,Good,Good,0
QLD3094,WEALWANDANGIE,30031,Gregory,1,Good,Good,0
QLD3095,WEBB,30034,Hill,1,Good,Good,0
