LOCALITY_PID,LOCALITY_NAME,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW1244,DELEGATE,10053,Monaro,1,Good,Good,0
NSW1246,DELUNGRA,10060,Northern Tablelands,1,Good,Good,0
NSW1247,DENHAM COURT,10048,Macquarie Fields,0.1780221,Good,Good,0
NSW1247,DENHAM COURT,10044,Leppington,0.8219779,Good,Good,0
NSW1248,DENHAMS BEACH,10009,Bega,1,Good,Good,0
NSW1249,DENILIQUIN,10055,Murray,1,Good,Good,0
NSW125,BACK CREEK,10022,Cootamundra,1,Good,Good,0
NSW1250,DENISTONE,10072,Ryde,1,Acceptable,Good,0
NSW1251,DENISTONE EAST,10072,Ryde,1,Acceptable,Good,0
NSW1252,DENISTONE WEST,10072,Ryde,1,Acceptable,Good,0
NSW1253,DENMAN,10083,Upper Hunter,1,Good,Good,0
NSW1254,DEPOT BEACH,10074,South Coast,1,Good,Good,0
NSW1255,DERRIWONG,10062,Orange,0.000263,Good,Good,1
NSW1255,DERRIWONG,10007,Barwon,0.999737,Good,Good,0
NSW1256,DEUA,10009,Bega,1,Good,Good,0
NSW1257,DEUA RIVER VALLEY,10009,Bega,1,Good,Good,0
NSW1258,DEVILS HOLE,10009,Bega,1,Good,Good,0
NSW1259,DEWITT,10083,Upper Hunter,1,Good,Good,0
NSW126,BACK CREEK,10053,Monaro,1,Good,Good,0
NSW1260,DHARRUK,10054,Mount Druitt,1,Good,Good,0
NSW1261,DHURAGOON,10055,Murray,1,Good,Good,0
NSW1262,DIAMOND BEACH,10056,Myall Lakes,1,Good,Good,0
NSW1263,DIAMOND HEAD,10067,Port Macquarie,1,Good,Good,0
NSW1264,DIEHARD,10060,Northern Tablelands,1,Good,Good,0
NSW1265,DIGGERS CAMP,10019,Clarence,1,Good,Good,0
NSW1266,DIGNAMS CREEK,10009,Bega,1,Good,Good,0
NSW1267,DILKOON,10019,Clarence,1,Good,Good,0
NSW1269,DILPURRA,10055,Murray,1,Good,Good,0
NSW127,BACK FOREST,10040,Kiama,1,Good,Good,0
NSW1270,DINGO FOREST,10056,Myall Lakes,1,Good,Good,0
NSW1271,DINOGA,10060,Northern Tablelands,1,Good,Good,0
NSW1272,DIRNASEER,10022,Cootamundra,1,Good,Good,0
NSW1273,DIRTY CREEK,10019,Clarence,0.1471251,Good,Good,0
NSW1273,DIRTY CREEK,10020,Coffs Harbour,0.8528749,Good,Good,0
NSW1274,DOBIES BIGHT,10045,Lismore,0.3260649,Good,Good,0
NSW1274,DOBIES BIGHT,10019,Clarence,0.6739351,Good,Good,0
NSW1275,DOCTOR GEORGE MOUNTAIN,10009,Bega,1,Good,Good,0
NSW1276,DOCTORS GAP,10008,Bathurst,1,Good,Good,0
NSW1277,DOG ROCKS,10008,Bathurst,1,Good,Good,0
NSW1278,DOLANS BAY,10023,Cronulla,1,Acceptable,Good,0
NSW1279,DOLLS POINT,10071,Rockdale,1,Good,Good,0
NSW128,BACKMEDE,10019,Clarence,1,Good,Good,0
NSW1280,DOLLYS FLAT,10056,Myall Lakes,1,Good,Good,0
NSW1281,DOLPHIN POINT,10074,South Coast,1,Good,Good,0
NSW1282,DOMBARTON,10038,Keira,1,Good,Good,0
NSW1283,DONALD CREEK,10060,Northern Tablelands,1,Good,Good,0
NSW1284,DONDINGALONG,10063,Oxley,1,Good,Good,0
NSW1285,DONNELLYVILLE,10063,Oxley,1,Good,Good,0
NSW1286,DOON DOON,10045,Lismore,1,Good,Good,0
NSW1287,DOONBAH,10019,Clarence,1,Good,Good,0
NSW1288,DOONSIDE,10010,Blacktown,1,Acceptable,Good,0
NSW1289,DOORALONG,10093,Wyong,1,Good,Good,0
NSW129,BACKWATER,10060,Northern Tablelands,1,Good,Good,0
NSW1290,DORA CREEK,10042,Lake Macquarie,1,Good,Good,0
NSW1291,DORRIGO,10063,Oxley,1,Good,Good,0
NSW1292,DORRIGO MOUNTAIN,10063,Oxley,1,Good,Good,0
NSW1293,DORROUGHBY,10045,Lismore,1,Good,Good,0
NSW1294,DOUBLE BAY,10084,Vaucluse,1,Good,Good,0
NSW1295,DOUBTFUL CREEK,10045,Lismore,1,Good,Good,0
NSW1296,DOUGLAS PARK,10091,Wollondilly,1,Good,Good,0
NSW1297,DOVER HEIGHTS,10084,Vaucluse,1,Good,Good,0
NSW1298,DOWNSIDE,10085,Wagga Wagga,1,Good,Good,0
NSW1299,DOYALSON,10077,Swansea,1,Good,Good,0
NSW13,ABINGTON,10060,Northern Tablelands,1,Good,Good,0
NSW130,BADGERYS CREEK,10003,Badgerys Creek,1,Good,Good,0
NSW1300,DOYALSON NORTH,10077,Swansea,1,Good,Good,0
NSW1301,DOYLES CREEK,10083,Upper Hunter,1,Good,Good,0
NSW1302,DOYLES RIVER,10063,Oxley,0.2857143,Good,Good,0
NSW1302,DOYLES RIVER,10060,Northern Tablelands,0.7142857,Good,Good,0
NSW1303,DRAKE,10045,Lismore,1,Good,Good,0
NSW1304,DRAKE VILLAGE,10045,Lismore,1,Good,Good,0
NSW1305,DRILDOOL,10007,Barwon,1,Good,Good,0
NSW1306,DRIPSTONE,10026,Dubbo,1,Good,Good,0
NSW1307,DRUMMOYNE,10025,Drummoyne,1,Good,Good,0
NSW1308,DRY CREEK,10083,Upper Hunter,1,Good,Good,0
NSW1309,DRY PLAIN,10053,Monaro,1,Good,Good,0
NSW131,BADJA,10053,Monaro,1,Good,Good,0
NSW1310,DUBBO,10026,Dubbo,1,Good,Good,0
NSW1311,DUCK CREEK,10045,Lismore,1,Good,Good,0
NSW1312,DUCKENFIELD,10049,Maitland,1,Good,Good,0
NSW1313,DUCKMALOI,10008,Bathurst,1,Good,Good,0
NSW1314,DUDLEY,10018,Charlestown,1,Acceptable,Good,0
NSW1315,DUFFYS FOREST,10066,Pittwater,1,Good,Good,0
NSW1316,DULGUIGAN,10082,Tweed,1,Good,Good,0
NSW1317,DULWICH HILL,10058,Newtown,0.0083686,Good,Good,1
NSW1317,DULWICH HILL,10076,Summer Hill,0.9916314,Good,Good,0
NSW1318,DUM DUM,10045,Lismore,1,Good,Good,0
NSW1319,DUMARESQ,10060,Northern Tablelands,1,Good,Good,0
NSW132,BAERAMI,10083,Upper Hunter,1,Good,Good,0
NSW1320,DUMARESQ ISLAND,10056,Myall Lakes,1,Good,Good,0
NSW1321,DUMBUDGERY,10019,Clarence,1,Good,Good,0
NSW1322,DUNBIBLE,10045,Lismore,1,Good,Good,0
NSW1323,DUNBOGAN,10067,Port Macquarie,1,Good,Good,0
NSW1324,DUNCANS CREEK,10079,Tamworth,1,Good,Good,0
NSW1325,DUNDAS,10028,Epping,0.161702,Good,Good,0
NSW1325,DUNDAS,10064,Parramatta,0.838298,Acceptable,Good,0
NSW1326,DUNDAS VALLEY,10028,Epping,1,Good,Good,0
NSW1327,DUNDEE,10060,Northern Tablelands,1,Good,Good,0
NSW1329,DUNDURRABIN,10019,Clarence,1,Good,Good,0
NSW133,BAERAMI CREEK,10083,Upper Hunter,1,Good,Good,0
NSW1330,DUNEDOO,10007,Barwon,1,Good,Good,0
NSW1331,DUNGARUBBA,10045,Lismore,1,Good,Good,0
NSW1333,DUNGAY,10045,Lismore,1,Good,Good,0
NSW1334,DUNGEREE,10008,Bathurst,1,Good,Good,0
NSW1335,DUNGOG,10083,Upper Hunter,1,Good,Good,0
NSW1336,DUNGOWAN,10079,Tamworth,1,Good,Good,0
NSW1337,DUNKELD,10008,Bathurst,1,Good,Good,0
NSW1338,DUNMORE,10040,Kiama,0.3929849,Good,Good,0
NSW1338,DUNMORE,10073,Shellharbour,0.6070151,Good,Good,0
NSW1339,DUNOLLY,10083,Upper Hunter,1,Good,Good,0
NSW134,BAGNOO,10063,Oxley,1,Good,Good,0
NSW1340,DUNOON,10045,Lismore,1,Good,Good,0
NSW1341,DUNS CREEK,10068,Port Stephens,1,Good,Good,0
NSW1342,DUNVILLE LOOP,10008,Bathurst,1,Good,Good,0
NSW1343,DURAL,10083,Upper Hunter,1,Good,Good,0
NSW1344,DURAL,10016,Castle Hill,0.318007,Acceptable,Good,0
NSW1344,DURAL,10037,Hornsby,0.681993,Acceptable,Good,0
NSW1345,DURAMANA,10008,Bathurst,1,Good,Good,0
NSW1346,DURANBAH,10082,Tweed,1,Good,Good,0
NSW1347,DURI,10079,Tamworth,1,Good,Good,0
NSW1348,DUROBY,10082,Tweed,1,Good,Good,0
NSW1349,DURRAN DURRA,10053,Monaro,1,Good,Good,0
NSW135,BAGO,10063,Oxley,1,Good,Good,0
NSW1350,DURRAS NORTH,10074,South Coast,1,Good,Good,0
NSW1352,DURREN DURREN,10093,Wyong,1,Good,Good,0
NSW1353,DUVAL,10060,Northern Tablelands,1,Good,Good,0
NSW1354,DYERS CROSSING,10056,Myall Lakes,1,Good,Good,0
NSW1355,DYRAABA,10045,Lismore,1,Good,Good,0
NSW1356,DYRRING,10083,Upper Hunter,1,Good,Good,0
NSW1357,EAGLE VALE,10044,Leppington,1,Good,Good,0
NSW1358,EAGLETON,10068,Port Stephens,1,Good,Good,0
NSW1359,EARLWOOD,10015,Canterbury,1,Acceptable,Good,0
NSW136,BAGOTVILLE,10004,Ballina,1,Good,Good,0
NSW1360,EAST ALBURY,10001,Albury,1,Good,Good,0
NSW1361,EAST BALLINA,10004,Ballina,1,Good,Good,0
NSW1363,EAST BRANXTON,10083,Upper Hunter,1,Good,Good,0
NSW1364,EAST CORAKI,10019,Clarence,0.3062962,Good,Good,0
NSW1364,EAST CORAKI,10045,Lismore,0.6937038,Good,Good,0
NSW1365,EAST CORRIMAL,10038,Keira,0.0093953,Good,Good,1
NSW1365,EAST CORRIMAL,10092,Wollongong,0.9906047,Good,Good,0
NSW1366,EAST GOSFORD,10030,Gosford,1,Good,Good,0
NSW1367,EAST GRESFORD,10083,Upper Hunter,1,Good,Good,0
NSW1368,EAST HILLS,10027,East Hills,1,Good,Good,0
NSW1369,EAST JINDABYNE,10053,Monaro,1,Good,Good,0
NSW137,BAKERS CREEK,10083,Upper Hunter,1,Good,Good,0
NSW1370,EAST KANGALOON,10091,Wollondilly,0.0001124,Good,Good,1
NSW1370,EAST KANGALOON,10031,Goulburn,0.9998876,Good,Good,0
NSW1371,EAST KEMPSEY,10063,Oxley,1,Good,Good,0
NSW1372,EAST KILLARA,10024,Davidson,1,Acceptable,Good,0
NSW1373,EAST KURRAJONG,10033,Hawkesbury,1,Good,Good,0
NSW1374,EAST LINDFIELD,10087,Wakehurst,2.30E-06,Acceptable,Good,1
NSW1374,EAST LINDFIELD,10024,Davidson,0.9999977,Acceptable,Good,0
NSW1375,EAST LISMORE,10045,Lismore,1,Good,Good,0
NSW1376,EAST LYNNE,10009,Bega,0.2895757,Good,Good,0
NSW1376,EAST LYNNE,10074,South Coast,0.7104243,Good,Good,0
NSW1377,EAST MAITLAND,10049,Maitland,1,Good,Good,0
NSW1378,EAST RYDE,10043,Lane Cove,1,Acceptable,Good,0
NSW1379,EAST SEAHAM,10068,Port Stephens,1,Good,Good,0
NSW138,BAKERS CREEK,10060,Northern Tablelands,1,Good,Good,0
NSW1380,EAST TAMWORTH,10079,Tamworth,1,Good,Good,0
NSW1381,EAST WAGGA WAGGA,10085,Wagga Wagga,1,Good,Good,0
NSW1382,EAST WARDELL,10004,Ballina,1,Good,Good,0
NSW1383,EASTERN CREEK,10003,Badgerys Creek,1.15E-05,Good,Good,1
NSW1383,EASTERN CREEK,10010,Blacktown,1.15E-05,Acceptable,Good,1
NSW1383,EASTERN CREEK,10069,Prospect,2.30E-05,Acceptable,Good,1
NSW1383,EASTERN CREEK,10054,Mount Druitt,0.9999539,Good,Good,0
NSW1384,EASTGARDENS,10051,Maroubra,1,Good,Good,0
NSW1385,EASTLAKES,10051,Maroubra,4.70E-06,Good,Good,1
NSW1385,EASTLAKES,10035,Heffron,0.9999953,Good,Good,0
NSW1386,EASTWOOD,10028,Epping,0.0003555,Good,Good,1
NSW1386,EASTWOOD,10072,Ryde,0.9996445,Acceptable,Good,0
NSW1387,EATONSVILLE,10019,Clarence,1,Good,Good,0
NSW1388,EBENEZER,10033,Hawkesbury,1,Good,Good,0
NSW1389,EBOR,10060,Northern Tablelands,1,Good,Good,0
NSW139,BAKERS CREEK,10063,Oxley,1,Good,Good,0
NSW1390,ECCLESTON,10083,Upper Hunter,1,Good,Good,0
NSW1391,EDDERTON,10083,Upper Hunter,1,Good,Good,0
NSW1392,EDEN,10009,Bega,1,Good,Good,0
NSW1393,EDEN CREEK,10045,Lismore,1,Good,Good,0
NSW1394,EDENSOR PARK,10012,Cabramatta,1,Good,Good,0
NSW1395,EDENVILLE,10045,Lismore,1,Good,Good,0
NSW1396,EDGECLIFF,10078,Sydney,0.0160574,Good,Good,0
NSW1396,EDGECLIFF,10084,Vaucluse,0.9839426,Good,Good,0
NSW1397,EDGEROI,10007,Barwon,1,Good,Good,0
NSW1398,EDGEWORTH,10088,Wallsend,0.0041045,Good,Good,1
NSW1398,EDGEWORTH,10017,Cessnock,0.9958955,Good,Good,0
NSW1399,EDITH,10008,Bathurst,1,Good,Good,0
NSW14,ACACIA GARDENS,10070,Riverstone,1,Good,Good,0
NSW140,BAKERS SWAMP,10026,Dubbo,1,Good,Good,0
NSW1400,EDMONDSON PARK,10048,Macquarie Fields,1,Good,Good,0
NSW1401,EDROM,10009,Bega,1,Good,Good,0
NSW1402,EENAWEENA,10007,Barwon,1,Good,Good,0
NSW1403,EGLINTON,10008,Bathurst,1,Good,Good,0
NSW1404,EIGHTEEN MILE,10019,Clarence,1,Good,Good,0
NSW1405,ELANDS,10063,Oxley,5.75E-05,Good,Good,1
NSW1405,ELANDS,10056,Myall Lakes,0.9999425,Good,Good,0
NSW1406,ELANORA HEIGHTS,10066,Pittwater,1,Good,Good,0
NSW1407,ELCOMBE,10060,Northern Tablelands,1,Good,Good,0
NSW1408,ELDERSLIE,10013,Camden,1,Good,Good,0
NSW1409,ELDERSLIE,10083,Upper Hunter,1,Good,Good,0
NSW141,BALALA,10060,Northern Tablelands,1,Good,Good,0
NSW1410,ELEEBANA,10077,Swansea,9.30E-06,Good,Good,1
NSW1410,ELEEBANA,10018,Charlestown,0.9999907,Acceptable,Good,0
NSW1411,ELERMORE VALE,10088,Wallsend,1,Good,Good,0
NSW1412,ELIZABETH BAY,10078,Sydney,1,Good,Good,0
NSW1413,ELIZABETH BEACH,10056,Myall Lakes,1,Good,Good,0
NSW1414,ELLALONG,10017,Cessnock,1,Good,Good,0
NSW1415,ELLAND,10019,Clarence,1,Good,Good,0
NSW1416,ELLANGOWAN,10019,Clarence,1,Good,Good,0
NSW1417,ELLENBOROUGH,10063,Oxley,1,Good,Good,0
NSW1418,ELLERSLIE,10085,Wagga Wagga,1,Good,Good,0
NSW1419,ELLERSTON,10083,Upper Hunter,1,Good,Good,0
NSW142,BALCOLYN,10042,Lake Macquarie,1,Good,Good,0
NSW1420,ELLIS LANE,10013,Camden,1,Good,Good,0
NSW1421,ELONG ELONG,10007,Barwon,0.1149142,Good,Good,0
NSW1421,ELONG ELONG,10026,Dubbo,0.8850858,Good,Good,0
NSW1422,ELRINGTON,10017,Cessnock,1,Good,Good,0
NSW1423,ELSMORE,10060,Northern Tablelands,1,Good,Good,0
NSW1424,ELTHAM,10045,Lismore,1,Good,Good,0
NSW1425,ELVINA BAY,10066,Pittwater,1,Good,Good,0
NSW1426,EMERALD BEACH,10020,Coffs Harbour,1,Good,Good,0
NSW1427,EMERALD HILL,10079,Tamworth,1,Good,Good,0
NSW1428,EMERTON,10054,Mount Druitt,1,Good,Good,0
NSW1429,EMMAVILLE,10045,Lismore,1.99E-05,Good,Good,1
NSW1429,EMMAVILLE,10060,Northern Tablelands,0.9999801,Good,Good,0
NSW143,BALD BLAIR,10060,Northern Tablelands,1,Good,Good,0
NSW1430,EMPIRE BAY,10080,Terrigal,1,Good,Good,0
NSW1431,EMPIRE VALE,10004,Ballina,1,Good,Good,0
NSW1432,EMU HEIGHTS,10065,Penrith,1,Good,Good,0
NSW1433,EMU PLAINS,10065,Penrith,1,Good,Good,0
NSW1434,EMU SWAMP,10062,Orange,1,Good,Good,0
NSW1435,ENDRICK,10074,South Coast,1,Good,Good,0
NSW1436,ENFIELD,10075,Strathfield,1,Good,Good,0
NSW1437,ENGADINE,10034,Heathcote,1,Good,Good,0
NSW1438,ENGLORIE PARK,10014,Campbelltown,1,Good,Good,0
NSW1439,ENMORE,10058,Newtown,1,Good,Good,0
NSW144,BALD HILLS,10009,Bega,1,Good,Good,0
NSW1440,ENMORE,10060,Northern Tablelands,1,Good,Good,0
NSW1441,ENNGONIA,10007,Barwon,1,Good,Good,0
NSW1442,ENVIRONA,10053,Monaro,1,Good,Good,0
NSW1443,EPPING,10072,Ryde,0.1209562,Acceptable,Good,0
NSW1443,EPPING,10028,Epping,0.8790438,Good,Good,0
NSW1444,ERARING,10042,Lake Macquarie,1,Good,Good,0
NSW1445,EREMERANG,10007,Barwon,1,Good,Good,0
NSW1446,ERIGOLIA,10055,Murray,1,Good,Good,0
NSW1447,ERIN VALE,10022,Cootamundra,1,Good,Good,0
NSW1448,ERINA,10080,Terrigal,1,Good,Good,0
NSW1449,ERINA HEIGHTS,10080,Terrigal,1,Good,Good,0
NSW145,BALD NOB,10060,Northern Tablelands,1,Good,Good,0
NSW1450,ERMINGTON,10064,Parramatta,1,Acceptable,Good,0
NSW1451,EROWAL BAY,10074,South Coast,1,Good,Good,0
NSW1452,ERROWANBANG,10008,Bathurst,1,Good,Good,0
NSW1454,ERSKINE PARK,10003,Badgerys Creek,1,Good,Good,0
NSW1455,ERSKINEVILLE,10058,Newtown,1,Good,Good,0
NSW1456,ERUDGERE,10026,Dubbo,1,Good,Good,0
NSW1458,ESCHOL PARK,10044,Leppington,1,Good,Good,0
NSW1459,ESK,10019,Clarence,1,Good,Good,0
NSW146,BALD RIDGE,10008,Bathurst,1,Good,Good,0
NSW1460,ESSINGTON,10008,Bathurst,1,Good,Good,0
NSW1461,ESTELLA,10085,Wagga Wagga,1,Good,Good,0
NSW1462,ETTALONG BEACH,10030,Gosford,1,Good,Good,0
NSW1463,ETTAMOGAH,10001,Albury,1,Good,Good,0
NSW1464,ETTREMA,10040,Kiama,1,Good,Good,0
NSW1465,ETTRICK,10045,Lismore,1,Good,Good,0
NSW1466,EUABALONG,10007,Barwon,1,Good,Good,0
NSW1467,EUABALONG WEST,10007,Barwon,1,Good,Good,0
NSW1468,EUBERTA,10085,Wagga Wagga,1,Good,Good,0
NSW1469,EUCHAREENA,10026,Dubbo,1,Good,Good,0
NSW147,BALDERSLEIGH,10060,Northern Tablelands,1,Good,Good,0
NSW1470,EUCUMBENE,10053,Monaro,1,Good,Good,0
NSW1471,EUGOWRA,10062,Orange,1,Good,Good,0
NSW1472,EULAH CREEK,10007,Barwon,1,Good,Good,0
NSW1474,EUMUNGERIE,10007,Barwon,0.0109186,Good,Good,0
NSW1474,EUMUNGERIE,10026,Dubbo,0.9890814,Good,Good,0
NSW1475,EUNANOREENYA,10085,Wagga Wagga,1,Good,Good,0
NSW1476,EUNGAI CREEK,10063,Oxley,1,Good,Good,0
NSW1477,EUNGAI RAIL,10063,Oxley,1,Good,Good,0
NSW1478,EUNGELLA,10045,Lismore,1,Good,Good,0
NSW1479,EUREKA,10045,Lismore,1,Good,Good,0
NSW148,BALDRY,10062,Orange,1,Good,Good,0
NSW1480,EURIMBLA,10062,Orange,0.4888938,Good,Good,0
NSW1480,EURIMBLA,10026,Dubbo,0.5111062,Good,Good,0
NSW1481,EUROBODALLA,10009,Bega,1,Good,Good,0
NSW1482,EUROKA,10063,Oxley,1,Good,Good,0
NSW1483,EUROLEY,10055,Murray,0.4026732,Good,Good,0
NSW1483,EUROLEY,10022,Cootamundra,0.5973268,Good,Good,0
NSW1484,EURONGILLY,10022,Cootamundra,1,Good,Good,0
NSW1485,EURUNDEREE,10026,Dubbo,1,Good,Good,0
NSW1486,EUSTON,10055,Murray,1,Good,Good,0
NSW1487,EVANS HEAD,10019,Clarence,1,Good,Good,0
NSW1488,EVANS PLAINS,10008,Bathurst,1,Good,Good,0
NSW1489,EVELEIGH,10058,Newtown,1,Good,Good,0
NSW149,BALFOURS PEAK,10060,Northern Tablelands,1,Good,Good,0
NSW1490,EVIRON,10082,Tweed,1,Good,Good,0
NSW1491,EWINGAR,10019,Clarence,1,Good,Good,0
NSW1492,EWINGSDALE,10004,Ballina,1,Good,Good,0
NSW1493,EXETER,10031,Goulburn,1,Good,Good,0
NSW1494,FAILFORD,10056,Myall Lakes,1,Good,Good,0
NSW1495,FAIRFIELD,10029,Fairfield,1,Acceptable,Good,0
NSW1496,FAIRFIELD EAST,10029,Fairfield,1,Acceptable,Good,0
NSW1497,FAIRFIELD HEIGHTS,10029,Fairfield,1,Acceptable,Good,0
NSW1498,FAIRFIELD WEST,10069,Prospect,0.0700241,Acceptable,Good,0
NSW1498,FAIRFIELD WEST,10029,Fairfield,0.9299759,Acceptable,Good,0
NSW1499,FAIRHOLME,10007,Barwon,1,Good,Good,0
NSW15,ADAMINABY,10053,Monaro,1,Good,Good,0
NSW150,BALGOWLAH,10050,Manly,1,Good,Good,0
NSW1500,FAIRLIGHT,10050,Manly,1,Good,Good,0
NSW1501,FAIRY HILL,10019,Clarence,1,Good,Good,0
NSW1502,FAIRY MEADOW,10038,Keira,0.4814227,Good,Good,0
NSW1502,FAIRY MEADOW,10092,Wollongong,0.5185773,Good,Good,0
NSW1503,FALBROOK,10083,Upper Hunter,1,Good,Good,0
NSW1504,FALCONER,10060,Northern Tablelands,1,Good,Good,0
NSW1505,FALLS CREEK,10040,Kiama,1,Good,Good,0
NSW1506,FAR MEADOW,10040,Kiama,1,Good,Good,0
NSW1507,FARGUNYAH,10085,Wagga Wagga,1,Good,Good,0
NSW1508,FARLEY,10049,Maitland,1,Good,Good,0
NSW1509,FARMBOROUGH HEIGHTS,10038,Keira,1,Good,Good,0
NSW151,BALGOWLAH HEIGHTS,10050,Manly,1,Good,Good,0
NSW1510,FARNHAM,10026,Dubbo,1,Good,Good,0
NSW1511,FARRANTS HILL,10082,Tweed,1,Good,Good,0
NSW1512,FARRINGDON,10053,Monaro,1,Good,Good,0
NSW1513,FASSIFERN,10042,Lake Macquarie,1,Good,Good,0
NSW1514,FAULCONBRIDGE,10011,Blue Mountains,1,Good,Good,0
NSW1515,FAULKLAND,10083,Upper Hunter,1,Good,Good,0
NSW1516,FAWCETTS PLAIN,10045,Lismore,1,Good,Good,0
NSW1517,FEDERAL,10045,Lismore,1,Good,Good,0
NSW1518,FENNELL BAY,10042,Lake Macquarie,1,Good,Good,0
NSW1519,FERN BAY,10057,Newcastle,1,Good,Good,0
NSW152,BALGOWNIE,10038,Keira,1,Good,Good,0
NSW1520,FERN GULLY,10083,Upper Hunter,1,Good,Good,0
NSW1521,FERNANCES,10033,Hawkesbury,1,Good,Good,0
NSW1522,FERNBANK CREEK,10067,Port Macquarie,1,Good,Good,0
NSW1523,FERNBROOK,10063,Oxley,1,Good,Good,0
NSW1524,FERNHILL,10038,Keira,1,Good,Good,0
NSW1525,FERNLEIGH,10004,Ballina,1,Good,Good,0
NSW1526,FERNMOUNT,10063,Oxley,1,Good,Good,0
NSW1527,FERNSIDE,10045,Lismore,1,Good,Good,0
NSW1528,FERNVALE,10082,Tweed,1,Good,Good,0
NSW1529,FERODALE,10068,Port Stephens,1,Good,Good,0
NSW153,BALICKERA,10068,Port Stephens,1,Good,Good,0
NSW1530,FIDDLETOWN,10037,Hornsby,1,Acceptable,Good,0
NSW1531,FIFIELD,10007,Barwon,1,Good,Good,0
NSW1532,FIGTREE,10092,Wollongong,0.1460416,Good,Good,0
NSW1532,FIGTREE,10038,Keira,0.8539584,Good,Good,0
NSW1533,FINDON CREEK,10045,Lismore,1,Good,Good,0
NSW1534,FINE FLOWER,10019,Clarence,1,Good,Good,0
NSW1535,FINGAL BAY,10068,Port Stephens,1,Good,Good,0
NSW1536,FINGAL HEAD,10082,Tweed,1,Good,Good,0
NSW1537,FINLEY,10055,Murray,1,Good,Good,0
NSW1538,FIREFLY,10056,Myall Lakes,1,Good,Good,0
NSW154,BALLADORAN,10007,Barwon,1,Good,Good,0
NSW1540,FISHERMANS BAY,10068,Port Stephens,1,Good,Good,0
NSW1541,FISHERMANS PARADISE,10074,South Coast,1,Good,Good,0
NSW1542,FISHERMANS REACH,10063,Oxley,1,Good,Good,0
NSW1543,FISHERS HILL,10083,Upper Hunter,1,Good,Good,0
NSW1544,FISHING POINT,10042,Lake Macquarie,1,Good,Good,0
NSW1545,FITZGERALDS MOUNT,10008,Bathurst,1,Good,Good,0
NSW1546,FITZGERALDS VALLEY,10008,Bathurst,1,Good,Good,0
NSW1547,FITZROY FALLS,10031,Goulburn,1,Good,Good,0
NSW1548,FIVE DOCK,10025,Drummoyne,1,Good,Good,0
NSW1549,FIVE WAYS,10007,Barwon,1,Good,Good,0
NSW155,BALLALABA,10053,Monaro,1,Good,Good,0
NSW1550,FLAT TOPS,10083,Upper Hunter,1,Good,Good,0
NSW1551,FLETCHER,10088,Wallsend,1,Good,Good,0
NSW1552,FLINDERS,10073,Shellharbour,1,Good,Good,0
NSW1553,FLORAVILLE,10077,Swansea,1,Good,Good,0
NSW1554,FORBES,10062,Orange,1,Good,Good,0
NSW1555,FORBES CREEK,10053,Monaro,1,Good,Good,0
NSW1556,FORBES RIVER,10063,Oxley,1,Good,Good,0
NSW1557,FORBESDALE,10083,Upper Hunter,1,Good,Good,0
NSW1558,FORDS BRIDGE,10007,Barwon,1,Good,Good,0
NSW1559,FORDWICH,10083,Upper Hunter,1,Good,Good,0
NSW156,BALLDALE,10001,Albury,1,Good,Good,0
NSW1560,FOREST GLEN,10037,Hornsby,1,Acceptable,Good,0
NSW1561,FOREST GROVE,10008,Bathurst,1,Good,Good,0
NSW1562,FOREST HILL,10085,Wagga Wagga,1,Good,Good,0
NSW1563,FOREST LAND,10045,Lismore,1,Good,Good,0
NSW1564,FOREST LODGE,10005,Balmain,1,Good,Good,0
NSW1565,FOREST REEFS,10062,Orange,0.0106911,Good,Good,0
NSW1565,FOREST REEFS,10008,Bathurst,0.9893089,Good,Good,0
NSW1566,FORESTVILLE,10024,Davidson,0.0003338,Acceptable,Good,1
NSW1566,FORESTVILLE,10087,Wakehurst,0.9996662,Acceptable,Good,0
NSW1567,FORRESTERS BEACH,10080,Terrigal,1,Good,Good,0
NSW1568,FORSTER,10056,Myall Lakes,1,Good,Good,0
NSW1569,FORTIS CREEK,10019,Clarence,1,Good,Good,0
NSW157,BALLENGARRA,10063,Oxley,1,Good,Good,0
NSW1570,FOSTERS VALLEY,10008,Bathurst,1,Good,Good,0
NSW1571,FOSTERTON,10083,Upper Hunter,1,Good,Good,0
NSW1572,FOUNTAINDALE,10081,The Entrance,1,Good,Good,0
NSW1573,FOUR CORNERS,10055,Murray,1,Good,Good,0
NSW1574,FOUR MILE CREEK,10062,Orange,1,Good,Good,0
NSW1576,FOWLERS GAP,10007,Barwon,1,Good,Good,0
NSW1577,FOXGROUND,10040,Kiama,1,Good,Good,0
NSW1578,FRAZER PARK,10077,Swansea,1,Good,Good,0
NSW1579,FRAZERS CREEK,10063,Oxley,1,Good,Good,0
NSW158,BALLIMORE,10026,Dubbo,1,Good,Good,0
NSW1580,FREDERICKTON,10063,Oxley,1,Good,Good,0
NSW1581,FREEBURN ISLAND,10019,Clarence,1,Good,Good,0
NSW1582,FREEMANS,10077,Swansea,1,Good,Good,0
NSW1583,FREEMANS REACH,10033,Hawkesbury,1,Good,Good,0
NSW1584,FREEMANS WATERHOLE,10042,Lake Macquarie,1,Good,Good,0
