SSC_CODE_2016,SSC_NAME_2016,SAL_CODE_2021,SAL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
51564,West Perth,51230,Perth (WA),0.0151953,Good,Good,0
51564,West Perth,51580,West Perth,0.9848047,Good,Good,0
51565,West Pingelly,51581,West Pingelly,1,Good,Good,0
51566,West Pinjarra,51582,West Pinjarra,1,Good,Good,0
51567,West Popanyinning,51583,West Popanyinning,1,Good,Good,0
51568,West River,51584,West River,1,Good,Good,0
51569,West Swan,50397,Dayton,0.0046763,Good,Good,1
51569,West Swan,51585,West Swan,0.9953237,Good,Good,0
51570,West Toodyay,51586,West Toodyay,1,Good,Good,0
51571,Westdale (WA),51587,Westdale (WA),1,Good,Good,0
51572,Westminster,51588,Westminster,1,Good,Good,0
51573,Westonia,51589,Westonia,1,Good,Good,0
51574,Westwood (WA),51590,Westwood (WA),1,Good,Good,0
51575,Whim Creek,51591,Whim Creek,1,Good,Good,0
51576,Whitby,51592,Whitby,1,Good,Good,0
51577,White Gum Valley,51593,White Gum Valley,1,Good,Good,0
51578,White Peak,51594,White Peak,1,Good,Good,0
51579,Whiteman,51595,Whiteman,1,Good,Good,0
51580,Whittaker,51596,Whittaker,1,Good,Good,0
51581,Wialki,51597,Wialki,1,Good,Good,0
51582,Wicherina,51598,Wicherina,1,Good,Good,0
51583,Wicherina South,51599,Wicherina South,1,Good,Good,0
51584,Wickepin,51600,Wickepin,1,Good,Good,0
51585,Wickham (WA),51601,Wickham (WA),1,Good,Good,0
51586,Widgiemooltha,51602,Widgiemooltha,1,Good,Good,0
51587,Wilberforce (WA),51604,Wilberforce (WA),1,Good,Good,0
51588,Wilbinga,51605,Wilbinga,1,Good,Good,0
51589,Wilga,51606,Wilga,1,Good,Good,0
51590,Wilga West,51607,Wilga West,1,Good,Good,0
51591,Wilgarrup,51608,Wilgarrup,1,Good,Good,0
51592,Wilgoyne,51609,Wilgoyne,1,Good,Good,0
51593,Willagee,51610,Willagee,1,Good,Good,0
51594,Willare,51611,Willare,1,Good,Good,0
51595,Willetton,51612,Willetton,1,Good,Good,0
51596,William Bay,51613,William Bay,1,Good,Good,0
51597,Williams,51614,Williams,1,Good,Good,0
51598,Williamstown (WA),51615,Williamstown (WA),1,Good,Good,0
51599,Willyung,51616,Willyung,1,Good,Good,0
51600,Wilson,51617,Wilson,1,Good,Good,0
51601,Wiluna,51618,Wiluna,1,Good,Good,0
51602,Wilyabrup,51619,Wilyabrup,1,Good,Good,0
51603,Windabout,51620,Windabout,1,Good,Good,0
51604,Windy Harbour,51621,Windy Harbour,1,Good,Good,0
51605,Winnejup,51622,Winnejup,1,Good,Good,0
51606,Winthrop,51623,Winthrop,1,Good,Good,0
51607,Witchcliffe,51624,Witchcliffe,1,Good,Good,0
51608,Withers,51625,Withers,1,Good,Good,0
51609,Wittenoom,51626,Wittenoom,1,Good,Good,0
51610,Wittenoom Hills,51627,Wittenoom Hills,1,Good,Good,0
51611,Wogolin,51628,Wogolin,1,Good,Good,0
51612,Wokalup,51629,Wokalup,1,Good,Good,0
51613,Womarden,51630,Womarden,1,Good,Good,0
51614,Wongamine,51631,Wongamine,1,Good,Good,0
51615,Wongan Hills,51632,Wongan Hills,1,Good,Good,0
51616,Wongoondy,51633,Wongoondy,1,Good,Good,0
51617,Wonnerup,51634,Wonnerup,1,Good,Good,0
51618,Wonthella,51635,Wonthella,1,Good,Good,0
51619,Woodanilling,51636,Woodanilling,1,Good,Good,0
51620,Woodbridge (WA),51637,Woodbridge (WA),1,Good,Good,0
51621,Woodlands (WA),51638,Woodlands (WA),1,Good,Good,0
51622,Woodleigh (WA),51639,Woodleigh (WA),1,Good,Good,0
51623,Woodridge (WA),51640,Woodridge (WA),1,Good,Good,0
51624,Woodvale (WA),51641,Woodvale (WA),1,Good,Good,0
51625,Woogenellup,51642,Woogenellup,1,Good,Good,0
51626,Woolgorong,51643,Woolgorong,1,Good,Good,0
51627,Woolocutty,51644,Woolocutty,1,Good,Good,0
51628,Wooramel,51645,Wooramel,1,Good,Good,0
51629,Wooroloo,51646,Wooroloo,1,Good,Good,0
51630,Woorree,51647,Woorree,1,Good,Good,0
51631,Woottating,51648,Woottating,1,Good,Good,0
51632,Worsley,51649,Worsley,1,Good,Good,0
51633,Wubin,51650,Wubin,1,Good,Good,0
51634,Wundowie,51651,Wundowie,1,Good,Good,0
51635,Wungong,51652,Wungong,1,Good,Good,0
51636,Wuraming,51653,Wuraming,1,Good,Good,0
51637,Wyalkatchem,51654,Wyalkatchem,1,Good,Good,0
51638,Wyening,51655,Wyening,1,Good,Good,0
51639,Wyndham (WA),51656,Wyndham (WA),1,Good,Good,0
51640,Wyola West,51657,Wyola West,1,Good,Good,0
51641,Xantippe,51658,Xantippe,1,Good,Good,0
51642,Yabberup,51659,Yabberup,1,Good,Good,0
51643,Yakamia,51660,Yakamia,1,Good,Good,0
51644,Yalardy,51661,Yalardy,1,Good,Good,0
51645,Yalgoo,51662,Yalgoo,1,Good,Good,0
51646,Yallabatharra,51663,Yallabatharra,1,Good,Good,0
51647,Yallingup,51664,Yallingup,1,Good,Good,0
51648,Yallingup Siding,51665,Yallingup Siding,1,Good,Good,0
51649,Yalyalup,51666,Yalyalup,1,Good,Good,0
51650,Yanchep,51667,Yanchep,1,Good,Good,0
51651,Yandanooka,51668,Yandanooka,1,Good,Good,0
51652,Yandoo Creek,51669,Yandoo Creek,1,Good,Good,0
51653,Yangebup,51670,Yangebup,1,Good,Good,0
51654,Yanmah,51671,Yanmah,1,Good,Good,0
51655,Yannarie,51672,Yannarie,1,Good,Good,0
51656,Yarawindah,51673,Yarawindah,1,Good,Good,0
51657,Yardarino,51674,Yardarino,1,Good,Good,0
51658,Yarloop,51675,Yarloop,1,Good,Good,0
51659,Yarragadee,51676,Yarragadee,1,Good,Good,0
51660,Yathroo,51677,Yathroo,1,Good,Good,0
51661,Yeagarup,51678,Yeagarup,1,Good,Good,0
51662,Yeal,51679,Yeal,1,Good,Good,0
51663,Yealering,51680,Yealering,1,Good,Good,0
51664,Yelbeni,51681,Yelbeni,1,Good,Good,0
51665,Yellowdine,51682,Yellowdine,1,Good,Good,0
51666,Yelverton,51683,Yelverton,1,Good,Good,0
51667,Yerecoin,51684,Yerecoin,1,Good,Good,0
51668,Yetna,51685,Yetna,1,Good,Good,0
51669,Yilkari,50503,Feysville,1,Good,Good,0
51670,Yilliminning,51686,Yilliminning,1,Good,Good,0
51671,Yoganup,51687,Yoganup,1,Good,Good,0
51672,Yokine,51688,Yokine,1,Good,Good,0
51673,Yoongarillup,51689,Yoongarillup,1,Good,Good,0
51674,York,51690,York,1,Good,Good,0
51675,Yornaning,51691,Yornaning,1,Good,Good,0
51676,Yornup,51692,Yornup,1,Good,Good,0
51677,Yoting,51693,Yoting,1,Good,Good,0
51678,Youndegin,51694,Youndegin,1,Good,Good,0
51679,Youngs Siding,51695,Youngs Siding,1,Good,Good,0
51680,Yourdamung Lake,51696,Yourdamung Lake,1,Good,Good,0
51681,Yuna,51697,Yuna,1,Good,Good,0
51682,Zanthus,51698,Zanthus,1,Good,Good,0
51683,Zuytdorp,51699,Zuytdorp,1,Good,Good,0
59494,No usual address (WA),59494,No usual address (WA),1,Good,Good,0
59797,Migratory - Offshore - Shipping (WA),59797,Migratory - Offshore - Shipping (WA),1,Good,Good,0
60001,Abbotsham,60001,Abbotsham,1,Good,Good,0
60002,Abels Bay,60002,Abels Bay,1,Good,Good,0
60003,Aberdeen (Tas.),60003,Aberdeen (Tas.),1,Good,Good,0
60004,Acacia Hills (Tas.),60004,Acacia Hills (Tas.),1,Good,Good,0
60005,Acton (Tas.),60005,Acton (Tas.),1,Good,Good,0
60006,Acton Park (Tas.),60006,Acton Park (Tas.),0.9999976,Good,Good,0
60006,Acton Park (Tas.),60321,Lauderdale,2.40E-06,Good,Good,1
60007,Adventure Bay,60007,Adventure Bay,1,Good,Good,0
60008,Akaroa,60008,Akaroa,1,Good,Good,0
60009,Alberton (Tas.),60009,Alberton (Tas.),1,Good,Good,0
60010,Alcomie,60010,Alcomie,1,Good,Good,0
60011,Allens Rivulet,60011,Allens Rivulet,1,Good,Good,0
60012,Alonnah,60012,Alonnah,1,Good,Good,0
60013,Ambleside,60013,Ambleside,1,Good,Good,0
60014,Andover,60014,Andover,1,Good,Good,0
60015,Ansons Bay,60015,Ansons Bay,1,Good,Good,0
60016,Antill Ponds,60016,Antill Ponds,1,Good,Good,0
60017,Apollo Bay (Tas.),60017,Apollo Bay (Tas.),1,Good,Good,0
60018,Apslawn,60018,Apslawn,1,Good,Good,0
60019,Apsley (Tas.),60019,Apsley (Tas.),1,Good,Good,0
60020,Arthur River (Tas.),60020,Arthur River (Tas.),1,Good,Good,0
60021,Arthurs Lake,60021,Arthurs Lake,1,Good,Good,0
60022,Austins Ferry,60022,Austins Ferry,1,Good,Good,0
60023,Avoca (Tas.),60023,Avoca (Tas.),1,Good,Good,0
60024,Baden,60024,Baden,1,Good,Good,0
60025,Badger Head,60025,Badger Head,1,Good,Good,0
60026,Bagdad,60026,Bagdad,1,Good,Good,0
60027,Bakers Beach,60027,Bakers Beach,1,Good,Good,0
60028,Banca,60028,Banca,1,Good,Good,0
60029,Bangor (Tas.),60029,Bangor (Tas.),1,Good,Good,0
60030,Barnes Bay,60030,Barnes Bay,1,Good,Good,0
60031,Barretta,60031,Barretta,1,Good,Good,0
60032,Barrington (Tas.),60032,Barrington (Tas.),1,Good,Good,0
60033,Battery Point,60033,Battery Point,1,Good,Good,0
60034,Beaconsfield (Tas.),60034,Beaconsfield (Tas.),1,Good,Good,0
60035,Beaumaris (Tas.),60035,Beaumaris (Tas.),1,Good,Good,0
60036,Beauty Point,60036,Beauty Point,1,Good,Good,0
60037,Beechford,60037,Beechford,1,Good,Good,0
60038,Bell Bay,60038,Bell Bay,1,Good,Good,0
60039,Bellerive,60039,Bellerive,0.9991052,Good,Good,0
60039,Bellerive,60281,Howrah,0.0008948,Good,Good,1
60040,Bellingham,60040,Bellingham,1,Good,Good,0
60041,Ben Lomond (Tas.),60041,Ben Lomond (Tas.),1,Good,Good,0
60042,Berriedale,60042,Berriedale,1,Good,Good,0
60043,Beulah (Tas.),60043,Beulah (Tas.),1,Good,Good,0
60044,Bicheno,60044,Bicheno,1,Good,Good,0
60045,Binalong Bay,60045,Binalong Bay,1,Good,Good,0
60046,Birchs Bay,60046,Birchs Bay,1,Good,Good,0
60047,Birralee,60047,Birralee,1,Good,Good,0
60048,Bishopsbourne,60048,Bishopsbourne,1,Good,Good,0
60049,Black Hills,60049,Black Hills,1,Good,Good,0
60050,Black River (Tas.),60050,Black River (Tas.),1,Good,Good,0
60051,Blackmans Bay,60051,Blackmans Bay,1,Good,Good,0
60052,Blackstone Heights,60052,Blackstone Heights,1,Good,Good,0
60053,Blackwall (Tas.),60053,Blackwall (Tas.),1,Good,Good,0
60054,Blackwood Creek,60054,Blackwood Creek,1,Good,Good,0
60055,Blessington,60055,Blessington,1,Good,Good,0
60056,Blue Rocks,60056,Blue Rocks,1,Good,Good,0
60057,Blumont,60057,Blumont,1,Good,Good,0
60058,Boat Harbour (Tas.),60058,Boat Harbour (Tas.),1,Acceptable,Good,0
60059,Boat Harbour Beach,60059,Boat Harbour Beach,1,Good,Good,0
60060,Bonnet Hill,60060,Bonnet Hill,1,Good,Good,0
60061,Boobyalla,60061,Boobyalla,1,Good,Good,0
60062,Boomer Bay,60062,Boomer Bay,1,Good,Good,0
60063,Bothwell,60063,Bothwell,1,Good,Good,0
60064,Boyer,60064,Boyer,1,Good,Good,0
60065,Bracknell,60065,Bracknell,1,Good,Good,0
60066,Bradys Lake,60066,Bradys Lake,1,Good,Good,0
60067,Brandum,60067,Brandum,1,Good,Good,0
60068,Branxholm,60068,Branxholm,1,Good,Good,0
60069,Breadalbane (Tas.),60069,Breadalbane (Tas.),1,Good,Good,0
60070,Bream Creek,60070,Bream Creek,1,Good,Good,0
60071,Breona,60071,Breona,1,Good,Good,0
60072,Bridgenorth,60072,Bridgenorth,1,Good,Good,0
60073,Bridgewater (Tas.),60073,Bridgewater (Tas.),1,Good,Good,0
60074,Bridport,60074,Bridport,1,Good,Good,0
60075,Brighton (Tas.),60075,Brighton (Tas.),1,Good,Good,0
60076,Brittons Swamp,60076,Brittons Swamp,1,Good,Good,0
60077,Broadmarsh,60077,Broadmarsh,1,Good,Good,0
60078,Broadmeadows (Tas.),60078,Broadmeadows (Tas.),1,Good,Good,0
60079,Bronte Park,60079,Bronte Park,1,Good,Good,0
60080,Brooklyn (Tas.),60080,Brooklyn (Tas.),1,Good,Good,0
60081,Brooks Bay,60081,Brooks Bay,1,Good,Good,0
60082,Buckland (Tas.),60082,Buckland (Tas.),1,Good,Good,0
60083,Bungaree (Tas.),60083,Bungaree (Tas.),1,Good,Good,0
60084,Burnie,60084,Burnie,1,Good,Good,0
60085,Burns Creek,60085,Burns Creek,1,Good,Good,0
60086,Bushy Park (Tas.),60086,Bushy Park (Tas.),1,Good,Good,0
60087,Butlers Gorge,60087,Butlers Gorge,1,Good,Good,0
60088,Cairns Bay,60088,Cairns Bay,1,Good,Good,0
60089,Calder,60089,Calder,1,Good,Good,0
60090,Cambridge (Tas.),60090,Cambridge (Tas.),1,Good,Good,0
60091,Camdale,60091,Camdale,1,Good,Good,0
60092,Camena,60092,Camena,1,Good,Good,0
60093,Campania,60093,Campania,1,Good,Good,0
60094,Campbell Town,60094,Campbell Town,1,Good,Good,0
60095,Cape Barren Island,60095,Cape Barren Island,1,Good,Good,0
60096,Cape Pillar,60096,Cape Pillar,1,Good,Good,0
60097,Cape Portland,60097,Cape Portland,0.9999642,Good,Good,0
60097,Cape Portland,60439,Musselroe Bay,3.58E-05,Good,Good,1
60098,Cape Raoul,60098,Cape Raoul,1,Good,Good,0
60099,Carlton (Tas.),60099,Carlton (Tas.),1,Good,Good,0
60100,Carlton River,60100,Carlton River,1,Good,Good,0
60101,Carrick (Tas.),60101,Carrick (Tas.),1,Good,Good,0
60102,Castle Forbes Bay,60102,Castle Forbes Bay,1,Good,Good,0
60103,Castra,60103,Castra,1,Good,Good,0
60104,Caveside,60104,Caveside,1,Good,Good,0
60105,Central Plateau,60105,Central Plateau,1,Good,Good,0
60106,Cethana,60106,Cethana,1,Good,Good,0
60107,Chain Of Lagoons,60107,Chain Of Lagoons,1,Good,Good,0
60108,Charlotte Cove,60108,Charlotte Cove,1,Good,Good,0
60109,Chasm Creek,60109,Chasm Creek,1,Good,Good,0
60110,Chigwell,60110,Chigwell,1,Good,Good,0
60111,Christmas Hills (Tas.),60111,Christmas Hills (Tas.),1,Good,Good,0
60112,Chudleigh,60112,Chudleigh,1,Good,Good,0
60113,Claremont (Tas.),60113,Claremont (Tas.),1,Good,Good,0
60114,Clarence Point,60114,Clarence Point,1,Good,Good,0
60115,Clarendon Vale,60115,Clarendon Vale,1,Good,Good,0
60116,Claude Road,60116,Claude Road,1,Good,Good,0
60117,Cleveland (Tas.),60117,Cleveland (Tas.),1,Good,Good,0
60118,Clifton Beach (Tas.),60118,Clifton Beach (Tas.),1,Good,Good,0
60119,Cluan,60119,Cluan,1,Good,Good,0
60120,Colebrook,60120,Colebrook,1,Good,Good,0
60121,Coles Bay,60121,Coles Bay,1,Good,Good,0
60122,Collinsvale,60122,Collinsvale,1,Good,Good,0
60123,Conara,60123,Conara,1,Good,Good,0
60124,Coningham,60124,Coningham,1,Good,Good,0
60125,Connellys Marsh,60125,Connellys Marsh,1,Good,Good,0
60126,Cooee,60126,Cooee,1,Good,Good,0
60127,Copping,60127,Copping,1,Good,Good,0
60128,Cornwall (Tas.),60129,Cornwall (Tas.),1,Good,Good,0
60129,Couta Rocks,60130,Couta Rocks,1,Good,Good,0
60130,Cowrie Point,60131,Cowrie Point,1,Good,Good,0
60131,Crabtree,60132,Crabtree,1,Good,Good,0
60132,Cradle Mountain,60133,Cradle Mountain,1,Good,Good,0
60133,Cradoc,60134,Cradoc,0.9999975,Good,Good,0
60133,Cradoc,60227,Glaziers Bay,2.50E-06,Good,Good,1
60134,Cramps Bay,60135,Cramps Bay,1,Good,Good,0
60135,Cranbrook (Tas.),60136,Cranbrook (Tas.),1,Good,Good,0
60136,Crayfish Creek,60137,Crayfish Creek,1,Good,Good,0
60137,Cremorne (Tas.),60138,Cremorne (Tas.),1,Good,Good,0
60138,Cressy (Tas.),60139,Cressy (Tas.),1,Good,Good,0
60139,Cuckoo,60140,Cuckoo,1,Good,Good,0
60140,Cuprona,60141,Cuprona,1,Good,Good,0
60141,Currie,60142,Currie,1,Good,Good,0
60142,Cygnet,60143,Cygnet,1,Good,Good,0
60143,Dairy Plains,60144,Dairy Plains,1,Good,Good,0
60144,Deddington,60145,Deddington,1,Good,Good,0
60145,Dee,60146,Dee,1,Good,Good,0
60146,Deep Bay,60147,Deep Bay,1,Good,Good,0
60147,Deloraine,60148,Deloraine,1,Good,Good,0
60148,Dennes Point,60149,Dennes Point,1,Good,Good,0
60149,Derby (Tas.),60150,Derby (Tas.),1,Good,Good,0
60150,Derwent Bridge,60151,Derwent Bridge,1,Good,Good,0
60151,Derwent Park,60152,Derwent Park,1,Good,Good,0
60152,Detention,60153,Detention,1,Good,Good,0
60153,Deviot,60154,Deviot,1,Good,Good,0
60154,Devon Hills,60155,Devon Hills,1,Good,Good,0
60155,Devonport,60156,Devonport,1,Good,Good,0
60156,Dilston,60157,Dilston,1,Good,Good,0
60157,Doctors Point,60158,Doctors Point,1,Good,Good,0
60158,Doctors Rocks,60159,Doctors Rocks,1,Good,Good,0
60159,Dodges Ferry,60160,Dodges Ferry,1,Good,Good,0
60160,Dolphin Sands,60161,Dolphin Sands,1,Good,Good,0
60161,Don,60162,Don,1,Good,Good,0
60162,Douglas River,60163,Douglas River,1,Good,Good,0
60163,Douglas-Apsley,60164,Douglas-Apsley,1,Good,Good,0
60164,Dover,60165,Dover,1,Good,Good,0
60165,Downlands,60166,Downlands,1,Good,Good,0
60166,Dowsing Point,60167,Dowsing Point,1,Good,Good,0
60167,Dromedary (Tas.),60168,Dromedary (Tas.),1,Good,Good,0
60168,Dulcot,60169,Dulcot,1,Good,Good,0
60169,Dunalley,60170,Dunalley,1,Good,Good,0
60170,Dunorlan,60171,Dunorlan,1,Good,Good,0
60171,Dynnyrne,60172,Dynnyrne,1,Good,Good,0
60172,Dysart (Tas.),60173,Dysart (Tas.),1,Good,Good,0
60173,Eaglehawk Neck,60174,Eaglehawk Neck,1,Good,Good,0
60174,East Cam,60175,East Cam,1,Good,Good,0
60175,East Devonport,60176,East Devonport,1,Good,Good,0
60176,East Launceston,60177,East Launceston,1,Good,Good,0
60177,East Ridgley,60178,East Ridgley,1,Good,Good,0
60178,Eddystone,60179,Eddystone,1,Good,Good,0
60179,Edgcumbe Beach,60180,Edgcumbe Beach,1,Good,Good,0
60180,Edith Creek,60181,Edith Creek,1,Good,Good,0
60181,Egg Lagoon,60182,Egg Lagoon,1,Good,Good,0
60182,Eggs And Bacon Bay,60183,Eggs And Bacon Bay,1,Good,Good,0
60183,Elderslie (Tas.),60184,Elderslie (Tas.),1,Good,Good,0
60184,Electrona,60185,Electrona,1,Good,Good,0
60185,Elizabeth Town,60186,Elizabeth Town,1,Good,Good,0
60186,Ellendale (Tas.),60187,Ellendale (Tas.),1,Good,Good,0
60187,Elliott (Tas.),60188,Elliott (Tas.),1,Good,Good,0
60188,Emita,60189,Emita,1,Good,Good,0
60189,Emu Heights (Tas.),60190,Emu Heights (Tas.),1,Good,Good,0
60190,Epping Forest,60191,Epping Forest,1,Good,Good,0
60191,Erriba,60192,Erriba,1,Good,Good,0
60192,Eugenana,60193,Eugenana,1,Good,Good,0
60193,Evandale (Tas.),60194,Evandale (Tas.),1,Good,Good,0
60194,Exeter (Tas.),60195,Exeter (Tas.),1,Good,Good,0
60195,Exton,60196,Exton,1,Good,Good,0
60196,Falmouth,60197,Falmouth,1,Good,Good,0
60197,Fentonbury,60198,Fentonbury,1,Good,Good,0
60198,Fern Tree,60199,Fern Tree,1,Good,Good,0
60199,Fingal (Tas.),60200,Fingal (Tas.),1,Good,Good,0
60200,Fitzgerald (Tas.),60201,Fitzgerald (Tas.),1,Good,Good,0
60201,Flintstone,60202,Flintstone,1,Good,Good,0
60202,Florentine,60203,Florentine,1,Good,Good,0
60203,Flowerdale (Tas.),60204,Flowerdale (Tas.),1,Good,Good,0
60204,Flowerpot,60205,Flowerpot,1,Good,Good,0
60205,Flowery Gully,60206,Flowery Gully,1,Good,Good,0
60206,Forcett,60207,Forcett,1,Good,Good,0
60207,Forest,60208,Forest,1,Good,Good,0
60208,Forester,60209,Forester,1,Good,Good,0
60209,Fortescue (Tas.),60210,Fortescue (Tas.),1,Good,Good,0
60210,Forth,60211,Forth,1,Good,Good,0
60211,Forthside,60212,Forthside,1,Good,Good,0
60212,Four Mile Creek (Tas.),60213,Four Mile Creek (Tas.),1,Good,Good,0
60213,Frankford,60214,Frankford,1,Good,Good,0
60214,Franklin (Tas.),60215,Franklin (Tas.),1,Good,Good,0
60215,Freycinet,60216,Freycinet,0.3803568,Poor,Good,0
60215,Freycinet,60589,Schouten Island,0.6196432,Poor,Good,0
60216,Friendly Beaches,60217,Friendly Beaches,1,Good,Good,0
60217,Gagebrook,60218,Gagebrook,1,Good,Good,0
60218,Garden Island Creek,60219,Garden Island (Tas.),0,Poor,Good,1
60218,Garden Island Creek,60220,Garden Island Creek,1,Good,Good,0
60219,Gardners Bay,60221,Gardners Bay,1,Good,Good,0
60220,Gawler (Tas.),60222,Gawler (Tas.),1,Good,Good,0
60221,Geeveston,60223,Geeveston,1,Good,Good,0
60222,Geilston Bay,60224,Geilston Bay,1,Good,Good,0
60223,George Town,60225,George Town,1,Good,Good,0
60224,Gladstone (Tas.),60226,Gladstone (Tas.),1,Good,Good,0
60225,Glaziers Bay,60227,Glaziers Bay,1,Good,Good,0
60226,Glebe (Tas.),60228,Glebe (Tas.),1,Good,Good,0
60227,Glen Huon,60229,Glen Huon,1,Good,Good,0
60228,Glendevie,60230,Glendevie,1,Good,Good,0
60229,Glenfern (Tas.),60231,Glenfern (Tas.),1,Good,Good,0
60230,Glengarry (Tas.),60232,Glengarry (Tas.),1,Good,Good,0
60231,Glenlusk,60233,Glenlusk,1,Good,Good,0
60232,Glenora,60234,Glenora,1,Good,Good,0
60233,Glenorchy (Tas.),60235,Glenorchy (Tas.),1,Good,Good,0
60234,Golconda,60236,Golconda,1,Good,Good,0
60235,Golden Valley,60237,Golden Valley,1,Good,Good,0
60236,Goodwood (Tas.),60238,Goodwood (Tas.),1,Good,Good,0
60237,Gordon (Tas.),60239,Gordon (Tas.),1,Good,Good,0
60238,Gormanston,60240,Gormanston,1,Good,Good,0
60239,Goshen,60241,Goshen,1,Good,Good,0
60240,Goulds Country,60242,Goulds Country,1,Good,Good,0
60241,Gowrie Park,60243,Gowrie Park,1,Good,Good,0
60242,Granton,60244,Granton,1,Good,Good,0
60243,Granville Harbour,60245,Granville Harbour,1,Good,Good,0
60244,Grasstree Hill,60246,Grasstree Hill,1,Good,Good,0
60245,Grassy,60247,Grassy,1,Good,Good,0
60246,Gravelly Beach,60248,Gravelly Beach,1,Good,Good,0
60247,Gray (Tas.),60249,Gray (Tas.),1,Good,Good,0
60248,Great Bay,60250,Great Bay,1,Good,Good,0
60249,Greens Beach,60251,Greens Beach,1,Good,Good,0
60250,Gretna,60252,Gretna,1,Good,Good,0
60251,Grindelwald,60253,Grindelwald,1,Good,Good,0
60252,Grove,60254,Grove,1,Good,Good,0
60253,Guildford (Tas.),60255,Guildford (Tas.),1,Good,Good,0
60254,Gunns Plains,60256,Gunns Plains,1,Good,Good,0
60255,Hadspen,60257,Hadspen,1,Good,Good,0
60256,Hagley,60258,Hagley,1,Good,Good,0
60257,Hamilton (Tas.),60259,Hamilton (Tas.),1,Good,Good,0
60258,Hampshire,60260,Hampshire,1,Good,Good,0
60259,Harford,60261,Harford,1,Good,Good,0
60260,Hastings (Tas.),60262,Hastings (Tas.),1,Good,Good,0
60261,Havenview,60263,Havenview,1,Good,Good,0
60262,Hawley Beach,60264,Hawley Beach,1,Good,Good,0
60263,Hayes,60265,Hayes,1,Good,Good,0
60264,Hellyer,60266,Hellyer,1,Good,Good,0
60265,Henrietta,60267,Henrietta,1,Good,Good,0
60266,Herdsmans Cove,60268,Herdsmans Cove,1,Good,Good,0
60267,Hermitage,60269,Hermitage,1,Good,Good,0
60268,Herrick,60270,Herrick,1,Good,Good,0
60269,Heybridge,60271,Heybridge,1,Good,Good,0
60270,Highclere,60272,Highclere,1,Good,Good,0
60271,Highcroft,60273,Highcroft,1,Good,Good,0
60272,Hillcrest (Tas.),60274,Hillcrest (Tas.),1,Good,Good,0
60273,Hillwood,60275,Hillwood,1,Good,Good,0
60274,Hobart,60276,Hobart,0.9775116,Acceptable,Good,0
60274,Hobart,60732,West Hobart,0.0224884,Good,Good,0
60275,Hollow Tree,60277,Hollow Tree,1,Good,Good,0
60276,Holwell,60278,Holwell,1,Good,Good,0
60277,Honeywood,60279,Honeywood,1,Good,Good,0
60278,Howden,60280,Howden,1,Good,Good,0
60279,Howrah,60281,Howrah,1,Good,Good,0
60280,Howth,60282,Howth,1,Good,Good,0
60281,Huntingfield,60283,Huntingfield,1,Good,Good,0
60282,Huonville,60285,Huonville,1,Good,Good,0
60283,Ida Bay,60286,Ida Bay,1,Good,Good,0
60284,Interlaken,60287,Interlaken,1,Good,Good,0
60285,Invermay (Tas.),60288,Invermay (Tas.),1,Good,Good,0
60286,Irishtown (Tas.),60289,Irishtown (Tas.),1,Good,Good,0
60287,Jackeys Marsh,60290,Jackeys Marsh,1,Good,Good,0
60288,Jericho (Tas.),60291,Jericho (Tas.),1,Good,Good,0
60289,Jetsonville,60292,Jetsonville,1,Good,Good,0
60290,Judbury,60293,Judbury,1,Good,Good,0
60291,Kamona,60294,Kamona,1,Good,Good,0
60292,Kaoota,60295,Kaoota,1,Good,Good,0
60293,Karanja,60296,Karanja,1,Good,Good,0
60294,Karoola,60297,Karoola,1,Good,Good,0
60295,Kayena,60298,Kayena,1,Good,Good,0
60296,Kellevie,60299,Kellevie,1,Good,Good,0
60297,Kelso (Tas.),60300,Kelso (Tas.),1,Good,Good,0
60298,Kempton,60301,Kempton,1,Good,Good,0
60299,Kettering,60302,Kettering,1,Good,Good,0
60300,Killiecrankie,60303,Killiecrankie,1,Good,Good,0
60301,Kimberley (Tas.),60304,Kimberley (Tas.),0.8807443,Acceptable,Good,0
60301,Kimberley (Tas.),60399,Merseylea,0.1192557,Acceptable,Good,0
60302,Kindred,60305,Kindred,1,Good,Good,0
60303,Kings Meadows,60306,Kings Meadows,1,Good,Good,0
60304,Kingston (Tas.),60307,Kingston (Tas.),0.9873659,Good,Good,0
60304,Kingston (Tas.),60308,Kingston Beach,0.0126341,Good,Good,0
60305,Kingston Beach,60308,Kingston Beach,1,Good,Good,0
60306,Koonya,60309,Koonya,1,Good,Good,0
60307,Lachlan,60310,Lachlan,1,Good,Good,0
60308,Lackrana,60311,Lackrana,1,Good,Good,0
60309,Lady Barron,60312,Lady Barron,1,Good,Good,0
60310,Lake Leake,60313,Lake Leake,1,Good,Good,0
60311,Lake Margaret,60314,Lake Margaret,1,Good,Good,0
60312,Lake Sorell,60315,Lake Sorell,1,Good,Good,0
60313,Lake St Clair,60316,Lake St Clair,1,Good,Good,0
60314,Lalla,60317,Lalla,1,Good,Good,0
60315,Lanena,60318,Lanena,1,Good,Good,0
60316,Lapoinya,60319,Lapoinya,1,Good,Good,0
60317,Latrobe,60320,Latrobe,1,Good,Good,0
60318,Lauderdale,60321,Lauderdale,1,Good,Good,0
