UCL_CODE_2016,UCL_NAME_2016,UCL_CODE_2021,UCL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
622002,Binalong Bay (L),622001,Binalong Bay (L),1,Good,Good,0
622003,Bothwell (L),622002,Bothwell (L),1,Good,Good,0
622004,Bracknell (L),622003,Bracknell (L),1,Good,Good,0
622005,Branxholm (L),631001,Remainder of State/Territory (Tas.),1,Good,Good,0
622006,Campania (L),621003,Campania (L),1,Good,Good,0
622007,Carrick (L),621005,Carrick (L),1,Good,Good,0
622008,Collinsvale (L),622004,Collinsvale (L),1,Good,Good,0
622009,Dilston (L),622005,Dilston (L),1,Good,Good,0
622010,Dover (L),621010,Dover (L),1,Good,Good,0
622011,Dunalley (L),622006,Dunalley (L),1,Good,Good,0
622012,Eaglehawk Neck (L),622007,Eaglehawk Neck (L),1,Good,Good,0
622013,Exeter (L) (Tas.),615007,Exeter (Tas.),1,Good,Good,0
622014,Fingal (L),622008,Fingal (L),1,Good,Good,0
622015,Forth (L),622009,Forth (L),1,Good,Good,0
622016,Franklin (L),622010,Franklin (L),1,Good,Good,0
622017,Gawler (L),622011,Gawler (L) (Tas.),1,Good,Good,0
622018,Heybridge (L),622012,Heybridge (L),1,Good,Good,0
622019,Hillwood (L),622013,Hillwood (L),1,Good,Good,0
622020,Kempton (L),622014,Kempton (L),1,Good,Good,0
622021,Kettering (L),622015,Kettering (L),1,Good,Good,0
622022,Lilydale (L),622016,Lilydale (L),1,Good,Good,0
622023,Low Head (L),621017,Low Head (L),1,Good,Good,0
622024,Maydena (L),631001,Remainder of State/Territory (Tas.),1,Good,Good,0
622025,Mole Creek (L),622017,Mole Creek (L),1,Good,Good,0
622026,Nubeena (L),622018,Nubeena (L),1,Good,Good,0
622027,Opossum Bay (L),622019,Opossum Bay (L),1,Good,Good,0
622028,Ridgley (L),622020,Ridgley (L),1,Good,Good,0
622029,Ross (L),622021,Ross (L),1,Good,Good,0
622030,Sisters Beach (L),622022,Sisters Beach (L),1,Good,Good,0
622031,St Marys (L),622023,St Marys (L),1,Good,Good,0
622032,Stanley (L),621026,Stanley (L),1,Good,Good,0
622033,Swan Point (L),622024,Swan Point (L),1,Good,Good,0
622034,Tullah (L),622025,Tullah (L),1,Good,Good,0
622035,Waratah (L),622026,Waratah (L),1,Good,Good,0
622036,White Beach (L),622027,White Beach (L),1,Good,Good,0
631777,Remainder of State/Territory (Tas.),621003,Campania (L),7.59E-05,Good,Good,1
631777,Remainder of State/Territory (Tas.),615014,Margate,0.0008307,Good,Good,1
631777,Remainder of State/Territory (Tas.),615017,Perth (Tas.),0.0016068,Good,Good,1
631777,Remainder of State/Territory (Tas.),615011,Latrobe,0.0016463,Good,Good,1
631777,Remainder of State/Territory (Tas.),612002,Devonport,0.002096,Good,Good,1
631777,Remainder of State/Territory (Tas.),603001,Hobart,0.0027779,Good,Good,1
631777,Remainder of State/Territory (Tas.),615012,Legana,0.0030363,Good,Good,1
631777,Remainder of State/Territory (Tas.),631001,Remainder of State/Territory (Tas.),0.98793,Good,Good,0
679997,Migratory - Offshore - Shipping (Tas.),679997,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
699994,No usual address (Tas.),699994,No usual address (Tas.),1,Good,Good,0
703001,Darwin,703001,Darwin,1,Good,Good,0
712001,Alice Springs,712001,Alice Springs,1,Good,Good,0
714001,Katherine,714001,Katherine,1,Good,Good,0
715001,Galiwinku,715001,Galiwinku,1,Good,Good,0
715002,Gunbalanya (Oenpelli),715002,Gunbalanya (Oenpelli),1,Good,Good,0
715003,Maningrida,715003,Maningrida,1,Good,Good,0
715004,Milingimbi,715004,Milingimbi,1,Good,Good,0
715005,Ngukurr,715005,Ngukurr,1,Good,Good,0
715006,Nhulunbuy,715006,Nhulunbuy,1,Good,Good,0
715007,Tennant Creek,731001,Remainder of State/Territory (NT),0.0531949,Good,Good,0
715007,Tennant Creek,715007,Tennant Creek,0.9468051,Good,Good,0
715008,Wadeye,715008,Wadeye,1,Good,Good,0
715009,Wurrumiyanga (Nguiu),715009,Wurrumiyanga (Nguiu),1,Good,Good,0
721001,Alyangula (L),721001,Alyangula (L),1,Good,Good,0
721002,Angurugu (L),721002,Angurugu (L),1,Good,Good,0
721003,Borroloola (L),721003,Borroloola (L),1,Good,Good,0
721004,Daguragu - Kalkarindji (L),721004,Daguragu - Kalkarindji (L),1,Good,Good,0
721005,Gapuwiyak (L),721005,Gapuwiyak (L),1,Good,Good,0
721006,Hermannsburg (L),721006,Hermannsburg (L),1,Good,Good,0
721007,Howard Springs (L),721007,Howard Springs (L),1,Good,Good,0
721008,Humpty Doo (L),721008,Humpty Doo (L),1,Good,Good,0
721009,Jabiru (L),721009,Jabiru (L),1,Good,Good,0
721010,Lajamanu (L),721010,Lajamanu (L),1,Good,Good,0
721011,Minyerri (L),721011,Minyerri (L),1,Good,Good,0
721012,Numbulwar (L),721012,Numbulwar (L),1,Good,Good,0
721013,Ramingining (L),731001,Remainder of State/Territory (NT),0.25,Good,Good,0
721013,Ramingining (L),721013,Ramingining (L),0.75,Poor,Good,0
721014,Santa Teresa (Ltyentye Purte) (L),721014,Santa Teresa (Ltyentye Purte) (L),1,Good,Good,0
721015,Umbakumba (L),722033,Umbakumba (L),1,Good,Good,0
721016,Wugular (Beswick) (L),721015,Wugular (Beswick) (L),1,Good,Good,0
721017,Yirrkala (L),721016,Yirrkala (L),1,Good,Good,0
721018,Yuendumu (L),721017,Yuendumu (L),1,Good,Good,0
721019,Yulara (L),721018,Yulara (L),1,Good,Good,0
722001,Adelaide River (L),722001,Adelaide River (L),1,Good,Good,0
722002,Ali Curung (L),722002,Ali Curung (L),1,Good,Good,0
722003,Alpurrurulam (L),722003,Alpurrurulam (L),1,Good,Good,0
722004,Amoonguna (L),722004,Amoonguna (L),1,Good,Good,0
722005,Ampilatwatja (L),722005,Ampilatwatja (L),1,Good,Good,0
722006,Apatula (Finke) (L),722006,Apatula (Finke) (L),1,Good,Good,0
722007,Areyonga (L),722007,Areyonga (L),1,Good,Good,0
722008,Atitjere (L),722008,Atitjere (L),1,Good,Good,0
722009,Barunga (L),722009,Barunga (L),1,Good,Good,0
722010,Batchelor (L),722010,Batchelor (L),1,Good,Good,0
722011,Binjari (L),722011,Binjari (L),1,Good,Good,0
722012,Bulman - Weemol (L),722012,Bulman - Weemol (L),1,Good,Good,0
722013,Canteen Creek (L),722013,Canteen Creek (L),1,Good,Good,0
722014,Elliott (L),722014,Elliott (L),1,Good,Good,0
722015,Gunyangara (L),722015,Gunyangara (L),1,Good,Good,0
722016,Ilparpa (L),722016,Ilparpa (L),1,Good,Good,0
722017,Jilkminggan (L),722017,Jilkminggan (L),1,Good,Good,0
722018,Kaltukatjara (Docker River) (L),731001,Remainder of State/Territory (NT),0.25,Good,Good,0
722018,Kaltukatjara (Docker River) (L),722018,Kaltukatjara (Docker River) (L),0.75,Acceptable,Good,0
722019,Laramba (L),722019,Laramba (L),1,Good,Good,0
722020,Mataranka (L),722020,Mataranka (L),1,Good,Good,0
722021,Milikapiti (L),722021,Milikapiti (L),1,Good,Good,0
722022,Minjilang (L),722022,Minjilang (L),1,Good,Good,0
722023,Mutitjulu (L),722023,Mutitjulu (L),1,Good,Good,0
722024,Nauiyu Nambiyu (Daly River) (L),722024,Nauiyu Nambiyu (Daly River) (L),1,Good,Good,0
722025,Nganmarriyanga (Palumpa) (L),722025,Nganmarriyanga (Palumpa) (L),1,Good,Good,0
722026,Nyirripi (L),722026,Nyirripi (L),1,Good,Good,0
722027,Papunya (L),722027,Papunya (L),1,Good,Good,0
722028,Pine Creek (L),722028,Pine Creek (L),1,Good,Good,0
722029,Pirlangimpi (L),722029,Pirlangimpi (L),1,Good,Good,0
722030,Robinson River (Mungoorbada) (L),722030,Robinson River (Mungoorbada) (L),1,Good,Good,0
722031,Timber Creek (L),722031,Timber Creek (L),1,Good,Good,0
722032,Titjikala (L),722032,Titjikala (L),1,Good,Good,0
722033,Wagait Beach - Mandorah (L),722034,Wagait Beach - Mandorah (L),1,Good,Good,0
722034,Walungurru (Kintore) (L),722035,Walungurru (Kintore) (L),1,Good,Good,0
722035,Warruwi (L),722036,Warruwi (L),1,Good,Good,0
722036,Willowra (L),722037,Willowra (L),1,Good,Good,0
722037,Wutunugurra (L),722038,Wutunugurra (L),1,Good,Good,0
722038,Yarralin (L),722039,Yarralin (L),1,Good,Good,0
722039,Yuelamu (L),722040,Yuelamu (L),1,Good,Good,0
731777,Remainder of State/Territory (NT),731001,Remainder of State/Territory (NT),1,Good,Good,0
779997,Migratory - Offshore - Shipping (NT),779997,Migratory - Offshore - Shipping (NT),1,Good,Good,0
799994,No usual address (NT),799994,No usual address (NT),1,Good,Good,0
802001,Canberra - Queanbeyan (Canberra Part),802001,Canberra - Queanbeyan (Canberra Part),1,Good,Good,0
822001,Hall (L),822001,Hall (L),1,Good,Good,0
831777,Remainder of State/Territory (ACT),802001,Canberra - Queanbeyan (Canberra Part),0.0185526,Good,Good,0
831777,Remainder of State/Territory (ACT),822002,Uriarra Village (L),0.4413937,Poor,Good,0
831777,Remainder of State/Territory (ACT),831001,Remainder of State/Territory (ACT),0.5400537,Poor,Good,0
879997,Migratory - Offshore - Shipping (ACT),879997,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
899994,No usual address (ACT),899994,No usual address (ACT),1,Good,Good,0
915001,Flying Fish Cove,915001,Flying Fish Cove,1,Good,Good,0
921001,Norfolk Island (L),921001,Norfolk Island (L),1,Poor,Good,0
922001,Home Island (L),922001,Home Island (L),1,Good,Good,0
922002,Jervis Bay (L),922002,Jervis Bay (L),1,Good,Good,0
922003,West Island (L),922003,West Island (L),1,Good,Good,0
931777,Remainder of State/Territory (OT),921001,Norfolk Island (L),0.4312792,Poor,Good,0
931777,Remainder of State/Territory (OT),931001,Remainder of State/Territory (OT),0.5687208,Poor,Good,0
979997,Migratory - Offshore - Shipping (OT),979997,Migratory - Offshore - Shipping (OT),1,Good,Good,0
999994,No usual address (OT),999994,No usual address (OT),1,Good,Good,0
,,ZZZZZZ,Outside Australia,,NA,Good,3
